FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144
472491,612559,786966,680745,1020744,1171091,1717611,6002698,14018906,26238328,45383526,81877108,147040958,274823805,442739859
454217,576040,822912,669962,986655,1060652,1621189,4931687,11202573,25869007,44945944,82595834,157186679,264954003,445158056
445726,594513,802976,698508,986114,1290486,1680195,6004321,12308566,25363310,45372083,83258430,162334381,270749195,430538102
443558,606954,792460,672253,935613,1142000,1662583,5476226,11112220,25850851,45199613,83148032,144265127,280200630,457666262
436405,632612,784722,683181,999313,1210548,1662777,6054930,12968922,24682205,47016421,83204135,147948035,273444235,466949004
458541,604947,785887,663035,974585,1076869,1697999,5082757,13898259,26719490,45029391,83549542,151485218,273425893,451175307
433902,604079,785016,679842,939056,1289088,1675447,5986619,11517954,25412553,45523970,83539829,160831232,318429929,477970344
437988,603661,783513,670379,952420,1145317,1710702,5073185,9975875,25970496,45013942,93768991,159550202,277870772,464163808
448706,630521,802347,681017,985484,1167080,1663951,5951406,12463340,25436280,45411532,84143326,161212007,277710145,434239533
435443,597740,794071,661929,957226,1087202,1668243,5128365,11218306,24707303,45060480,84007910,152472871,272890204,438747045
437033,598633,770189,672135,1034955,1135759,1627369,5994768,12425032,26119411,44357909,84586745,146970902,277771046,457103813
445023,669605,777643,652974,911363,1256112,1672531,4990158,11624056,25910716,45050446,83901026,139367915,287245432,428292168
445170,677629,765013,688740,872901,1155208,1691530,5929650,14290861,25322668,45469132,84029154,153474031,319663008,438931881
435768,665418,763663,661036,863095,1127056,1799839,5203673,11310286,25783089,45012338,83742703,160072957,308678334,458595094
448133,682411,780098,682035,989300,1312455,1776766,6084299,12203541,24563916,45513274,84560494,147978378,268553021,434437639
445337,669098,774364,659991,865104,1271669,1829403,5176319,11799291,26609474,45039764,83965559,159119939,288774026,472873975
435768,679558,801471,659413,906563,1126316,1764974,6190860,12867659,25425344,45480406,84213742,184566327,276397178,418749976
445259,651710,780945,658698,925875,1161647,1854708,7294580,12987210,24795860,45045542,83901781,151052261,317396292,465246991
447983,673486,804445,674917,861158,1265485,1806720,7622778,10633128,26680075,45435926,84108106,151394929,267202501,465933396
441196,684278,785640,679834,859134,1189555,1824985,6235025,12459709,27642596,45120353,83953816,153450242,271265975,465322160
438293,687683,762828,678768,902062,1297140,1837766,7133835,11029702,26051002,45550114,84535640,157556294,268005310,475240260
451126,665582,786161,670828,872158,1176716,1874560,5928463,12768544,26662764,45059008,84290298,145061744,298081348,428126888
434452,658135,732533,664684,920369,1152873,1807806,6711321,12984928,25333004,45412497,84596751,149142354,264815820,430162051
434584,648108,723546,720180,879162,1233809,1842641,5598780,10593939,24692944,45034675,83988802,147643060,271536102,441874688
445224,662043,745273,668884,868281,1076038,1811241,6378360,12097684,26924962,45349646,81113906,155662263,270990015,485168197
435254,654748,700725,669037,863543,1209262,1851486,5377625,12206303,25944665,45105923,82067805,156480737,273622222,437269288
438103,665832,706781,677822,906006,1231701,1883956,6130004,12216867,25356548,45470076,82759516,144803092,256023700,435987274
462223,654059,706632,658645,866236,1250992,1893007,5138065,12356742,26073849,44939866,82259631,148855431,266633385,445935354
450575,661326,698432,666420,911542,1222786,1818158,6004788,11273015,24743891,45471373,91144084,147782287,284207726,464520838
432254,652942,716286,644703,877324,1170988,1860829,5201294,12261776,26777473,44906580,82095991,142114899,276769753,457823137
435267,668484,715157,667038,867154,1152993,1858353,6163200,11220462,25178327,45653532,82624374,150385844,267561685,425582531
445892,656030,727105,655831,858116,1130794,1814567,5178339,12380523,24812303,44916124,82222935,150066000,270899632,459379422
433760,669158,699067,681122,926123,1140454,1808264,6747128,10760253,26121192,45492790,80929718,155421307,273905092,461055312
434884,657401,719198,716726,866050,1174040,1897174,5501772,12424938,25921219,44975636,82242914,169683753,281638539,450110233
443812,682565,728022,670569,905090,1179505,2531458,6369146,11136705,24781599,41391742,82805302,143323931,265945126,448232915
435064,664664,709887,661088,889436,1140991,1848332,5384036,12292901,27617012,44541772,81994782,140732960,271080528,450827813
436105,674999,716452,666965,870567,1167579,1823637,6194071,11168060,25548289,45292751,82804437,149267419,277535875,461286692
442494,666294,708634,641431,862977,1129190,1881305,5240142,12249381,24603974,44823540,82291585,151595391,268985641,476482741
432179,673041,726058,677147,914499,1157976,1802257,6104327,12364897,26084236,45473753,82757780,148973009,278444541,465801149
440609,609655,729141,659372,864823,1098104,1825553,5201947,11120328,25897253,45024845,82579756,147120803,279566174,445495929
483591,628523,728185,669972,916562,1234571,1780530,6387675,12539559,25092561,45283618,82863194,149569197,280920417,453491932
434777,633200,719605,646056,893594,1108218,1771577,5102378,11222795,25789228,45133303,90397342,163553313,265766306,431268042
447980,632283,708557,669057,889594,1123037,1726585,5896201,14280233,24938243,45509247,82951357,148488432,275687577,512590208
438510,612152,716110,672924,867318,1081126,1734720,5162192,11050426,26943465,44962138,82132438,152536377,279159390,437227768
432918,620946,712420,689488,911385,1117396,3065062,5821961,12360588,25298972,45425372,83067446,153120836,284260821,440866125
449517,603641,686103,674768,855438,1101254,1779739,4916857,11137909,25906101,45051424,82910776,151547788,276603001,465443284
435378,666479,715211,690521,918958,1333695,1663144,5873210,12388384,25296205,45609736,82417365,152899789,283673779,432446411
434651,632089,684871,689875,879025,1183093,1640191,5528308,10814527,24980543,45174902,81859242,156541887,282879098,470513134
444631,627185,747103,680115,948967,1204615,1713852,6285283,12429401,26024692,45616755,82026588,160506401,279390201,446866830
443973,621112,759329,673890,924258,1158498,1658207,5218743,12319138,25697698,45156791,83583458,175412264,287488312,419164830
490085,652112,741869,694161,994088,1168229,1674752,6001611,11209749,25084273,45522118,83910963,161275176,274698381,457636162
496862,594745,744097,672651,950179,1150161,1669932,5054807,12375307,25710147,45285309,83159666,166951105,282948680,477860151
678584,619330,741117,689027,1081776,1186520,1743653,7757375,11228469,24525985,45373545,82485799,149586524,276297310,458518720
714709,625710,732421,675980,1084812,1288925,1697124,6546183,12330359,26732913,45030148,82065518,156691301,274695223,464728440
647880,583928,739023,680055,1052634,1386541,1642507,7157579,11227892,25252998,45873729,82551578,161840844,285050844,444928947
654522,615681,746641,664709,1037260,1204748,5465651,6014313,12336240,24801715,44995087,82157475,161797610,285093754,457026996
650190,625806,751190,691489,1045146,1361493,2545869,6652840,11165923,26175908,45484850,82388736,156406676,261179349,453272514
657964,615686,746727,672574,946196,1329783,2193862,5617743,12328506,25911887,44827917,82209533,146193101,272817459,446250359
653151,629078,740657,688740,978681,1395474,2101275,6464146,11176402,24840074,45443056,89478104,155794835,272888209,427570618
656449,620547,743355,656102,946742,1202103,2034178,5313128,12332117,26799258,45179462,82006931,162396199,274495951,466974447
662992,611638,724071,666512,921188,1204653,1924337,6108107,12331640,25313871,45359632,82501605,142232414,298290675,479344020
661637,627732,732230,656659,900491,1290645,1898986,5248358,11147348,24881955,44976770,81740110,147856680,281590564,479998945
645704,619317,747850,740099,967595,1196545,1811989,6219720,12394330,26168337,45530765,81959724,146167699,280837733,449739961
642486,622488,735594,734064,1026590,1201521,1798738,7556698,11651291,25985462,45126728,82245514,157011096,270385348,403070541
617250,640983,729892,661931,1025649,1239582,1800333,7892586,14276009,25228045,45184335,82288336,153160957,272391146,464045562
635612,621096,733628,644074,1030618,1178735,1823217,6612520,11536052,25840478,44944123,82162316,151146220,278541742,446306838
609106,633092,731371,676971,986901,1311962,1814863,7018288,14169689,24677811,45515605,82288594,148830652,274749279,462743802
645853,578425,742945,657271,971391,1246668,1797568,5808166,11520719,26684658,45117896,81911317,145984115,275768873,446657953
649131,606708,729900,676546,978956,1214599,1736493,6773194,14273825,25408905,45343527,81886401,149235885,269510169,444776316
643040,608020,735448,648767,956751,1186628,1666145,5477888,11558700,24809474,45454704,81884367,146265831,282848053,456528479
644825,635207,723214,668226,1011115,1227068,1603799,6827298,14311502,26033030,45562397,82567736,157104825,285181257,443870919
653545,623487,734527,655047,979939,1199535,1835853,9050219,12404280,26039277,44989584,82001103,143170760,276456361,452297056
640717,616463,724966,677473,974576,1194157,1611310,6429947,12754591,24898628,45515688,82448238,148190545,289239684,454570212
652884,604150,730319,651832,938552,1279385,1701844,5047521,10089328,26603778,45110349,82050608,147529686,286615934,428704824
644734,611427,731842,679038,998455,1386260,1652665,6364855,13896973,25245258,45353757,82325007,147869160,298617416,436644139
634694,614842,728487,643373,950109,1220070,1662392,4993051,11511884,24813137,44880221,82145405,143319958,286686858,461437990
647436,613291,734153,702934,1003928,1187995,1590051,6175405,12155017,26193873,45342233,82351875,154227723,282985202,440453598
654423,661124,720313,653011,967134,1186080,1704779,5168286,12829455,25809150,44976466,82073407,145900118,284528996,445607358
652932,686675,726178,678294,901697,1195110,1667112,6063981,12726336,25530996,45273492,82342513,149546643,290094130,421416623
678922,676613,714021,645736,877777,1250194,1684063,4979416,12735734,26940148,45063356,82363680,151710211,274937539,439253359
656676,682731,724373,684240,930617,1202697,1839395,5968323,12661488,29112338,45522582,82278287,166000889,288067019,427261782
680561,660129,728758,645113,875129,1280350,1706866,5744931,10185252,26639460,45265577,81844937,137245437,278578746,429858590
659411,681581,726283,683122,923197,1395876,1613085,6209851,13781245,25385260,45421537,82589616,155498046,273867413,442155075
673748,661603,724381,654266,903371,1292056,1726046,5209044,11496551,25925151,45449861,82216441,149211204,265903347,461848398
447543,685894,742130,667641,871452,1391397,1570889,5984871,14139085,25310377,45459821,82192119,144206185,303995502,434719916
446647,658234,721338,649267,882315,1385347,1697996,5108677,11070318,24499825,44914510,81379533,163572747,280610180,471253496
455131,675925,727980,669544,935000,1186833,1678402,6588586,14010207,26148494,45400814,81476642,187958103,278990044,443755431
444439,643707,724950,652191,876408,1206427,1614791,13061345,11361691,25907363,45169427,81490798,150718726,343853251,468023006
438425,660778,718209,671674,921758,1302175,1619532,7545667,15453582,25244332,45371159,82180118,142918682,279037358,449810066
460870,661957,715449,644342,912554,1399903,1710018,6115334,11854351,26031834,45120051,82113142,145886306,274914196,465182027
444329,679297,734791,655038,889236,1166541,1629915,6793267,13873183,24559552,45282775,82395441,166194852,272017806,426194830
445317,660770,715968,644708,884151,1357457,1667012,5435030,11418513,26653796,45134786,82226847,162226552,270645640,436965882
453951,692708,715843,725928,1002261,1246590,1586622,6500898,19344983,25327653,45677102,82305559,136770069,280257538,446129177
452808,668759,693035,690170,949831,1247595,1620664,5273005,13772906,24673728,45012907,82651399,154941281,275840492,446370103
440073,661781,712396,693220,1017901,1372712,1708750,6160679,12781912,26083559,45397372,82609551,148375045,271973984,456231902
515734,666624,709394,670856,973570,1381251,1637244,5091201,10081892,25928332,45023597,82489714,170067115,283431591,444087532
441045,671037,716936,686635,972234,1298977,1702117,6074351,13866122,24600951,45603254,82301587,147189611,279339534,460513651
445518,675788,723641,668957,971251,1375027,1784626,6921777,11320147,26718840,45126620,82226119,151436192,279483714,469947014
456541,644319,708524,681162,1012630,1283715,1803087,7728468,13901358,25361708,45402619,82584507,148863879,282995178,435863495
444336,613718,751927,665171,968100,1249177,1840107,6144612,11500318,24599887,44889140,82130607,157747362,273737598,437049459
439652,599039,710935,668255,997335,1348375,1841890,7349228,11539080,25949673,45634780,82479954,151717409,266237293,466585382
460626,627059,720791,672126,990764,1363911,1789168,5702343,12528673,25805555,44772783,82065030,144840262,271572640,451427597
440313,625588,709629,776628,910702,1495807,1787167,6625949,12654093,25287395,45132886,82428033,149310016,265569362,473571213
442375,625076,723472,788998,890851,1207931,1805113,5337513,12685969,25895024,45011077,82087351,165219593,275166470,427008465
452992,625455,726708,738027,931433,1228994,1812170,6388881,13292248,24636276,45435538,82211413,147804492,265161455,458062929
455664,616870,719917,703961,884369,1214173,1861613,5246911,10450447,26530005,44804492,81912273,148800273,269230915,446386764
441202,631975,725127,722109,943990,1221197,1798395,6088756,13721166,25293130,45187042,81748686,150209636,287194801,448091963
451908,617970,715070,690476,1591437,1197851,1853914,4993234,10921994,24807732,44858794,82299626,151608111,266292749,431892471
454753,622108,745948,712313,948731,2726873,1790556,6198301,13838282,25947233,45255482,82567504,147397581,263001971,445200527
459335,606279,711078,683859,887745,1571237,1928079,5305277,11446309,25848750,44699446,82095439,148286703,265307428,466270783
447290,605355,720062,704034,916448,1320713,1800947,6327048,13798401,24687854,45398457,82825159,150038213,267495346,454825154
450657,611941,727021,712572,889090,1267953,1821858,5049785,11308708,25954784,44943830,82220269,142789391,279069307,443698572
440976,607782,710685,709533,925683,1282837,1791459,6069441,13882857,25239067,45235453,82230562,145620717,278928948,421776585
440531,604772,722344,698627,903926,1409998,1825254,8031261,11314680,24747875,44979342,82412593,147099370,280401208,432862522
449301,595107,711065,700770,1042963,1219875,1814608,8021982,13749268,25872193,45180730,86105925,149334683,278554962,423042033
440773,623184,733671,691015,982751,1186706,1892526,6472821,12760570,25780807,45006707,82157735,142163006,281447536,462129667
438685,614601,738646,696990,1060977,1211384,1768467,7100082,12056208,25569504,45257462,82522564,148300538,279857458,427341274
452540,597005,732366,662084,964286,1133608,1807365,5957509,12460492,26035212,44881393,81766551,148112989,286312694,489827703
450084,613623,724818,693856,1007307,1127631,2092493,6400067,12632265,24637244,45131744,82517656,181508702,280741031,450676183
438446,604620,715864,673088,975241,1148714,1816546,5347764,10317236,26873539,44641287,82425338,183505246,293792026,424576659
438675,614406,728916,685001,945397,1117986,1816424,6120672,13900681,25604893,45339668,81928901,148293137,294016406,451197200
449666,606030,719514,691887,929804,1140644,1944985,6896949,11314460,26138148,42023487,81222717,151648550,280129592,429321995
434869,629819,728092,690294,1051580,1124584,1790678,8601434,13746111,25561918,45149713,81548781,159655201,267466528,445591771
488208,603612,730999,688710,970101,1128844,1810866,6844315,10651324,24742573,45088047,81511776,160769474,269386007,465105460
441975,637714,713887,688588,1046500,1189599,1940636,7565121,12396288,26424157,45328102,81775726,174253210,247859376,437251005
443231,576819,758419,668347,1001963,1233232,1868838,6325153,10672029,25842379,44936708,81511180,159992553,279725833,451984116
449696,613186,709036,681095,994628,1208028,1927216,6949009,12565733,25227283,45189779,81226837,191637784,274994467,434801726
438630,608682,727723,657543,934073,1227904,1797067,5864959,10574066,25743982,45061422,81383979,164906773,263619298,463811733
435562,622554,722327,694577,1029238,1381592,1921728,6538248,12547793,24451714,45286904,82305899,175032989,271986613,441127899
446554,606192,725882,667210,961171,1220039,1851268,5527662,11996055,26258575,45030270,91742290,141265802,240281274,459099392
438173,632058,732073,689798,1015147,1258714,1761896,6236085,11587643,25379156,45389485,81201307,143819003,301790344,485424889
441570,603226,719224,663761,910771,1233674,1827239,5515507,12245897,24532607,44989248,81235576,146315799,277126837,483994303
448390,613623,723941,672164,902693,1332043,1800687,6295044,11261025,26016235,45190842,82148116,146074041,273848177,474515186
441889,589869,714972,652916,846790,1331514,1794729,5558671,10031080,26210378,45126086,80810722,148237439,282264183,499283677
439565,602346,724526,687072,937477,1345703,1772884,6213016,9010028,24866053,45538649,80791394,153071181,258538013,482855258
450658,596514,724416,664926,2855139,1352477,1854596,5286018,10280076,26418853,45891526,80465198,152228742,281942467,482471887
449209,626722,725187,682857,1055488,1224473,1837162,6257283,11122173,25671716,45368588,81621047,161756016,321014137,482385740
442065,603123,715707,660804,892454,1317982,1837773,7110127,12107883,24904324,45002632,80435337,180212067,267060307,474629939
449909,628703,712496,674394,904084,1330074,1836773,7781906,10686259,26526071,45447002,81552743,145127063,289655556,494006937
464778,601799,762856,653649,861452,1347555,1888455,5969564,9713911,26191115,45151645,81418575,151369419,267034089,533348354
446941,612350,735279,734060,943903,1237276,1800604,6905479,12386233,25555436,45154745,81873648,145908734,267245861,478159185
440040,602943,732389,743418,905876,1291182,1871913,5672027,11074562,26103597,45094895,82142233,146028310,278654220,479768267
453428,627591,747060,746106,980560,1237998,1774942,6394204,12521002,24826705,45463969,81662879,149138683,267676017,487075782
434459,597811,743033,656764,910731,1181551,1936703,5356057,10658740,27015797,45133312,81504121,148555571,268256980,477469388
436355,633604,744539,683354,897538,1146561,1832414,7787187,12274155,25548416,45375088,81428517,151516036,269409790,483221570
452417,661704,729705,647829,859402,1101659,1903891,5939391,10398675,24985757,45046323,81598741,149951335,268353296,498957606
440293,679446,733727,679935,935274,1188470,1847513,6702676,9364011,26968214,45136925,81735995,151156292,275586862,479234744
447606,668608,711215,644096,901619,1157165,1799202,5645350,8906723,26033485,44984112,81588311,148159428,273357764,482648391
447987,675989,740156,668160,940494,1257494,1800545,6283051,9026160,24375254,45363326,81618729,148050528,266845361,496289529
447639,668629,794660,652393,909093,1201414,1818225,5339054,9719267,26581539,45164251,85638048,148823250,267464388,489790261
437118,673449,737891,851053,888419,1111760,1806685,6048573,11863835,25621470,45356022,81530905,148785750,280465878,489171400
458667,667666,738197,629939,864517,1208932,1880229,5052404,11454472,25442865,45053926,81678951,148017972,268017631,485606836
449351,684935,733200,648178,933911,1085980,1713135,5871108,11436882,26127215,45487594,81015833,147196071,287840058,490676368
439990,663384,721737,619630,907041,1078525,1717743,5020246,12657765,26291173,45046651,80877938,161366076,266944113,487543046
440229,664147,730228,642960,943519,1266365,1638978,5893899,12802498,25601171,45301321,81968935,153985287,269282864,475369314
446898,647459,709011,618229,910505,1307178,1743846,4922159,10267804,26270967,45108589,80453759,154718611,249439283,494193559
435323,654102,716681,649767,895621,1087352,1692006,5879788,14961856,24710868,45364084,80648440,160047418,267646467,482356352
444789,649021,727793,624452,857876,1076353,1709988,6724049,13004390,26755344,45160988,80736430,155921280,294128313,481896484
447254,676421,726532,645470,946300,1105108,1639862,7704562,13911621,25608975,45356342,80676547,154377723,318950390,493986246
445933,654942,723688,632000,908064,1136502,1790337,6349656,12805556,26112711,45230139,80529563,153915619,275390941,483482963
436367,674806,729839,657638,986480,1164109,1637605,6869159,12490623,25601232,46475473,80775524,159687899,260156875,489207337
449036,645368,708824,622104,924251,1137916,1649056,5706464,10484414,24746393,45083077,80627676,153664884,258071532,509312276
443554,654148,718986,646718,904417,1149247,1711149,6543881,13553841,26330598,45335771,80924332,151808799,261469463,485768836
438923,662074,718925,630042,862225,1131910,1723324,5278436,11449544,26102285,45119125,81548794,142870555,291262071,494706343
441275,658225,741526,640742,996321,1184063,1629393,6138288,13910592,25529649,45366246,80486980,140124926,295121627,479749321
451151,642243,734730,635649,906214,1124552,1620327,5269695,11467993,26319415,45287749,82646422,147359333,271444968,494286449
435836,655322,737321,643964,3241056,1186730,1722024,6073828,11411356,24880124,45344172,81065768,154162971,283895821,483458287
442068,645403,733953,630809,2290485,1323324,1666390,4969437,12722409,26825511,45165769,80421035,111505670,265878508,491726293
453851,672218,732699,644946,915818,1190714,1717842,5787275,12099382,25674011,45322599,76820606,146937568,242356521,487968797
445002,647859,709882,628010,920147,1081522,1729141,7513942,12742854,24997281,44933018,81661384,156637441,277365072,487292408
441952,683831,726000,636379,925263,1172540,1642888,8579403,13880139,26030168,45312477,81030869,160320756,278830350,486311349
447183,664222,724447,634144,918273,1056124,1670975,6296850,11533994,26230303,45167600,80352114,194514521,269311868,486213565
445980,668495,730002,650918,913412,1121625,1664924,7452659,11336268,24679200,45229107,81002552,149328928,271714183,497353579
447014,659070,728160,623402,903058,1223008,1751086,6020226,9418110,26165307,44989021,80692462,147776467,289036471,497229632
439323,661184,735252,662491,896031,1138138,1643909,6863385,13618250,25721502,45388985,81111922,143234271,268789809,486019136
448502,611431,709978,623011,984214,1272221,1713854,5582889,11510121,24766401,45162937,80761905,143123909,277789284,509791248
436219,616875,730012,645962,945899,1064951,1659596,6379689,13912596,28203661,45516153,81093483,149724279,257813230,485751453
436093,604718,714029,624691,972668,1090960,1708655,5236380,11509858,25973446,45121654,80613346,144453031,257895110,485793584
470734,631190,724813,650768,1066455,1048266,1624744,6149574,12070426,25290470,45719352,80900960,145097732,267547459,494658945
490663,616922,715992,616234,938090,1048618,1949527,5057332,12662049,25870184,44946366,80635662,142801803,267763527,489915853
448020,612135,723130,651927,901032,1068945,1744278,5905904,12380667,24314279,45298185,81095499,148634571,283181772,461523043
436766,626409,729445,656578,963154,1035692,1809908,4917028,12713917,26531012,44962233,80712703,146218898,268809176,459242103
444473,603944,733110,660934,924883,1163445,1912530,6012242,12500752,25231734,45394158,80921841,147586049,238916411,466704084
456052,611128,717927,649014,962299,1156013,1789102,4935122,12544207,24181008,44988712,80628911,144658048,264525827,459884928
436553,641111,718481,650570,929993,1033270,1808537,5854544,13363763,25921985,45300290,80999475,146058286,274630782,447001384
440071,608195,722341,634538,932296,1056028,1813745,5103616,11108235,25916881,44899233,80649607,147607412,274927355,476251460
447867,619672,728281,664341,905325,1052139,1800022,5884364,13757537,24184226,45368136,81017177,146975897,259299060,443262555
447088,610863,730461,652907,946409,1260165,1802649,5063281,11377760,26681491,45089244,80591299,146593134,285983890,469910861
439372,632647,725267,662256,942989,1216430,1804605,5972834,13764204,25128954,45343817,81116333,145158483,263577061,449919016
456481,602857,729337,624441,934788,1153300,1865915,7057842,11370477,24295382,44978069,80540268,146372458,274415441,486690987
444491,609251,719155,667782,934556,1032998,1780788,7222799,13854054,25924961,45338130,80905705,145789851,276183177,481864285
437364,612240,728533,669442,905926,1326244,1784586,5946689,11407973,25639091,45120267,80523546,148912343,277567880,492151125
436770,626766,722098,659445,900781,1086002,1902442,7545543,14094879,25293498,45180643,81172767,150721084,282302292,488201905
444788,605151,722511,634148,910845,1104091,1777575,6109213,11614937,25985946,44746963,80730535,146843788,265324538,487777061
437823,618944,721325,655332,923750,1061202,1800082,6423165,13836570,22962108,45061951,80971669,153006380,279292049,485467312
434434,616156,719938,646632,919857,1105715,1823516,5335396,12072400,26318690,45002577,80542113,152946888,278274500,483966449
444568,639513,719335,693349,931190,1092739,1803011,6185936,13839893,25051399,45505526,80944613,151207694,278580018,476507633
436888,613181,725143,650521,912594,1087428,1784727,5063195,11058456,25756611,44929393,80377909,146211921,280767616,479916264
436562,638481,721651,654440,910247,1128835,1788058,5827218,13893575,25235389,45254741,81129872,147361151,275076352,488465033
448680,613959,734060,633483,922069,1119410,1850722,7435488,11586796,24029821,44923947,81160745,147030451,277474955,484528571
447845,611851,785757,669454,931047,1121302,2326319,7892211,13954442,26007092,45147340,80881969,148224660,280115048,476915871
439678,614550,790905,648086,947498,1080427,2392607,6763329,11494626,25837863,45123826,80546551,147184544,273097116,467635884
451019,617036,781949,669235,939197,1142591,2215962,7092437,13821227,25274263,45304581,80770431,145536327,280511570,443400622
442243,600163,798260,632672,906050,1150740,2183847,6157965,12785648,25907818,44864084,83949051,148422676,277715482,479875614
436444,619661,790797,648007,900095,1068693,2059874,7227407,12892007,24029566,45385279,83650115,150683718,280700362,445465307
448779,599403,788932,646952,935368,1052318,2187389,6260066,10324657,26659927,45143038,80764141,150609011,282873948,479360335
445314,624149,801726,670312,935868,1051569,2032773,7310100,13866774,25311609,45236071,80866602,144918622,279436444,448895814
438057,583219,801660,646139,927582,1043616,1876327,6235271,11620493,24326563,44818709,80511225,144303190,280787785,472251832
437227,638279,773687,653103,931586,1080958,1813961,6464426,11806526,25944027,45243220,80825322,148255346,280761827,464245658
439514,605088,750703,636838,895873,1036266,1821848,6101360,12814623,25827688,45020852,80474101,151247420,282538612,492845188
436782,605014,756983,665316,900760,1043336,1721038,7050032,12688859,24227482,45231959,81042364,150267249,277806642,454562615
440466,667269,749208,636989,914356,1055996,1748292,5585421,10675619,26503124,44809622,80756060,148905098,282359313,468256879
443977,685461,747664,663101,1051141,1054840,1684816,6297524,13658385,25061233,45202677,85118854,153575839,284912288,494714647
436539,666976,756733,625015,1027991,1045035,1716204,5281420,12523963,24353790,45169049,80428304,151968536,276121095,457713187
437802,707626,769686,665083,1028727,1154455,1839751,6479714,14006360,25799514,45176299,85597874,147548781,279670040,479253950
447111,675121,788888,653539,986225,1081283,1942617,5471908,11335565,25825499,41258142,80492931,147891240,273272362,454820182
444789,699915,772928,667443,971039,1096371,2422671,6054304,13829479,25666812,45268887,81050903,149173567,278408170,472336097
439362,683103,775089,640542,1063825,1182645,1790740,5222664,11555965,25571358,45087586,80721308,148821546,284646915,483917781
437517,681501,768920,649706,1039087,1094820,1696278,6238969,13886416,24087497,45226616,80985518,148487120,282344756,485893483
453615,666926,756573,640934,1032926,1136972,1749425,5436269,12681031,26276680,45429582,80725142,149078502,282710523,498974619
438901,690476,840592,666154,1041644,1164605,1741772,6047587,12635212,25036443,46027002,81067602,149575443,280461079,487272546
440175,669772,774005,642220,1007731,1135968,1631154,5011994,12077217,24096817,44975430,82117095,152360050,280986194,472348367
446563,675971,770317,729758,972905,1149799,1727552,6200341,11950870,25493137,45254373,82579993,156642472,306655228,469257141
438128,659459,754311,709660,1016353,1165407,1686837,5209218,12706363,25371102,42303904,82808012,150403050,287507781,469116889
435755,682968,739805,773401,1026339,1145431,1685562,6726042,12304020,23997499,45396704,81258072,161155146,306716511,473739303
446887,653880,770758,744518,1025302,1069611,1705007,5228525,12970494,26128896,45096022,81630482,155374789,284753182,476288378
437355,676497,768511,775773,1032130,1066730,1780264,6726584,12767805,24829411,45207428,81869853,160385187,283102214,467948479
437825,668978,829327,787191,984135,1079302,1678220,7507449,12570243,24227814,45094448,81081997,153817515,281358136,470049809
448137,676845,824217,717583,883776,1092526,1694641,7567166,13529841,25740104,45243138,81754675,156143588,266058759,475439014
450307,665149,795274,692482,938573,1094403,1708993,6364832,11531847,25229418,44966586,81414157,162561039,281988440,457409601
439714,666234,792533,716475,931946,1131902,1653487,6909137,13924258,24722019,45462557,81872454,158391404,271229593,487362221
441339,650390,795248,678594,913297,1093204,1708610,5872298,11239949,25030650,45129094,81123209,154786991,290423722,495726405
444808,663111,789776,710599,946639,1103381,1743297,6561010,13855736,23827483,45245952,81665570,152775549,279429009,462428413
439951,667345,803652,690238,900427,1047415,1699779,5462747,12730546,25548687,44882684,81120000,155981841,283762520,503352029
447770,677088,816816,716834,880942,1018750,1707633,10471263,12654996,24714286,45482788,83441901,158466366,279344348,468191169
452117,662041,778072,679030,935520,1122665,1796421,7132396,12787326,25122200,42846629,82642315,157114166,263488428,479492758
438952,674490,774394,703351,907876,1149298,1791929,7284765,12595310,24941652,45236571,83120531,156802818,267915013,454330774
439308,636146,774278,665884,923319,1108443,1696151,6114990,11169874,24074500,45049573,82373291,157009316,274449343,450043301
448506,677538,773771,689448,924409,1102602,1692360,6747166,12403707,25642105,45207518,83431659,161599669,279850558,466066299
453153,670893,760425,675343,915121,1090285,1774782,12455004,11805153,25132533,45075735,82293492,156744754,279646527,446475742
442184,664619,770894,701062,1003835,1068196,1689355,6618591,14005386,24879421,45194071,84138677,165680820,260480805,466847490
447955,616445,797486,672739,980337,1122246,1668105,5391388,10938544,25139960,45139473,82097042,176736133,280817841,466566926
454712,625747,783134,697019,931514,1049676,1818347,6198547,10064841,24037774,45312636,83768778,148611393,282873566,472568333
442415,610870,817284,672740,918175,1080503,1759121,7047560,11007970,25897253,45140171,80777880,145438286,274468096,492334583
437536,605596,807219,695533,928810,1056584,1702608,7741454,12378245,24990192,45301601,82810528,143044620,280738763,459862444
449589,635682,752139,676000,901302,1044771,1799904,6174857,12518776,24168612,45114385,82328480,146124248,281319800,485295206
439929,613257,838996,694454,883518,1040012,1660976,7491832,10882602,25646574,45302803,81908272,147451988,281516202,480803521
439668,611458,830071,668992,923921,1020179,1765036,5723775,13903127,25145723,45064112,80513602,147491484,271009687,469198918
448631,649409,841052,695550,933097,1319025,1765706,6759314,11408938,24072585,45228116,82411791,147546856,280827438,460467833
440697,605662,832312,667770,914764,1324601,1653949,5317962,12377344,25977688,44980245,83337218,148520012,281404056,475398854
