x86 inductor 16,x86 inductor 32,x86 inductor 64,x86 inductor 128,x86 inductor 256,x86 inductor 512,x86 inductor 1024,x86 inductor 2048,x86 inductor 4096,x86 inductor 8192,x86 inductor 16384,x86 inductor 32768,x86 inductor 65536,x86 inductor 131072,x86 inductor 262144
416621,544457,1135294,664730,899342,1087051,1997464,3446154,7426447,27208027,54383112,92308215,155286855,305242988,704215979
427437,547106,1141570,664063,862190,1105254,1957859,3445562,7445739,27450612,54044630,93436861,171616548,290276297,733637268
411261,546058,1167462,672546,880234,1086835,1968546,3539419,13819172,27187063,54249209,92278019,157429668,268510360,713344112
413890,552500,1098257,676649,879171,1099664,1962215,4242576,13366009,27413024,53933938,93857286,169488215,297470615,709836548
425032,547023,1080344,665010,928278,1079447,1963175,3584576,14488076,27224544,54205881,92823133,157394484,297537979,724289433
416832,556468,1085121,654224,965695,1096516,1967766,3557667,12171407,27342833,53628854,93104304,163926633,290460529,740817364
433500,559580,1084891,639953,893942,1160926,1979764,3523447,15996476,27320270,54563645,91629513,171888498,279907894,699395374
423532,551092,1086953,635395,947323,1194137,1970138,3446475,11548979,27479833,54004821,93884997,176406915,299397836,744105851
412682,562520,1089202,659731,941081,1120802,1950364,4368418,14044551,27314207,54381623,92348848,166548278,295205955,724340837
423748,556427,1038639,660509,966152,1098227,1964354,3530869,12936815,27515442,53769897,93342355,168829119,293607623,738148263
475337,556462,1062799,673913,970360,1096245,1969056,7404786,10801178,27289973,54622409,91896114,169937353,299024845,708267839
417066,562609,1024811,656383,871248,1091521,1969022,6407785,16041695,27334389,54058950,93502094,168871379,293578675,733779800
417252,556063,1039406,642105,895635,1090014,1951077,6008552,12191285,29156608,54568032,92231235,155065435,285128357,730663101
423688,551717,1078925,668206,883772,1100736,1965029,6285393,14131545,27561707,53946543,93537556,163802242,290644625,763730978
413372,554009,1080810,648436,865715,1089242,1976064,5264764,13474365,27151601,54367223,91911876,163400558,273516917,704021038
423664,546892,1295312,723495,875063,1091446,1967554,5599886,11323813,27466416,53855052,94063531,153879345,295801029,741220162
422835,551707,1176051,745089,875025,1080079,1947816,4523743,10150313,27256905,54239923,92285649,165585119,277185403,702358042
413025,589789,1240428,657541,851329,1102956,1965831,4286543,8931567,28316406,53900992,93433722,170942423,280436135,750779189
428918,554333,1210575,658301,874729,1181957,1979937,5006090,8039780,27244067,54426800,92283930,167094237,292679359,724687345
420402,604588,1224697,653097,859228,1171506,1961903,3898023,7677004,28190971,53893698,93515966,168042264,276885929,724779019
417431,749852,1238316,655409,883073,1206387,1967450,4377139,7066441,27282722,54119906,92306877,167272458,267541742,729398589
423973,804860,1242807,651576,878906,1219097,1958431,3579941,6857081,28158450,53150456,93399303,161791603,283468934,733505719
416657,772006,1204057,630377,897397,1113091,1976590,3592933,14074179,27279745,54309523,92725774,167039931,278431608,654927095
415765,800033,1227357,664235,882690,1114502,1951002,4338433,13063269,28179626,54059526,92746560,169101301,282581726,737942483
426596,794225,1210981,645549,873384,1104798,1974769,3503168,15526527,27273320,54474296,92065130,168574023,294632545,698303796
411421,794617,1207408,635017,877675,1108083,1945286,4238101,12442898,28083593,54102344,92942251,167681699,298909323,741510784
413961,794066,1212031,639846,876559,1085904,1964332,3504432,16153233,27277160,54468052,91962565,171259802,291547113,714163511
423852,780975,1214963,635947,880110,1099600,1963432,3561463,16012262,28117506,54054819,93157847,159241435,281249407,786725771
415140,789864,1223369,641758,895577,1081072,1970352,4320626,16850354,27312319,54530303,92189395,169294852,298952007,724824354
434546,3891753,1269744,663939,880644,1098036,1939329,3561494,14194809,28216304,53706913,93322166,166250249,276316825,808844096
424545,2515920,1303390,660476,941408,1103970,2010336,4249643,14201664,27278186,54346777,92287681,165472660,276639831,690802757
411137,989563,1265224,652766,871646,1107829,1950288,3550293,15165969,28122959,54023592,93127749,166957753,298558083,706569059
417140,798248,1244985,641854,873488,1090796,1964952,3558728,14154287,27218093,54701172,92252710,166692151,286522540,772848542
423598,781578,1231386,663324,869951,1090792,1961539,4330079,16577357,27902082,53799589,92904726,152949473,293817898,736618074
416484,797913,1288081,638665,886460,1139787,1977996,3492607,14132429,27340288,54368900,91984461,171258757,267883370,694356086
414515,787373,1213318,684687,871811,1105043,1957189,4255183,14143180,28143721,54018378,92741144,166262539,298788809,750068228
424682,790688,1208985,637565,863438,1098680,1982015,3535797,14097961,27385608,54612878,95438142,160293525,283363697,686537122
415329,815435,1205564,664788,873628,1141639,1968551,3541413,14199912,28310714,53919467,93074407,172316258,279017957,731218412
419178,763061,1201390,645710,879573,1262649,1982925,4349849,12382261,27283673,54325269,92534726,168940121,282332131,717865501
427016,790845,1234476,660803,863521,1134241,1949535,3474107,10299881,28175282,53811861,92329828,158681763,283884766,703696605
415635,794298,1216453,645459,871582,1132571,1983616,4255316,12472029,27302637,54201505,92179870,166689621,287961310,701754811
424925,807456,1224755,642189,872219,1142728,1961798,3513130,14120274,28181501,53965942,93214795,160767655,279946173,758090203
426471,780748,1218297,660045,1014036,1138216,1991779,3518564,13128783,27318919,54560317,91501840,152849999,301815848,695149047
413467,626205,1218123,633582,1061967,1137809,1961823,4366530,13476345,28176406,53888101,91830884,167673801,272716113,710760655
425657,581155,1228097,629247,969058,1213837,1984271,3523467,16244739,27311065,54195263,91982169,155546230,270965609,726440034
419397,558460,1245823,641349,956535,1231306,1958586,8322337,11620009,28120265,53862283,93316896,149943998,293713182,704551782
414981,559455,1296785,638993,931579,1142894,1984762,6471825,14132944,27223427,54500496,92022760,165892936,273142579,693401881
425179,561559,1283812,639799,927533,1141806,1957315,6066168,12171248,28189463,54095423,93360705,161331886,274181359,729804023
426584,559205,1263031,628391,920607,1146089,1979527,6464218,10230472,27348604,54261394,92095083,166221519,297296491,717316901
413455,561972,1116087,640963,925547,1148360,1965296,5341950,9679577,28163849,53805661,93164103,165097406,285654839,816630594
426933,561711,914148,616919,887025,1140074,1967494,5593142,8805269,27254961,54354878,92508299,160076314,296227547,790481893
415202,560843,954572,640749,907826,1133360,1967453,4525368,7722684,28553267,53947448,93461959,176570192,303884505,772783025
418419,631281,962936,669803,913767,1250285,1983072,4339661,7857210,27283853,54593450,92123610,169213122,273422808,814327057
421441,573883,961729,712628,905164,1134093,1975993,5131149,7004114,28239699,58475164,93057649,156475385,293571314,737028489
416628,573725,958876,673232,917890,1135726,1969863,4036033,13794533,27274785,54412685,92525680,153297501,286026574,703099804
413445,571751,928768,653948,899880,1136851,1972723,4382462,10920347,28316401,53815045,93233528,169179712,270266044,712146891
425423,571725,931893,692550,902350,1119034,1978291,3641661,12128550,27318712,55250563,92382564,168759186,297691751,815684581
413382,569727,940207,672863,897048,1173340,4246735,3572038,13983047,28102284,53726277,93136471,161793119,298408269,721906493
416455,567412,937410,663886,896354,1241279,3565886,4351444,11531706,27308870,55682278,91859601,167731462,291583181,730150873
421246,572268,913215,658327,881133,1114434,3299057,3536572,10389403,28265921,53830150,93176296,164893811,271971477,737725606
416931,556346,926544,648882,890341,1137094,3113072,4316621,9203539,27192687,55123506,92413655,176282882,295943656,674420034
412018,562056,931989,625936,880960,1153389,3001067,3531591,8403146,28273960,53772794,93305595,161949421,300229329,686031616
423123,557180,912677,640526,871791,1149351,2877489,3536580,8328065,27388024,55499715,92090160,166639531,292242740,691992113
412538,555726,955911,629933,857837,1152533,2795617,4298870,8349273,28147762,53884504,93176567,166084563,286977785,676550288
414838,560465,901063,660603,878626,1182845,2667245,3520049,7468391,27321865,55363266,92648339,168578003,274054590,723225890
426499,561261,950671,663886,935872,1238886,2587230,4252641,10125186,28202713,53807822,93264772,161885676,278215989,704392079
415775,568376,921059,640903,949095,1103678,2459499,3530820,13576394,27335895,55468800,91779730,152881963,275594555,727189356
414243,563680,924686,643944,936670,1114454,2620283,3524940,14118479,28249080,53323901,92135088,171168935,300167678,715029445
426370,559596,932532,635750,937864,1097208,2305739,4334930,14124641,27273634,54793017,91635441,167585229,297325388,737607834
413938,561727,928501,627670,947266,1087963,2245886,3534291,14139770,28250188,53954759,91539336,168404326,294844018,694831255
419935,561092,948109,646165,1011179,1085134,2186949,4221274,12398268,27286739,55303293,91577180,157504603,298519809,737041706
426752,561376,915299,646939,999268,1102815,2103540,3520030,10507347,28238163,53766654,91589290,172790958,313762605,700442570
415002,564014,936596,629691,1010833,1067880,2096977,3540725,14028913,27340479,55027286,91491676,167833464,279784286,752944250
413413,561057,1219702,639062,973695,1099705,1975197,4320913,12405874,28378676,53554957,91377114,158645329,288404663,677643927
433247,571689,1204781,638679,1009297,1098660,1966913,3497888,11051617,27171499,53817372,91724098,153985695,286022802,720914792
418247,570421,1228511,701451,975323,1099907,1942851,4252259,13952379,28177488,54079740,91301723,169321142,283308149,686833045
419142,566211,1250089,635535,961156,1082714,1972424,3491949,14083567,27346168,53901312,91546368,165379526,294237150,741559476
422806,566644,1232963,628413,932910,1103781,3719536,3535327,14177202,28145982,53621121,91458240,169803369,294646481,705238158
417265,572210,1228931,651142,969512,1084273,2061849,4240817,14048518,27278697,53957497,91478191,156104879,274349577,762234369
413046,569205,1252372,641839,1000255,1103056,1982436,3498388,14146613,28331221,53496764,91326195,163629376,304116586,664645597
430371,702786,1245891,637907,1057723,1101710,1961719,8243023,14160436,27479752,53641076,91451217,165638222,275601471,707307855
417317,787884,1247172,657470,990330,1100181,1972326,6235557,14177237,35209029,53876833,91447370,175634432,275805139,741179974
416018,765438,1239590,644183,985816,1098803,1968263,5681969,14128447,27993140,54017323,91398032,170416751,297421010,719131903
428401,771842,1235507,631421,959790,1127976,1973080,5904480,15012630,30869134,53701287,91663334,157583014,298286421,706447972
415200,776598,1023128,636735,971561,1243356,1991636,4778490,14160669,27865324,53814395,91326358,177828533,282614406,722024722
414421,788379,985029,653632,882217,1250496,1976236,5255812,16558169,26977929,53816470,91613341,167132526,269328989,704727980
429993,760002,945387,653770,885401,1162050,1977363,4426921,14192790,29989230,53060464,91650713,176076020,296031206,669152113
411843,759158,954732,634135,861021,1192206,1995208,6992459,14170233,28606226,53791605,91658822,178127230,292966001,707514550
416541,775154,962479,663925,874495,1133271,1969408,4771742,15025764,27304828,54071381,91760253,163013479,289541791,703058375
423698,774083,965132,628371,903846,1129684,1949434,3919223,14166558,28169624,53419489,91560800,167693594,297506499,715877450
416685,782418,918602,625875,875375,1100786,1981224,5097751,16514420,27225892,54265043,91564809,160271890,268660094,730783795
414376,727707,940432,662195,871595,1111448,1975717,3533001,14126914,28084308,54129354,91412118,169838595,300009932,703432712
428113,761821,948210,636664,874798,1108002,1989770,3564588,14822755,27117388,54104749,91570226,160953629,297735518,698077391
488959,765905,946407,721569,855386,1198132,1955741,4267305,15083953,30957389,53943926,91802142,158692108,298758914,795316039
420846,776534,964952,645507,886861,1121999,1981248,3516279,11665367,27868494,54154468,91660377,170419651,296619306,753826673
424484,764544,973043,650208,861761,1149826,1960912,4235156,16079320,28196102,53686343,91589977,168570859,295705598,711874419
415667,751985,949314,709557,873514,1141194,1983955,3510526,11648243,27246200,54020807,91499646,162043214,290515993,724523172
414398,760393,975208,697129,893804,1150257,1954419,3531458,13993256,27040473,54070860,91384713,153755484,293773482,678443979
427375,766903,952809,684232,968271,1294286,1978159,4329973,13106320,30051601,53883533,91814232,169411029,280922952,682990855
413997,783048,953501,657263,962715,1390289,1957594,3498837,10884024,28785862,54205153,91762581,154244908,281088855,675526558
414707,764052,939116,630770,959774,1266566,1955777,4274568,16165881,27343932,53738078,91405203,164250866,282073678,693773950
425389,742732,949027,642894,924600,1143761,1997195,3510442,14108912,28236528,53656175,92520311,157692224,297233643,732597458
415229,761321,960457,652373,907327,1161127,2022468,3553549,12445235,27242218,54103796,91887629,174025818,292984453,714238163
412721,762186,952017,638420,876590,1102240,1950321,4305704,11178643,30762483,53572409,91512905,152822024,292968375,735310055
428443,751223,953501,659910,880711,1150658,1949811,3520549,13775046,27859140,54182374,91939239,168646307,299075540,721634116
409143,725711,940154,648136,879791,1136123,1976203,4258613,12245686,28245967,54055784,87317112,161531045,300208637,698537789
425216,770571,956860,646977,886916,1146836,1969551,3523822,10284196,27213629,53784082,91473967,163046330,292776030,757841925
425983,737946,936483,655768,881817,1103067,1958873,3523722,14057615,27084719,53779342,91335458,165039339,304901417,716504598
414206,768965,931425,634494,885815,1179607,1976811,4285627,12467041,30094277,54440871,91898227,169356257,291934896,709163502
423612,752216,946776,653043,860596,1133816,1956602,3504829,9928912,28637838,55448730,91261250,168419865,292938876,792872132
425301,778715,929233,644516,887360,1148291,1982765,4223212,11129000,27264069,54045949,91693923,168410447,295948375,712258308
412831,785908,945974,662419,879849,1094003,1952987,3544231,13854588,28063192,52969289,91887100,166540001,299318584,739119760
426643,812544,950946,648327,877917,1133360,1979627,3555005,14016427,27035710,54033056,91745661,167090037,273485258,716463558
413640,867905,934043,628294,852593,1151087,1981402,4271472,12186100,30583864,54714538,91451690,165666631,281527794,727354639
416790,802352,942796,659553,876562,1130625,1980443,3507942,10814818,27888142,54443367,91485162,166899362,288255450,757830897
423679,794918,1153979,638318,879684,1093405,1977472,7973824,10336225,28225102,54751531,91723775,165332774,284897769,712100841
417165,762383,1206622,662650,893019,1156921,1988304,6458002,9615255,27333745,54069501,91553756,155033141,275130538,770802731
416407,772744,1241873,668177,876197,1172456,1978781,5811465,8691380,27185103,54795345,91520910,163522480,304429596,814504111
432393,768172,1251791,639570,885972,1157954,1973522,6008814,7749130,29946902,55665301,91773550,174495701,288833164,730652211
415488,759956,1229536,629404,873041,1166397,1979577,4868501,7141080,28647803,54623405,91605052,166578431,296703087,696817958
417826,763119,1217591,666778,894150,1077029,1944281,5254031,6511234,26983531,55842411,91519821,166030359,305459396,778171297
462018,755125,1238175,631237,908134,1082502,1970635,4262701,8653973,30720438,54874692,91566707,166358910,296778275,708578755
433650,750915,1217865,649259,898838,1076190,1996562,4159831,7762278,27809559,55454255,91684866,160858998,293003677,732653706
439519,730223,1205169,653603,873521,1079267,1935928,4685302,13419874,27212858,54456139,91509824,168603765,302799891,749662744
419151,752038,1207791,653888,912411,1065302,1996383,3709255,11786982,30069759,56027841,91681851,167959117,298629034,710089660
425268,708174,1224309,651588,873942,1081808,1957776,4421707,10217978,28683757,53989797,91951368,163139881,277628246,697480886
425692,723524,1264190,661355,902069,1091927,1982063,3534647,13799521,27089267,54529562,91574449,163236130,294405259,859208589
419285,759872,1263855,667148,879136,1057435,1975857,3604655,12362152,30320755,56160800,91512999,163090831,298589456,828907787
431642,780338,1243209,677774,896679,1066403,1961226,4301646,14199409,27695338,55838170,92004754,166101150,275247034,723162177
429206,745733,1225839,681709,888222,1097189,1948571,3515188,16240510,28188184,53500049,91906737,166284836,293705979,708247128
418589,720912,1214136,675708,881034,1152222,1991895,4223209,13090785,27358354,54221094,87482515,163267883,283590717,691791972
426096,762269,1333649,660369,932398,1193816,1969498,3517315,14048370,27282791,53988771,93232138,165403258,297708771,716398555
426344,765633,1293026,645423,959440,1194273,1982824,3532392,13135705,30072712,54224115,92357379,167815238,287171112,736232058
418528,738466,952673,653576,964395,1257734,1952707,4309403,18531642,28930842,53473796,94565448,163770931,299581094,808297034
428684,763699,955820,672403,1007909,1316861,1967486,3536255,19733086,27345141,55437651,91868529,166687457,287222852,843753260
485750,732038,924806,642134,985144,1278649,1946701,4239977,11672659,28164074,53975997,92096894,169327659,300421802,741688630
432698,763208,933933,644927,931969,1216972,1949497,3493288,15465538,27165329,55705436,97998050,166291768,297982285,657623123
420665,868149,954315,647561,889733,1223668,1933030,3551286,12200587,30893374,53980893,91728113,167735636,297917632,747432720
419039,912417,929577,629076,881548,1231309,1950407,4519105,10465028,27650367,55685756,92108536,169063628,271996608,743097335
435708,895587,952242,652346,867260,1199545,1943641,3507577,14785244,27344350,54290530,94956051,166654034,291410656,699020195
418291,897963,904005,665317,890835,1331627,1952318,4256088,12319832,30078908,55730274,91826824,169148356,281427323,647616258
420964,894651,938165,605676,887953,1177721,1944657,3515730,12393466,28508663,55740558,94052506,160199450,303883121,759449966
428174,890401,920595,625964,878366,1190397,1974017,3544197,13927753,27063731,55746655,92450240,172123037,295509492,734155298
419290,908753,970271,654360,868637,1163245,1968321,4310176,12360867,30704799,54410276,93113278,167456089,289903733,692058123
420240,897576,916393,646660,868256,1237612,1989710,3517090,11728265,27807741,55866323,92355528,166685410,277570029,761550560
431575,895617,951644,654456,855025,1178085,1974546,4236241,14155656,27146048,54029554,93812364,161381375,298622339,735107343
421371,902365,932239,649072,882305,1152288,1990285,3533186,12172677,29982001,55835536,92686045,160448160,295100865,786935365
419971,927465,968691,643934,866592,1126729,1944786,3524417,13915163,28528909,55164062,93729041,179135505,285001861,824017494
428160,896017,932502,662069,875286,1150679,1965239,4282800,14125008,26981847,55563389,92530210,152199420,285136610,828248485
420220,926768,942758,689922,878473,1239689,1951137,3538198,13037562,30870633,54593120,94083447,157314184,282239291,669711383
419909,888012,943403,647052,870529,1156913,1971580,8793229,10834176,28084149,55934396,92237598,161217457,286564773,780013158
433335,889922,945760,647609,889684,1173479,1951758,6081534,14039465,28217567,56243517,93503238,162026914,268845585,791012555
415857,902487,951814,637781,898806,1211277,2001778,5531931,11634494,27373493,55885652,92211755,160421991,293340291,735557835
417526,904338,954443,663769,863964,1257678,1978743,5868213,14038648,27229043,54726841,93672173,169906535,296649459,716138123
430550,912829,980524,684532,884467,1154021,2004646,4727670,12269935,29977717,55817174,92351252,162933622,286068588,706759682
421019,888990,931083,695180,872176,1179853,1963287,5112208,10330634,28675400,54002620,93778428,165230972,271889895,694731751
422314,923001,1230053,641085,959889,1197776,1978214,4212307,14114090,27387043,55895133,92555874,165709619,295188662,736228486
431751,916727,1251100,633221,968935,1191684,1972104,4106636,11634422,28198500,54799722,94033759,170758119,294198375,710385608
421182,859027,1238882,646714,989331,1143003,1980945,4682528,13866902,27270768,55831407,92184810,166566730,293270856,763484601
423270,867663,1242254,642960,1005561,1281807,1965389,3747584,12255149,28207278,54431395,93720230,165273979,292599904,772505807
433937,813302,933400,641293,984436,1156571,1982892,4345253,10829912,27117010,54192591,92146682,168208702,267176729,751716859
417393,795573,947753,641199,856786,1179708,1964145,3514354,14167752,30987954,54211738,93354470,168098460,295445298,728540942
417473,846812,941237,651204,868989,1151772,1963129,3560854,12357898,27678157,54303861,95552313,169010205,292505970,788171625
431369,794123,962048,653423,852453,1270614,1957661,4301322,10816454,28205249,54360326,93482648,170465783,276466264,766295731
419493,785621,922571,644117,885261,1159974,1969070,3506247,14060633,27302975,54275189,92023076,169180264,283733881,736923613
421221,754300,975124,637722,881105,1172812,1962561,4241660,11816761,27202293,53999648,93592731,166025650,278524135,722888683
431421,787824,962160,637044,880400,1240448,1959398,3548921,14533732,30063280,54019548,91889598,169835916,268558472,714086564
419689,784388,951111,680912,870596,1141649,1960540,3534391,14238511,28914145,54718988,93900321,155690416,278517118,728490880
421362,804346,919249,697040,884909,1143091,1982752,4319945,12181251,27225429,56174275,91933090,166831504,274092756,754172815
427080,764254,978805,644707,883615,1148813,1947223,3504044,13818857,28144236,54491343,93043512,162894453,288415243,710388031
414817,793146,916434,649911,901634,1138290,1990342,4260544,12297048,27156292,57811542,92831642,153746421,274223091,739938689
416518,791900,960896,643000,871497,1146143,1948996,3493598,13940845,30810474,54293679,93272727,159503376,297971714,753976621
425341,797179,942837,638662,892170,1144616,1962225,3538007,12169791,27789119,57542668,92088787,167607340,280804573,702082568
418291,854660,950571,651385,851316,1248656,1992690,4298118,13986942,27213858,53956274,93432206,165770338,296008369,690346448
526100,819210,927921,655154,881264,1173957,1950163,3518636,13277589,30273515,58654460,92157687,170038221,301428507,728994182
476882,806030,938229,639434,877057,1133197,1946215,4223260,12312765,31060361,53470105,93487908,159222871,291526357,721167977
420574,793230,942712,611367,879046,1161834,1951465,3522124,14021883,30978387,53825095,91886535,177745205,294385587,804633767
508108,779362,952705,658761,866000,1150700,1964142,3534454,14560373,30728098,54352827,93236068,154779172,292831620,698674978
421908,780864,932996,643676,881918,1143730,1976204,7412608,14172548,27641393,59075888,92344580,168885088,274683507,698437110
420986,796498,935692,649291,1093201,1148535,1961821,3488365,12325962,27290049,53775976,93430085,164876548,288475783,767477045
428098,806229,921677,643121,1052110,1264938,1971014,4243545,10373999,30171160,54398672,92012623,165763546,276655942,730412251
417607,784081,957788,652730,1032149,1163650,1978905,3506339,10012015,28668734,54281172,93688596,162371472,296594343,728528150
420841,793988,920529,629954,1072224,1147464,1992617,3525253,8797207,27139892,55936493,91940932,165946940,271245968,737021684
432146,779402,928736,659709,1009230,1147021,1955636,4297979,8427976,28127581,56957759,93491352,165128972,300522649,732067762
419024,786090,933783,640967,937945,1149401,1960579,3517119,8170320,27213268,53125863,92503019,165720284,293229281,746847405
419978,801238,933207,658287,918182,1213995,1964323,7844605,8095392,30604744,54388062,93810192,165844293,296056765,756040820
431376,855718,930661,652018,899082,1280561,1954636,6133188,7019009,27946800,55771236,92547797,167999572,285747542,737062679
419017,834952,946857,638009,880444,1274257,1945366,5538794,7582038,28134271,54079093,93206435,170168770,282924119,716070809
421665,783133,921618,638196,909361,1186871,1969268,5948380,6569887,27294931,55585565,95948957,169160513,289111938,755899218
426902,771867,2820314,654614,908902,1270483,1939846,4678686,13895185,26980248,54062617,93215817,168153821,290232260,750706089
422191,815969,914961,642704,890270,1293093,1971475,5179247,10916022,29973150,55469901,92107207,165252765,284381167,677047927
419812,800617,946784,637113,894251,1125924,1950810,4294775,13765027,28661579,53732416,93121238,166117568,296742616,736699630
431187,778256,934167,640686,872741,1095334,1958971,4121848,12239396,27238191,55564998,91643397,167529562,300274613,750973449
418655,784979,943589,659632,859429,1133857,1937043,4786805,16020062,28158827,53808915,93259037,158454279,286628480,712287304
420301,791521,901382,648444,885081,1131051,1971092,3722482,11563606,27230426,55310925,91655554,168541493,284824795,738185003
429928,773717,938534,643578,871908,1139423,1939287,4340699,10334058,30863329,56070002,92234363,166061108,293105457,716196770
419864,800868,926244,641494,869352,1085831,1967108,3544273,9234583,27686364,53881044,97182104,166091170,297283404,714088395
420550,810240,934321,651811,860922,1127805,1958472,3606631,8470472,27801855,54401352,93087539,166909644,294869701,685917380
429060,758914,924114,648953,887830,1157516,1977613,4346702,8429284,27332933,56071312,91797491,159027491,281062034,723754323
421300,793397,1255040,653228,877838,1130637,1978173,3532576,7240133,27230607,59813742,93372123,167254116,298998749,732427564
418810,784076,1202051,637958,893127,1148320,1970765,4258584,13910873,29959092,55870161,99008940,166649978,290977563,712111650
428656,807875,1239695,646863,920596,1098369,1945843,3479833,11490188,28801913,58424589,93243723,169634395,272466247,726580580
420312,775607,1231880,672967,984104,1137784,1974754,3761341,10189754,27365719,56048674,92929671,171211368,270510267,742698684
417693,866273,1228418,650926,973786,1138270,1940454,4234774,13939519,28231422,54367332,93195845,168509668,278285527,719237322
428129,804184,1227067,630583,958583,1092054,1965464,3519524,12969480,27173987,53988775,92469731,167630968,278845091,735614302
503472,780932,940063,656965,955146,1088078,1957780,4226204,13817021,30570383,53871032,93457769,167255353,288641859,719417504
428823,767960,915173,722285,1068105,1086238,3011334,3510722,13779875,27814651,53997812,92257640,172703089,278679619,700369907
423502,778164,925274,653502,1007068,1088161,3419320,4123992,13597446,27365197,53873500,93423861,169196949,297436409,733184053
430902,816693,939782,663943,1002715,1078525,3162485,4406665,14071713,30034679,54163808,91918832,164688709,281989844,809384482
428351,813162,961453,645543,1018661,1093519,2963158,3573245,13993339,28698481,53827947,95623051,167048816,292775245,760467230
429784,806642,932654,628833,998354,1079954,2896502,4239663,12231357,27181051,55766738,92253138,153892458,270856533,731814617
434590,805517,924350,646243,994467,1063498,2722350,3493471,14122400,30966941,53957884,93047133,157244659,287449481,723848552
428058,797759,916434,643925,995360,1070088,2601499,3492647,12315276,27784530,55730192,92689871,165519011,297133319,760384703
421014,798139,928430,658341,999655,1115636,2527484,4288676,10299435,27237597,53844502,92874504,158318931,303667408,759759278
428947,627923,933841,639867,1004514,1063377,2440957,3543704,9177762,29987104,54018930,92820857,152949737,269175283,720986311
425565,581641,916319,644909,965226,1088730,2372724,4246259,10328264,28667310,53937602,93587936,160932403,279532175,722875175
423999,561820,920180,653778,1013441,1158342,2288592,3508255,9632827,27222934,55640511,94649178,166200271,282481549,820943413
433117,563066,926437,654282,970970,1288735,2460861,3533658,8735439,28231772,54445523,93825952,157974007,297916080,726646304
431535,563737,921646,656501,943136,1833568,2189280,4307195,8215069,27113575,55921847,92860092,166517475,272068924,727997393
495220,567666,917060,651340,938153,1218614,2112511,3481894,12035004,30580123,54969008,93852835,170572267,292164384,688209000
424357,555636,926025,641177,970583,1174076,2110432,7894873,13739735,27813165,54093759,92674934,157969235,294691136,725810790
419071,563803,913929,642992,852109,1124093,2225532,6412775,12131588,28092906,56051584,93169936,160649905,275641402,763675238
441718,563200,930773,641963,882732,1120835,2096932,5720633,14123583,27341498,56181634,92564277,161785222,292195672,662831519
420393,565437,927426,637361,939298,1110078,1947015,5980235,11542198,27315124,53918115,93236909,167668639,298371281,801057284
420178,562480,924298,649687,963471,1105949,1956477,4904026,13942260,29784656,55910462,92041659,165238700,291646155,775350011
436384,558658,934422,656983,932115,1239962,1964615,5192464,11519140,28621419,53943932,93943291,153380089,300292370,868609526
420644,558674,935145,651709,974951,1255698,1990090,4323388,13788030,27218878,56112169,93247748,165422354,273515468,803372546
418846,559573,945055,640791,914741,1116099,1955250,4134598,12161528,30835524,54792777,94434159,163535796,280617538,817141462
430437,560203,911996,649425,922440,1123665,2054024,4642069,10299250,27728087,55767309,92249254,153170494,291267077,753031898
419676,560858,943450,652558,910890,1197859,1946979,3803201,13716890,27156356,54363791,93855486,163682875,295322667,775520231
414940,572237,914932,665245,901500,1216182,1987847,4426514,11577931,30022891,53850442,92382304,152837072,287567448,777475338
430671,570582,942751,639854,871887,1180840,1948038,3642872,13705133,28662254,54482591,93506565,167742849,297700517,946358531
418593,571131,944055,640262,866031,1204345,1978495,3598281,12889554,27238295,53954100,96135608,165192157,291621734,819369103
421316,568580,931241,645843,940640,1213714,1971503,4240457,14002502,30853142,54746775,93386475,161696959,275038995,821596457
427686,570043,922264,641930,968779,1196926,1977061,3539855,11522752,27933539,54240458,93048318,167258039,292954060,781300785
418924,571346,929299,651213,962856,1187373,1947909,4242518,13831448,27098584,57844714,93537754,169405821,295299618,774348492
420416,570048,923647,644007,959463,1174484,1979283,3491343,12371211,30022056,55916320,92580982,154813484,267227929,787490122
428948,570221,928429,640612,1056221,2008703,2117289,3500618,11141205,28890850,55425670,93898790,162443001,267886327,796985355
418679,580047,935384,632951,1002885,1208611,1967808,4226142,13979587,27282249,56216887,92056154,164143677,283650201,785302624
417530,569703,917426,649532,962585,1212911,1958109,3491158,12256973,28143251,54516804,93837714,164383322,297608798,770876125
428683,568536,914476,636787,1002944,1189477,1956819,4223171,11135447,27212420,55873075,91700784,159413962,288585566,770697323
422231,571358,938608,648264,952178,1186235,1966660,3500130,16292127,30949682,53774409,94029459,154018595,300669294,806877909
422337,567749,902169,639771,959390,1182584,1966108,3538339,12325477,28007535,53977170,92426781,165011462,297757043,748728030
435339,568603,941336,633104,960596,1282319,1972660,4283122,10327820,28173099,54407192,94278846,153943822,299667916,770954457
420092,566077,1209636,634087,943974,1162380,1980415,3527778,13965891,27308108,55954300,92287121,160339497,300338043,762425613
419193,568230,1221480,648277,959311,1154143,1938966,4264424,11555841,28127158,55633925,93599327,168153404,295447396,755413939
427840,569734,1212535,645805,934092,1086469,2222772,3502651,13860675,27363026,54235914,92156631,170507303,292567188,789644763
417708,570185,1225945,648060,953559,1088452,1941451,3582674,12418202,27175103,54206657,93461673,152525047,289167080,762850415
419666,558551,1221087,629388,957720,1086420,1998495,4309653,11794204,30149734,54346242,92659822,166134308,291313750,745722446
