x86 inductor 4096 no dequant,x86 inductor 8192 no dequant,x86 inductor 16384 no dequant,x86 inductor 32768 no dequant,x86 inductor 65536 no dequant,x86 inductor 131072 no dequant,x86 inductor 262144 no dequant
15711551,27349049,49717742,88723914,161078668,278282726,679889493
13134649,27323846,49836548,89033070,165361396,288425751,786299604
11528195,27317066,49799011,88882388,161413656,274917200,656790189
15655018,27642468,49708778,88948134,150629401,291346543,748030963
13941205,27608062,49856270,88691690,164988428,263071201,728209547
12408322,27398885,49683454,90177073,164533173,289340587,698167873
15449689,27589394,49610586,88899159,156396775,289255330,678972163
15421843,27900022,49817817,88802578,160274036,274229465,887602450
15677519,27433900,47187853,88754510,150720001,292808695,726566636
15958089,27518588,49643307,88728137,168782407,282007853,644294383
13992471,27560462,49725744,88922330,163803426,283241856,701640414
12583620,27633534,49813663,89137023,159917577,290958221,785396199
15533193,27664137,49844023,89478729,163080284,276230694,751661807
13772369,28707829,49731347,88779408,166714021,291636174,638777199
15708004,32086143,49734347,88885195,166057706,265582235,777134315
13143684,27697452,49743928,88978185,164017091,275651094,732932198
15550823,27663302,49871097,89149362,160698994,278821598,732114741
13007569,27636451,49740807,88817103,164262271,290150148,720683383
15412131,27907105,49686966,88852125,172650364,270365931,750687557
15702412,27298023,49654804,89059452,165573085,286752000,706022121
15852232,27389690,49574405,88898672,162898184,275532593,664639712
13710305,27298616,49826411,89052234,150083101,282915222,731673701
12264352,27554265,49881085,89079426,166316733,286286952,697934847
15685797,27639017,49839276,88857098,162016847,274158537,735993685
