SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
47826,138943,78169,98715,199749,265545,332056,624453,2014367
48857,138249,77243,95205,205779,272037,327858,687534,1419597
48973,139794,75863,106569,198452,278679,312124,655106,1468620
48183,138941,79020,95074,280300,279033,320573,685076,1964917
48077,138464,77461,95702,198727,280105,316612,671737,1493588
59113,146889,77097,95405,204635,271381,316000,610207,1836484
48390,139658,76180,94196,199630,269929,335552,598763,3757685
47328,138712,76084,94092,196035,271957,346059,629558,1994464
46897,138564,75389,91990,197462,281121,390846,675070,1441869
46383,139583,82822,94543,204640,268281,342019,651039,1852648
46086,139229,81973,95293,201660,270102,343526,632357,1340577
46097,139501,84163,94642,205038,266577,321904,628860,1318614
46440,137840,79727,94142,201370,376165,339049,585702,1829908
46247,138317,76180,94285,206324,273370,325930,603116,1331944
46535,138381,77733,115422,207972,269812,320695,638193,1449454
47098,140760,93161,115629,207162,270674,322945,633005,1930569
46375,140957,84519,106793,205658,277142,319243,610115,1440521
46117,138995,76962,100145,200314,269907,410749,932395,1513728
46311,137936,75336,101988,205075,274580,355353,626696,1916879
46024,138646,78087,98124,196665,274319,346775,694357,1391508
46474,138052,76178,92937,202588,270462,330854,638976,1476701
46163,137217,77566,94521,201837,270353,339772,652559,1868338
46862,137630,115330,93731,197551,276826,323822,619863,1423745
47547,138989,97694,97396,279421,316990,310641,597991,1512226
66732,140769,144651,94519,207567,295692,323180,603958,1971367
55113,139144,80531,94120,206190,292399,316017,687605,1424081
48852,138783,76231,93173,201802,273203,310738,613806,1430722
48405,140891,78711,92169,202924,276922,320655,624973,1813703
46833,140021,76023,95084,202993,273754,349100,633145,1480051
46598,137903,77353,96435,204449,267729,369702,596336,1531076
46963,138836,75368,93751,205371,267756,337473,694761,1835124
47232,138977,77235,93650,202078,269561,349957,642866,1359271
47513,137946,73841,90577,203150,269928,326648,632581,1521965
48860,147261,76729,92451,200550,278490,322015,603560,1999641
47760,141503,75540,92762,200616,267848,320434,594479,1516246
47753,141622,74076,94663,201935,271412,303914,607167,1449217
51126,138521,92372,91492,198477,271880,365577,622176,1972423
49552,137610,82748,96010,196520,277842,336482,834688,3434946
48496,138866,91925,91968,201626,271427,318569,654815,2156482
49211,137651,144098,95731,201099,269373,355806,670966,2260210
48321,138046,131886,93127,200325,268616,376271,881320,1318264
44757,137374,104876,94175,198945,273714,333953,604357,1400969
49023,137689,86829,93163,203636,265917,336040,663448,2037887
47164,142645,81156,93466,201073,280574,324764,620374,1306494
46483,140774,79262,92687,199599,274061,322891,602159,1774445
47040,139483,77782,94204,203835,274215,324381,635568,2330683
