b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
4462,3660,4244,3922,4152,5157,6073,8294,16244,25164,42121,80485,178863,404319,797398,1680062,3655924
4557,3689,4103,3869,4236,7767,6078,8257,15426,25833,42777,85594,181009,401574,986476,1673769,3573321
4386,3775,4190,3878,4241,4854,6243,8481,15231,25274,42143,80608,181482,414244,735728,1695484,2933702
4460,3630,4345,3795,4133,5176,6232,8038,14599,26238,42332,81281,187240,395671,788778,1709152,3528401
7539,3613,4240,3912,4830,4922,6093,8517,14667,25297,42571,80777,193323,406026,863758,1683192,3408345
4831,3671,4159,3799,4260,4692,6027,8488,15729,24992,42776,79515,180393,405893,766641,1676088,3549958
4897,3720,4062,3956,4165,4928,6023,8466,16518,24936,43103,80160,180460,420039,742610,1576986,3565425
4751,3598,4203,3866,4007,5307,6008,8563,15200,25879,41955,80224,201761,419413,776077,1588952,3526852
4481,3626,4165,3707,4206,4755,6118,10860,14667,24920,42095,79861,182827,388696,830667,1713282,3639743
4826,3638,4121,3759,4193,5245,6013,8944,15261,25318,41661,88690,178712,409209,782437,1698782,3494175
4634,3698,4196,3759,4106,5392,6039,8513,15389,29790,42281,82234,186278,400436,777353,1629692,3196439
4655,3504,4343,3632,4215,5411,6657,9001,14554,30674,42673,79308,186948,398065,773290,1699214,3545350
4638,3640,4352,3650,4267,4777,6606,11944,15670,24914,50946,82216,188210,418277,751579,1543851,2932379
4660,3642,4164,3591,4385,5423,6757,10603,15893,25077,41745,78748,177123,408747,744012,1531124,3662494
4631,3508,4249,3782,4208,5431,6609,8970,15014,24716,42935,79972,177108,381295,760374,1646800,3156255
4570,3689,4189,3712,4015,4824,5812,13409,15213,25378,42251,83229,185985,386320,775207,1671445,3175794
4596,3556,4208,3879,4255,5499,6013,8635,15381,24875,42765,80434,189297,403132,814144,1672798,3713954
4540,3664,4210,3918,4311,5171,6101,8400,15679,31234,42570,82287,179763,414863,789820,1713813,3667869
4520,3418,4125,4241,4390,5528,6160,8785,15530,25620,42477,86700,190938,405703,761095,1736289,2924931
4484,3437,4030,3962,4214,5475,6132,8856,15272,30920,41877,79392,194020,406329,788529,1588268,3560247
4793,3818,4309,3971,4082,5604,6195,8663,15309,26443,42714,78781,190558,414232,791341,1670819,3167756
4933,3795,4324,4292,4027,4786,5943,10243,14691,25625,43680,79399,180555,409867,767925,1598021,3524223
