SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
223798,311846,662435,1242268,270538,358838,629816,1463356,3570443
223485,319836,683542,1242181,267842,355995,634352,1375258,2791463
226293,312790,652363,1245422,270329,360686,640437,1299030,3729476
229668,318714,665233,1224561,243269,350290,601659,1993609,3537503
222203,312353,685707,1252740,269856,355753,603772,1644543,2894493
224289,318506,672351,1236703,256857,349267,603802,1507520,3969686
222801,310921,665548,1245057,242938,355316,612547,1470009,3751692
221175,312731,677506,1248683,247693,363846,589673,1699019,2909060
231588,311562,661468,1231904,281171,364263,592976,1667657,3588414
221883,312250,669347,1238799,259282,358207,565889,1493433,3307695
221212,310934,659133,1227494,281025,341378,569785,1470888,2756220
229444,312241,676502,1238840,272926,352031,572820,1368623,3332072
223686,321061,666204,1250990,265077,334960,557510,1487235,3777999
221763,321689,675369,1237381,249030,358656,605963,1522690,3480704
222469,309911,670456,1233769,248367,361708,615340,1433835,3822517
221193,307074,671945,1235120,242327,363822,581779,1471333,3598926
226272,311727,660073,1236066,249244,345899,719766,1441489,2814030
222458,304451,670715,1241081,238374,357708,852612,1436494,3573387
222465,308265,659913,1240194,244277,345286,798676,1332746,3298830
224871,306084,676674,1237509,245555,360628,824168,1438294,3204299
225279,309049,693104,1240257,257151,362146,641276,1339506,3780903
230057,304438,672908,1251770,247100,356456,863148,1277460,3924627
220870,299052,653750,1237013,245009,351034,765491,1432136,3083293
221133,302553,672494,1240760,245609,361125,809085,1369034,3732042
226421,305064,665748,1233908,240766,348608,606353,1298265,3368140
220116,303581,664510,1229697,255780,359566,590787,1498260,2740092
228772,303627,676203,1229842,265007,350041,793525,1958493,3557342
231323,302471,680930,1240228,234016,354244,810110,1624054,3385441
214613,304938,667081,1235435,246209,373198,837966,1499456,3321825
220703,303444,658342,1241970,248739,346921,587905,1428365,3778647
214605,305392,663369,1235918,281226,342609,589746,1608546,5725719
214575,309834,673170,1249825,257399,344645,686395,1481677,3814381
218852,304082,670170,1237180,233560,368904,885568,1519239,3422612
215637,319284,694778,1234822,246786,349928,836697,1515320,3389425
219709,296985,669114,1235692,243899,363364,619523,1532365,2906255
215518,302337,669930,1246173,264642,351527,707130,1523492,3218765
215713,296764,653954,1238598,246102,347663,573784,1403623,4028006
223101,301956,682837,1236251,242450,349287,764927,1509831,3083054
217926,294341,671309,1233066,254408,374810,821510,1470250,3623816
213527,301450,671475,1241302,251014,347388,827313,1474018,3431546
220439,292201,666641,1244996,248666,356564,754545,1526739,2747965
217152,302330,678871,1242694,250677,345949,628719,1441535,3571394
221826,296308,652957,1232385,270347,335102,636214,1503049,3452170
216067,301091,656113,1242291,255770,359169,808813,1328246,3138289
216849,295044,668204,1244255,244031,335912,863864,1395812,4775307
218382,302533,674469,1235281,252085,359014,614394,1320742,3641472
215633,297030,663061,1236301,246646,350798,639408,1451585,2921169
220638,303835,677320,1248124,242632,342918,816179,1374070,3442861
218523,296714,666507,1243687,242408,332553,618110,1456868,3217329
215551,296329,662852,1245921,244670,350117,710048,1616060,3204035
222507,298012,658096,1236430,249674,339743,597642,1646543,3754409
214389,297626,703260,1228956,262586,335651,615173,1512001,4008993
216207,296109,667512,1247826,257932,357170,601446,1442371,3064652
218647,296964,677583,1249455,247073,343301,844316,1475218,3559753
215521,298322,660968,1249620,264190,357221,744781,1624128,3418253
223308,299525,694845,1231184,253632,362433,611795,1587533,2708681
217681,297778,654130,1235586,257763,342103,791969,1550939,3692385
207460,296130,679267,1238606,231117,354951,865812,1524081,3422634
216807,297314,666246,1248105,250122,342922,813015,1527767,3258697
211009,295523,672842,1233185,252631,355086,732837,1532853,3752073
210834,296580,692918,1259117,242117,343672,600421,1392932,9283166
213649,295314,667614,1247780,249013,352291,577364,1404405,3446438
212259,299343,659196,1250470,253221,344935,601643,1368794,3815305
215085,298149,699624,1241077,260860,360374,810470,1494624,3597504
210853,295955,680865,1246964,289911,356077,754698,1513053,2852832
208653,297591,682337,1234504,265520,363401,622458,1429737,3308732
216924,301322,670601,1238532,249478,348715,802773,1329102,3775797
209287,294669,682981,1232413,271243,350904,890852,1448461,3016748
