b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
11070,13950,21030,34540,60375,112040,215830,427165,878270,1845885,3682370,7393660,15019735,29682025,59356205,118550920,249325045
11245,14065,21095,34510,60505,112155,215885,427995,874305,1842055,3679110,7373715,15055580,29686065,59309600,118544320,249275075
11325,14225,21530,34615,59995,111700,215985,424055,865360,1845525,3669965,7416300,15030435,29643795,59383465,118527430,249159235
11095,14040,21370,35005,60380,112505,214910,435655,869320,1835520,3674985,7402800,14950045,29694260,59418420,118572125,249335920
11825,13955,21455,34800,60395,111875,214750,425710,869380,1841635,3688695,7394925,15002590,29705665,59350215,118545950,249261575
11700,14025,21150,35055,60285,111730,217165,425920,870850,1844460,3685965,7403860,15058810,29699675,59342450,118622310,249329680
11255,14090,21815,34865,60270,112185,219545,444200,879735,1846050,3681230,7389390,15013560,29684755,59352680,118568985,249405180
11610,13765,21240,34560,60520,112035,218835,435395,883760,1841680,3675310,7369405,14996725,29681950,59307275,118630210,249224660
11100,14235,21550,34175,60225,112445,219375,440225,881770,1842745,3677910,7360620,14988760,29674160,59312705,118581795,249284625
11510,13850,21170,34470,60425,111995,218630,432535,872405,1843125,3691155,7398830,15053485,29694515,59365485,118617990,249279480
11685,14030,21210,34290,60175,112210,218540,432075,871725,1847515,3666010,7393865,15016555,29732185,59321030,118590755,249250665
11000,14170,21225,34550,60570,112050,217730,434060,873100,1849760,3684090,7418720,14964820,29697285,59368835,118507735,249287990
10630,14050,21595,34620,59675,112370,217160,428905,880935,1841280,3689070,7385980,14986370,29680185,59344760,118624915,249412550
10845,13795,21955,34365,60325,112165,217205,428425,878230,1849235,3680665,7352150,14985205,29720415,59408405,118546570,249196305
10610,13995,21590,34135,60240,112000,216850,427055,890300,1840525,3675640,7382210,15035890,29707965,59348690,118603680,249209930
10700,14010,21205,34305,60645,112365,217995,428470,867715,1844685,3675365,7387425,15074900,29726065,59320960,118655140,249172470
11805,13885,21050,34815,60095,112535,217350,430505,867145,1843215,3690995,7402990,15032425,29728060,59354880,118546405,249237375
11530,13895,21350,34380,60045,112620,217025,426805,861975,1845695,3679660,7390815,14963875,29742870,59379050,118598695,249296170
10740,14195,21525,34530,60320,112290,216865,426950,881960,1843090,3683985,7374915,15048220,29746075,59362710,118625995,249332170
10520,14250,21285,35140,60345,111675,216305,426040,872370,1847540,3685885,7379200,15008565,29724360,59385905,118575095,249202985
10630,14175,21140,34620,59895,112345,217350,426275,891900,1840925,3693105,7401160,15088340,29733355,59343760,118633670,249224290
10825,13880,21350,34555,60460,112100,217205,432965,860895,1849465,3691755,7364055,14984200,29764890,59314275,118567145,249286855
11090,13990,21280,34670,59895,112115,216970,443380,876560,1842140,3680810,7404770,14989135,29723310,59329905,118631215,249389735
10635,13860,21025,34280,59875,111780,216055,446010,865425,1848215,3689485,7345060,14978560,29740440,59390220,118622310,249293680
10670,14155,21335,34545,60065,112480,215895,439590,855515,1842715,3679615,7442815,14969235,29710315,59324950,118666070,249234585
11175,14320,21600,34065,60390,111845,224295,436740,878025,1845710,3672265,7416715,14981285,29744490,59346930,118622045,249157035
11200,14120,21005,35020,60370,112655,215910,433280,873515,1847315,3684935,7363335,15021545,29709890,59368880,118566950,249248640
10660,13975,21390,33995,59870,112415,216130,432230,885155,1844450,3689565,7419600,14975535,29717970,59325975,118587585,249344315
11060,13870,21100,34540,60255,112345,216400,430090,869140,1850545,3679655,7386605,14951365,29747815,59333110,118558225,249204165
11010,13990,21315,34460,60220,111760,215615,429795,872825,1852260,3665735,7352805,15006170,29748350,59358515,118641415,249343645
10495,13905,21125,34530,60250,111915,217335,428380,878875,1853400,3682515,7391245,14999865,29685230,59381005,118514495,249253780
11005,13845,21105,34580,59860,111730,216290,428235,864255,1848200,3686145,7381305,14975405,29719265,59326690,118552565,249340020
10455,14070,21700,34230,60205,111905,215905,440370,890190,1845600,3658485,7421315,14998835,29730400,59325300,118546420,249153750
10750,14115,21285,34085,60305,112535,216555,428870,871310,1840385,3674535,7386200,14994400,29736925,59366160,118655885,249212850
10835,13905,21280,34310,60115,112675,216465,426110,868425,1845425,3667635,7396155,14991460,29724645,59360125,118632450,249239505
10635,13905,21930,34825,60630,112100,215700,426300,867255,1846075,3656955,7403210,15008930,29744525,59349800,118616675,249357035
10950,13915,21425,34730,60170,111945,215890,435360,883785,1840080,3667925,7376515,14993310,29718365,59342000,118596460,249219490
11070,14005,21985,34585,60315,112495,217205,435090,880935,1844750,3670980,7392690,15003925,29750100,59317205,118630645,249216845
10555,14095,21665,34395,60260,112155,216075,432745,869840,1850015,3667730,7361440,14982325,29760030,59342765,118526430,249265215
10630,14085,21565,34490,60110,111740,215945,425215,868345,1840735,3674375,7382765,14941405,29700905,59300855,118536060,249257105
10855,13845,21190,34490,59840,111835,216120,430100,864355,1847265,3661615,7392260,15000730,29728370,59316690,118560615,249355320
10595,13930,21280,34770,60240,111940,216610,433415,868285,1846320,3675580,7363325,14983205,29752060,59356205,118600145,249298380
10835,13710,21650,34245,59990,112445,217050,446280,901610,1843385,3660230,7368910,15013780,29737405,59257540,118583330,249230315
10900,13905,21375,34070,60105,112285,215870,441605,889310,1845210,3679615,7382250,14964040,29726685,59341245,118557240,249179600
10945,13935,21645,34555,60125,112090,216410,441185,874305,1844395,3676770,7392365,14977320,29741215,59293340,118531910,249194770
10965,13760,28935,34320,60520,112110,215940,435835,864025,1846560,3660400,7386695,14985765,29705730,59376720,118564765,249407345
10955,14105,21075,34605,60340,112315,216535,432590,870655,1842775,3664400,7379370,14922820,29729395,59337000,118586630,249386275
10465,13910,21350,34620,60270,112060,215770,434200,867000,1851350,3663455,7352565,14974925,29685255,59337850,118579865,249226055
10540,13760,21250,34220,60540,112055,216485,430530,880470,1835280,3676470,7348140,14991635,29737755,59335435,118637080,249297245
10820,13640,21120,34915,59805,112765,216240,433135,873705,1843615,3664280,7378180,15012725,29716835,59326630,118525540,249429145
10750,13835,21525,34415,60040,111875,218510,429595,885935,1840415,3667465,7396365,15025080,29710655,59349840,118483305,249224640
10645,14185,21220,34335,59890,111860,216260,435440,860625,1847060,3676550,7387410,15048770,29766225,59380030,118553725,249169830
10985,13960,21205,34270,60250,112680,218230,429345,859335,1848565,3672750,7394650,14981915,29742040,59341285,118568980,249163340
9880,13545,21895,34685,60335,112245,215540,440890,880315,1843435,3659910,7415130,15008320,29752985,59338975,118615770,249195530
10790,13820,21155,34675,60270,112245,215445,426740,885810,1845450,3667060,7358650,15038030,29764270,59301875,118583430,249240350
10810,13925,21600,34455,60040,112130,217495,436195,878845,1852210,3673930,7375985,14999330,29711575,59270420,118577950,249387935
10675,13850,21605,34655,60260,112385,216150,426745,862010,1849605,3677545,7346775,14987050,29740945,59349150,118542880,249218385
10700,13925,21700,34550,60165,111810,215915,431975,861690,1843945,3664245,7392590,14992085,29711180,59320405,118608935,249244760
