b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
13364,12158,12977,12500,12562,23657,14703,19971,39309,62104,110086,135937,266546,403680,13955372,1585404,3830536
13434,12136,12918,13008,12414,14607,14605,20074,37267,60187,104302,131756,274438,412579,12687364,1572517,2922289
13388,12180,12896,12550,12991,15109,24526,19364,37269,57667,102909,132774,272825,406898,766626,1589942,2918112
50605,12083,12987,12090,13930,13952,14502,20561,38151,57671,102284,131968,270187,406887,761200,1570234,2927703
18062,11898,12733,12645,12794,14236,14622,21402,35108,59969,107025,135278,266260,408214,753952,1589844,2909900
17856,11983,13138,12702,12490,14373,14350,19781,44179,56011,102081,129245,256707,480483,753330,1550369,3222327
17497,12279,12687,12669,12300,15655,14437,20853,40870,61178,96402,132470,253551,404610,761676,1561249,2907915
15338,11771,12878,12610,12603,13801,14712,26099,39641,57619,103513,131462,252962,422126,764645,1573731,3700495
15960,11986,12639,12384,12428,15024,14366,29294,37758,60507,105436,148578,256900,411676,758424,1574543,3723155
15732,12064,12810,12499,12555,15478,14505,20648,35699,61207,97534,136125,273389,410846,765328,1575647,3116561
15430,12143,13018,12548,12798,15313,16288,21748,37269,57524,98222,133463,265559,405934,757030,1574616,2931439
15341,12172,12636,13091,12463,14102,16496,37965,41056,63050,98821,131141,260426,417309,756745,1577614,3120672
15182,11957,12893,12351,13045,15484,16484,26632,40181,61177,105456,136954,256932,406839,11989979,1555517,2884883
15472,11866,12902,12593,12600,15497,16472,24165,39209,58388,105647,132161,256517,401781,762047,1575205,3686697
14948,12115,13157,12650,12269,14231,14978,22031,38279,59887,103289,136188,268799,404455,771021,1577161,2926300
14692,12010,12862,12327,12428,15304,15053,20532,44624,60106,103773,131661,281404,416779,791954,1586104,2911980
14544,11675,12934,12629,12517,17687,14475,22717,43821,63608,102839,137081,269286,426105,766519,1585530,3762601
14712,11653,13112,12899,13109,15456,14817,20826,54280,57345,101715,133616,254743,406094,759584,1557412,4004314
14215,11492,12584,12891,12730,15160,14456,20156,39145,57842,101424,136300,278939,418818,765844,1583794,2920474
14807,11669,13935,12778,12782,15452,21047,20266,42912,55607,101717,133562,281526,404006,770365,1596453,2906010
17256,11851,13074,13977,12636,14115,14410,21746,37952,57857,103965,137604,280968,407632,763596,1584719,2919011
