SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512
204567,218096,269341,283737,375127,556581
212081,220994,264307,284060,395012,581148
211164,218412,261805,285106,369513,555390
201963,216514,264740,284391,385872,566941
218068,213779,276896,299153,371093,563153
202852,222532,268657,284309,397551,562236
206516,214229,264122,284950,370452,574981
192645,221932,275072,282608,373555,567898
188575,215187,264147,285337,390173,566074
189022,216088,262514,284470,377112,574623
189280,220725,269887,285076,390207,566138
189761,217152,267353,3503633,375109,577046
188119,218606,263973,285166,370238,581667
190663,218306,275740,284131,383601,573098
189944,226642,273114,284751,370763,571670
188619,217529,265566,282717,367749,564366
189838,223415,283415,300756,373908,574035
188912,219441,268220,280798,391406,584041
191667,219040,266812,287026,369540,569692
193818,215860,271694,283746,371475,579751
190285,213873,262671,285108,387267,585161
188877,215702,268695,283115,378265,570678
188943,213797,272067,289761,370008,567730
189638,218895,265034,281896,373727,577238
188443,217359,269333,285376,370588,569157
187836,226295,269918,283151,374258,566605
186976,217775,262582,284703,1288252,576792
194741,221652,268064,280498,377300,576601
190613,216751,273083,284067,380765,576260
187153,215622,268547,283040,369552,561764
194031,215097,270679,282761,702053,555379
186903,212730,278070,281957,397039,557290
185812,213236,269910,283538,388908,552369
188284,213669,267707,284354,379673,559006
187772,211692,274820,284281,446704,558848
188319,214149,276015,284218,386459,571033
187038,223107,264522,282982,384510,552560
187829,214933,272233,280946,379786,574237
190840,223991,266171,282963,382502,556420
195886,216004,260484,300305,383718,575473
189627,214338,270980,285198,388758,568499
189755,217490,271306,283582,388776,570940
200406,215578,280676,283444,375289,570077
189277,216044,284281,283346,384279,569375
191015,211888,264006,284383,401080,569066
194139,221822,259691,284269,382430,577510
189001,217516,274296,284699,388888,570317
187167,214819,276714,300557,378083,557314
195586,215379,270840,283617,385627,556104
189739,215613,274100,280754,381198,554336
190626,214075,269131,285992,381199,8968258
196408,215701,260543,287405,376428,576249
188994,217604,266052,301100,401769,585391
189208,215060,265228,282934,380461,568834
197342,224233,265862,286908,371533,563141
187823,215273,263513,283798,382775,577122
190001,226928,265550,287813,399211,564584
196873,216178,260693,289001,377452,578695
189616,222286,275109,282530,377799,576749
189615,215290,268392,293045,377901,552518
196840,215159,267187,298121,399838,582871
190560,240541,268969,296995,379779,552433
188677,241427,266422,294545,375031,561968
196134,241400,264540,299330,371439,556094
185846,235447,268205,304286,381592,557212
187442,238506,264446,301733,378019,553052
199866,238146,263630,306364,374857,556846
188784,238638,265151,295721,408511,558208
187216,239095,271720,314175,395328,553021
196772,239859,265155,302549,374333,560171
187771,241468,264381,299776,373891,558895
188889,237493,261540,300029,378308,556353
198517,245620,271009,300839,379327,556482
190612,237654,264029,301066,379207,554323
195015,248359,265960,300704,375919,554459
195514,237927,271481,303334,368570,586785
196537,245704,265249,305897,383517,565806
188235,239036,265725,315259,401647,566214
204701,219959,3388395,302460,369572,555793
188492,218487,269538,301823,376549,575009
188438,231162,268257,304123,380773,558430
199294,215752,266171,306490,383045,561437
190920,222599,279523,304140,384766,558425
187573,217455,267737,305340,371810,566549
197052,213742,270087,289069,383407,562209
187321,218630,277297,295363,385406,563633
188726,214758,270426,327428,387125,932253
202256,219262,270361,309249,369051,8725530
189708,218466,276450,287387,382128,601376
188159,219814,272106,286588,377287,575303
193275,216916,265273,288057,367980,583601
191027,225213,273454,285151,375822,584425
188132,214520,264354,287641,391009,584043
187579,221299,258648,284739,375308,583284
188877,217093,262473,283222,373487,579208
189877,214668,270822,284338,1766260,579988
191614,215881,269774,285445,366817,593054
188161,217580,271576,293684,378161,578970
189891,215742,266097,287528,379200,575603
190437,216943,266256,285342,366345,588751
188465,228090,261338,286818,372511,564322
188135,215449,263822,285885,381086,563849
191199,221085,270056,287902,367840,570453
186135,214989,263173,283770,369093,582602
189756,218378,268304,285116,383817,565222
188046,216769,277269,282187,370185,563787
188431,217081,267049,285327,371554,572557
188606,216389,263710,2909965,390741,574989
189560,217651,277706,286293,366447,576291
187982,218534,272051,289234,376459,575205
186580,212499,271860,286256,376342,566036
189273,220636,282633,289857,369878,557827
188259,214497,261429,291423,397193,581645
186625,222835,262583,290201,371948,565950
188594,216909,277714,286975,369527,583107
188559,215163,264215,286715,371082,572036
189641,218278,263327,289098,378025,563363
188975,216187,274144,284638,377054,582351
191410,215329,263380,284588,372202,564641
188245,215192,263543,286785,374158,557449
188915,226982,279360,286268,376801,562246
187999,215171,270331,285330,373601,560510
189304,221187,264212,301505,375340,586166
188952,214807,291129,286824,368590,563314
191415,213749,276419,287128,378625,566147
187671,215357,263853,290235,373393,566122
188773,216749,274187,287840,364808,586436
187612,215389,269122,286141,377307,554460
188263,217186,270863,285461,370855,563181
183441,222795,271520,302452,366773,558897
186012,213572,274985,286131,369695,586135
186773,222171,270412,288578,375590,558012
190219,216207,277432,285178,369494,579664
185977,214144,273207,287099,373831,554960
187962,216432,272064,288729,370883,588906
189207,215518,274758,285121,370425,555453
189916,218219,271034,285348,373972,582441
186059,220174,269325,285793,369069,557935
192574,219227,271751,300015,375079,567915
187460,219701,263125,286254,374420,558194
187967,229830,264805,286110,372195,559899
189137,216848,272375,284367,372804,576258
190360,222165,265391,285631,377177,582242
191159,217136,266853,286653,372601,9778746
188561,214903,273002,284248,366477,566509
190361,216465,261096,285743,374192,578324
195976,215811,268106,285314,371218,561690
186730,215268,271430,284424,365012,561090
192924,214883,262633,287364,390480,561657
190856,220443,263532,288042,385986,559903
187602,219800,262928,283895,370497,562227
188159,228640,258986,286030,372452,559344
195191,219514,262384,286755,370821,557512
192325,217756,278192,304661,1704055,575142
188247,218697,271198,285111,371572,560875
198430,215688,260756,337363,685608,557845
189753,3111459,270111,312729,373114,564942
188007,218427,264958,310966,377217,566246
198947,227971,263442,286348,366465,562184
187375,217748,276286,284949,367051,552655
192678,222544,264929,285366,380538,565264
187636,216093,262818,284362,367582,554244
189258,223068,266947,284393,386691,583818
188572,217838,265242,284505,370861,555201
189847,215232,261002,303089,377062,562417
188780,217507,263579,283803,365465,560693
187257,218370,270884,283376,367850,582628
191507,217563,280362,284359,369621,562940
188699,216320,281469,283806,364743,556040
191150,222949,262141,287151,366388,555404
190684,217643,269107,282759,372800,573417
189629,224463,264663,282471,393378,577752
189678,215932,263205,280289,372865,555132
195832,218586,262678,298233,369629,565590
189073,218593,277885,283628,371180,8519903
187051,220157,284141,281966,398929,607424
3057133,217073,267072,283398,377487,560600
205890,220443,268123,283940,367908,567625
198123,220731,269585,285946,391059,564566
204020,223328,262084,281720,369676,565634
191559,225352,276754,284213,367982,563065
189727,218642,268248,281250,369251,591662
200599,218503,278566,286978,371020,575790
185947,219857,283966,298079,377571,567207
188783,219107,263747,285868,381515,563644
197106,222984,261823,283064,388052,562228
191363,214279,290308,285529,367098,570429
188139,214206,279186,283650,395799,562914
193400,216074,269715,283632,372865,572311
184995,222946,265068,299550,370429,558909
188373,212773,263727,288187,389644,560001
193113,228129,264417,291293,371554,556966
189641,213253,271018,291536,369345,568858
187992,218853,267920,289876,371901,557228
195981,216350,265298,292690,371649,562781
207298,218967,268745,290930,376229,617897
209543,214485,266285,285139,378847,558316
214560,217218,269826,286014,368745,560566
205045,217092,278918,284084,370122,556646
207253,214527,269072,284720,400686,558282
206602,220920,264412,292605,377703,563211
203698,216410,265318,293162,369691,574385
214575,246439,265592,292591,372121,572461
202895,232247,271139,4045210,377788,606032
199780,218023,266263,282992,367203,634380
205013,214717,259470,285918,374563,626000
204736,213830,269707,301822,373844,632268
202012,213118,266989,287694,370682,625481
209418,213970,267518,285369,373073,7950269
207857,216483,269794,286040,386690,675485
206888,212160,267404,285831,382218,581389
201688,236454,266930,285264,918821,559373
207432,235216,275683,288365,371917,561858
204273,237661,273112,283372,377409,562479
208484,238858,259851,286448,366681,563083
211447,241895,265688,284518,369696,576297
201387,234768,265392,300416,384735,580265
207873,241075,263775,283239,384343,554192
213234,234411,264053,287920,371982,558055
205772,237791,267933,292972,366416,575620
200855,234544,269399,289694,375607,556560
203478,238043,283736,285808,374442,576183
205979,237928,284649,283547,382429,559103
215237,239053,263841,286223,388481,557088
207837,243943,3302174,293008,392424,557320
203570,238637,270201,298866,394312,563870
219020,239690,264882,293668,389886,575765
205062,234013,265601,293524,386209,558525
203309,245166,261391,289684,369091,571042
204805,236014,259643,300177,369595,555710
203846,245380,264229,295816,372572,584618
213473,239374,264338,291395,374784,586043
