SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288,SHIR FPGA b1048576
188466,208823,231364,252234,296483,378846,668387,1050360,1977565,3797472,9677290,17154349,31097750,77035795,194438711,225186289,435264284
199259,205608,230006,251337,310473,366909,597127,1087520,1938170,3807195,9933856,17498963,31208938,77105703,200820355,225080183,434999417
191174,204746,228085,251602,296302,392863,557179,1095829,2091211,3859794,9627676,17305258,31164574,76973278,190809957,225211086,434817548
191084,214639,224003,248840,301651,365832,562413,1072419,2090199,3837242,9969899,17165780,31189247,77032549,180783271,225568149,434325079
192751,204464,230941,261952,316744,381846,841285,1073577,2040163,3792000,9648199,17243399,31234326,76853899,170622069,225269937,435082541
188625,215131,228987,255907,328034,364406,568272,1084227,2045468,3807025,9959783,17304292,31141046,76955412,190822831,225745451,436440876
189609,202550,234656,255908,307016,392306,557166,1264250,2072195,3889015,9743651,17312698,31204569,76262078,179158717,224815228,436700188
195082,204631,235072,256185,307976,381362,555281,1101698,1995201,3816718,9951523,16916603,31146645,76621267,158294894,226019127,435832196
188728,205378,229739,253361,299158,363651,553882,1064022,2120074,3743205,9583426,17216316,31477534,79407474,185823778,225491905,435985982
198454,201969,231867,269516,302659,370701,562281,1318384,3497243,3845279,9970602,17018151,31459205,77392087,189330336,225514040,434726677
191022,201374,221659,255170,307137,364824,598608,1080270,2029385,3787959,9647118,17357758,31165476,76868335,170335799,224996303,435664179
189459,210980,222639,259230,305981,363594,568540,1096545,2025372,3773298,9910125,16939422,31080548,76501756,162064777,227668047,434906195
197224,218963,228997,257724,300152,373385,572569,1093561,1961692,3798738,9664331,17198083,31089693,80923408,185119793,225197286,437084382
190936,202219,223170,270322,303836,364563,576896,1088408,1970223,3732248,9954797,17445628,31292460,84287895,174456671,225315619,435862734
191662,201140,223476,256256,297750,361340,670432,1079307,2091077,3803775,10420782,17459376,31103807,77562388,169010353,225576666,435304224
192373,205054,230240,249527,308623,359723,597728,1091420,2091198,3796565,9993784,16832751,30322316,77394773,159930248,225371404,437054397
191823,200988,228874,250166,294690,367024,600046,1052031,2030039,3794076,9670058,17118870,30224728,77286608,157976570,225911708,434655632
188220,206206,247415,251826,321151,384153,597993,1061479,1987773,3834913,10008100,15275387,30209681,77176023,158146955,225306624,436529229
195853,202504,228381,249818,294732,440182,596018,1106757,2002909,3722533,9829866,14551410,30253491,76962514,158622666,225468571,435497970
192268,213810,234085,250712,303323,424195,622998,1109931,1965769,5698580,9974282,14679902,30270012,77129014,166554258,225146076,433792785
209675,200800,229803,248801,300395,427393,653611,1161416,2106026,3830430,9723481,16241910,31550363,76888905,180124043,226110838,434832937
207632,202576,224790,249678,303059,422985,624508,1103867,2069547,3889388,9810089,15325943,30378732,77207129,176088728,225653258,437954148
188289,203938,229866,249340,295912,423382,593215,1050374,2045259,5506657,9647774,16605122,30288425,76060277,186965255,225684672,434297622
195420,204786,235812,246580,301648,425237,676841,1243133,2007464,3724684,9862969,15651836,30126078,77171097,183302070,226796570,435729972
191242,206141,234647,247194,306550,424393,734071,1103797,1989276,3953854,9632622,15949002,30419563,76782271,183950996,225769110,434599638
189316,205683,242809,248705,309905,434069,726776,1116316,1962693,8575179,9928033,15297114,30015320,77142609,185070049,225710574,436156388
193063,207049,228356,250182,296220,379624,690604,1049736,2046189,3895063,9650118,16653148,31085798,77146910,184553152,225824578,434912577
192509,200358,229601,250797,305474,371378,669543,1051095,3351421,3856284,9823735,15692963,31217488,122275750,185211600,224940639,435100610
196763,205672,225187,250205,291653,360860,686349,1085422,2014831,3830285,9706762,15479869,31130708,77262384,166200291,225518596,434209918
192570,206497,228263,250797,313048,363691,703534,1107967,2014208,3945312,9873809,17324420,32920235,77549298,184545822,224925513,434480662
189386,203088,226283,250687,294294,371470,737622,1120778,1963746,3903841,9661546,17285161,31368942,77248220,175426346,225239307,434788740
206153,205022,222520,250834,303705,385084,696779,1066778,1930367,11832968,9926342,16768193,31287723,77439205,158621343,225280877,434481896
190583,202054,238397,249892,298108,360614,760553,1115214,2170291,32433025,9671588,17166476,31332123,77165696,163713588,226090221,434612490
193683,209026,244907,258777,312608,387612,669803,2100720,2120152,37040429,9932020,16851038,31639013,77482282,174435668,224511431,434218921
192441,202155,223881,254138,303613,360454,674275,1085155,2033775,8256942,9718076,17324917,31398603,77630786,158434750,224777056,435248784
191861,216059,228078,257272,309553,360133,715120,1094411,2039042,3861557,9879556,17417979,31257891,77304444,203629365,227721641,435563303
190671,207827,229005,259988,297142,359532,709743,1064577,1989133,3907657,9664470,17135965,31242685,76893389,184023428,225589121,434618068
192763,203615,224879,252247,306371,394762,703504,1078249,1969405,3837631,9950491,16790833,31309234,77302785,199823656,225029328,434222582
190127,202906,240062,257639,300833,434636,689199,1065694,2170935,36023619,9704837,16822569,31438059,77478214,171572659,225058123,434399359
192141,202138,224280,249998,300985,437602,758540,1079910,3348703,3901633,9934062,17208184,31260296,77604250,159981436,224748804,435884692
191686,210444,230779,247729,297971,11278457,701057,1078468,2077920,3885578,9624741,16775801,31281444,77366902,157881928,225600218,433384600
189742,205439,235383,249496,308866,372387,734010,1088693,2040271,3891804,9853135,17380368,38505982,92887244,157698078,224977908,435215118
287604,212758,227151,251136,325614,362973,728093,1287855,1991196,3898184,9692239,17218612,31286008,77385417,173755343,225291824,434562287
251748,205314,230664,247556,304325,367158,735567,1196672,2081447,3858222,9956001,17308066,31219231,77373386,165831991,224212031,435248920
220273,204619,224238,248753,297303,369024,725948,1100423,2165387,3936773,9706590,16749482,30315521,77254554,170036445,225080429,436885666
213539,207487,224882,259612,303881,362016,706142,1057331,2098032,3873135,9899085,17142202,30259194,77281572,162983401,224655583,435448000
219642,205864,224751,249022,299158,359237,678598,1024655,2026058,3891206,9641546,17240167,30652976,77291507,158179439,225039236,435570548
212184,203707,227411,247891,312962,364112,670309,1081137,2035199,12294186,9936475,17350239,30249964,77259937,165300997,225522222,435017768
6388911,201491,226379,264696,319796,370722,742312,1072017,1982053,3896869,9679956,16782235,30382054,77200256,158031146,225080375,434667278
245472,215030,244269,265566,310578,362890,672616,1072049,2009097,3844776,9941091,16769798,30202920,77174186,168958543,225557204,434924052
232041,203543,224674,250248,297256,358212,677092,1068440,2151378,3850384,9622878,17198043,30361717,76921259,158242895,224620910,434855010
213233,202184,10106853,249692,307047,361945,683647,1064982,2087637,3901052,9911910,17385391,30261563,77241053,158307575,225657066,434576745
193757,205577,238579,249927,324314,367729,701811,1092351,2063177,3907275,9640619,17194592,30311628,76758922,172230070,224700796,434917330
196357,207833,226905,248706,310859,360405,642697,1077058,2011081,3859219,9923756,17499799,30228660,77211301,188809620,225006160,445552404
190846,205601,236903,248000,299390,359944,726968,1085711,1912743,3852766,9636437,17197066,31408108,76978464,177812197,224479866,435066258
202585,205724,227588,250231,300622,389529,688829,1100583,1906189,3877316,9902719,17287207,31336786,77387442,158509319,224601433,433367674
192910,217629,229535,249833,316855,435706,723227,1054089,2086087,3887059,9663920,17455990,31170422,76858669,158360863,225059219,434793854
194447,209405,234610,251079,313469,434973,696358,1093942,2148891,3881901,8379232,17311765,31259171,77439117,173002762,225102754,436518529
202639,211986,225039,249882,297288,429160,736061,1102299,2037333,3881567,7093916,16985846,31217009,77006404,193786324,226195356,434783395
193023,206091,224535,270317,304981,422745,711036,1063748,1983346,3914028,7102797,15759128,31730168,77091091,197027330,224673214,435859225
190624,203768,226589,249310,296859,425242,691460,1068758,1925459,3884124,7088761,16723486,31434251,77024163,177531233,224866589,435344109
193822,206428,228075,248819,327820,425162,672177,1280703,2050775,3891936,8764265,15358840,31197211,77345991,159593151,224562151,435717863
188425,202983,230512,252551,306877,420135,676598,1142806,2039929,3890641,9642667,16600805,31246619,76751387,159548125,225008819,434980287
192589,215951,223376,252034,298678,424966,742855,1102187,2188315,3881118,9959427,17078951,31271814,77281428,159918554,224901137,434798316
191211,204010,223291,251733,297651,362932,696423,1079723,2064803,15337917,8146112,15259726,31269368,76848044,164580353,224916221,438288224
192859,209921,226044,257213,14135035,381813,718635,1075343,2034807,3814505,7323166,14658636,31195350,77293406,190056493,226258321,435173608
190704,204726,224187,254174,318817,360477,722377,1078965,2005977,3855280,7075521,16141275,30280050,76943344,171771891,225869327,437899635
195305,202560,228140,257641,307926,360210,661389,1085876,1995493,12630532,7090019,15178099,30270620,77279658,158124074,226211918,435774170
189929,207671,222147,257426,317118,360120,679999,1073715,1911212,8623469,7114836,16561632,30281670,77354274,159387393,225970447,436326066
204124,204641,228333,248690,316087,360368,686612,1090325,3650974,4687085,7083385,15596650,30161441,77490021,157887395,225861392,435437319
192228,207038,232052,254439,301892,360958,712133,1067190,2117838,3927121,8774530,14083489,33274864,76781748,168262408,225307282,437208439
191081,204115,229766,249334,307333,364798,708058,1047807,2140646,11947563,9958524,14081393,31416333,77323796,217603184,225864194,445349931
195489,216106,222007,246892,298225,384775,676136,1075931,1971669,3896725,9634921,14039107,31570400,76065411,164012864,226284067,436459229
207394,203221,233157,254289,299849,359505,715365,1074588,2007232,37984789,9715015,15786870,31440356,77275824,157601754,226405672,436747237
216704,200420,222307,249849,297133,365436,690060,1063525,2121922,3719125,9702799,17342594,31289847,77109730,159474019,225860329,443868323
193993,205543,228989,250395,316911,402515,679396,1084257,2119970,3839595,9917407,17361562,31421044,77385107,160609550,226096948,435132660
188446,200711,228201,249802,300806,426348,883982,1053355,2033048,3886709,9616585,17365767,31455516,77623920,161589326,227809061,435637549
203937,207023,247819,251870,325882,424376,602405,1290460,2037969,3817099,9912657,16905582,31375850,77614686,160081609,226205427,436306878
191647,204574,252358,247962,294081,367811,557450,1151441,1968679,3812673,9659122,17389342,32857818,77075456,204213243,225364730,435564591
190941,214512,224095,249442,307955,379159,568569,1102195,1964737,3800352,10076872,17479728,31303901,77387154,161919915,225801912,435279043
192256,202659,222449,263767,311580,360615,556315,1092138,2081816,3811339,9710911,17309894,31364698,76838806,161643610,225550980,434438090
191131,203389,231678,266429,314743,360022,553021,1091158,2107749,9317705,9798873,17194639,31256374,77340246,164048636,228554512,435085557
189186,224366,223989,248689,293294,386253,542508,1062241,2065441,3816417,9754556,16782684,31323809,81774654,161889041,227056736,437864754
193421,219531,223154,246148,302340,359377,553022,1058844,2045474,3852690,10074694,17095278,31392430,80245564,165312665,225995957,433851220
191185,201453,224580,253052,318578,357246,710440,1068451,2072472,3870690,9826777,17238364,31258187,77410667,176231918,225830165,434781884
201684,200179,222262,250702,315073,363880,573382,1055503,2053644,3781118,10072307,17386005,31475081,77654959,161191788,226212661,441910561
189546,202234,231865,249775,296269,10713784,548919,1054010,2069643,3808877,9830877,17126863,31356657,77268314,169839888,225804244,434547154
190762,201294,231636,247467,306594,396923,567729,1098890,3311558,3851601,10051204,17436918,31350906,77490903,160195991,226169602,434742791
203154,211694,231810,246106,312904,391606,555540,1083434,2050980,3858368,9742028,17218868,31258260,77525020,161384924,225983524,435216282
191040,207873,221517,250809,320875,375807,571643,1071754,1995804,3819003,10041684,16901194,31376000,77279527,160350036,226139608,434174592
191295,200418,222322,249676,295381,378777,575866,1047245,1982699,3885387,9901069,17205722,31265465,77121228,161393272,225766921,434750371
195165,204157,234579,246158,301021,364122,585403,1042131,3023403,5730485,10051633,17279251,31330831,77414614,188688910,225771370,435255453
195748,206417,228139,263090,297363,382294,562905,1043260,2002272,3749451,10034617,17029214,31318588,77712031,161401778,226220444,434529146
201224,220285,228308,262662,306216,370600,587792,1079799,2082800,3874538,9986621,15209802,31311527,77232151,160357797,226080827,434568205
192518,217529,230769,249958,295784,390833,577399,1121033,2037740,5754467,9762213,16188019,31392765,76929310,161340423,226536397,437770203
193310,214330,223323,249749,308348,379673,579311,1110142,1977556,3767482,10214017,15211386,31289042,77248188,231695530,226713283,435270341
202200,203302,226564,3363118,295746,367005,616936,1122401,1976558,3844815,12481082,16001357,31287347,77308356,175898326,225164272,433273335
192173,211788,224350,267002,310746,363828,756259,1310757,1948923,5675578,10209961,15402204,31349369,77498397,186516951,226875674,433668462
192062,203821,220888,247558,313219,388427,757230,1219341,3530395,3760627,9963243,15996101,32038066,77119480,163275915,226589760,433483071
211630,203712,231750,249843,301252,376459,613967,1185014,2081902,3997377,9907045,15562518,30159937,77387955,174885576,226056550,436544826
205799,204908,224254,252051,302258,360891,692318,1143549,2067007,5694980,9951869,15848510,30231701,77133538,188159267,226939534,438024885
199369,198302,240052,250762,317146,364462,733766,1197678,3292714,3801602,10217189,15360548,30191458,77169925,157821034,226236811,433071583
193092,204010,244040,248962,311360,360281,753476,1172905,1960280,3970310,9996478,16153770,30175663,77114762,158599233,226530567,436168094
193401,201019,235820,266576,318433,362834,954155,1117734,1937758,3832645,10236579,15401648,30247349,77210492,157898265,226695217,435159446
204009,212115,229670,247677,294647,391622,718599,1154189,3559893,3778411,9961952,15977908,30208050,76909333,200162147,226407428,432195164
192736,206230,225781,255348,328975,380970,703012,1157999,2078325,3860689,10145190,15479623,30306167,76868422,202660900,225795714,432597050
191239,202629,231296,247110,306037,375743,760164,1134648,2039312,3910766,10170649,16510142,31338553,76944743,158687147,226882591,435319883
195318,207410,231055,254167,312252,363186,694127,1111837,1970912,3969361,9961286,15150899,31262342,76999551,157988899,225857248,435564595
189158,202727,224398,257817,295223,370374,781608,1125832,1940938,3924141,10183942,19675943,31367865,77040314,165536059,226096425,435272679
190370,201667,221223,255686,326252,362993,695325,1128857,1935865,3844779,10169098,15258481,31328969,78274167,189868195,226443368,436314677
193040,201895,227982,259399,291882,363671,720811,1122081,2149094,3870577,10003234,16091002,31304088,81514943,187602737,225995127,436346290
191540,216570,222110,258938,303094,381636,691476,1150275,3482085,12810199,10256918,16677537,31682863,89294489,158611873,228482509,435984903
199473,200367,232588,251832,295480,366474,710451,1141213,2033438,3878068,10014826,17067782,31701512,77714475,159498978,225946658,436616147
194322,202245,223397,255562,302822,356483,665197,1130429,1984293,3890558,10317658,16787790,31221896,77328813,158437449,225953866,435665550
192338,199233,222439,250160,298632,361418,685791,1351900,1960111,3913938,9918120,17096663,31252251,77072430,159324581,228830837,435923422
202845,206327,226946,251713,17583579,362653,723375,1167678,1910432,3852816,10247464,16931943,31343374,77289094,185907649,225791681,436826154
190639,207193,230701,246572,316413,374299,738216,1110502,2186088,3921720,9991721,16874413,31285726,76976025,172687396,226416683,434638454
193492,203664,222608,250154,317044,362362,689975,1161963,2055459,5760283,10253610,17061369,31369668,77186516,158178710,228063772,435879594
197600,210543,225107,251141,302735,378073,694109,1141918,2025827,3831546,9985001,16926964,31281875,77014046,168893149,226241808,435571984
190477,201562,226155,251121,302675,374246,698178,1124054,1961682,36940023,10258002,17267275,31312125,76929053,185977813,227137203,437053372
199520,201739,238368,264269,297792,377514,771086,1107724,1941693,3852682,9939852,17018363,31210335,76703021,166500698,225756576,437716698
193504,209389,225908,266065,306625,361261,751876,1106686,2000635,4766017,10222288,17159552,31366592,76989807,157728656,225952037,435795790
193700,205082,224554,249534,297141,363892,711797,1111729,2213390,3848319,9995590,16677816,30164252,76819024,179429634,227354643,434868419
201357,206886,231945,248842,302599,367211,716803,1119610,2047701,3860143,10023150,16730165,30102631,76718476,159207131,226095599,433768418
208507,204265,229017,250193,299469,383150,836216,1120797,2037265,7728831,9926182,17185035,30712759,90237910,158860855,225676497,434672979
206996,214841,223619,250205,302007,361112,1028295,1119040,2006490,4308553,10272003,16831623,30092192,78894958,159175952,225803283,433763298
194247,202683,238244,249974,297028,361404,695023,1163099,1982987,3813080,9979205,16870312,30148014,78296317,158459721,225320559,437231724
193235,214455,247333,268001,303500,365681,727560,1148355,1988098,3801342,10229130,17364501,30077683,77824011,159333354,225531563,438588021
198854,206020,238494,246655,300161,361070,687334,1103828,2130529,3771810,10010284,18581820,30199634,77833885,171145398,226204772,435484142
192134,205225,242270,249570,321848,360305,724205,1128280,2076981,3793183,10238894,17029071,30224338,78059856,186610384,226343610,436450669
192457,202153,240669,248526,308918,362114,702949,1121022,2015515,3759269,9973929,17107815,30384776,77758160,185024009,225568347,435750610
201339,202482,229618,245793,323742,362274,685388,1122302,2010705,3798104,10182273,17222180,31317004,76422348,160692038,225722299,435768646
191803,214608,223060,246815,297169,362974,702181,1126487,1930049,5827822,9945831,17328024,30263962,76133114,168429562,227751612,435699846
191790,202709,222106,248785,307731,361867,700767,1349752,1914425,4636175,10185127,16882611,30147964,76442433,160889626,225554372,435602086
194193,211683,230107,251191,292738,381357,710309,1191805,1903626,3861704,9981728,17318056,30330406,76181280,160730203,226104979,437510275
191768,203003,227006,247798,680651,359600,699501,1186671,2168049,3823200,10184935,16805720,30247852,75477947,169355997,226497175,437104509
193046,200959,228495,248627,324436,358869,699651,1200434,3537133,3887247,10004330,17335379,30251952,76605086,159379837,225899714,434134493
196352,203468,223110,251587,318077,382087,708281,1184674,2014870,3860073,10198067,17430723,30346505,76538270,163806780,225936227,434362842
193833,201042,227877,249449,314471,364007,702616,1142969,2004305,3839162,9971579,17410519,30299919,76550830,173690385,226276429,435369154
194925,200965,232775,250800,325155,357184,707573,1122885,1983252,5871416,10020837,17443822,31270042,76355838,195914720,225643024,435164348
192882,199718,227927,260777,318813,379747,737622,1144638,1980308,3770840,10006890,16788717,31253122,76341856,171061310,225644125,439926251
191342,212395,240266,258612,333497,360754,708804,1168086,2038810,3830782,10207447,15111318,31260450,76497294,179590487,225575030,434959998
218818,203727,224988,259482,313735,363765,711371,1136313,2084817,5750417,9994899,16031749,31592265,76308110,161793718,225529224,436925280
207459,204411,226075,261865,318471,372454,722098,1222925,2028198,3815638,10250713,15210106,31379669,76604431,187997817,225972225,435422414
192550,205131,237193,256523,310475,368086,738585,1148575,1978209,3839411,10093495,16727300,31405999,76825468,169507395,226551158,436334488
194664,204669,223122,251471,24405323,377746,692567,1152182,1959750,3858083,10265361,15883641,31456976,76527316,162288130,225676636,436272321
199880,207335,230110,259763,378687,365457,681946,1139245,2100932,3798209,9975216,14087640,31361806,76459706,174141461,224221062,445502487
203991,205908,230980,253881,362301,367879,704626,1131871,2046179,3788152,10157430,14133680,31338241,76556459,179932305,225502363,445524934
190457,214497,220500,252504,360347,364862,667508,1129928,2009222,3886649,9932314,16171157,31458117,91088880,176473729,225416208,435409442
192167,206606,224029,249029,357990,357530,717868,1123067,1979196,3805647,10158606,15367421,31386024,76892560,166220063,226250275,436396472
203908,205611,221139,247777,357809,361871,717066,1114379,1939291,3807478,10015258,16125503,31524633,76455836,193158696,227316547,434892790
189827,206944,226087,251168,363904,7531520,700462,1089410,1924185,5297494,10187397,15356474,30121784,119461377,163350143,226045364,435232459
193000,203096,436163,250008,348615,372846,679272,1365435,1990807,3766835,10007474,16029876,30311732,75748910,174784913,226352051,441358782
192030,203437,240398,249699,351819,367855,918676,1228172,3533289,3781197,10169507,17411061,30251073,75732229,222755659,226115952,437554395
206244,206525,228563,249299,350863,358813,671359,1215587,2026355,3818183,9964784,17494128,30232704,75859370,210344287,225579674,436186706
214557,212746,225578,245186,373178,355006,644777,1217356,2002551,3711366,10155330,17115156,30259189,75765492,191309653,225844556,436871743
193476,202832,224224,248866,341127,382208,644259,1197542,1966463,3702679,9937977,17126922,30182549,75615442,159483169,228627312,438584927
188904,210288,229407,250549,348246,390310,639311,1150283,3905581,5792692,10109496,16648067,30224831,78538213,204105221,225720873,437194951
203680,202404,228187,252623,342846,377904,637371,1166300,2352696,3773851,9985938,16850801,30250326,75585505,181607870,224323958,435304009
191328,205757,222441,246468,343071,400462,636583,1227681,2279135,3797227,10175444,17361909,30196098,78582267,166866466,233341756,436492495
192157,204235,226704,247914,347674,381848,638884,1163970,2239689,3863289,9979095,17138466,30208595,75743194,158810883,226244342,437468094
192802,203000,229419,250270,341244,378914,646761,1167594,2181639,3863486,10168125,16670945,30180860,75537355,189615598,225874863,437195092
190943,215040,223939,255240,339299,387687,634266,1109657,2051205,4862340,9891164,16958349,30306250,75839096,165362158,226713880,437720209
199268,198857,225856,249424,341514,382497,621995,1152588,2023416,3790667,10303830,17199825,30396134,75929313,159158926,225524102,437671200
193886,215943,228488,248794,346976,375728,624819,1148112,2251712,3743393,10028728,17179640,30391225,76057865,188055679,226220103,441424939
189899,204258,232771,250106,351530,377223,620201,1132158,2121277,5804021,10499426,17337573,30198009,109847756,241809738,226186494,435404500
202000,203186,233851,251747,329809,379467,633501,1160523,2029505,3690614,10732384,17137005,30216640,73891397,196902376,225673773,437239267
191452,206362,224289,256322,337433,373152,621039,1123211,2047903,3842148,10249671,16647354,31295004,74278909,209883052,226041566,435009308
191142,203889,242424,258066,341909,371343,623921,1277037,1986763,4827196,9889120,17321278,31396969,74117670,182616147,225921548,434891978
193567,205167,235364,262314,334462,377117,634994,1184270,1971264,3758869,9907293,16746386,31351114,74185929,179930593,225934418,433669829
191071,206781,242856,258403,341352,379210,618618,1185171,2184434,3706415,9620209,17291449,31311383,74244430,158995288,226136284,435006993
189838,209710,238280,259408,349743,366934,606967,1206485,2092143,4845247,9969750,17035903,31349930,74194619,180724644,225367260,434735409
195044,204910,224051,253516,331388,377257,618854,1180903,2068123,3688749,9604051,17109996,31351284,74157062,198243345,225903613,436613778
191818,210285,221760,260262,352129,362153,622052,1182071,2051476,3778301,9922186,16906799,31420648,74132474,189534376,225687368,436373386
198396,220570,236578,251091,339228,377365,612807,1136237,1995760,3778868,9561232,16684376,31375319,74310421,207116982,225680228,436070312
193583,215820,223607,269441,329622,374395,586206,1149274,1971503,3754673,9990688,17174681,31767479,80479279,203568087,225803143,435935683
192744,200027,222739,250120,332478,385817,617883,1096167,2219163,3743553,9542892,16908829,31431897,76407839,189957621,225946260,434860260
197793,200907,232461,254580,322981,362727,605196,1166579,2163701,3899990,9904381,16604982,31409673,74558161,174198808,225473392,434300267
190469,2158181,225844,250460,313875,374513,688168,1143777,2101985,3717005,9846862,19435991,31344717,74340923,195540364,225917352,434250246
189596,203329,223434,250579,334955,372511,782459,1131773,2081330,3743144,9930570,17043384,39873091,74414567,166819551,225981077,434504974
196697,212159,225305,267190,323586,387532,745043,1109282,2009231,4864213,9575169,17307416,31171970,74623878,159433896,226297229,434116425
191890,201390,223135,251323,351688,361740,752211,1085005,1988264,3692300,9914845,16973630,31242710,74467082,172512964,231899376,437832210
190337,204620,237808,251346,320024,367804,730075,1091244,2075312,3760094,9626575,17278349,31317037,74403275,159306200,225640882,435683963
245619,205773,221469,248861,330623,3926051,681228,1099789,3409600,4872831,9949955,15313281,31146730,74360173,171111149,226403542,435925572
201683,205207,236569,266181,328620,365478,727169,1049602,2077166,3686523,9594696,16380346,31269618,74228466,159107275,226142154,434156289
215295,212019,224971,249907,332136,361187,715733,1102536,2046118,3694016,9909120,15476875,31243963,74231860,181640522,226042646,434453057
209661,205566,225541,251823,315411,372155,700356,1078624,2062015,3854061,9538007,16083097,31217354,74391815,192901605,226044826,434448529
218677,209275,224177,257278,318215,369837,744190,1103504,1990994,3824577,9954365,15405681,31392077,74141087,158915234,225960531,447828455
195912,203553,223704,249677,312695,365189,732823,1368175,2141751,3751413,9515112,16275493,31837945,74099214,165210694,225693741,440009808
191042,203300,228133,251304,334002,360216,709988,1213934,2128040,3756756,9921167,15420804,31351631,73276742,196128537,225477536,435397760
207700,205240,234185,266527,321623,377486,757963,1195897,2129470,3795283,9832653,16018323,31305261,74249483,159070022,225957979,436019809
189245,206430,220481,249739,322767,380051,699142,1155114,2089103,3866159,9573552,15565693,31361923,74278983,191586769,225713374,441852066
192435,198870,223040,249376,313355,390862,755347,1137238,2016649,3805965,9964424,16105016,31366803,74303076,201290606,230867740,436001327
193371,202316,229392,251972,317215,375092,749139,1149101,2093565,3863133,9488334,15505716,31340445,87570786,220119762,225662568,438581660
192163,209650,223939,249191,307195,365258,710685,1146887,2191704,3819797,9915634,15893899,31458947,74417059,181188105,226987770,434279956
196797,202266,231469,251195,333475,359381,745114,1140503,2111379,5924760,9518313,15381086,31338270,74244567,178888084,225688230,434417163
192444,202746,224077,2553381,309182,359122,714088,1144126,2062209,3731986,9960578,16195983,31271102,74267319,175851241,225944103,434759382
189281,204769,221827,268935,315568,384383,718757,1119089,2046999,3990328,9566991,16861059,31292089,74290387,189998094,225758355,440642952
198743,203033,227840,250247,333645,359699,668818,1132987,1965226,5832079,9908689,17112980,30167669,74420970,174374652,225625459,435630940
192051,206454,239610,248810,307306,373086,718038,1154839,1996911,6492116,9547528,17170639,30175551,74162862,177141595,226012235,436160347
192860,204387,246948,247787,311932,379779,698579,1112172,2218176,3851606,9912785,17073585,30277788,74239408,164854640,226133752,436553421
197269,211118,233600,251473,327445,381818,654632,1118179,2148718,3728894,8349968,16938499,30471505,74161057,179950071,225945074,436490885
189495,205427,224213,250750,308525,362437,721848,1150676,2034088,3800189,7084012,17082252,30088726,74309855,191434316,225263936,435416721
189109,205883,227756,248170,314763,361041,699470,1118362,2044572,3840294,8699499,17131593,31325518,74241300,165657788,225399308,438033627
196289,202237,223911,250159,317692,363657,705928,1129431,1974839,3783072,8395420,17107633,30244208,74445719,159544005,225987523,433501615
190188,203715,7654113,254156,312447,374213,692843,1287402,2067722,6268984,7106751,17066000,30131018,74321145,171713877,226397341,433278571
199349,197661,312546,250296,306866,367212,704072,1147388,2028434,3817196,7079102,17233082,30274158,74736691,159183869,225626067,437760381
192821,201488,249632,249956,317010,371778,704353,1140813,2195685,3837985,8605893,17125621,30392300,110003313,170094440,225534264,434244270
199056,215527,228958,249699,329959,372108,714159,1143899,3405880,3841934,8363500,16695754,30127702,88268689,191353487,225746800,434493562
205226,199230,223655,250096,313930,372492,709175,1139182,2057341,3840827,8601194,17273985,30334449,74872762,175430008,226004781,435522977
192668,201785,227751,265671,298681,361727,671370,1118264,2019885,3794590,8411524,16966810,30191831,74784359,159452852,225907387,434490667
190307,201793,239162,250563,311501,370915,709766,1130312,1996038,3790026,7092894,17003911,30300880,74703901,174479139,225512625,434497029
194770,203029,223694,250511,297162,375974,769314,1115035,2030960,3890906,7085284,17103235,31230048,74732260,159000805,225699746,433427918
192808,200477,228626,250062,314345,376511,749712,1128438,3637779,5755586,8587815,17014205,31230877,74663997,170430553,226036054,434402706
200529,204486,230658,250718,314592,369548,731555,1138311,2167418,3823684,9992229,17009986,31856414,74797932,158966515,225297989,433064306
194748,214518,224248,249012,310162,381334,731583,1104384,2116854,3833247,9840306,17020270,31438579,74646294,159410986,225855419,433091021
194516,207310,224722,250249,307717,373026,724496,2942194,1971678,3773469,9581286,17032232,31330434,74831647,159111779,225752028,433216247
200169,215396,229283,255612,320662,362123,716328,1183530,1982580,3849743,10003227,15853256,31410060,74617832,164402292,228077291,433461982
192217,200712,224984,255272,299624,360092,713628,1153190,2118601,3802304,9508229,15669231,31270261,74886967,158824414,226670992,435190432
192845,205521,233847,258470,309197,359312,729545,1135316,2120202,3779081,9923986,16086572,31264179,74645990,159483355,225946146,436062985
194043,203258,237443,257308,297757,374771,717114,1164511,2054789,3847282,9534128,15570487,31336764,74807004,176512809,226424893,436475391
190405,202076,227392,251344,305286,365055,692113,1154503,2027098,3816991,10003283,17106676,31380997,74771950,172146979,226392905,434290394
189926,230606,231769,257491,308227,363788,690862,1114720,1999578,3766171,9537116,17040455,31271659,74841307,170353081,229506382,434149855
195495,212602,231929,249583,304772,361153,702408,1097773,1997363,3857719,9956352,17064646,31307839,74517580,179540078,228528217,433428604
191699,214666,224879,252790,299061,360017,792300,1360740,2228179,5796903,9508920,17062388,31232638,74710126,188613470,225661795,433985957
198418,207178,224319,250699,306770,363910,683513,1211016,2157576,3723993,9837681,16665460,31371767,74631156,163218921,225214150,434454932
