b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
15008,11783,14678,13231,12275,15193,12478,13432,29393,31513,40884,41976,43899,33878,42650,46849,50035
15613,11851,17819,11817,12449,15265,12710,13813,27440,31097,40568,34495,42821,34615,36259,41605,45114
15308,11964,16702,11804,13802,23257,13298,29044,27430,30632,39715,45832,43509,37910,44526,46448,43316
15481,11609,13911,11778,12481,13693,13126,21448,32663,31898,39612,34545,43587,36447,37178,90638,109619
15214,11864,13740,11691,12316,13901,12370,20426,31406,31873,39368,36876,43511,43228,35750,41999,45487
15205,11696,13441,11869,12422,13009,12882,17828,28411,30762,40644,35311,44321,35542,34411,50256,57902
15735,12100,13976,12049,12361,13709,12744,17132,26873,31934,40700,33813,43873,34296,34488,41887,40043
15407,11813,14104,11648,12569,13073,12666,16775,26768,31505,39564,35320,43028,37430,36007,46994,56029
14652,11853,14397,11834,12505,13523,12386,16611,37784,31584,40830,44553,358323,37924,36144,39376,38846
15006,12075,13912,11809,12666,13665,12279,26339,32963,30041,38865,34198,44690,36197,36681,55821,40980
14270,11882,13698,11816,12486,42750,12365,15170,29218,31612,39592,34818,46821,37358,35945,93877,87100
14566,11788,13647,11679,12688,13116,13021,15127,27076,33724,40064,35043,51204,32250,32502,48167,51590
14556,11746,13829,11893,12406,13844,12690,14812,26553,42639,39702,34661,43909,36216,35230,97414,48523
14834,11700,13547,12111,13924,12741,12617,16372,28302,31225,39901,48030,87770,38516,33278,41641,87750
25597,11870,13582,12111,12445,18882,12559,15568,26466,31275,41784,34469,45127,36227,34736,49709,48434
19789,11932,21534,11866,12451,12729,12163,15623,33323,33032,40561,35035,43324,34951,33951,42528,50646
17553,11557,13680,11591,12495,13286,20808,16089,29008,31357,39749,34527,44468,39316,37240,44378,44313
16692,11304,13559,11719,12635,13318,12465,14694,27978,32940,38590,35480,44942,36143,34517,41531,52966
17218,11888,13334,11424,12272,13480,12549,17127,26696,32786,40852,46179,44948,44232,37386,44854,45015
16527,11822,13559,11713,12182,14089,12734,16464,27996,33098,39404,46256,46221,34759,35943,51757,51238
16670,11914,13350,11589,16423,13850,12699,17932,26920,31666,41911,35732,43217,34624,37083,44771,83208
16542,11740,13396,11947,14398,12578,14328,29898,34674,33226,40553,34003,44124,37636,43002,87814,50471
16654,19188,13797,12047,14726,14105,14047,21853,35356,31908,43754,34736,44825,37757,35553,51266,85895
16496,11754,13403,11735,14584,13968,13981,19543,29248,31332,41937,34609,43880,35757,46944,48824,48191
16281,11794,13635,11730,14480,12465,15636,15848,30613,28969,42579,36946,43317,38415,36711,41725,48579
16195,11876,13569,11613,12727,13592,12524,16815,33131,30662,38442,35995,44794,36250,39592,47987,81467
16290,11841,13446,11492,12503,12994,12918,15903,31343,44016,39168,36990,45641,36006,37115,42219,54147
16042,11986,13340,11868,12031,13776,12611,17104,35333,32566,40854,37249,43501,36274,34305,46786,59250
15894,11777,13454,12129,12672,13815,12763,15778,30427,42189,40771,38178,78736,38469,33235,90169,44213
16251,11964,13009,11512,12621,14042,12719,16262,29805,31168,42855,36496,47153,39136,35635,45158,49091
17676,11818,13517,13068,12453,12744,12312,16638,28372,28660,40776,37304,44091,38721,34848,88400,41678
16743,11990,13325,11702,12870,12869,12430,16827,36579,29013,39592,38455,46100,38551,36808,48150,48834
16635,11722,13667,11800,12370,13108,12433,14515,25763,30025,39125,35995,45823,47640,33775,48027,95822
16728,11748,13544,11792,12124,12674,12383,15408,34018,30385,39126,36382,44565,42949,37741,42964,49592
16187,11767,13396,11784,12450,13957,12802,15460,29934,29140,42327,35553,44496,36534,37013,48041,432070
17016,12012,13265,11568,12376,12818,12786,17480,28041,30675,40559,34377,44175,38030,45351,39542,51387
17118,11759,13489,11869,13894,13768,12447,15181,27467,28292,40662,36970,43823,37670,34419,46523,52475
16925,12084,13445,11713,12298,13627,12731,14974,31258,29806,39521,37396,44778,37656,35296,92231,399991
