SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096
181282,255705,298981,357566,483273,738564,1352323,2341540,4383490
181478,258607,303644,353955,475636,712094,1377356,2328442,4627387
197896,239094,297820,353056,486357,716928,1361209,2344588,4460015
202203,246807,300460,352104,477628,723246,1342820,2344859,4430376
192738,236339,293236,350045,474769,733214,1338541,2550220,4392274
181159,241149,296608,347990,473902,714349,1361208,2396021,4349719
189497,240165,307909,351489,477663,717078,1657658,2385384,4360635
183490,238983,296413,351102,473985,731670,1450445,2360810,4645929
181820,235601,291523,350041,486063,712643,1356631,2361100,4466157
3790272,248217,298350,349966,490541,719956,1386631,2336215,4459689
196239,247579,299068,344157,472781,1021419,1381314,2327746,4404052
183803,240648,306665,346666,477616,749615,1445454,2318564,8372807
183411,234101,290789,349557,479207,20625484,1376827,2336484,4548153
189630,246554,295412,346736,497674,775925,1389948,2326472,4619970
182791,247882,290329,367563,479579,743313,1348178,2360276,4515419
182284,240413,308085,361301,483234,743425,1335311,2364609,4449126
191309,236981,297655,358363,490991,734144,1362104,2368998,4547468
182376,233685,315178,357455,478207,737485,1361696,2352080,4431207
181410,247523,296154,348479,494088,745210,1448415,2321992,4346395
184118,237492,295393,348662,476993,748741,1357274,2332066,4304037
182331,240136,313441,345528,480129,736382,18205772,2349577,4637575
182540,234673,297021,355976,478211,727728,1410680,2357477,5401906
180639,243617,294552,350139,487887,730132,1397279,2355479,4479563
186080,238670,291148,345067,484803,736506,1384156,29180535,4428509
181398,255671,306948,346514,482072,734096,1412560,2473895,4406841
182938,254344,300486,342804,480686,733976,1373694,2410298,9254135
183715,239476,290816,344253,496158,740939,1362771,2379994,5374262
183747,240203,293976,350068,476996,724316,1389407,2362906,4450315
186470,242943,305972,353008,471094,719743,1371674,2368308,4405781
185048,235844,305898,348072,481810,734693,1353972,2367584,4424073
184534,236720,298693,350262,487327,729448,1400750,2341558,5200985
182823,252860,298599,348955,477683,743621,1364036,2345656,4459446
183490,239047,295878,350155,483529,716068,1373078,2355854,4677371
181487,247422,305063,354044,475811,748110,18983939,16688382,4484779
179467,234190,302682,355619,478867,719548,1350777,2354802,4435188
185095,246767,295243,360399,477498,722868,1364611,2347812,4408937
180678,247596,299040,355294,488469,741119,1366278,2345003,4386591
184345,250624,300819,347322,474666,728257,1379038,2349394,4395860
184661,235756,305316,348344,477309,718466,1362762,2346217,4641769
184393,238890,305827,341739,477231,722946,1348426,2586720,4444956
184621,239510,293835,349516,475308,731555,1358047,23852944,20915509
184285,254561,289825,346939,475526,722633,1357964,2386567,4471807
182748,255465,292978,348349,473169,717585,1365336,2348573,4386431
182175,236623,300998,350583,501798,729328,1366002,2364877,4439800
183041,235516,291968,349340,476588,716395,1378963,2366930,4620998
182330,232459,301887,355623,475597,743026,1361978,2357682,5413555
180604,232495,298217,348154,476570,718340,1370777,2336286,4490956
185434,241833,305956,361743,477623,725957,1390472,2352355,4438789
181776,256292,305806,345330,472487,734327,1395349,2351698,4434070
180241,253446,290432,349209,479669,728233,1388954,2387996,4382121
183637,252980,3596540,358091,488686,722877,1390269,2345337,4393539
182624,265282,291850,361304,481271,749029,18523869,2344201,4594778
180304,255084,294818,355626,482941,734103,1381365,2386540,4476643
183511,256008,305137,361430,479522,715070,1591784,2361432,4430833
179891,244124,304847,344421,478097,719939,25931561,2347700,4401969
180956,235727,291302,352456,473563,741670,1250533,2358706,4373188
184796,242415,292918,349830,479389,712057,1228620,2356947,27697261
182907,272462,293963,344790,487420,740204,1309244,2348584,4495670
183641,251069,299251,349405,477935,718595,1318799,2360426,4545308
180777,273275,300688,345857,472680,725969,1294788,2604565,4432053
183858,252169,295140,365927,479714,723462,1307638,2406386,4428322
182509,259888,289436,344602,479387,717700,1219601,2369846,4402241
194784,243108,305317,361075,480313,732071,1218673,2377390,4417818
182921,242085,297726,3541261,483494,738476,1223490,2367283,4605556
181100,245722,299697,371360,487522,716677,1213845,2354034,4543842
192685,243771,296472,352410,476905,727925,1301967,2364525,4440075
186188,257639,296706,353097,493671,718402,1316315,2391078,4375665
198519,258368,302441,353758,469981,718449,1339027,2350018,4454365
199413,231547,312126,346285,484054,738034,1350835,2363257,4427166
194435,237043,301489,351593,478168,744277,1313650,2372813,4616867
185279,245017,300789,353550,487444,716440,1355823,2341376,4532608
184790,244140,302956,349663,503390,719556,1355340,2337673,4414247
179608,249954,309727,347899,474751,741424,1358106,2358163,4408004
182285,236651,299933,355061,483843,712305,1327453,2350668,4447642
184221,249696,296918,359369,481257,734215,1340814,2358309,25612240
181973,234908,294294,347632,477632,737764,1365850,5190409,4722232
182795,238784,304428,354227,469544,736135,1344523,2576068,4456851
182356,242306,295347,359603,483347,711194,1354234,2402729,4476049
181302,243909,294345,353863,479979,740318,1318524,2435580,4384276
182027,235545,309644,357759,476753,712906,1343512,2356077,4423679
192661,234614,297972,360538,480914,715435,1325094,2360361,4421676
181850,234439,317573,352551,475163,738632,1354345,2330353,4417884
181578,235586,298518,354335,475062,750494,1300056,2364146,4654869
