b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288,b1048576
46989,54450,79264,80023,73238,118672,272214,377214,1924096,1373619,4217853,6565234,12450911,22383841,77966373,76404623,136170536
49177,53052,80223,85736,73681,152019,317739,366589,697809,3093346,4304450,6833720,12528141,22285889,80289902,75615230,135200278
47029,52857,76356,75458,72968,111928,350423,373145,687015,1371039,4284187,7016071,12720470,22381203,79669971,75993155,136070283
51130,52977,79763,62945,72593,118943,350081,367916,1773664,1404545,4348037,7281289,12681632,22454628,78699393,75887062,135234036
47224,52770,77758,64716,73907,117210,298912,398987,623798,3048729,4246837,7256215,12485814,22427052,79505427,75849976,136165296
48323,53982,73521,64122,73868,117291,272912,385537,759841,1307176,4507068,7065053,12711056,22218503,78287018,77677405,135428595
48514,55981,78529,62660,71923,128402,357936,410495,682203,1332397,4332959,6962259,12528135,22264078,78803083,77560389,134895669
50134,52843,78738,62986,74860,124048,304979,370250,658876,1302087,4255765,7297532,12683140,22215923,78938138,78685031,135104044
49218,58531,71235,63039,74469,118306,351773,378534,668756,1385742,4344588,7069617,12616541,22244789,82409274,78735356,137900249
49096,55427,70413,64249,81817,116366,322742,436064,591308,1332529,4226834,6868467,12555668,22476026,84427180,78473626,136492715
