SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b2048,SHIR FPGA b4096
562878,673627,868762,1313032,2062800,3575440,13177278,25776270
562637,675746,866336,1289598,2060971,3560227,13193661,25685148
567351,677319,867164,1297635,2062032,3553988,13262028,25693638
574881,682905,889449,1286902,2076428,3551871,13195408,25532442
563222,674211,871925,1295763,2066412,3564722,13195736,25514742
566911,673660,868853,1295862,2070091,3577204,13206562,25831997
564567,678935,868717,1293124,2063913,3561974,13167512,25796110
564139,677662,869234,1295042,2067833,3556736,13389929,25689563
565330,676268,869191,1294406,2064820,3572500,13168459,25564950
562801,681307,866323,1292438,2067668,3564374,13162053,25509040
573641,674524,873952,1286377,2080164,3577105,13158680,25532744
563036,677515,866410,1292898,2066018,3568993,13226069,25851437
569088,676299,871999,1289755,2069827,3544560,13196531,26896183
565633,683867,870154,1289499,2083965,3553590,13200393,25752774
565952,677816,871737,1287731,2063977,3554194,13175393,25631390
572580,674400,867862,1288159,2068697,3551245,13182278,26646139
565166,676664,884292,1290633,2063320,3554437,13166562,25586142
576387,676729,866568,1291085,2072871,3553307,13186176,25820648
568009,674177,877858,1290836,2064637,3550189,13193634,25692950
563122,676857,875344,1293868,2072949,3550400,13208249,25561171
568811,677107,875010,1298892,2066830,3550485,13154141,25637842
568207,677500,869805,1288185,2069475,3566078,13187869,25626451
569979,677025,872836,1295162,2062709,3561941,13162311,26566515
571447,676235,876883,1290873,2066994,3554990,13190516,25721129
585990,687719,872264,1296228,2066840,3543766,13354033,25869344
565133,676046,882683,1289806,2070093,3547944,13211976,25581168
567198,672889,879947,1292201,2073967,3556750,13146288,25632704
568691,674179,872149,1288039,2068712,3568236,13122957,25731254
563951,677313,872469,1288105,2063355,3559792,13161314,26013611
569849,675535,868858,1302043,2061904,3551118,13145427,25701934
565136,678622,870425,1295089,2066742,3566459,13147565,25635032
571518,680305,873142,1288006,2062680,3567544,13168209,25559187
563894,674972,870404,1290376,2059405,3551403,13265707,25544141
567237,673743,867170,1303490,2080142,3557496,13189055,25526286
563263,682381,866016,1308970,2064566,3556758,13202240,25948886
568401,684938,872114,1292437,2070213,3551554,13154724,26904913
571718,676129,871685,1303175,2065187,3551361,13208030,25694627
565379,678584,876287,1291437,2067124,3562399,13167215,25680899
564460,676080,867896,1290104,2069681,3554225,13165400,25742270
566834,678730,866964,1291314,2065260,3544196,13435115,25721734
566491,679092,868914,1291259,2080208,3556629,13240796,25916158
576682,678806,876434,1291838,2073915,3573036,13136689,25741587
565461,675400,873711,1293759,2072576,3566162,13172644,25634862
566760,678727,877050,1298613,2064152,3551580,13166615,25639585
564030,681086,873497,1302542,2066578,3568817,13230440,25615703
