SHIR FX b16,SHIR FX b32,SHIR FX b64,SHIR FX b128,SHIR FX b256,SHIR FX b512,SHIR FX b1024,SHIR FX b2048,SHIR FX b4096
375780,439033,576875,554642,649129,694170,917000,4329535,4826715
393256,416265,537584,546537,636855,691534,875301,1894435,9741378
384157,451495,559048,555747,621120,718182,861450,2022380,6024124
380604,408175,550002,543642,637058,698145,919199,1173066,6244653
379914,467481,545076,549082,648851,694078,901773,3022982,9768800
388912,453603,579617,564458,617896,721548,885032,4795744,5655162
390298,393609,577365,555460,633664,693504,927034,4539300,4505123
381628,467264,562333,547860,662611,696179,858884,4372904,6796675
387546,456180,564622,557034,640223,698631,837725,4222552,10288401
374704,458219,573135,569818,621678,735811,889827,4634105,5871777
386374,402674,573612,558429,645985,707593,865414,2458340,8981263
380996,472512,564377,569571,645308,688946,845653,2274306,5775036
379509,451861,577687,538122,629896,698407,981923,5840760,9000812
389227,405967,556620,534202,648032,710763,943499,4546042,6323571
381061,446795,567735,565252,608461,729734,917952,5184999,9815269
386835,416328,579629,547533,655402,699716,942405,4323919,5964111
378203,479636,559731,553144,658091,696057,891390,4908529,9184113
389376,444613,568067,561993,636175,701825,934914,4148191,5698487
378564,411556,588265,533321,650702,712903,989745,4857227,3329692
380800,485675,559952,551508,658414,689731,907594,3224022,10352943
389907,449576,563829,569846,622528,709033,919192,3014287,6088872
379469,410196,579332,550396,647421,693747,953556,1907145,6326923
389811,513049,557181,545678,643090,694229,963096,3164206,9289422
380371,540866,569479,558859,622795,744698,932327,1888275,5637360
389536,524497,577506,543106,641550,719507,957416,2773050,8817717
381230,532245,567287,553412,669990,713495,1751740,1951477,6330051
385808,519863,558098,569220,634058,694268,2396937,2797601,10333541
376393,524971,574959,541685,642012,698767,1433568,1914246,7758583
378530,512362,563687,556295,622363,705851,1050391,2636810,11123895
389506,509044,561540,574507,638341,696390,1037300,1858611,6687942
378286,530679,580452,556217,637047,694174,999208,2753865,10773187
389420,516217,558304,571727,632292,705543,2859982,1866461,6307669
377517,524505,563231,558810,596695,695805,1116726,2717907,9485179
386943,533751,571832,555442,648338,691077,1131375,1869098,4446813
381545,523528,558693,560715,652146,748187,1090437,2709788,9079740
385179,535170,577889,567320,604741,715331,1126096,2070550,5707719
385605,520580,579644,553206,638719,702681,1143042,2795140,3055903
380224,532000,554504,556057,666347,751667,1087890,1859111,10131071
394621,543004,567101,578655,619269,679635,1123680,3010121,6091450
377870,537332,584093,542484,611154,702718,1161551,1937592,9123053
384022,518338,565173,550674,619487,710290,1060020,2809771,5537182
383463,540443,561136,574289,616558,724591,1105890,1887594,9914839
377522,521469,569858,559618,630490,705621,1115221,2723874,7602429
383221,538441,539515,552140,627152,715974,1047312,2269710,10075618
385502,515977,547207,559550,606714,712124,1112862,5974620,6133155
383881,537446,569886,549709,634026,712253,1083771,4828869,6191047
375858,518087,558982,554875,646126,692379,1071315,5489832,9603998
391265,513457,566338,553298,628274,728591,1074254,4899035,5735305
372522,537050,569040,541305,602382,700827,1101376,4581157,4397350
382990,527272,557766,543943,615083,708627,1078317,4441595,6634212
380034,534673,559736,556992,630982,708214,1098832,4574999,9862439
378216,505534,568985,556086,644579,678973,1154536,2823560,4744893
390691,536735,563512,567796,634196,748200,1036928,3179205,9079211
379876,522956,559834,556968,624065,731655,1122410,3304266,5771508
383415,522628,567635,539424,633389,736218,1090052,1381731,9122473
379631,530548,563132,567738,634241,719475,1067231,2104175,6213662
387771,532422,576423,566731,603610,738952,1072895,6064539,9743166
374941,525890,581859,545893,637536,746928,1110388,4620872,5918740
379265,534800,550652,559545,660348,748680,1084442,4387802,4825972
385051,459290,556219,571329,632429,703975,1066743,7223732,5695592
377211,454765,569432,567726,637229,754778,1134579,2346735,9166793
383813,477359,558694,560973,663863,692010,1061262,6126400,5940356
381455,480801,562428,562293,631330,708321,1078994,4778011,6741316
