b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
39301,33994,34389,33731,36738,39992,49607,71807,129663
31279,31808,34807,31493,35207,41745,47609,66382,123285
30473,37386,34395,34322,36228,41253,50430,65389,117725
32075,32107,32630,35899,44355,42244,49557,65007,118776
31857,32323,34189,34160,35591,40757,48658,65483,137507
32871,31869,38768,34206,35899,37888,48008,63947,124291
33376,34381,31613,33488,35527,40097,49369,64270,126199
33006,30880,31777,34236,37031,40290,49778,63144,126841
32126,31736,32170,34085,36574,39974,49733,63185,112988
31621,33421,34122,33182,34934,39976,48445,62238,114352
33621,31830,34618,33948,35929,37874,49086,63295,134614
32865,33932,31429,32527,35319,39382,47995,62985,131910
30842,30628,34174,33914,35282,39463,49825,61503,119149
31215,32377,32815,41429,41606,43518,50781,70696,123507
31953,32969,34613,34582,34310,39995,49772,62282,111742
31254,31959,33134,35647,39210,39828,49905,63089,122705
30722,32974,33842,34584,36341,39314,49853,63289,139446
31292,30359,32935,34883,36608,49245,60854,62029,127120
31183,30609,33089,32917,35293,42866,49278,62831,122553
31642,31282,30610,33859,37839,39367,49285,83623,125739
30710,30809,34496,33836,36757,39366,49894,69575,107143
31496,33595,31197,33384,34931,38425,47273,64434,118563
31374,30522,34226,32924,33961,40947,49493,66563,141750
41314,33476,33831,32600,39177,42986,48606,66727,126603
32404,30190,34834,34225,37930,39629,48297,64863,126075
30414,30475,32964,33593,37152,38359,49585,64336,122675
33168,32688,34578,32568,34283,40592,47920,71843,123225
30968,33882,31183,32333,34459,40478,48842,64828,117951
30490,30944,32369,32814,36460,40330,48974,63110,142661
31754,31736,31552,33725,35765,39924,48286,61862,131393
31889,32714,34140,34190,43483,39531,50548,61554,120249
31120,31479,32203,35083,36120,41867,50345,61244,109896
31084,31851,33188,33386,36242,40506,51919,64334,116431
32536,32615,32590,34325,36175,38492,47691,62644,116294
30439,30891,33842,34075,36070,42288,48664,61869,110791
32586,31427,34676,34063,36715,46338,50436,62078,136518
32237,31513,31439,33513,34352,43628,49028,83107,138240
32531,30754,34919,33982,38289,40449,47556,71005,124326
32734,32200,32716,33762,34810,41281,50849,67385,112146
31282,31599,32432,33904,35912,51653,48063,65292,114056
31891,30414,33704,34255,36975,40101,70800,63066,117666
32953,30884,35048,35029,35513,42667,55336,63042,133279
31057,33396,33312,34640,36378,41275,52329,64964,125573
30887,36900,32206,32860,40161,39083,53100,62990,120189
