SHIR FPGA (unbuffered) b16,SHIR FPGA (unbuffered) b32,SHIR FPGA (unbuffered) b64,SHIR FPGA (unbuffered) b128,SHIR FPGA (unbuffered) b256,SHIR FPGA (unbuffered) b512,SHIR FPGA (unbuffered) b1024,SHIR FPGA (unbuffered) b2048,SHIR FPGA (unbuffered) b4096
266908,375319,550165,892567,1702153,3171320,5933391,11461581,24275612
266391,373037,552556,892382,1711157,3166305,5968099,11455816,24323619
265190,378812,551020,902798,1720479,3169745,5929452,11449810,24281569
264324,368375,552771,891958,1710364,3176881,5926976,11491311,24652589
264180,372199,551470,891127,1696634,3180374,5949304,11468880,24377368
264067,370457,561959,893280,1698189,3211254,5898997,11477358,24236466
272681,373088,563835,888628,1699877,3195631,5963599,11473280,24265734
262317,369880,556901,888793,1702354,3192666,5888891,11485138,24263843
272162,370355,554107,890860,1705491,3189868,5895492,11433514,24244294
265419,379087,570692,891077,1721617,3187003,5909449,11447697,24470148
263535,389654,554492,907831,1701947,3182389,5916061,11432300,24388733
267541,391466,551162,891454,1717104,3182470,5960323,11459630,24255532
265351,371263,555862,890964,1703812,3190338,5902718,11470082,24265007
267360,370528,559291,893742,1695839,3170448,5937944,11719413,24160830
263338,377455,555038,894867,1694935,3185169,5953365,11452399,24204450
264228,370710,559635,893118,1697260,3169836,5739278,11463729,24597159
266557,374752,557403,894942,1702402,3167628,5737237,11499343,24289259
265543,372042,554009,893952,1699506,3169549,5746058,11429258,24352125
272511,372491,556029,898470,1697125,3210588,5709252,11455166,24248908
263672,381556,554945,895664,1694427,3176894,5694647,11483012,24236256
262565,370286,556442,896667,1734316,3172868,5704994,11483644,24262606
261331,367930,548315,895251,1696141,3170255,5686866,11497993,24220562
266935,373749,550195,891213,1701247,3159901,5714309,11499411,24663697
273732,372141,553532,890570,1696605,3175332,5693676,11503378,24337746
261558,370613,560163,892154,1703721,3170180,5737595,11517096,24280052
265733,372157,556399,895240,1698448,3181920,5759981,11468775,24302981
266336,370105,567929,899170,1721254,3163226,5768477,11471515,24292353
261073,374239,560439,894142,1696768,3175527,5735659,11486866,24234876
269083,369569,564487,892363,1695552,3171236,5759747,11466666,24540913
261749,371920,559361,892496,1700616,3184347,5841156,11446950,25452953
264471,375546,552381,893093,1709212,3174728,5840349,11626083,24418839
263417,369785,556113,890075,1707243,3168042,5941418,11516592,24287031
262906,373360,554016,893214,1710930,3173642,5861335,11414234,24294823
264683,365935,554583,894558,1694545,3169690,5880387,11392157,24557375
262812,370539,550822,892820,1703661,3173495,5853457,11433701,24373008
264932,375004,574050,890843,1706674,3179890,5927886,11463646,24316622
264672,369730,554774,894840,1726658,3176821,5916654,11473380,24275189
261551,379831,560437,890194,1693626,3182011,5912659,11454981,24328456
264119,369666,552515,891379,1703194,3168667,5910653,11469524,24236469
263482,369822,550309,891545,1696469,3184509,5890341,11481184,24537732
270656,382518,553925,890101,1696302,3168272,5917364,11446527,24309307
263792,369454,551908,890858,1700160,3159364,5868692,11449307,24271540
261715,378556,553573,899346,1710360,3176230,5911390,11446366,24221025
266301,370404,555163,893000,1706079,3169584,5894384,11436789,24240926
267924,370154,554870,889947,1712349,3179851,5908857,11467339,24225365
274783,375355,552604,891078,1699657,3181223,5939406,11443935,24447466
265161,370019,557027,892911,1704474,3181033,5867796,11418077,24291119
261517,376708,550622,893744,1689849,3165687,5934861,11420273,24241395
263619,370142,560827,895590,1715016,3184830,5928962,11449441,24238982
264706,371913,563989,891762,1693137,3181596,5921196,11645424,24307175
268286,373834,560104,899889,1700064,3165208,5859626,11425801,24300148
266893,369592,555712,889952,1701865,3174125,5869593,11435612,24477475
265638,379920,551998,887962,1698017,3178579,5954986,11451883,25057810
266416,373157,549876,917551,1695151,3162343,5887114,11427882,24449324
264724,370136,552771,890246,1714319,3183689,5866080,11423165,24345104
263929,370904,554528,892039,1706809,3175735,5853225,11446003,24294254
281438,369825,552019,890267,1708639,3169552,5914679,11456657,24343627
285596,377507,569462,892056,1699928,3183662,5895782,11443369,25595842
263194,368133,554665,906953,1701504,3184439,5857310,11446386,24378844
267011,369282,556589,893789,1693716,3169147,5945432,11468874,24332553
266729,369222,551575,895129,1696106,3171648,5926062,11464204,24261303
265056,372133,553443,895154,1701144,3187295,5848365,11622454,24358455
265764,379754,552741,891329,1693391,3181440,5929661,11399011,25407228
264906,365729,550804,891612,1700780,3170924,5918448,11419366,24612603
266631,371474,552993,894534,1696492,3193013,5949580,11487952,24308760
266043,370790,569152,891999,1707359,3190154,5958149,11440048,24226872
263634,371048,548205,912213,1707966,3177866,5927770,11443921,24329451
265472,382106,551663,893952,1709349,3166251,5917908,11423055,25426665
264231,371725,554269,890673,1709550,3179078,5890332,11680687,24406759
273582,374397,554761,903773,1692690,3170333,5935560,11487965,24702235
267978,374360,551347,903433,1699617,3176436,5933437,11457011,24504589
271039,370684,563879,901078,1692558,3169169,5853749,11446843,24389975
265383,370815,558882,888573,1699485,3172420,5944828,11452945,25292979
265205,373291,562796,891340,1704327,3183382,5934827,11454228,24355446
269683,376747,554276,900574,1695826,3173336,5926770,11439917,24272319
264549,389597,554327,890394,1697631,3184289,5918567,11434838,24486243
265786,387584,558042,893486,1698875,3180502,5912403,11448019,24399285
263756,372863,554944,896275,1698587,3156173,5915462,11458636,25298547
263651,372389,555854,895709,1698398,3170876,5955467,11448305,24320466
265675,370775,553549,898851,1702294,3168911,5860928,11446290,24231709
280398,379211,556752,890107,1713245,3165255,5903408,11455774,24210275
284754,369381,560579,894017,1695128,3179851,5920601,11488009,24420319
264717,387493,553497,895689,1708135,3170706,5954568,11529478,25396433
270772,392300,553280,890865,1715732,3175410,5958241,11470214,24472163
266333,369459,551142,890393,1714595,3166455,5922221,11687125,24330487
263729,379570,549937,899265,1707959,3381556,5870216,11499116,24245111
275209,370933,553986,888414,1691304,3276516,5932971,11431655,24387330
263117,375915,555086,894383,1696711,3169911,5888521,11483146,25601710
265218,370449,554981,892765,1698826,3168285,5914340,11464301,24450613
264492,373090,556528,890578,1707729,3166125,5919766,11424636,24328981
264860,370892,555481,901780,1707838,3180472,5907874,12601371,24372035
267187,368762,553785,892258,1703801,3169098,5969250,12341333,24312739
262181,372685,562621,896603,1698100,3168989,5734031,11482863,24329916
266322,373455,560156,916682,1694433,3183327,5723690,11473124,24282108
264498,371640,566025,888646,1695954,3185601,5706457,11433347,24565531
266130,371446,561075,910318,1699596,3167877,5710142,11468502,24514183
264469,377742,553684,888302,1702572,3209417,5716788,11471444,25370559
262340,367297,556280,890484,1707300,3209063,5709979,11459291,24412509
272371,378410,552499,898334,1700714,3189242,5715652,11455523,24326617
262263,371544,555239,889924,1695535,3171382,5709598,11459162,24326248
261777,369778,556547,890382,1699799,3187626,5698247,11467856,24528155
264942,375617,555345,898565,1698138,3160591,5705475,11425368,24378540
264405,370161,558609,889513,1707599,3182392,5885093,11462957,24334411
277995,378391,563394,888730,1715243,3169440,5876803,11447321,24253236
264130,372604,553222,889450,1699289,3175815,5821635,11586735,24244514
268343,370757,567537,890644,1715911,3186321,5750186,11443319,24500207
263140,374118,553389,900657,1699570,3179780,5887958,11506903,24389607
263625,371194,555344,889236,1704370,3171205,5940983,11501835,25666951
265378,379792,550930,894476,1696947,3175200,5949054,11506435,24445349
264449,369775,553012,914195,1693893,3167607,5903627,11500521,24340957
267551,372567,549867,902915,1697564,3172342,5919827,11508074,24478619
263031,368384,552002,889539,1705396,3165902,5909859,11449600,24582156
263721,372176,554433,892908,1695912,3181609,5889350,11451778,25714770
267313,379821,551018,891012,1705099,3184040,5894613,11449410,24432487
264778,369979,551321,912039,1708147,3184233,5859688,11486065,24403103
271218,372190,562401,891066,1700133,3168432,5935653,11459506,24298689
266342,374196,560971,895043,1711341,3167094,5879231,11470516,24402203
270689,372347,564146,912689,1712887,3168424,5864969,11480597,25562055
265800,382341,555377,892564,1705544,3180245,5899754,11474586,24406120
259707,368414,553832,890380,1703081,3176100,5975629,11470965,24582986
272024,369157,570176,891805,1693981,3170274,5923975,11477005,24293948
263622,372142,554805,893049,1699891,3177587,5946479,11652711,24412312
265005,373387,553902,894774,1700200,3170252,5937667,11468515,25353777
264269,377222,553729,891217,1712751,3194501,5880051,11515152,24620852
263696,372461,555994,892333,1714650,3160338,5896794,11502506,24368988
264754,374390,556043,890735,1707187,3199130,5873058,11471390,24366028
266038,379229,558087,888084,1713556,3189204,5915275,11516238,24420953
266841,371578,550087,904625,1698264,3170443,5958090,11552882,25342296
268553,376864,547573,896491,1702027,3174560,5962045,11462758,24355638
264351,368710,553436,889753,1697944,3183323,5917263,11469075,24711255
265617,370545,554675,895856,1708461,3166572,5956230,11443698,24371116
262269,369088,555179,895133,1697303,3178975,5907007,11430405,24507338
272398,387470,556282,890170,1702583,3185258,5944737,11456719,25387237
265783,393148,550469,891714,1701131,3174875,5876163,11419432,24397590
269748,374135,554517,888555,1700226,3183953,5909200,11444788,24300933
266069,374633,547730,887505,1694173,4022951,5955967,11463034,24608019
264867,382642,556000,886045,1707338,3231953,5880015,11457855,24497144
267494,369729,560989,892770,1708786,3187445,5899886,11493121,25463187
264511,371730,563359,904112,1705398,3180490,5851912,11432360,24416676
264333,369952,559739,891677,1691173,3178818,5914775,11480777,24256770
264171,368698,550947,893659,1696869,3181142,5881336,11611367,24244085
262014,380415,546500,896738,1702916,3178450,5887738,11440551,24591941
265214,371021,553995,890600,1700420,3187111,5924300,11453900,25495454
265562,370502,556812,897529,1697931,3186501,5906239,11449092,24401793
262948,369492,552549,888846,1716344,3178857,5910913,11478715,24254133
265513,371421,553843,889002,1693992,3186044,5920166,11469521,24248231
265448,378928,561957,897889,1715029,3174520,5885658,11413559,24544053
263580,367053,552150,889695,1695885,3189735,5925316,11405757,25535129
267078,371174,551438,895749,1711652,3178109,5921687,11448571,24666609
272765,371371,554064,892330,1703204,3185952,5955529,11465613,24295929
264392,370415,552788,890303,1698957,3170905,5900718,11497581,24283477
273136,399296,551084,889900,1690909,3255088,5932105,11443828,24364545
