b16,b32,b64,b128,b256,b512,b1024,b2048,b4096
16104,23422,39726,70758,139140,270619,535831,1071407,2131330
16024,23935,38631,71950,133098,268319,541571,1071026,2121997
16088,23747,39085,70969,135628,256704,529263,1086450,2103222
15833,23491,38275,70000,137546,268757,537263,1079957,2103465
15762,24347,38143,70587,137592,269096,542060,1070478,2100111
16040,23813,38491,70301,134668,271404,539222,1077768,2124944
15963,23715,40759,71056,133766,259185,533764,1080614,2100597
16166,23144,38300,70184,132757,270684,544711,1080151,2110843
15831,24640,38066,69190,138446,269494,536466,1064674,2106265
15867,24409,39207,69433,139194,269036,546766,1078950,2101059
15804,24468,38485,70287,132756,271464,546146,1076141,2098169
15807,24797,40408,71462,136586,261347,533865,1045187,2101093
15822,23405,39859,69339,135542,270025,541206,1069337,2129577
16070,23183,39547,70362,138138,270491,542277,1088273,2142608
15804,24391,40657,69419,134274,255964,539396,1092648,2110735
16088,23383,37914,73942,138105,271786,542310,1100566,2105061
16069,24560,40118,69626,133102,258704,541922,1076116,2107036
16125,23157,39395,69569,138343,271085,550194,1087823,2107884
15745,24708,37926,69984,132890,262717,529420,1081504,2105424
15724,23114,39486,69290,134048,268585,540466,1081463,2119339
15753,24599,40291,69278,135693,270199,538184,1073571,2112404
15844,23285,40309,70136,132795,256508,539907,1078645,2107427
16014,24707,40274,69968,133366,262426,536609,1071855,2094449
16175,23325,38189,70629,132953,269718,538236,1057444,2113482
15905,24496,39699,69348,132120,269495,538547,1076687,2104996
15869,23372,39977,69297,135325,266951,539225,1066609,2119781
15713,24380,38084,71727,135860,258848,530083,1070078,2103596
16195,24458,39525,70916,139729,269340,529862,1082765,2099621
15910,23903,39317,72466,132519,262202,515705,1070124,2102322
15813,23963,39995,72657,138090,258986,536990,1070188,2138890
15649,24270,40565,69324,138329,262960,526296,1078030,2162795
15634,24028,39532,69673,140108,270206,537260,1063798,2104826
15682,24488,40540,69613,134149,268731,536368,1097979,2095528
15511,24442,40552,69977,133016,270884,526376,1092175,2104817
15897,23952,40449,69590,137831,269259,526771,1089992,2094443
15549,24303,37960,69106,133492,262077,537577,1085638,2117687
15115,24043,38072,72172,133239,259119,520237,1072944,2115105
15571,22968,38015,69356,132104,260776,536977,1075286,2109057
15107,24165,38367,72028,136532,270065,535481,1067564,2106746
15120,24217,39138,70950,136691,268008,519239,1083950,2102541
15731,24421,39640,73199,140388,270274,526552,1076080,2105522
15234,24151,38082,70853,135030,270001,541583,1076946,2134879
15334,24514,40289,69298,133274,271935,535716,1066382,2098186
15392,24524,40202,69669,138266,269934,534599,1061546,2103863
15349,24351,38319,70443,134361,268672,539416,1070564,2104192
15209,24357,40148,69549,136009,268909,537669,1085623,2099531
15645,24375,38267,69759,133919,266727,533343,1075821,2101032
15422,24643,40236,69190,137153,268917,533949,1068419,2129794
15663,23998,38077,70433,133258,268924,535224,1095638,2141843
16363,24218,39258,71483,137769,269352,532635,1098629,2109234
15508,23704,39595,69540,138492,267755,536048,1097776,2092252
15360,23963,40294,69362,135233,268387,536326,1078890,2104796
15373,23976,38196,69231,136826,269640,536941,1083701,2105997
15346,23801,40595,69429,132453,268726,526711,1080819,2120239
15613,23791,40403,72680,132549,262195,526586,1062158,2121355
15628,23976,38494,71641,133370,269231,542649,1078938,2106672
15859,23824,40271,69568,133330,268543,540356,1076037,2097600
