x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
1140891,1152009,1033551,1095913,1016015,964659,1080112,1260407,2950114
1142451,1151292,1035325,1090982,1021670,976262,1074398,1309690,1646738
1144311,1151347,1045923,1078391,1030526,971156,1081484,1258141,1569921
1141623,1150917,1037070,1080192,1009588,971370,1090724,1318332,1482413
1143158,1149897,1041688,1083028,1011921,974088,1099093,1276286,1731230
1141900,1147466,1025664,1097054,1023926,968693,1120099,1340711,2609311
1142878,1151139,1044978,1083061,1012402,967119,1132866,1271713,1498829
1141622,1159571,1040329,1084922,1012332,991592,1091445,1332174,1411102
1142166,1152398,1051690,1082288,1020388,978807,1112504,1265872,1421211
1141089,1155281,1024645,1074249,1007955,964409,1121286,1339309,1812083
1143354,1154708,1026427,1099663,1011374,971511,1126103,1298159,2765544
1129361,1159636,1023924,1077566,1007452,969518,1120638,1310746,1587070
1142560,1152609,1027352,1101241,1007257,962223,1119131,1249971,1593062
1141682,1155555,1028940,1084034,1017718,3157694,1069216,1338940,1516768
1144159,1151665,1026478,1081259,1017873,1210998,1095590,1276656,1676772
1140467,1154373,1049727,1079617,1022507,988375,1094238,1329602,2668472
1143888,1150763,1042057,1101006,1005671,957541,1104880,1265121,1820810
1146065,1150352,1027082,1082592,1006177,988448,1081854,1301009,1603124
1142270,1147571,1030376,1083271,1010714,955894,1101203,1261343,1505989
1142482,1154188,1024902,1075441,1012137,965962,1072965,1302937,1627536
1145688,1153584,1050121,1077775,1022912,990096,1093268,1495973,2704374
1143705,1150951,1053092,1081386,1009515,960978,1124481,1405482,1525767
1140227,1154582,1021781,1085243,1006459,957960,1044514,1250430,1488180
1144375,1154988,1046661,1080761,1022020,969025,1083654,1240538,1450151
1138052,1150390,1042562,1081286,1008992,978990,1092566,1252147,1807052
1143120,1150305,1020441,1080480,1020834,968614,1108127,1297212,2820764
