x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096
56114012,61055735,57757946,56469586,58038658,57086811,63788673,59247406,70621140
55919342,60272026,57342627,57536569,58355249,57152855,62302544,59639881,65860162
56268262,59616772,57609313,57641747,57938532,56870322,62101446,59588246,67690210
56387595,59858814,58799972,56900990,58559565,57102988,118671006,60710770,65857776
56778980,59446483,59975871,57796417,58301722,56626594,76363679,60995811,66203418
56797426,59875440,59950722,57850043,57613550,56886860,66314396,60546627,65308418
57877176,59308354,58303593,57971032,58075766,56716436,72486942,59940631,67959300
57329377,65496692,57396814,57730398,58949121,56737857,62540645,59387927,66092457
57085559,74380326,57283955,57197589,56548562,57120106,61908395,59370614,60895980
57195375,58478676,56757715,56651612,56638963,56357926,61717514,59625820,63431451
57700453,56801137,57547067,57363837,58487224,56083184,62002824,59692829,62170410
57313961,59418537,55850648,57847906,57437166,56599314,61931731,59516432,61119549
57817225,56274247,58468963,57551319,57105008,56525486,60819097,59659207,60797824
57373870,56250389,57595928,58255424,56677944,56953252,58337746,59538221,61292590
55849211,58159006,59625488,56299953,56585867,56549280,57954599,59569673,65202238
58484160,55513421,73502432,57616139,56509428,56659559,57930123,59073358,63150996
56878190,57519623,88625482,56716852,56371478,56754295,58398842,59603723,63950575
56932957,57157631,90844197,57133733,56176263,56471693,57942868,59629240,61114069
56573379,55674969,68568607,57816841,56147327,56726921,59083140,59647864,61710252
56720970,56270088,56818917,59975490,56376475,56821785,58177988,59518087,61180892
57893328,56744806,56952030,59907895,56316128,57127910,59073122,58597899,60907471
57338788,57480800,57478292,57142008,56172788,56586515,58654461,60104809,63364621
56975818,58219521,57851541,57807758,56497671,56833377,60316175,57506565,64476928
56863944,56429479,59162755,61323134,56253371,56572122,61584102,58155308,62336364
58276063,56695193,59490120,58895598,56399395,56651312,61968556,57826863,61475794
56630066,56928281,59325309,57806449,56184492,56703696,62924215,59232723,61331029
56799119,56589739,59953092,58298233,56229921,56747701,61981896,61957050,61187931
56705957,56677800,60705598,57682306,56388719,56662301,61126373,59329326,63273834
57477502,58156230,60311936,57665749,56650815,56677120,61427633,58910177,61644414
57073338,56696209,58579432,55992747,57066951,56888827,60717474,59056227,66375121
57818535,56597522,57952204,56092192,57470788,56618758,58336393,58373771,64170500
56882518,56483399,56311245,56747638,58053896,55912918,60629928,58296942,64791383
56801067,56354888,56289170,59259383,57631037,56695770,58725197,58626569,66486055
56682110,56220830,56118305,59453265,57836636,56673614,58452649,58078497,64734549
57667348,57258927,57409054,60350696,57616115,56737572,59139610,58303947,63955449
57060929,56779851,58405853,60581690,58964256,56465903,57447605,65381233,66008629
57711518,57294903,58546934,59697828,58145372,56112752,58825184,63287049,64537971
56504617,57152429,59230472,60385418,58257271,56538639,60758706,63038022,65437694
57599172,57197653,57934903,60127999,57706412,56561817,58617350,62611046,67075604
57304546,57646108,57325166,60320093,58334679,56778776,59676725,61828330,66309713
57125357,80903853,57380978,59439381,59180561,56611057,61865282,107171184,65010268
57025679,88102786,56993652,60290498,56802392,57197952,61949691,84203057,66866711
59875857,88540445,57252850,61192061,56659423,56430862,59032240,64905426,65979203
60586579,89043125,57342963,60670707,56686306,56203576,59663761,59302778,64777970
60918168,65370247,56672878,59698572,56859598,56583496,59567274,59105234,66132749
60828161,55587417,58144813,55790845,57915685,56631869,58377465,58307874,66865743
61006624,57481909,59913503,55751975,59246929,57086034,58224562,58487911,65155674
58622184,56827730,58323382,57869049,58063914,56763876,59223647,57922301,67772695
57753561,58028447,56977531,57122661,58143085,56875930,61494339,57858054,64347031
57168188,57605101,56792827,57072190,58099637,56380438,59495973,59771567,65805967
57307191,56797084,56498474,57745618,59717553,56470322,58638742,59594386,66027889
57079922,56768255,56700578,57821652,58533865,56897742,59309407,59226022,64420167
56928776,56395044,57603853,57544025,58013503,58259093,60091741,59145224,66930086
58126026,57996039,58357235,57549033,58026855,58102325,56724343,58830083,88598533
57386184,56468914,57627667,57610552,57915473,57318543,56851813,58419119,79075229
56765053,57006938,57447833,57529752,57475652,56583660,57350727,58430368,80158482
56813369,56848430,57601276,59406890,58150471,56720692,58382168,57834106,68131707
56793483,56622006,55832604,58836026,57905817,56543456,59239893,57780102,63439754
57811440,58197936,58700008,58364505,57911588,56693199,58513064,58681256,61420366
57161059,57114770,56889175,59734431,57876920,57084791,58691311,62342911,62487112
56869051,56714278,57054960,61063315,58023527,56389633,58594364,62218763,64166481
57769922,56472267,59001117,59140031,57981885,56114351,58739261,62476231,64585259
56031087,56294105,55988720,57685176,57850490,56744940,58511087,77948363,62637094
56123115,56550582,56068569,57382219,57988595,56622649,57582325,95102229,63582382
56714693,56824533,56919615,57376481,58046418,56786727,61456529,97044199,61862109
57309990,57154258,57730712,58931452,58384218,56386087,61557295,95366497,63424917
58404752,57624626,57099897,57926747,57947308,57052398,60422734,70775604,64454457
57842072,57256871,56680699,57050579,57686191,56364287,58347516,61883690,66513766
57431466,57283479,58450259,57587301,57797405,56641989,59253954,62337288,63546064
57355571,57006117,57865538,57259585,57771428,56726066,57884550,60406755,68227683
56200892,57413875,58309734,56956163,58103045,57426140,60184236,58859092,63620628
59766232,55745570,56944244,56826307,58173720,57978440,58532363,59197082,60698625
56952611,56419348,56664834,57675889,58442819,58327908,58298261,60657830,62398611
56976856,57288066,56485211,57546783,57782769,58015054,59628953,60091472,61168735
57376796,56947737,57303367,57717296,57357499,57323227,60075807,59948314,59791196
55722236,57582949,57782382,57606084,58084437,56972224,59486295,59598470,61752261
56050542,56397363,57146940,57128055,58140025,58365196,59689594,59511581,61827259
55791882,56763673,56589724,57796472,58368057,57880012,59327872,59484997,62955614
56181866,58547906,56444104,58553942,58013146,57795285,60031937,60098441,66694262
55940950,59633791,56674405,58771606,58313004,58098202,60376053,59703609,64895561
56006053,59857085,56599133,59326789,58189748,59401528,61373425,59833336,64898571
55982467,60293408,58635218,59359352,57382570,59388875,60907126,59554736,66514717
57547157,59643704,59481605,59113840,57940208,60566264,59975706,59472610,64640921
57607463,56934511,59662319,57548773,60208152,61345970,59604799,59500446,63869206
56115990,56630784,57943139,57408787,60065733,59787737,75148426,59899018,67376148
57473361,56521007,56761096,56729030,60872394,58641288,71580676,59579948,64587674
58220584,56658746,56592573,57790455,59955863,58292555,61605825,59727181,64413382
57623837,56978795,56720710,57739907,61357305,58198890,59700925,59590659,62635382
57854335,56145637,59997735,57920433,61064857,57877220,59436725,59722190,63949687
57231944,56782934,57544543,57791495,61273053,57168975,60961405,59545631,62353214
57771780,56635281,55641873,57334588,60103744,57550191,62183086,59738775,63630487
