b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
77149,182396,281407,429842,782210,1838004,6477433,10743228,22543914,47089450,95600022,194504316,358754866,770542153
91626,159367,240322,471791,789530,1433111,4739174,11702135,21842994,46456419,95340312,184983865,364397565,1130061398
84182,186772,277603,457000,805799,2209586,6816916,8231402,22625124,46555808,95356717,185918492,358732530,778578684
78375,171692,284066,483057,726684,1657460,6487405,9904795,14171014,46388916,96306735,201114851,358018790,730257628
89841,188293,235696,441133,752385,3250269,4761240,12513357,22685662,47088530,96802808,195638163,363167221,735170445
85718,175668,258768,480266,799822,1793818,6334471,7565945,21745719,44377721,95075462,202786729,361940361,727346141
78718,185139,255709,454275,962702,1440502,6649214,10600064,22529536,44644416,96196783,188292747,360609423,745125715
115110,159920,219162,444689,797396,1990257,6208138,11721020,21873536,43884351,96404314,189502734,361884401,734119765
100941,194170,256410,469672,929466,2388200,6643658,8373306,22599672,44567290,95828456,193182002,359915404,736657653
92017,176037,255251,475743,837834,1856757,6176011,9934486,21889213,44028901,95744074,184840477,362269990,726801420
89475,191089,213158,465788,1640993,3933925,6544203,12665708,22489065,44781327,98974860,191044600,358050777,725701497
86806,174322,251893,422536,808177,2428187,4439074,7458673,21683416,43373687,97680644,195476790,356304378,713334839
88135,192410,257340,497253,910910,1689206,6421676,10906165,14556281,45716091,98834600,190149236,355714463,704830151
87832,158482,218708,469076,755913,3182599,6305623,11781883,21799815,44801807,96881823,193220408,357210160,709310239
83748,168838,255350,430457,760287,2249674,4310164,8216616,22964582,44721818,96067728,184688055,356683652,703441059
76087,176538,259004,480304,1393852,1701737,6359227,9803376,22195370,43613102,95467229,190778845,358398469,696222247
91113,189221,218582,466924,1201465,1469559,6446818,12703870,22500204,45155502,95572190,201280959,357307370,697339409
86813,157107,277244,425033,814450,1728344,4151294,7370364,22121472,45694811,93970117,202148925,358126255,696512274
94377,188111,277926,475617,2111837,2612305,6339754,11712114,22632098,47371962,95448627,200744715,357775088,705617436
105346,155282,225216,477765,1319097,2233227,6528811,12061027,21967828,45973994,94336804,192737405,361441576,737970663
100411,188408,266660,417884,791028,1619363,6511435,10927860,22737788,47145272,98148094,186707313,358982188,724281818
85640,176824,267052,465021,2206188,1663514,6662119,11612711,14386651,47021097,92022941,194976646,359446663,722199631
108685,170324,305052,435179,1581927,1800286,6962903,9839123,23010424,47424972,92787352,203779977,358129340,716445448
93765,177559,263208,477003,1612061,2470398,7101077,7901779,22634582,46567676,96806166,203098396,358247088,703616924
85783,193662,263083,486994,2332067,2422734,5179717,10630298,23166455,47538933,93948070,198478244,358169572,732850241
104692,173604,216619,447864,819808,1771230,6936178,11664044,22932235,47499211,93089868,194280139,356832477,714565500
102871,176006,282240,495331,898802,2312549,7242647,10171314,22782445,48186854,94233871,196132567,363155037,728684870
86672,179667,260830,474562,1394167,1726603,4716501,11630003,22558509,48128435,93568662,205907911,368402457,737628557
100730,192648,213746,500968,798001,1688318,6972802,9908646,22920090,49205021,94526539,197334456,366274739,713681476
103413,162680,264104,465132,813631,1905969,6731143,8123335,22915344,49867229,92406644,200840868,366694134,706132770
1553473,195400,276637,470866,804122,1576536,4742679,10340851,14896520,50293071,93292221,192244961,366548812,711955048
93130,169584,235917,478662,2423905,2155797,7060482,12099226,22315114,49216855,93399292,185229232,367362949,707799125
91939,179525,272081,457165,1524016,2316200,7179115,8349412,22962716,49096893,94275247,188937936,365361650,719677857
84510,178131,254446,486561,828699,1874111,4743312,10822764,22729221,48400761,92532927,200726438,366434646,722559586
94513,177412,215392,451119,2419834,4244544,7048726,12685775,22954792,51163461,92572964,203279333,363886512,702411073
87261,179798,280588,455445,809227,2505021,6650566,9916712,22940241,51571657,97879658,199794775,365730052,714063349
84565,189874,265790,473039,904341,1754810,6810310,12584341,23404272,51022631,90792508,188368372,366064622,719256742
92338,164774,236043,471776,1531671,3234905,6815566,9131344,22888260,52142991,90944613,187597712,366003290,709935153
87490,188893,262299,504624,845845,1857036,4985209,12899651,23096947,52230571,90599886,186142567,365155740,706464432
84617,172427,255744,430931,827705,1615829,6768474,9335615,22796033,51506297,89907198,183293533,366479950,710875357
93408,187924,207720,489497,825725,2434314,7054829,12543586,23150992,51889320,89885604,205488650,364573148,707726881
95633,177540,265208,453330,2390896,1725176,4537624,8982960,14331504,50113842,91080641,199399637,366026724,732745836
83678,187801,283407,451009,1393654,3192672,6927869,12536312,23139523,52597726,91024414,196380204,366517002,712137997
92938,172446,218831,447527,823492,2464918,6718145,7077489,22680126,48054573,89678519,191818646,365209061,742036776
86214,193757,285362,471093,2410205,1759382,6543607,11336571,14206710,50027679,104913401,181161632,364689235,699530129
80658,182469,257482,475343,807386,3437728,7001835,11836137,22606410,48042888,93045099,187762929,362542972,754988078
92309,184436,216584,438929,896469,1891384,6759219,10411527,22867250,46098762,88696669,188832105,366002652,738486671
90035,171398,256173,489032,1690367,1565501,6963936,12023521,14177278,46123076,88244181,190939459,362437203,746098732
89564,194048,271652,434175,809525,2487020,6827206,10181904,22654555,46388990,87881105,192635709,360201014,717846888
93301,177309,242240,434611,2329232,1665954,6675139,11604781,21848873,44392932,88055349,186422792,369742880,743691127
86266,211901,302350,443742,792845,3148610,6427681,8276268,14267678,45391239,87364582,189629624,365819394,746019502
82732,179543,269498,431295,851749,1783307,6476944,10624400,21625251,45713335,96744371,189904698,366075136,756338622
96563,193044,274765,468379,1287070,1455473,4669560,12581718,24347584,45804974,90537398,205933630,366072632,742641403
105340,168559,275514,446605,875989,2202931,6511201,8892478,14674253,45423179,89727586,184184537,364532609,759212612
108868,194390,267478,417343,809154,1625985,6954940,12583159,22651399,47605501,90733631,188516371,365136918,730156392
93629,171916,273331,445324,815391,3226400,6206086,8986755,22314145,46986033,89646116,186474399,366777652,738591168
88103,184178,271040,431327,2222948,2300826,6793921,12460588,14548854,47203709,89950687,185771861,365539277,743951647
81824,175120,261893,473295,1531257,1661280,6263245,8940422,22064641,46735429,91472500,182575158,366900473,753898116
93080,189517,269153,476882,866534,3139394,6668613,12650275,22511655,48201010,90504434,181833204,362660680,720294132
88727,167542,281315,426673,2551092,1745232,6295209,9661393,14244863,46685528,91627618,184869704,365038391,795812290
83452,182259,267893,485034,1317564,1460813,6641120,12393990,23186984,45980068,92130560,189417895,365355271,741516725
93789,167179,289695,450681,2273840,2210479,6019764,9637901,22125578,45595393,92452005,182620893,367169209,791570597
88985,187416,287436,414299,1251033,1649064,6802024,12669764,23055395,46170035,90869574,185934701,366671138,728689223
86211,182642,249734,441247,2286581,3139073,4504340,9750734,22010116,47027233,90852358,187441070,368754802,794922293
90165,202424,282656,462292,1411459,1783621,6570218,12641056,22777124,47455903,90692302,185855786,369503760,725870347
88233,157587,283992,476408,2273974,1491159,6579368,9199609,24548067,46720294,91900444,183961761,367002379,793020670
91137,185155,260076,472957,1416347,2070862,6147561,12615318,14824427,56452007,90023672,185398757,369407803,744320054
