b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
66718,63982,65572,77036,269268,344634,523762,803067,1313367,4809756,7377263,11748981,22967742,42681445
55845,67655,66438,83274,266032,356775,567635,834231,1280394,4800270,7740644,12011063,22880116,45059063
47852,63484,68575,81472,259998,329251,933378,829084,1318434,4836905,7255914,11853361,24719961,44746453
62358,67858,67225,77210,256289,346346,497006,2090650,1496103,4518052,7686134,13571850,25408208,45093341
48858,84118,66220,79895,258392,323279,485923,842794,2885216,4902935,7547705,11870885,25048437,44707722
46061,74333,67918,76035,255129,381237,854451,809818,1427867,4252968,7758295,12293186,24814153,45168767
47474,69894,65790,78511,272102,336963,452350,2022682,1426540,3954488,7278914,11960745,24400085,43940596
54390,71229,65448,73945,265519,323169,475268,819557,2892082,4243706,7740461,12926880,22769527,44934611
48914,73334,65369,75961,136808,293052,782460,777225,1363085,4649120,7399559,13004051,22787261,44638309
46960,73244,66840,78860,195330,291373,462037,1549996,1265514,4726777,14477769,13058929,22799875,44474141
46521,74577,67293,79526,137299,326086,465759,850798,1227728,4814672,7640687,12362337,22856927,44046734
47458,70935,66052,85220,135027,329835,468269,798398,1414855,4367985,7945490,12627766,22721433,45233320
46588,80072,66034,80491,207505,314392,448290,846961,1233447,7189478,7419021,12975055,22791868,42522635
47758,71877,63274,76008,142615,292764,672397,797509,1222249,4348765,6954878,13625755,24802880,53262644
46409,74529,64853,80582,131568,336406,446225,2020748,1279081,4292545,7717582,11843268,24765348,44113012
45648,75447,66469,74074,127867,346100,540047,782683,1305706,4944864,6893941,11931067,22607895,52844786
46334,71432,62732,79773,126816,302584,855614,788687,1368854,4143375,6543159,11785583,22833667,43181569
45812,71840,65381,83403,129276,314192,510075,2018772,1438350,3598947,7357410,13124520,22458622,42327550
46540,73264,65714,74856,123741,298093,461203,811985,2843509,4888267,7354638,13094968,22560935,41915231
45574,82287,65118,74877,131420,262427,741168,822383,1236772,4641869,7064487,13082498,22558907,42453194
46370,71438,64946,73962,221510,298797,443210,1782314,1417410,4796986,7066236,11966611,22529242,43149446
