b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
8884,10342,23392,22183,21443,27865,37993,62486,123691,196831
8967,10276,20509,22604,23805,26552,38804,69584,117601,185066
8626,10638,18217,29926,20958,30993,38111,62334,118847,180124
9000,11159,20467,22188,23814,27628,42452,59959,118700,187668
8850,10519,84947,20858,42843,28344,39222,79002,101776,211189
8715,10554,17140,19132,22327,32140,36559,65275,107573,205201
8633,10715,21179,34376,22709,25904,48658,68580,134909,192270
9377,10368,36330,22020,23009,29970,39762,60099,117377,195395
9074,10368,27443,19381,23030,26617,47674,59537,109536,190332
9852,10418,20154,21021,21428,32309,54220,61423,121197,193779
9051,10870,20901,31534,22030,33109,44018,60896,119997,204318
8686,14502,18798,21077,32550,27396,37026,60041,107420,217363
8928,9318,19939,22154,20042,30272,37351,68840,124658,612929
8891,12204,18256,20197,26275,49785,42851,60488,123422,193262
8989,11401,18132,18387,22005,24371,38659,61448,114875,196536
8724,11023,25697,19404,23038,32709,42045,59337,111491,189023
8697,10335,19268,18437,23970,28229,38406,61589,128192,196906
9288,10504,19036,20097,21145,28880,38877,72273,119854,192619
8950,9896,18116,19565,24175,25496,45692,62270,116860,196381
8777,10911,20768,18775,23077,23577,39067,63447,148871,199121
8707,10428,18333,18664,22019,32884,51930,60961,125751,190277
9616,10420,18303,22441,21141,24097,48904,61003,120633,188840
8871,10392,18342,21221,20886,28179,44777,65792,125809,205767
9086,10949,20711,19156,23114,25161,44083,64719,169125,189387
8752,10663,17641,20545,23647,28964,53397,62509,112194,187861
8746,10215,17327,18953,22614,31544,43707,62278,121630,184294
8875,10116,20305,19957,21791,29415,43530,70146,150328,186253
11373,10531,18376,19612,54628,34481,34757,2276205,136296,196288
8670,10141,20678,22418,27223,32374,76305,93303,116855,186454
9002,10806,19197,19493,27353,26586,44036,8751760,124689,190745
9269,10597,19179,21517,24038,33940,42649,8086985,117282,184657
8892,10393,19523,20216,23144,27267,43185,8308672,124602,185661
8959,10446,19097,19003,37837,25585,48707,4675275,107733,188703
8941,10283,23418,21400,23171,33944,45047,8537602,116723,201018
8494,12203,19768,19449,22455,34327,42462,8552449,119653,198913
