b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
4247,15817,31485,62086,125695,250459,506506,1012232,2025617,4080349,8151803,16302927,32647653,65275709
4215,16462,31817,63785,124982,246808,506099,1012035,2021404,4082844,8149520,16318081,32590899,65301645
3990,16028,31489,62040,124136,248213,506418,1013150,2012089,4084807,8142649,16336468,32408577,65312085
4156,15791,31620,63041,125693,249205,510589,1012905,2016555,4081873,8150636,16341750,32269852,65287671
4110,16065,31704,62406,124914,246994,508796,1012460,2016827,4080871,8155188,16310491,32655553,65329713
3970,15661,32265,63780,124484,248234,506992,1007042,2014865,4083964,8157859,16317939,32608324,65304392
4116,15940,31390,62754,124814,251918,506522,1012462,2015690,4091763,8147841,16321623,32646307,65364251
3964,15719,31731,63306,124123,253970,503693,1010535,1992689,4079846,8152419,16337187,32612333,65279656
4364,15676,31426,63422,124128,253331,507975,1013039,2022746,4071940,8162006,16351108,32690547,65301540
4014,16234,31553,62091,125437,252554,506448,1011043,2016304,4077502,8153935,16290661,32654669,65333368
4096,16042,31335,63689,125904,253091,507983,1007914,2015534,4080300,8161983,16339858,32643321,65331761
4157,15644,31679,63503,126597,254265,506716,1014393,2020249,4090312,8012296,16310184,32604104,65268756
4125,16367,31714,62931,125188,251990,503333,1015294,2021771,4072619,8144561,16352493,32642371,65290020
4126,16138,32226,62760,125332,251294,505891,1005594,2026696,4071825,8142913,16347689,32679059,65323738
4182,15845,32722,63306,125127,250544,504399,1008198,2022916,4077084,8139896,16327654,32653967,65301208
3953,15776,31985,63529,126830,254538,506673,1011169,2022826,4081577,8139222,16317888,32639709,65284508
4121,16019,31662,62337,125802,255108,504211,1011875,2017964,4081401,8148142,16302654,32615161,65350442
4297,15880,31963,62520,126339,251972,507889,1009380,2021338,4082475,8140753,16329462,32606552,65054818
4154,15863,31864,63524,126146,251278,505026,1015377,2022264,4087283,8133240,16338082,32488782,65092605
4130,16341,31907,63624,126470,254051,507103,1011323,2022305,4083722,8152768,16348006,32607721,65100420
4264,15994,31474,62999,125925,253085,503763,1010913,2021007,4080335,8135790,16335981,32650767,65084152
4072,15891,31677,62532,126978,250858,505424,1012148,2020965,4078063,8150213,16351263,32622181,65070044
4055,15869,32988,63822,125972,250758,506271,1014261,2022214,4076427,8151997,16331353,32630500,65278063
4420,16196,31416,63024,126601,251830,507569,1011946,2016266,4076857,8135099,16347443,32661871,65309756
4121,15790,31544,62336,125732,252057,508460,1014984,2021264,4075105,8136771,16315773,32630389,65301704
4128,15686,32012,63635,125687,251912,509175,1010439,2021781,4082185,8139105,16324949,32650709,64499790
4302,15812,31926,62879,125570,251661,505303,1011029,2025234,4086869,8142423,16325065,32679548,65062520
4321,15924,32625,63223,125644,251658,505753,1014089,2019134,4080787,8147651,16245273,32601110,65100328
4148,15790,31880,63264,124344,252372,510246,1008802,2019552,4081493,8136100,16347983,32675317,65149531
3978,15835,31466,62649,126471,252139,507053,1013263,2016175,4078568,8153825,16320918,32618159,65123331
4023,15722,31586,63330,125758,250210,507863,1010771,2021664,4076263,8144162,16347309,32617967,65106642
4091,15944,31853,63135,125461,252525,506596,1011539,2021259,4085941,8143305,16328089,32647591,65102881
4239,15409,31847,63526,125720,253177,507742,1009131,2020283,4084706,8136819,16334955,32601891,65284499
4249,15917,31635,62798,128100,251486,504884,1010343,2019146,4080567,8140543,16307697,32652712,65272755
3957,15826,32430,62603,125113,250388,508340,1013656,2022624,4082312,8138329,16318208,32609092,65237797
3982,16190,31688,63434,125580,252779,507499,1010666,2018451,4071553,8156469,16321161,32660004,65293152
4149,15742,31848,62950,125601,252783,508434,1012749,2021080,4078837,8133716,16332639,32643285,65260505
4284,16289,31586,63364,127125,253930,508380,1009628,2021700,4086133,8147186,16335136,32686518,65231524
4273,15611,31528,62337,126766,252458,505653,1013211,2023477,4078379,8133325,16330837,32633472,65262393
4104,16004,31906,63468,125291,254552,506814,1009560,2024188,4078312,8144966,16324984,32615388,65266393
4325,15934,31933,63149,126316,253049,502713,1011263,2022399,4082542,8136168,16302257,32633605,65269276
4112,15830,32146,63305,125776,250811,506081,1009820,2018457,4071644,8141431,16323145,32620075,65253569
4361,15746,32185,62547,125605,251746,506505,1013730,2016482,4080713,8148080,16336920,32634516,65286377
3979,16027,31894,63583,126228,251898,510083,1012289,2018602,4077503,8150951,16338127,32628370,65261037
4119,15759,31415,63016,125388,251672,509485,1009690,2025150,4083391,8146168,16333087,32631808,65329575
4274,15677,31240,62823,126821,249931,505252,1012924,2024364,4079654,8137326,16306439,32634002,65318811
5521,16672,31888,63119,125593,250939,504679,1011254,2022174,4083888,8137814,16304714,32650747,65329551
4039,15637,31728,63082,125757,251892,506073,1011628,2024247,4088793,8142265,16340909,32636723,65320191
4116,15867,31525,62597,125941,253863,507219,1013908,2014844,4067307,8142775,16352716,32622098,65300195
3977,16173,31678,63048,127167,248979,507917,1009115,2022357,4082604,8145733,16316164,32643204,65275627
4019,16120,31729,62912,126054,249381,506499,1011060,2021383,4083007,8139881,16283954,32618349,65363566
4010,16403,31544,62812,126169,252807,505991,1012781,2020397,4083224,8156079,16281936,32659192,65298460
4217,15914,32024,63088,125976,252245,508089,1009790,2024976,4082756,8140929,16347114,32643820,65297317
3989,15892,31870,63233,125725,252166,504519,1010503,2022304,4082253,8137327,16315293,32654748,65293946
4305,15972,31381,63510,126152,253604,507466,1012032,2024572,4076725,8143799,16332749,32631991,65332637
4307,15724,32159,62906,124809,251934,505351,1012941,2023728,4085847,8153468,16321563,32650173,65294832
4364,15816,31692,63552,124425,252735,508852,1009920,2022795,4078243,8147178,16300894,32613493,65205721
4335,15691,31709,62384,125460,251050,507858,1012539,2018290,4078037,8139811,16322915,32654229,65313603
4335,15807,32285,63262,126811,252324,509303,1011265,2026552,4081359,8137781,16331310,32644019,65338498
4118,16211,31750,62783,125778,252477,502415,1012162,2022787,4076340,8112852,16353344,32627306,65233874
4024,15713,31610,63058,125184,252576,506760,1008002,2016861,4075360,8149830,16340522,32645459,65296122
4155,15564,31506,63359,125615,251559,503546,1010344,2017234,4069862,8128588,16314920,32649475,65313792
4146,15881,31624,62854,125890,249608,507293,1012299,2026789,4077414,8133112,16335669,32681964,65237088
4019,15928,31085,62684,127217,252240,506524,1009924,2017863,4006303,8147236,16329796,32652158,65226173
4089,15745,31801,62779,126014,252863,503386,1006834,2020799,4082814,8148744,16327482,32627416,65273139
3981,16187,31407,62717,126608,250608,503988,1013341,2021325,4076209,8144972,16318253,32636875,65311625
4228,15976,31960,63674,126691,249625,508404,1011885,2020456,4072408,8135853,16324022,32670255,65310293
4145,15783,31689,63035,125877,250813,508193,1013769,2022303,4069753,8151800,16311687,32646881,65292756
4476,16130,31433,63209,126966,253579,506984,1012688,2016771,4077239,8136675,16362914,32647528,64981791
4026,15922,31971,62755,126075,250289,504444,1012874,2015510,4069931,8143708,16320802,32675763,65095719
4179,15663,31348,63485,124768,251840,503006,1009944,2022431,4079837,8136459,16355530,32673983,65081770
4286,15883,31151,62762,124546,250111,504360,1013522,2016719,4079912,8161005,16332120,32647925,65076974
4242,15872,31749,63331,123741,252125,507963,1015766,2022538,4078111,8133486,16283615,32612236,65105470
3994,15677,31545,63288,125442,251937,504672,1010190,2023389,4071575,8139527,16310285,32626791,65115844
3982,16005,31381,62816,124632,251857,507052,1015745,2019339,4089342,8144336,16311762,32641859,65070354
4414,15863,32160,62125,124977,253039,503482,1009183,2025859,4072824,8141171,16335307,32647560,65102519
4342,15588,31695,63094,123717,255854,507160,1012219,2025149,4074047,8137759,16331512,32681487,65024396
4160,15758,32361,62891,125511,255487,504402,1013508,2020621,4074442,8137435,16329966,32656828,65035289
4244,15635,32274,63823,125457,254925,505014,1012248,2021356,4075364,8143250,16338897,32652550,65079809
3999,16081,31401,63601,125754,252503,503411,1012145,2019901,4062256,8136858,16301289,32673361,65070077
4575,15670,31210,64081,125409,254438,505947,1011890,2020487,4077292,8136932,16315207,32681158,65063683
4124,15593,31809,62624,126044,252423,507308,1011220,2022968,4071615,8132374,16318851,32689439,65088243
4114,15670,32342,62492,124772,253797,502944,1009858,2022457,4068372,8142496,16386355,32665070,65086740
4150,16282,32135,62569,124940,253367,505144,1011239,2017315,4071598,8142809,16344611,32647646,65084493
4021,16007,31716,62948,126518,250566,509645,1012167,2021436,4071288,8144107,16282316,32652360,65267086
4199,16015,31649,63439,126873,251610,506348,1014360,2019417,4076291,7849134,16307056,32639694,65274493
3966,15970,31277,63727,126804,251351,508188,1011470,2023958,4068847,8152282,16300418,32663007,65231436
4130,15963,31720,63085,126313,250885,505957,1016533,2019812,4074991,8144422,16347394,32644774,65282365
4006,15859,31080,63708,125621,251800,507911,1010721,2026455,4075002,7850640,16337053,32657603,65269809
4165,16407,31616,62730,126049,254156,505960,1013433,2023830,4068527,8146884,16345246,32666899,65331699
4008,16016,31818,63395,125113,254716,505660,1006993,2021395,4065571,8143958,16315905,32651749,65268559
3987,15822,32003,63421,125530,253908,507618,1008245,2016913,4071673,8135248,16355096,32624406,65233055
4286,16250,31868,63303,124084,253504,503294,1016318,2026656,4077762,8150979,16348610,32672148,65298862
4016,16155,31378,63698,124888,253224,506875,1011646,2020206,4062179,8148772,16342324,32650581,65313890
4138,16240,31391,63283,124843,249760,505551,1009785,2020155,4076826,8141779,16325080,32633866,65319465
