b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192
212280,640234,324097,435570,621556,1380411,5071137,14760479,16544012,22298623
203879,413972,312158,419785,738954,1112747,2648698,16233621,12728558,22427833
201233,280256,310577,420192,765009,2047807,2358793,11057880,13400070,23144915
191181,251781,338131,405068,673081,1834765,3324634,10064496,12628205,22067275
220690,265282,592513,404078,655899,1149256,2919769,14910485,11615538,22627520
214636,303344,552297,485602,695143,1128318,3416184,7266541,11979972,22135348
208136,298813,522472,420357,699338,1023623,2765596,6802364,13888699,18617147
227225,264323,331686,462044,702974,2023578,1806750,18313192,11880572,22338369
199802,256364,303314,435614,666732,1089767,1985280,14854839,13919998,22802654
193267,270633,302469,443701,688471,1360265,3624834,22665042,10279259,22699340
206774,349789,303134,436639,678546,1760749,3677364,22376908,16917760,23023287
190172,291535,327411,407876,664372,1111933,2070982,15412483,12722337,22179483
186749,296961,339568,416570,763504,2517467,2391467,14793368,13298696,23732265
207980,302806,338873,407026,663869,1075296,1794776,15629188,12591410,22763277
232397,296562,307297,406658,627773,1103452,1786383,9821513,13256515,22883107
222391,283191,310783,421050,716796,1812478,2397333,5757739,12395853,22482182
207974,282541,311656,399323,648480,1087471,1936378,8264200,11077470,23028916
200665,307066,342578,398286,646460,3028085,4029004,7898004,15759146,15650605
244041,271865,315794,390981,666742,2021069,4474273,7771343,13874592,22945800
198828,287117,315704,460834,695183,1259359,3673004,7926839,12071104,23126389
195752,303442,311381,392641,706889,1743902,2535717,7103068,13973127,22832652
213998,286964,319283,423237,1716204,1044094,1880424,8100663,9231126,22779070
206077,265195,309504,416846,2860359,2556656,4770399,7387044,15962883,22956484
222486,289940,308846,402233,710710,1036855,1895480,8129612,12753279,22433244
239423,307092,350751,430739,611192,1078685,1789937,5869948,10496534,22725154
224198,356727,337546,408512,684846,1770860,2375020,8534190,15789610,22273068
204292,284239,304071,441933,651266,1053881,1877313,8042409,14052544,22981949
211453,288145,313585,397657,646714,2558407,4781290,8310142,11048822,22263035
199289,272417,330876,411650,728865,1015960,1861757,8043068,14186277,22703285
211326,295124,326783,452917,649629,1090945,1890650,10063129,11126375,22475373
215693,238514,325751,437091,693794,1715088,2613558,7893615,13828630,24800635
210163,254078,304315,434309,651958,1802602,10470398,7294639,10196967,22417799
185128,302704,316877,386030,616079,1023112,4805780,8112857,16985536,24917957
223796,273701,299594,404642,718074,2966242,2039285,6209863,12727414,22670263
222128,270519,321801,422251,621354,1942882,1765341,10665528,13403779,24505606
255618,267896,382720,501808,632605,1038740,2364930,8092107,12957592,22813944
208767,279913,308401,419608,617076,2550253,1722616,7206178,13385031,24907194
194865,293139,291352,447020,677358,1079190,1811004,8255062,12681799,22543461
194769,287060,305626,414941,638565,1158165,1742037,7841378,11115431,24994472
192234,243846,322239,452408,618274,1796677,4753359,8122429,15184177,22737792
194525,260829,311636,433653,693691,957543,1750810,7070406,13744543,20263816
217831,273747,309490,417572,623551,13817886,1759979,8017344,11102912,22418019
205137,275484,309426,433052,607840,1582979,2446344,5838092,13737137,24117212
200751,267906,338861,420031,665336,2622342,1942334,13889878,11829692,23034877
216722,409155,357578,438717,620549,1884071,2313208,8594334,14013587,24885687
194999,253634,294014,388268,672956,2531993,3384942,7213026,11921088,22180254
196774,273368,318444,409932,724532,1824466,3698377,8265902,13984876,25034285
239979,281882,312639,453893,657687,2516902,2478916,6013928,11888283,22845213
204851,264169,303325,387996,659962,1880448,1863870,8677797,14004737,24878214
192372,261177,320262,439492,590938,2547693,4768269,8289942,11404093,21476034
196449,262548,390514,553094,617626,2100384,2652360,6293104,14065394,24819278
202878,262360,296260,423278,667169,1027863,1833003,15441233,10647810,23105501
208982,274930,302644,409742,683829,2498797,4860396,8412097,14083014,24716960
257730,262902,292327,408319,604209,1523662,2446678,6047142,11100622,23503981
201535,245201,352236,463714,633504,1121215,1865422,9831879,13917096,24766107
217286,289651,371737,408532,649229,1977574,4947168,8019063,10997489,22713251
202144,487255,303000,417164,677393,2120549,1949176,7122575,13898466,22170300
222164,433493,307791,437852,623978,1947491,8636437,8625198,10060013,22749873
205761,265328,312260,471088,4235738,6043285,12120771,5329025,13718239,25168373
197280,287570,331836,434372,687824,2466925,2681566,11101058,12840852,22357109
201974,286378,305869,446263,640937,1289959,4881914,7971648,13053616,24914202
206433,278171,315701,429548,625878,2046263,3291490,7096630,12756102,22846685
196300,263947,332245,403925,738139,962914,1753845,7964808,11236457,24571599
200822,288198,307179,390163,675712,1236735,1623884,5579797,12134941,22736078
190954,303640,345954,433631,621061,1768379,1820683,8365516,14088372,25252954
221833,239108,325466,416093,601927,903134,3200208,8046336,11525526,22706210
201021,293835,322824,406397,654999,2542157,4086811,7392744,13816438,19104317
194462,272375,604227,453068,565067,918520,4489247,7957014,11914271,22497862
183626,250908,543160,415675,568282,972063,2752946,17205189,14084895,25707292
213859,270390,503227,412881,642491,1742826,6061001,11282450,11947269,25940677
251108,303793,300176,427511,611203,978586,2922643,12079878,13829234,24675960
198533,291444,290405,399532,589497,1987416,1776142,7323102,12133966,22555842
215446,274836,311959,392751,1235530,934231,2091419,7944627,13989064,24620615
206121,289311,327512,409644,3602440,1435948,1739920,6862308,11855092,22552844
211033,284702,376529,414960,1986882,890466,1904394,7931011,13922902,25337940
205571,269020,322852,420278,630966,952634,2480634,6159657,10248644,27997412
195022,274881,299577,408482,631960,1856594,5312779,8077962,16572828,20932450
204078,278170,308974,431433,733411,981200,4978652,7960761,12682598,22149937
234938,264676,299930,479592,720771,2543736,2217456,6950099,13041875,24974999
237198,278362,323900,432799,646563,1070472,1748727,16186798,12807187,26473263
213607,272900,328847,444352,4953749,1020573,2269196,6467336,12828396,24077650
205399,245949,305992,420193,1071461,2855079,1892131,8502884,12895755,22424340
