SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192
13193800,25735370,51706348,102115535,189805478,395550118,796102481,1585863354,3189014159,6402726515
13190339,25744566,51692155,98241276,205969557,380924259,796062251,1585657720,3165794186,6380224911
13164344,25705834,49784901,102026688,189700260,396243528,796108909,1588139552,3172090321,6378822753
13178946,25707090,49767150,102164451,205754967,395517354,796464109,1582262185,3168996651,6398637840
13217777,25748218,52024621,102124249,189913532,397630713,795966371,1591222021,3169946764,6372052646
13204126,25736208,51907260,102183821,205994265,395431970,795705426,1597670605,3168937184,6381594287
13192515,25760024,51092493,102098842,189822601,395389664,796045506,1587982143,3169646720,6378623369
13178871,25718367,51592056,102085828,205821476,396184194,798669053,1586392384,3168550888,6380249029
13204293,25744733,51034629,98235087,207669120,389798378,796732578,1585107628,3170676102,6383621437
13227289,25754999,51586646,98264888,194584490,394697251,796125486,1585542584,3169635404,6382832689
13187620,25738596,51603519,102105461,206879945,395577224,798691672,1585449311,3143215819,6329647208
13179994,25735461,51164781,102191272,189714414,397381279,796038668,1595909309,3168391277,6427831448
13175407,25767329,51618819,102077109,205738710,396411272,795959455,1593945148,3170500285,6386813405
13169949,25772295,51622686,102075076,205873054,395645212,796587737,1589164063,3171928147,6336946081
13187104,25744739,49759449,98206159,205762127,396863222,795977283,1585695495,3169568143,6385356709
13168207,25770301,51736089,102247897,205843520,390013697,795900711,1587251843,3172108720,6427247874
13179199,25746715,51656358,102428478,205881601,391712854,796199853,1585820180,3126247834,6380097828
13194663,25744131,51649914,98465633,205794615,406337449,799310458,1586019080,3169324890,6380313499
13210524,25714973,51606773,102154955,206007221,404547842,796806983,1559496961,3163376874,6381458609
13204374,25720824,50758514,102120760,205836789,401359587,808303050,1586018670,3166599037,6380341249
13182839,25742629,50928307,102148550,205734133,395551402,800161483,1585678037,3166978253,6380066621
13196641,25726208,49979267,102118714,207752427,394237277,798333090,1587430641,3165983902,6402584217
13178741,25715189,49761904,102163492,207131861,396398430,799244908,1586939820,3165773595,6386518456
13162720,25729344,49777120,102328834,189852015,390203566,796703893,1584623176,3164506331,6382468971
13179679,25729336,49743292,98751304,205798464,380933693,795987419,1593499115,3165556551,6447561425
13185198,25736615,49751647,102131606,205832902,390235404,795721580,1585700255,3167491536,6413460383
13183711,25763080,49867660,98255950,205792354,391246875,796359508,1584908284,3156980448,6375056003
13180313,25741532,49811982,102098120,205802243,390825753,795931784,1586603475,3167335299,6442564632
13216568,25717991,49796327,102079211,205792191,395598479,797301920,1574939244,3165745111,6381432913
13171692,25750088,49794260,98244285,205905983,396674410,796084193,1595823838,3169185741,6425306486
13195175,25720991,51874479,102082897,205832474,395579981,796245207,1606135757,3163882880,6381369915
13176557,25710301,51704980,102103841,189700132,395507388,796778843,1593210812,3151242816,6329191508
13209621,25756439,49727216,98205446,205774726,379799731,809694617,1596388560,3164871102,6381060181
13161434,25772402,51572434,98274697,205980122,395572675,798602623,1606434823,3167332408,6380276650
13175433,25704236,49731610,102216904,205869114,395391845,796939010,1608883388,3164703931,6382554482
13162100,25778091,52230338,102161826,205854734,379057031,796000675,1586536769,3168867303,6454283237
13159684,25717752,52038042,102611830,205809344,392581523,795934560,1596515412,3164633491,6459401201
13174152,25722881,51866766,103649454,189693731,390284986,797768448,1608368148,3167358555,6439238130
13159820,25767999,49744591,99271700,189713664,378883009,800801228,1589600251,3164976054,6380035787
13188064,25737725,51572841,103835487,206572687,379799206,797171788,1578492299,3167238087,6392248643
13197216,25739513,49743633,99172192,206186117,397042306,795869879,1585806631,3164870568,6392772817
13179896,25709565,51606672,103658036,205887510,398677313,796099931,1586046138,3173076818,6442778656
13176050,25767193,51015870,103683169,205883745,395649355,796178355,1594751307,3164339914,6379701136
13170854,25741724,49928421,103675088,205797203,396762909,797135115,1583397858,3167362011,6397474571
13171213,25780856,49861320,101681960,205866511,396411153,796663802,1595386432,3164596748,6383891732
13166138,25750680,51584971,103663512,205720726,395470134,790458467,1586496567,3167324733,6379883398
13199100,25758479,49715655,103040558,205715340,391560472,793634881,1584020769,3164590086,6384973551
13169902,25749867,51780910,102590124,205887763,397768338,809180554,1587543715,3167278132,6385049208
13166905,25748361,49854031,102307579,205755457,395675988,796055978,1586602665,3164652509,6405025416
13172847,25766006,51630098,102097919,205708947,392867285,797030161,1589357580,3167081370,6383450966
13198171,25755594,51618846,102111412,205641977,390039204,795276686,1585954701,3164526500,6379937536
13209496,25792240,51214922,102085995,205708890,380931316,795801868,1594577597,3167327830,6502022432
13175657,25778679,49409500,98241902,203911693,396272144,779196645,1585087756,3164336023,6379401849
13177438,25787813,52033807,98246016,189691105,395530915,810115876,1584650309,3167280225,6432090316
13170616,25769846,50757468,102610214,189698284,397434413,796669149,1584981847,3164465386,6440673670
13152663,25811767,51936105,98281430,189661525,390243891,799235688,1584910920,3167091610,6430033024
13189828,25797232,49744691,102124509,189589330,395480024,802180639,1586229997,3164756869,6380295925
13186345,25768773,51640310,102128671,204047928,395795101,798958646,1586041824,3167019543,6428408821
13185312,25726781,51609297,98212700,204974116,389864027,796419743,1585284167,3164761725,6453525082
13184919,25778221,51651674,98269125,204021998,393696961,795824965,1597280506,3167401529,6379818033
13181625,25755543,49732063,102128285,189666272,395579689,795472016,1585167468,3164628450,6415883871
13172728,25745229,49766120,102182259,203967165,389958007,795534732,1584565588,3168226207,6380277473
13198083,25744583,51634184,102062484,203970163,395376849,791980458,1585527848,3164050997,6379921655
13155897,25790560,51630225,108787598,203832031,395478350,794323619,1585399253,3167002604,6410718848
13156331,25755952,51746002,102131494,189787515,391994858,795868568,1585118083,3162610304,6383136008
13173173,25763811,51643304,98515846,189796067,390978608,783264180,1584950708,3170430904,6471597745
13179023,25794121,51610167,103711896,189621762,395425222,795986809,1585082664,3166535691,6418404745
13196981,25771330,51619129,99098327,189697720,395441728,802942892,1593255573,3165528469,6417612528
13200353,25765499,49724101,99086351,203994722,395701155,797114046,1604202428,3166316532,6402878669
13199959,25774724,51794166,99159460,204015865,396554791,790392474,1587600510,3165512423,6381368785
13268401,25758670,51140720,99179768,204091317,380102075,790068591,1586159826,3165938511,6379119356
13247016,25744653,49748831,98548795,206276315,395636255,790510562,1592603396,3166880493,6397271591
13201936,25782373,51607801,102064916,204723212,395642994,793603318,1602582138,3165779384,6380446622
13199077,25700807,51581575,102205515,204267223,395568894,791081512,1604044873,3165286612,6446680893
13172330,25705561,49749967,102244877,203942764,400064523,790592742,1589139044,3166540155,6442306550
13211241,25725151,51783217,102304255,204003942,396698975,790090595,1583279083,3165428614,6384754720
13195349,25762864,50966440,102098536,203925000,389325340,790217253,1585936127,3165664323,6484078549
13199413,26833672,51716375,98298041,203981355,393853615,793539392,1588573350,3165285298,6379996305
13185667,26230843,52053699,98269140,189683937,394920283,790907316,1570440535,3166726533,6529557102
13217931,25771299,52017992,98249220,189668466,390975744,790666949,1589089248,3165611844,6381618729
13172188,25759477,51809961,102101726,203965754,389968571,793443531,1585399930,3166083096,6379425195
13189257,25747476,51024541,98277727,203927429,397708479,791949493,1595748002,3165701537,6385368691
13181077,25777805,51634482,98278605,203962411,394519641,792747954,1585212966,3165851590,6382112412
13175423,25791304,51649468,98332535,204013730,395227610,793617094,1585750128,3163584932,6441780917
13201479,25812710,51024705,102047330,189672921,390655376,790153648,1585573713,3169255773,6483134687
13195940,25747943,49691308,102492999,189693318,389900011,791860147,1584638611,3167238675,6416426042
13179518,25749704,49738019,102338704,189679725,391022274,791255096,1585586941,3162966831,6401822271
13208483,25810517,49744878,98307897,189591310,393599641,787244786,1588651263,3166988076,6446928017
13185054,25727043,51593802,98299885,205867615,395297305,790261473,1584782024,3165610988,6379910711
13205630,25096029,49718918,102151250,205815956,396266803,790372587,1586573310,3164569126,6403403284
13193443,25739975,51619408,98252001,205844688,390212084,791541097,1584209642,3165363825,6431246999
13221080,25775185,49717241,102117404,205847336,391295528,791448436,1586880143,3168298348,6440491616
13188948,25749446,49735344,102122688,205830132,392771161,790792026,1585370890,3164345438,6379251394
13207903,25145725,51637574,102206615,205854408,398017632,792526340,1595081319,3166264550,6426160718
13197566,25777844,49756757,102131541,205824882,396775183,791248684,1585610152,3163317192,6439549777
13183693,25774461,49735264,102171045,205770794,389178692,790856145,1593369227,3167388934,6410882078
13191301,25764477,49716903,102131687,189622563,389126224,790392911,1619145922,3166541816,6400840052
13211154,25749155,51599223,102105945,205831570,395219641,790186320,1608080259,3165420294,6433185063
13198943,25760161,49723217,102103876,206168147,397599094,791472164,1586050000,3166013122,6379444940
13181138,25747160,51693560,103127220,205945962,396109409,790876901,1585686653,3166690045,6380420155
13169151,25772615,49732098,99056520,205845059,395322268,793393682,1593750029,3166514536,6385938829
13199992,25783657,49734772,99129171,205830085,397440448,790878299,1608310357,3165708675,6427259087
13206644,25751161,51588718,99117063,205862990,395399527,790691626,1616775732,3166456005,6404236460
13174903,25755217,51560315,99079526,189659116,396699683,791379308,1615811448,3165708201,6464185715
13193946,25747249,51759927,99024474,205789357,390707800,791147993,1601670219,3166565991,6380851981
13237390,25713963,49750387,99121438,206036921,395364619,795165480,1624922807,3165138766,6394383891
13175529,25742378,49710139,99010102,205913488,398935319,797395883,1619410923,3168982493,6440433283
13225150,25775784,49730786,99226357,205852254,394568595,793473504,1621405521,3167131950,6380702663
13188325,25959402,51649808,99118700,205867399,395201252,791739785,1621570184,3164026273,6379600182
13202114,25810387,49687404,99223662,205835034,396016346,790895094,1622331865,3166883286,6435344697
13242185,25820399,51621740,99087044,204695830,398646351,793522759,1625682514,3163499180,6421825720
13231869,25854117,51576641,99091547,204748649,391208973,790828453,1622782220,3166783397,6444558318
13196651,25750715,49755015,99179574,204707927,399458004,790640922,1626609245,3163446790,6379397339
13231482,25766873,49741421,98517382,205975454,395329332,791381210,1628166525,3167254804,6376093581
13205209,25748521,49813392,98978011,205276402,397578032,790986406,1624766943,3163697772,6381524723
13206341,25770850,51602881,97561895,204819152,395326689,790883292,1618251312,3167199458,6380101797
13178486,25755499,51671988,99115753,204689210,395380811,791379537,1547949192,3163521119,6408354101
13221991,25764456,49685333,99032825,204732920,396195815,792065475,1588568135,3167986343,6331494110
13214306,25746262,49753601,98986421,204800735,394709230,792183586,1585152349,3163761129,6385688218
13199127,25738649,51693757,99043279,204848944,391887875,790874424,1604864409,3167273257,6426908751
13204829,25713659,51645949,98987547,204724901,390008050,790928880,1624733786,3164433677,6379320211
13226596,25725308,51725908,97921341,204817990,389782878,790796286,1585819634,3167114933,6447817870
13224083,25727906,49881702,100054318,204747034,394415923,790601976,1585741977,3164352630,6381631895
13196033,25717431,51020933,98858694,204747090,389744993,791624985,1595799623,3167586551,6396148468
13203906,25707267,51613328,99122072,204651526,389641556,791027872,1589100400,3164345295,6375122590
13200611,25751163,49736489,97590494,204678007,395963452,792474041,1585386793,3167674356,6383594306
13200918,25720975,51588749,99131750,204712296,395425727,790718368,1585584924,3163687674,6411969962
13177632,25741796,51600950,99105014,204635775,395455292,793102647,1585210426,3167729195,6380453773
13194071,25725866,49743613,99132642,204750276,389876403,790440289,1572155885,3164429148,6336245363
13204146,25748608,49736208,99227636,189859197,390917633,790366913,1585308427,3167299946,6337619180
13214413,25710199,49722622,97533264,204722813,394906864,791340990,1585289084,3164940188,6326617292
13190074,25758628,51634283,97978931,189685151,395458656,792545527,1585729270,3167269046,6334811108
13189372,25715473,51732721,103316096,189654432,396193695,793328780,1584862661,3164565302,6331842274
14194591,25727795,49962252,102959183,204771959,395356531,790685758,1576617217,3166905703,6327977959
14355059,25711096,51880441,103229012,204681973,393421368,790461256,1585538765,3163307919,6333556989
13218945,25733221,51618764,98782477,204644646,396157895,790909676,1585033454,3166754069,6333516938
13185835,25723067,51592848,103229005,204876360,395415095,790384776,1585652187,3164056304,6332207302
13239599,25726719,51594240,103244406,204804978,392531957,785591824,1585473936,3167655537,6332624048
13193367,25747289,49701585,103309939,204726792,389988326,790566574,1585242078,3163708842,6331278777
13196525,25738888,49708663,100850616,204573696,391270545,793020141,1585001398,3167427925,6334961087
13177038,25039793,51657187,103292883,189679943,394338890,790505920,1585453336,3164004500,6326792888
13203228,25796431,51586915,103310046,204696744,395381772,790376442,1586202989,3167450739,6334475049
13186789,25754988,49750696,115429887,204758828,396260356,793131586,1585434863,3164194511,6331366989
13185843,25745025,49694976,103337530,205578372,395339046,792144467,1587439249,3167450699,6329228610
13174310,25743656,51627629,103326355,205425666,391892551,791274290,1585269459,3164283234,6333593828
13219888,25785725,51636635,103410081,204816695,394210775,793624617,1584572024,3166736114,6332307734
13220762,25736993,49878384,98808366,204673619,395286062,791443280,1584629465,3162554534,6332598691
13184344,25730549,51661048,103335105,204727536,396120608,787280841,1585193111,3170404193,6334544002
13165761,25757055,51713049,103226693,189628086,395331311,790018010,1585406557,3166166028,6331308177
13187537,25746914,51611001,103309105,189564132,391049815,790354122,1584201363,3165537199,6333726594
13221825,25780676,51660316,102584168,189679601,394020397,793555464,1584833311,3165718443,6333596247
13146979,25742183,49727333,103232354,204676108,389727179,790878726,1585143603,3165616800,6332498193
13220492,26359281,49928728,100441117,204664413,396245232,790322202,1585354311,3165154257,6327741320
13199278,26136881,49966688,98744187,204688613,395472140,790337730,1585501557,3165698139,6334622575
13174700,25704480,49769011,103688103,186220479,397503060,791443708,1570452664,3166446508,6331415669
13172404,25744772,51653425,99116822,185348244,398083307,794343232,1587638152,3164684900,6328787793
13182321,25717020,52132781,99147443,187704714,394068462,792591114,1585693784,3166582413,6333859242
13187231,25698498,52110602,103716332,204935205,392949691,790902566,1598410940,3164184900,6332768717
13191418,25752047,51874874,103678931,205564729,395368671,790975013,1618144471,3157702882,6326861478
13218303,25721527,49712150,103693334,205223518,388814735,790879226,1622220314,3165778175,6334610806
13189049,25738714,49704510,104357624,204711609,393601255,790539471,1590106956,3166672114,6332061305
13215308,25779277,49737811,104409385,204614734,395206282,791560904,1586417756,3164373197,6327819130
13194219,25738424,51610542,104031135,204680226,389628534,790893133,1591933376,3166578852,6333515970
13179873,25747472,49689580,103762216,189663352,388767880,793248788,1591542286,3161098663,6309358891
13181133,25784830,51628355,99131913,204657668,395557363,791773354,1585319251,3165577436,6326839616
13217028,25734751,51582862,99181004,204741809,392976563,790833664,1590183304,3163339145,6334643984
13181005,25720162,49728918,103684609,185290273,388837538,793371702,1588500480,3166363848,6331629174
13200045,25751482,49727241,103725975,204602986,389017014,791977109,1593292427,3163340709,6332937697
13170069,25759415,51620533,99107787,204659975,396545781,792911899,1587164609,3170480568,6331125020
13187311,25761419,51589531,100907268,204616275,395305452,793139109,1585105115,3166598567,6332322921
13231485,25711342,51854952,99674783,204673807,395562527,791734825,1585065346,3146401357,6334001938
13206968,25737883,49794992,103975687,189562171,395188802,790909479,1603367367,3167137701,6336514141
13205661,25735496,51738420,98612269,204795289,395780260,793301129,1606426020,3166574353,6334334511
13185286,25736350,51451414,97655977,204685260,389728862,791801355,1617878885,3164829072,6335360039
13185810,25745135,51619493,99250394,204532088,387195146,790848850,1628168411,3165504139,6340754538
13298400,25725209,49682955,99794096,204692839,394847589,793243392,1621445802,3165134324,6334864984
13279084,25720057,49755300,99866992,204719109,393894975,790774352,1633538274,3165779638,6332558616
13202989,25786362,51669017,104020779,204666891,395736162,790857189,1623275275,3165734756,6333625358
13171380,25721490,49870398,95085839,189605273,395124895,785425631,1620616245,3166427473,6345309456
13181778,25706789,51701276,103393745,204648775,395256122,797664448,1609565272,3164992872,6333712443
13196621,25743398,51562759,95217586,204867211,396486314,793569094,1602759687,3166496027,6332338895
13178669,25731438,51598514,103429031,204668334,395440116,791072921,1614443516,3164627727,6335476980
13203019,25699334,51643537,103360784,204669199,390729505,790114518,1589187539,3167255603,6332011622
13201733,25812018,49694949,98305654,204651780,397027344,790907695,1591066307,3165096078,6333798121
13188205,25733799,49701048,103808524,204640405,391325746,790540765,1586078788,3165529283,6334092513
13198129,25704271,51689845,95417268,189631909,395911534,793012890,1585566851,3165440035,6333014019
13185173,25696986,51602941,104310471,204687052,398973164,791888928,1585345013,3165670216,6334817167
13201007,25664526,50990889,95143245,204679979,398572385,790778149,1600228390,3165523971,6338003110
13178948,25737483,51968148,95089050,189839515,396429779,793049022,1602279332,3165660154,6332361676
13213146,25683200,51952207,98721872,204652338,397468281,791258013,1585231248,3163432083,6336014946
13181313,25725639,51751756,103817227,204717115,396565936,790225578,1585229004,3171859294,6331727987
13178516,25705250,51618846,98290496,204644066,392175305,792982883,1585310777,3167430823,6333713215
13192857,25771410,51731819,97162962,204622633,392855316,793268588,1585509344,3162798760,6331723064
13177258,25769942,49713783,97927828,204639103,396822342,791765762,1585975137,3167189258,6333390592
13196661,25806807,49808516,107553349,204631791,395316004,792952280,1585310992,3165455592,6331443004
13201924,25762389,51618230,104916895,204624391,396121019,790354754,1585008422,3163353826,6333068419
13185017,25789815,49748472,95142667,206027547,395446919,790004166,1568440842,3165774803,6331882765
13181096,25721647,51649297,95249270,206046843,392255062,791112883,1594029348,3166943778,6332496490
13174150,25772715,51590140,95123707,204695843,390171820,790291450,1585826519,3162335322,6332813681
13158969,25749597,51572693,103865990,205002672,393429337,793094870,1585727015,3167022261,6332884172
13182216,25781909,51625680,95056965,204690279,395341357,790466917,1585083990,3165858372,6331624411
13177146,25750006,50998696,95143820,204614964,396416758,791901705,1585108494,3163687944,6334895272
13186329,25751238,49718969,103913235,204688488,390551068,787395805,1566067165,3166145342,6332657131
13209383,25838073,49736158,95153982,204674422,397156081,792906948,1586101524,3166929505,6332565284
13182574,25756744,51018876,103774870,204623853,390552598,793358712,1585693329,3164134392,6331590585
13189057,25735625,51667543,95092892,204725412,395377521,792112473,1585153075,3167283858,6307611305
13162546,25758757,51052250,95119148,204658609,392111673,790574059,1539428859,3163671131,6332854931
13193777,25992501,51401463,103881652,204671830,393261690,793095100,1585609597,3166850368,6331181303
13167785,25771374,49803159,103824845,204636812,389243031,790377445,1585678058,3164170379,6331965600
13186289,25762554,49757223,93000990,204690929,389731392,790361339,1586133767,3167411749,6331054645
13306430,25772324,51653416,92962447,204706959,396062158,791628834,1586074449,3164548922,6331336405
13219470,25784678,51686137,96630635,189635804,395918596,790871614,1585397842,3165284243,6331417843
13184290,25750370,51160400,99201883,204625228,390190213,793290655,1585682631,3163961702,6331421159
13175218,25766828,51627582,100705885,204653992,395587941,791700084,1572614637,3167467303,6331042810
13208257,25754155,51616577,99768188,204630210,396436654,790887256,1585501923,3163880561,6331210509
13187275,25795241,47774588,99571956,204691413,395437937,793326428,1585863752,3153440311,6331349891
13177578,25747993,47716947,95240556,189657424,391872622,791010581,1585439482,3184936288,6337769967
13175226,25782591,47711550,95782172,204663870,395286443,794607803,1585369038,3167498503,6332014813
13214042,25739559,47764353,103745986,204619013,395477035,794710550,1585984429,3185295152,6332608768
13199766,25830601,47724814,95179420,204670295,389746220,791046649,1586243794,3174473042,6335704435
13186006,25764996,47713896,95092517,204726944,392026862,793356669,1585011289,3182579364,6319414836
13193994,25765424,47749709,95573556,204675159,391930054,791548986,1585125184,3206733370,6332857182
13235524,25751870,47713086,103908770,204596088,395687792,790737702,1585344297,3210448617,6331228467
13180421,25823369,47884280,104203083,204668555,395463888,790595031,1586392139,3209879907,6343811790
13179171,25743782,48854214,103856835,204632460,390130611,790747192,1573266461,3205162606,6341231018
13189100,25760854,49092377,95166263,204659181,389469142,792281233,1585835135,3167851271,6340543432
13194246,25739803,49132775,103317561,204693129,397593349,791540586,1578008004,3162319824,6331350948
13216289,25693964,49085240,103427305,204748877,397320768,790786831,1585980056,3197310976,6348084904
13173812,25726381,49053208,93005125,204799702,398956183,790984914,1585353929,3218798487,6350297531
13180320,25730229,51587535,103352428,204556154,396287050,793664984,1585863744,3176520480,6348577081
13203691,25712481,49428359,103284018,204624514,395483428,792901731,1585527811,3169160500,6342583134
13184459,25734770,49384562,98851512,204742771,392231635,791606303,1586335894,3210803877,6341457672
13169726,25740111,52116243,99260859,204637164,390131762,790775483,1585977854,3169164179,6363798402
13201071,25800737,51142469,99260415,204764876,395498441,792344144,1586128781,3173251601,6351647560
13195476,25815828,51489506,95101410,204626351,395306377,790759228,1596263096,3173696165,6335674287
13172350,25766900,51928404,92982432,189617094,392364707,791004950,1598898169,3168361795,6346568800
13169562,25748108,51824666,103279658,204807822,396551802,791630779,1619210189,3166435177,6351146671
13208871,25774292,49744347,95164261,204804323,390982195,789706289,1622824965,3168431738,6346271907
13185659,25752347,51611089,103415169,204765778,395434354,793274440,1621311751,3171768257,6370307716
13731409,26033254,49731249,103363349,204603909,395656203,791570276,1613608872,3169823529,6403907378
14125678,25814182,49695764,103563952,204717525,395557147,790830206,1613595077,3179237328,6348133613
13251746,25727584,49696830,103627907,204702576,394731112,790703330,1614538590,3167155905,6352367731
13278317,25798046,49748258,104265058,189636269,396574537,793920038,1585023850,3167074473,6435299920
13170910,25828667,49710477,104033415,204733039,395885419,793039159,1585445743,3167068793,6365063627
13169369,25729204,49724915,95597406,204592703,396320292,791879171,1591581862,3165994530,6412521201
13170806,25756128,51762172,95364934,204727208,395352838,790746487,1586376069,3166539916,6352232821
13191872,25715228,49691269,95219840,204719355,395323288,790679994,1585296757,3166251742,6332028254
13172673,25736254,51603347,103445147,204623881,395210350,790726279,1585068931,3167454514,6400811957
13208517,25744654,49737904,103322989,205141241,396472075,792308788,1585477306,3166240949,6409781385
13196656,25825167,49705232,103387803,205977793,389818220,787826155,1586088625,3167014740,6351918408
13199925,25760645,49716434,96029835,204832385,391784720,793093795,1585455562,3166331237,6391109137
13185855,25798893,49784266,103324055,204695277,389714095,793012195,1583916631,3154717042,6397537500
