b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
18654,35133,35736,36352,81481,86492,167404,352904,771870,1845176,3586836,6796181,12614020,25146604
19078,35084,34968,37355,83094,85958,182290,487321,734297,2284804,3589144,6219037,12714095,25187423
22976,34670,32704,36154,81883,89318,186549,378047,766783,1882327,3594486,6181407,12144954,24715957
20981,36624,34096,34821,75430,105085,172043,391454,748067,1854684,3588096,6136728,12124064,24993445
18849,39388,36041,35557,69884,68395,143699,350685,703263,1844248,3574702,6145076,12603880,24863728
18823,35776,33126,35550,75177,67104,128296,398813,749420,2334824,3453664,6061203,12557754,25323854
18880,34563,34346,37187,76054,59389,127879,342153,762036,2082354,3701870,6117807,12611333,25272564
18955,33675,34047,34918,91741,65914,132324,389310,745601,1893868,4109617,6018432,12623314,24669531
19079,35017,34655,36847,77906,89955,138814,376357,750726,2177392,3704692,6230820,12692343,24510185
18659,35218,33799,36011,73273,85835,129210,390703,756286,2436087,3734232,6196345,12336069,25144967
18243,34265,34836,37087,72617,65492,118425,387316,768317,1972408,3466241,6033495,12341155,25316973
18630,35754,33422,37524,69910,62162,125513,381538,678497,2089365,3685489,6098668,12328771,25184262
18436,34705,44842,38096,67386,67436,123033,396870,747154,2103037,3884433,6269861,12291528,24969935
19567,35169,34050,38270,73012,84118,157437,466741,785159,1897910,3698892,6066117,12789340,24229527
18806,35004,34798,35933,63875,86210,124059,377779,753118,2102492,3683421,6316354,12787763,25163864
18703,36558,34072,36906,59196,68704,164449,376806,765002,1803920,3716557,6285674,12633621,24693876
18820,35966,32969,37286,58383,61893,134098,388121,740732,1896205,3543228,6195834,12635229,25334428
18569,45947,33655,35826,59046,86752,135247,421744,748236,1891464,4248521,6104737,12523900,24889340
18963,38696,33550,35285,51587,62312,130423,404658,769848,2704954,3675145,6127182,12677968,25049521
18857,39227,34801,37769,51502,85113,143936,386717,750892,2701571,3701076,6226322,12650189,24396617
18238,41974,32364,47725,52649,63049,135779,372961,776021,2057540,2961944,6192758,12481751,25009239
18666,40521,36337,40597,53843,70924,135637,389641,489182,2053352,2957826,6249130,12729430,24897284
18679,39572,35288,38206,82775,71593,125582,387091,782677,2098621,3660109,6263157,12779049,24425872
16693,39589,45724,35630,85239,61336,132177,453628,749071,1876449,3682143,6464811,12829162,24547332
