SHIR FPGA b16,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144
286315,511604,749497,1037847,2361085,4543856,10758471,16230595,35873476,72115947,140529899,277781113,549247281,1118340121
290816,523095,679525,1020810,3122527,3504084,10513030,20279757,36305220,73835961,141388271,279436668,548639488,1139913711
295354,505065,651841,1006499,2428717,4129996,10561122,16686009,35914524,71555641,139740647,277928336,550453349,1138220627
292568,504290,655881,1028787,2985668,4393367,10489676,20047594,36566666,73320588,139436086,279601076,550869518,1135060372
289641,487388,672060,1024609,2437902,3649050,10823297,17275285,35641124,71656097,139791200,283713352,550917853,1142471877
286588,521639,657086,1072534,3235214,3517832,10848592,19632188,36278867,73509043,139995808,278156986,549140929,1138970070
284231,482646,657710,1054537,3375399,3630658,10767347,16815836,35944167,71614392,140077883,279011935,547244769,1132599652
295100,496796,691015,1051607,3289388,4186278,10983788,20375545,36137060,73210618,141458628,278192466,549431539,1135860475
286377,491146,639133,1058944,2548752,4227029,10654901,16711803,35872424,71897113,138858410,278250023,547398621,1135616607
291253,484749,640059,1067660,3186032,3582191,10906446,20427371,36367278,73929464,139467285,277984207,551237192,1142150192
297600,498157,676838,1037640,2563208,3356369,10746819,16640502,36114457,71435314,139911615,280091614,549343904,1122480788
289129,531641,643799,1037810,3258645,3423534,10959515,20304598,36238136,73141263,141256355,278450250,549446344,1136003400
289927,859553,635739,1078032,2523997,4304067,8668150,17306125,35661896,72074957,139583621,278688775,551127616,1133524615
288488,491590,667844,1057002,3202354,4038475,11295887,20068399,36300891,93826861,139272035,278381329,548956840,1135904442
304849,469171,628847,1074917,2528783,3409164,10998861,17211009,35850755,71774982,139435041,279045198,551203983,1144549264
296782,501475,660623,1088862,3287497,4422488,10782416,20246923,36302543,95967986,141371877,279361702,550056560,1138992724
305113,474257,681278,1025236,2650212,4122051,11066672,17316713,35936850,72432124,139455708,278298397,550991270,1112745295
308432,509061,651503,1057458,3146496,3484186,10681149,20458300,36174168,73209402,140945645,278076198,550965379,1117229226
286769,517870,700735,1069650,2616349,4395174,11409389,15830907,35944375,71905565,139476565,279008510,548312235,1131810986
291152,503307,704338,1044714,3276150,4147287,10858903,20917163,36764640,73587192,139021536,280408116,550513094,1132645852
287592,488237,700065,1068257,2571628,3457323,11032172,18945761,36020851,76960966,139666643,278145721,549114864,1127203421
295389,493883,646751,996691,3226471,4427714,11052787,18772196,36590066,73029328,140335485,279509113,547287858,1129662661
285940,492585,659809,1062340,2603448,3429631,10905168,18872119,36085955,72015212,140437934,278449460,551160364,1130776927
278304,503067,650901,1028776,3203635,3858473,11084774,18313873,36909959,72885496,139854695,280970955,549104181,1127767112
297666,479980,640395,1048047,4911165,3455218,10966167,18718398,35980816,72209772,139711271,281051183,549562007,1128651241
284745,521402,666223,1076075,4105095,3454431,8788136,18249184,36487031,73349191,140385440,278559638,550431179,1129852286
396194,523215,642459,1038839,2724725,3850045,11430959,19057547,35804143,75470789,139499229,279128970,551354558,1129359342
306958,542996,671094,1011278,3167889,3237600,10986289,18682572,37581277,73118502,140391545,284610335,551253776,1127924078
294486,515297,666080,1072501,2637439,5664018,11082852,18951560,36041861,71912333,139708228,282640876,549937599,1130472845
288994,529752,640007,1036470,3304638,3601621,10915301,18698958,37486418,73389246,139603265,282798518,548315405,1130681381
284815,507017,635965,1085218,2755591,3509355,10961342,18969742,36219198,72341490,138296540,282864643,549517826,1128895779
307191,525571,641941,1068870,3213779,3978991,10816152,18843877,37382934,73263914,140555850,282580728,549390122,1129355300
295832,511122,681692,1027500,2618366,4428866,10944098,18872492,36013641,72724104,139581959,284686883,549776556,1137598001
290380,522312,666563,999176,3182993,3535522,10612616,18652589,37143953,73525686,140249929,280433919,546936545,1134329090
295956,507221,644144,1023198,2644403,5798645,10744772,18782084,35626474,72379950,137860763,279854159,547390812,1113351549
292247,534741,666963,1099056,3211173,4208871,10548073,17233810,36425506,73109458,140371243,278820004,543763112,1131739353
297407,513317,656713,1040901,2699642,3453964,10557867,19176160,28926193,71951235,139470997,277617785,547173522,1138911084
283513,529989,644171,1020301,3179978,5820869,10516683,20151877,37658135,73190650,139943647,280440824,546162780,1132051997
291229,519341,669130,1030418,2653499,3705777,8501570,17441416,35666581,72585140,138555013,280688969,546178340,1129734267
287479,537146,669303,1012647,3321529,3710442,10635575,20250701,37123164,72987723,141534342,276712596,546614376,1125074706
293091,514270,655756,1030921,2643738,4334684,10478023,15618037,35876640,71916447,139113772,278611306,547583548,1129793403
347964,508465,676010,1029401,3249897,3537143,10626698,20682631,30643776,72676928,140600171,279792838,547240745,1132728885
312764,503629,662653,1000520,2645157,6166053,10558001,18793727,37479257,72018864,139631841,278201425,548954994,1124007814
300146,530452,654780,1047241,3192080,4238246,10815542,18765849,37081955,76740723,140702802,280510597,543867908,1132363330
290075,514463,668553,970224,2705989,3575450,10630701,18642140,29182678,72682357,138459152,279921685,547201371,1106761517
297878,546228,671939,1065752,3257293,5988832,10623325,18757731,38873776,73097796,140234618,277898764,547259815,1137133172
282259,514471,704189,1021533,2758824,4273468,10891812,18897029,36046378,72005589,139719705,278715472,547296311,1128020423
302832,540314,718057,1008338,3195985,3496158,11179880,18616628,30594043,72967931,140291533,280597789,546345313,1105041886
283489,511816,680186,1043127,2668081,5996988,11082401,18776393,37681449,71518956,139261205,278984178,544598613,1131906403
280017,539479,678584,986470,3258580,4184310,10647344,18158317,37547370,73574682,139622373,279067575,543386742,1128899075
282837,501260,650834,1074131,2762637,3572485,10657743,18975201,29424817,72090387,139060900,278394956,544092071,1127470194
289879,496615,638982,1067151,3337808,5991353,10516267,18470434,38888999,73897317,140108648,279069717,545527553,1125877327
295747,481251,659576,1015016,2685855,3575309,10517829,19020378,36400927,72607189,138104215,277958051,543216317,1123998502
289000,530806,685913,1067896,3212351,3570870,9703388,18878816,30992505,72936566,139682679,277786321,545607391,1141693955
288778,487988,648747,1012657,2628600,4216805,8685683,19084356,37770827,72232200,138904562,278645626,549948981,1138198104
292714,494560,628871,1025131,3227117,3433814,9664702,17153692,36405411,72184018,140380795,280945124,548084255,1123363386
286112,484567,654800,1041584,2639221,5941837,8466852,19101509,29138282,72344323,138589562,280557780,548369251,1131824077
287075,481235,678913,1008248,3279881,3730709,9759118,20502444,38830943,73432491,140155914,279252732,548220960,1134959931
284441,487311,658205,1030800,2634321,3787339,8416775,17285042,36369898,72522468,139382172,279451525,549400579,1119580165
286757,494883,653418,1035280,3256523,4258948,9872021,20321236,33022511,73446393,140130783,278055573,545861650,1133950363
288194,490472,640232,1037192,2521130,3497174,8635008,16827775,37531931,72549724,140972756,281675746,545984750,1123202286
284334,494732,626229,1030749,3106317,5942555,10189112,20167577,36770357,73023418,139490833,279159405,546875461,1137855957
269749,483175,658761,1015573,2506857,3638846,9273380,17086850,29373416,73702800,139504819,279310729,547449023,1123795649
285852,518754,672720,1057548,3035036,3742083,10292529,20515006,38489692,72828907,141175465,279942458,547520325,1124791001
286277,487384,624959,1034732,2524325,3949602,9333687,16754322,36808521,72428543,139844719,280402349,547617313,1125432961
293344,517970,660969,1016630,2947111,3440451,10418358,20443489,36361804,73163793,141717341,280615691,546750515,1134146761
277335,491444,662357,1063672,2485806,5604408,9334812,17294724,36410270,72499919,139966711,279946684,547026814,1130648170
315943,510544,628858,1037053,3053196,3964114,11168422,20282040,29772135,72692547,139617988,278550949,545889444,1109125233
304266,479645,652994,1193876,2444617,3289871,10923953,15745275,37660162,71570958,139757240,279471277,551462094,1108037221
294311,510695,655694,1117372,3195368,5754241,8895153,20746840,36914723,73130219,141533617,278407035,546491607,1127251448
291424,469232,617574,1026787,2464914,3513642,11610387,18785173,29381262,71651083,139773172,280843985,546269672,1120923029
293789,501581,664929,1082200,2986110,3560339,10907120,17136396,38313777,73207040,141770941,279828587,546166733,1108848454
303928,505155,648603,1008594,2451177,3813515,10791020,19021678,35988297,72116044,138003978,279181460,549497884,1124070046
293305,509332,672722,1057059,3115083,3418379,10993887,20423758,29611757,72511020,141298278,278174998,544059186,1118808707
298357,494915,632716,1040792,2554012,5519211,11005878,17282865,36635373,71888401,138415710,279535793,548231237,1123447623
297040,508229,697646,1045269,3034584,3435068,11025808,20074545,36765830,72627427,140194101,279536808,548850762,1132476448
305859,480934,721350,1085893,2621401,3471200,8634979,17275360,28991749,72233032,139405456,280589818,555013161,1126631306
286611,507487,720199,1000186,3066476,3974206,11381978,20408237,37760478,72738009,141255843,280401718,554942516,1111480076
281978,492492,723772,1019041,2449969,3321120,11082430,17135664,36232638,71444102,139221348,278246099,555719235,1128536191
303242,524305,703050,1058750,3014603,5722975,11014260,20358137,29993891,72750916,140870288,278881605,551990769,1113713788
306891,492207,706016,1036287,2385502,3930658,12059927,17221597,36891256,71970834,140021918,281231136,544644487,1128382157
289413,506186,718502,1062443,3027907,3864928,10873889,20209149,36527603,72587690,140086827,278609160,544678787,1125682351
292440,488579,711910,1102014,2532276,3531471,10874298,16741044,29075988,72042180,139988474,280340461,547961896,1122769427
293319,495167,692396,1028927,3025970,3675749,10923255,20421938,37688256,74122884,139404785,278003002,544244468,1120368116
288119,495302,687904,1038801,2478930,4616767,10912453,17125439,35714742,73518380,138775318,278263783,556662120,1108532347
287460,502343,675637,1010705,2970297,4065242,9039212,20485767,29761582,75648691,139943542,277757485,555052174,1139865433
284223,489694,719321,1052206,2465355,3444322,11474847,16595899,37175439,72007639,140023671,280451493,556524826,1133054772
297393,520176,667382,1031962,3196277,3577622,10914260,20343282,36597610,76368959,140635683,278410422,552732430,1132033641
290944,490023,624199,1026437,2642467,3508247,10730391,17350935,29053047,72492823,140332864,280531413,556546306,1127862665
299963,510917,662045,999899,3430886,4489732,10827511,20238448,37386282,73156469,140601763,279898932,556335029,1127161216
293237,487012,677980,1014546,2638147,3469571,10503785,17297587,36602817,72441369,138746649,278340692,555201128,1124572608
294511,491054,650797,1053985,3450183,4117191,12084651,20220092,36586866,73058347,141138623,278358622,553987262,1122980661
293446,474003,670116,1029666,2727746,4176463,13199894,16886683,35871604,72194627,140820254,278743359,554362524,1129673410
286234,518633,650178,999777,3312303,3478341,10547524,20071989,29816093,76058529,139435727,279127424,553390870,1143217714
293859,482584,640965,1036514,2627068,5954574,10528254,17439100,36732164,71895315,139191895,280264063,555907815,1142984563
292190,507420,669191,1014301,3233478,3647083,10541399,20058039,36715835,73543202,140339815,279137759,554463854,1121839788
303538,477547,650999,1027583,2714071,3695824,10412401,16733280,29100136,71742203,139509673,277594866,556361474,1136414018
289255,546763,703428,1059340,3367691,4098222,10454596,16462099,37628066,73657003,139064743,288463969,554189617,1132111579
287554,567151,652461,997688,2660718,4306020,8374013,17406603,35630539,72504437,139600016,291757416,555370908,1124793870
291483,496842,681103,1058548,3287934,5861272,11149486,20334537,29184923,73075557,141380335,290957610,554019810,1145236982
329004,490556,670221,984000,2720719,3673670,10515554,15673522,37268802,72713444,139627559,288897894,558166456,1130145313
296012,496764,717223,1031657,3265353,3647655,10578867,20666316,37668225,73037319,140839509,289229719,550015492,1129051714
285303,512129,709893,1013985,2619576,6224226,10520795,18843120,29042954,71960512,138298203,287330754,557069639,1125910567
285505,502915,693866,1017310,3240841,3752461,10520030,18827257,38315264,74523233,140485661,287633510,551818645,1131088972
309114,483242,672834,1045795,2679042,5724083,10490120,18780455,36380393,72829886,140593251,289957435,553150704,1132134291
299674,491268,655868,998764,3195791,3996657,10522799,18879016,30342755,73647063,139219632,287064916,554507372,1125277807
292980,474618,683715,1016185,2661570,3677672,10510325,18597184,37729592,73315059,138863480,290800501,558357195,1129714714
289478,497064,643328,1013941,3210685,3724311,10724548,18856327,37681700,74454695,140825576,286127442,553384977,1124359599
288326,462055,645566,1009517,2640742,3742532,10484115,18743685,29167604,75133381,138847947,286187559,554761966,1131366268
281839,479338,677953,1043133,3214844,4388705,10594431,18324866,39010349,75875722,139777475,287396675,552923899,1111816006
280985,480835,650320,1019240,2644234,4206387,10533973,18790187,36713862,73644913,138445457,284169322,555799638,1120028464
296432,488411,662927,1013245,3259136,3512396,10593864,18892717,30536735,74561645,139782780,288938433,553139600,1127529161
283637,464643,659821,1038773,2639891,5622068,10402634,18729115,37530753,74731688,140155614,288401018,553448475,1117482921
285034,502667,653212,1061204,3186095,3605192,10520414,18882049,37480550,74488861,140552433,288238373,553480138,1128785048
290744,479134,682380,1027270,2667769,4687751,10735874,18769407,28711902,73122412,140109378,284778410,555667881,1124638017
289985,503695,652798,1024779,3133727,4122611,10937259,18159410,37884979,74334567,140314536,283716108,552736624,1125876691
282299,501700,690174,1072004,2511539,3357789,10887677,18607757,37865437,73073084,140063929,281619639,555763290,1126079582
282526,529305,661504,1046544,3008438,4402110,10867939,18116951,36435797,74603293,139752299,286660804,554785995,1127476241
281364,479417,683951,1000815,2521767,3689591,11034274,18668984,36059601,73245387,139494877,288180422,555147716,1130061869
293987,530393,623056,1070506,3119739,3716168,11003992,18838487,30200116,75166898,141460293,289505608,554710573,1110961494
293173,495653,673323,1081787,2628569,3891711,10513113,18788542,37403074,73635775,139793086,287252777,555109616,1107232205
277564,500649,656228,1017686,3069937,3255840,10930847,18814657,37507825,74309068,140929109,286766784,554560128,1127120891
284330,486839,626805,1059290,2468168,4461172,10878836,19028067,28602941,74183019,140838624,285097112,553642513,1131106872
289580,506045,649604,1044133,3024034,3727160,10981535,17353287,37624223,74604344,140691658,284958701,555706875,1127304323
290886,525506,687679,1072887,2514995,9087719,10793229,18976966,35550492,74254386,139480157,287818916,554038862,1139770952
283288,503675,644716,1081239,2985864,9318635,10983987,20611157,29158784,74611944,139302753,286596741,561936579,1142657778
283726,495411,662180,1058197,2361910,3822749,10739629,15790447,36618885,73933410,138895249,286390277,551594421,1122641140
293821,526391,650727,1079288,3010833,3380072,11037660,20849004,35930366,74264180,141068115,286940649,552984711,1118494247
292131,525013,662602,985184,2467674,3298674,10999764,19191673,28235494,73701835,139779340,285370730,556732559,1133321607
278314,502996,661208,1058669,2979679,4043387,10979867,17452161,37467011,74721043,139447447,286657475,554299985,1122274345
287641,521608,740171,1091147,2401344,3321484,10965001,19363455,35244297,73642444,138655639,285913145,552599352,1136593669
285895,522979,680904,1067619,2998491,5566320,10945517,20505764,29389143,75176941,139537096,283543202,553980414,1131532280
284039,502865,667488,1064109,2467131,3825324,10872115,15797781,36878077,73091489,138935486,286207159,554404289,1127306414
280602,514903,647297,1022731,3019028,3337043,11026789,20676151,35843529,74857240,139004866,284240550,553829502,1132344549
284231,487249,638476,1035034,2461159,5542224,10908865,18955933,28436589,73535170,138234677,284458192,553203543,1133713848
287849,492983,651092,1034586,3082160,3732136,10880458,17396214,38186850,78001763,141292143,283107261,552528424,1139297760
290387,490405,662835,1077027,2434442,3319310,10885715,19291354,35458442,77343139,140005360,287022495,553886629,1135915470
283926,540092,633015,1071498,3031637,5577545,10930388,20465766,29024531,78394580,139224115,283411074,553897334,1137705855
287794,497411,651958,1022702,2577401,3694668,11012371,15994623,37105018,77320697,140122220,285233710,554560178,1139116512
284042,508516,669515,1021935,2990390,3286626,11004769,20954172,36207476,78297260,141087213,284794503,552290115,1128676545
291097,507169,629762,1050753,2440674,5621623,10875559,19162049,28659868,78836971,139271707,285862109,553123954,1130080422
286050,510167,630339,1017526,2967939,3744348,10924198,18804766,37825099,78545597,140673708,286303946,553160969,1132862967
280225,485366,650008,1049214,2476638,3595118,10986544,19019942,35639136,77653303,139587930,285701838,554578593,1139108464
289042,495008,663702,996594,3226118,3373911,10914341,17235391,35999569,76378794,140261707,285795080,552809801,1127995918
287660,515324,650782,1038198,2682569,3579254,10639529,19346680,35773593,75374902,138942177,283786523,553417956,1126116803
299648,602023,667430,995616,3137349,4254462,10653259,20445667,29404802,87434493,139540756,283926152,553061159,1125555248
273952,505700,653053,1049402,2670328,4000670,10488258,15881781,36889605,86918687,140330615,283034745,552516944,1120006762
289855,482449,665972,1062281,3468536,3345952,10792381,20622128,36402820,101291392,139479523,283348070,553330487,1113013342
286714,452146,675861,1014914,2552093,3243130,10756691,18983913,28578868,98180946,138778975,283969964,555400223,1136250548
279634,480660,649673,1000259,3248064,3267985,11022666,17171914,37414921,114970761,140884606,286537321,554362035,1134453414
280343,445739,670869,1029658,2639455,4244295,10694398,19263664,35350443,116975211,139690317,285625103,555136224,1140456832
290413,472507,669296,1038204,3177924,4039555,10757028,20373610,29039237,123771624,140606614,286907131,553036686,1138250815
295254,462020,668007,1037128,2658203,3345097,10512004,15956826,36435892,123575411,138296840,286623932,554250346,1123509259
284933,467155,653641,1026841,3258398,4091485,10574963,20604749,36223090,128497535,140430936,288847997,553159613,1127820186
279708,465892,668323,1001349,2642126,3287851,10600858,19045119,28166277,124423278,139542250,288294216,554104964,1109122984
292687,481969,654990,1051905,3229723,3857448,10494676,18949661,37710579,128425373,141296952,289602373,546197884,1143894410
286961,461543,645340,980705,2664836,3558221,10377508,19102020,35418715,148225677,137946194,291092194,549351017,1126008903
298915,483553,781929,1005394,3271233,3458363,10579344,16214487,29142399,128743611,140200159,282596533,545921058,1110139392
286191,450312,767056,1011266,2604731,3906837,10346990,18761045,36935245,149827674,138327646,293250883,546933203,1135876710
389086,449976,757834,1024350,3229226,3474614,10553583,19340727,36497841,130907665,139379455,290044588,545433513,1141218842
300421,450976,681819,1076038,2664762,4345383,10412599,15204141,28242618,151272802,138534662,282336396,547536242,1139585899
286188,479439,662615,987230,3132304,4004608,10469894,19535430,37753715,132546240,140381133,280622359,546955287,1136436178
294424,439175,643056,1004591,2648802,3406889,10436153,18599383,35507972,133051885,138381881,291241623,546689567,1115934494
287069,461977,673956,1021227,3261027,4423991,10668224,16021699,28988689,158286459,141118075,282694917,549299200,1112931155
334396,457445,654618,1008272,2731057,3299206,10410891,18785305,37154532,135614215,140503167,282069563,548646017,1128499256
304009,465127,641040,1050070,3250396,3921057,10527212,19373953,36277537,154779041,140558944,285925370,547835056,1134754116
284002,446068,667255,1054354,2713322,3361390,10586908,15152772,28425711,134963351,139885236,288322862,546805552,1140405611
296583,489609,668512,1016451,3201729,3471552,10538646,19667116,38027910,136512441,139749078,289544608,547776709,1130044510
288542,446680,658207,1031226,2684720,3832123,10456788,18599614,35960728,133964237,139328455,288490983,547659655,1133882233
303035,453633,671300,1015236,3174165,4498295,10675616,15937802,29199678,137409129,141745815,288681665,548701133,1143091734
282480,451332,680061,1037301,2578245,3429889,10419149,18612597,36795149,144864159,139209635,288377354,549683975,1122636059
322041,446052,650829,1004085,3118044,5238878,10457286,19505500,36522231,140584966,140319316,289270575,548832564,1122141075
298222,448452,691048,1038380,2553699,4008492,10580550,15209957,36293884,158758943,139594321,292381967,545370730,1127182019
290811,464158,658050,1004563,2989069,3314901,10593165,19493056,36472349,142036259,140825750,287984395,544907410,1126663540
306099,445639,676804,1009945,2483186,5606879,10465175,18584149,38368201,139227788,139094863,287355046,548419268,1125263049
296440,460288,675766,1028038,3043541,3788524,10498683,16170396,37830524,142661879,140508284,288938931,546096867,1149592336
294650,459699,663539,1076091,2460069,3340432,10499285,19012387,36166909,146085518,139909525,289442545,547841912,1144820180
288782,471452,674499,1003784,3109047,5689352,10417453,19672172,29659525,146319538,140199348,293527565,546345195,1130488283
287269,439404,667863,1059206,2527021,3425428,11303853,15032355,37762569,139176125,140457593,287365548,551493409,1146819083
302757,461476,671193,1001398,3023351,3413772,9919978,19796420,36936550,148730038,140913054,286507255,549316372,1136945823
286174,450157,662021,1045657,2424509,3740541,8701953,18463994,35803308,143088434,139789794,288270011,548459903,1134649684
291016,468229,680799,1039781,3158835,3313326,10424268,16192496,36280610,145701038,141590758,287251305,548824887,1118285628
282477,450616,658411,1002685,2492434,3408137,10617306,18928250,28911119,162698809,139689477,286425990,548744499,1141370064
296447,457164,2341934,1067162,3136465,3358880,9713551,19595567,37972967,145177372,141442683,288992687,545176759,1139878848
290759,438742,711943,1014821,2443369,5698303,8552698,16826139,35282136,140597104,139749108,284871315,564438209,1140093572
298516,475112,645515,1049108,3143423,3530928,10542664,19412757,35921820,150649359,139790289,288012998,549866189,1138648873
321084,456278,709514,1039515,2462861,3400852,11162060,14765542,35165749,140190965,139635098,288039780,548581694,1136054610
304641,474179,665882,1040135,2998676,3901835,9732623,19677265,35471292,146604074,140187037,289199488,548249273,1135633523
299645,460776,657785,1091785,2411941,3351288,8484206,18240430,35234087,159156592,138640660,288601265,550871677,1111735516
288229,471466,658429,986039,2969013,3315559,10307213,17795065,34952770,146389881,139577619,285450326,548377840,1127146751
283514,450389,672422,1017658,2466039,3215757,11346008,18391641,35231616,164152039,140173894,289036649,549539791,1131374674
301341,476027,649602,1016081,3017270,5786547,10666530,21287225,28795189,147372546,139490533,286052818,549329312,1128660427
290737,448599,692984,1044733,2542978,3879992,11419189,18821012,37022051,162359981,139907646,285958009,552236397,1129037434
300267,453104,671237,1042637,3012650,3265408,10334211,18566201,35709500,147262130,141159147,288565034,551309659,1131680098
280699,452820,656902,1035423,2380263,5482992,11159040,18680471,28451015,149051739,140126515,287890383,550923744,1131348643
296754,455834,676432,1022846,2996690,3509270,10312310,17791388,37285570,147114975,140937564,285451236,549841024,1131805120
295222,441945,674100,1033484,2391379,3585791,11191621,18224411,35255824,150617696,139315480,286757493,550913098,1130492208
303934,468396,666602,1008583,2985960,3904020,10222243,17632244,35585940,147020780,140571075,284638854,549754164,1132109953
285731,463094,670752,1046364,2438955,4293048,11149679,18511219,35322938,152635772,139328436,286786839,550729650,1122467216
306256,466965,659044,1027426,3189726,3443427,10754904,17486161,35704461,145987961,139880050,283051208,550947444,1128520233
292124,478093,696474,1085757,2724928,5386256,10945514,18129150,35300419,143033700,138933693,284819276,549906608,1133130467
287898,461695,650615,1029000,3285000,4014861,10852287,17395929,35579685,152960673,140806471,284822896,544981911,1127015604
285251,452743,659568,1014598,2631889,3643917,10795653,18226829,35158419,142942046,139345615,285928926,547387406,1147228105
293833,470074,638837,1083388,3184579,3421060,10644604,17082859,35640594,153449801,140065755,283649374,548758990,1123515204
296830,464680,658382,1057642,2676900,3460272,10787744,18221762,35408129,142694361,139466956,285886677,549088105,1127222548
299686,485451,685183,1050784,3266114,5179691,9732555,17146130,30692132,147689778,140725786,283271835,548842294,1134120418
287780,459872,654837,1049952,2600038,3888719,9222492,17917636,37683472,148290415,139527758,285993509,548701195,1131818942
294332,472534,640845,1060360,3212202,3475505,10583561,17048087,37173599,151599369,139151701,284781188,552530542,1140139755
292334,472023,667782,1066242,2660488,3363941,11545713,18592363,29489096,142990368,137775599,283764523,550923997,1130726693
290449,478029,638094,1032946,3165465,3405184,10844200,16876659,38759597,146763109,139826867,283664491,547335033,1129348110
316690,464980,630254,1027617,2642913,5740735,10853589,18742973,36200602,143339730,139170867,282984074,549946217,1138308892
331871,493990,665436,1076281,3195472,3388949,10776153,17756101,30617024,146652207,139836250,283480764,546628470,1129369079
301288,462226,653608,994588,2645873,3482772,11502250,18514803,37152825,143516793,138192758,284186611,548509851,1142960511
292315,462987,659667,1047256,3213792,3882011,10638021,17447363,36183177,147562206,140822422,284600138,546479038,1144988366
287555,455744,653768,1015088,2639368,3396135,11698867,18768928,28811255,142827957,139594864,289336755,547500713,1135397141
290280,479440,660211,1015188,3242419,5523801,9894788,17883291,38449701,143748998,141351657,289760465,551433681,1113291919
299194,471765,659395,1079949,2636208,3835867,10719231,18806034,36115332,134526261,146706745,286514454,550443874,1130641216
288469,465107,654304,987330,3151822,3335044,9888728,17751427,30432561,135825230,140033253,287420535,546595567,1105040603
289798,478208,702310,1046656,2656702,5530145,8982597,18864248,37606839,135060701,140064912,280474264,546630789,1096643932
301861,490790,640682,1016675,3288722,3877632,8565616,17547247,36943902,134982734,139617579,289513665,543439971,1088362210
293808,457205,678045,1020544,2624849,3338893,11418764,18592451,30167598,150778094,143966407,287173743,548607895,1098214770
292147,477857,636209,1026246,3198011,5603424,11372010,17489398,38746561,138557337,143894134,280743813,581734571,1141734821
283884,454363,657473,1032521,2550618,3393314,8857165,18481406,36132160,163379021,139492457,285008014,565269923,1130458503
309601,478942,666497,1019952,3220021,3659824,11336656,16428058,37076255,154293083,139286895,282959562,566993992,1125697935
302536,462911,669444,1045330,2633014,3866515,10752164,18771859,36118683,150138323,140466214,289302825,562137647,1126890822
280837,476493,633435,1002911,3176456,3252305,10945669,19878584,30404524,154539402,139549218,285694716,563477896,1131245076
280208,458645,664770,1026482,2614931,5471876,10736204,16612955,37926825,132480482,140098562,287195369,559940809,1119916323
288279,483443,677521,1002887,3115283,4037419,10939349,19435642,37395778,139950710,140763486,286170520,563225172,1132911976
290437,455708,644407,1039305,2522657,3441063,11196852,16626906,29445978,135634241,139972490,286255968,563401800,1123490278
288825,464937,669083,1010043,3035610,5788253,10780615,19678528,38866191,141014277,140621695,284779292,568047549,1122050531
282611,467618,679542,1029902,2411426,4068909,10622991,16563369,35711071,134786389,151453809,287599330,569330726,1133820237
300450,470697,655155,1040437,3033495,3347075,10593319,19377525,29028646,143233819,140093002,285941387,571272911,1136229418
286267,448411,675695,1027828,2330870,5870076,11033415,16162789,37315509,136147435,139604771,286490302,580744457,1129200241
292973,482807,664438,1005375,2986534,4081241,10434778,19285722,35455169,143077567,139697927,285699152,568319249,1129050811
276307,463179,632790,1028624,2352003,3365577,10584551,16713213,28967216,136633782,138938560,283385832,569017693,1127038574
289558,466751,668097,1016971,3002324,5742429,10622609,19556235,37082673,143013928,140374270,285510844,564337956,1131447065
291124,455414,685028,1038282,2412890,4028803,10610335,16649073,35641449,136416666,139974241,283787152,568258785,1132370305
281542,470183,652410,1035463,3005958,3702717,10363914,19440670,28869478,144050403,140312958,284874737,564764633,1124079857
286864,474550,676940,1003757,2414400,3533084,11223702,16655366,37557106,137680799,139351593,286534786,568367525,1134063679
294406,461366,674620,1063529,3049613,3707950,8593143,19390728,35852909,143237123,141728829,286231501,566860229,1128748027
290093,457931,672309,983394,2406901,4319891,10954980,16649637,28819411,136984032,138998639,285144105,572189222,1124211390
279994,494353,664796,1031851,3006281,4176352,11253018,19403105,37596489,165993342,141036231,283982642,566307822,1134603102
278163,454200,664530,1011526,2314528,3471958,8519722,14866648,35551947,153269452,139335055,283789437,567474159,1154024365
295619,468506,655483,1027595,2986723,3373579,10809455,20105058,29173112,166912031,139751498,287834897,567349283,1136405109
287504,439563,689999,1044190,2348071,3270808,11325298,17939572,37239195,137376451,139847710,287316229,569180699,1144936572
285697,476652,634871,991437,3071508,4299919,8409704,17370449,36395302,144093226,141564785,287886782,571827235,1136856539
280597,449116,649912,1025089,2280553,3999078,10779169,18250584,35863948,158472900,139030939,288542349,569005586,1146209827
294532,469237,677394,1037064,2908551,3350903,11004933,15946533,35545969,143555834,140958566,285424843,570348305,1141542516
288500,477749,652058,1009027,2390491,4433289,8400932,18713486,35872514,138391324,140103687,283903612,568484753,1122889091
289260,485735,689324,1086605,2877004,3996112,10873572,19515092,35904702,143269148,140873162,282162924,572308002,1142908691
284522,456026,714848,1017073,2327748,3379175,10935695,17009634,36212505,152144495,138977141,282055679,570416575,1131768269
293833,490072,715312,1031932,3000655,4286096,10787683,19249945,35675115,143722409,140814394,282676131,568292761,1140590916
287619,451378,713026,1031467,2310260,3428149,10579241,14823328,38491644,153141297,140313223,285464946,570281361,1150331409
293349,481700,724744,1033022,3083842,3755995,10353137,19780122,37664472,145321000,140369039,286853864,568064667,1139305111
280228,463541,718855,1033406,2473561,4031042,11467847,18603463,35484289,146405922,139139110,285695406,562689656,1149382791
287313,464956,713365,1007634,3219136,3397628,10790329,16181315,35664709,145950214,139835587,284097614,569143740,1129123880
