b16,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144
13008,13098,13585,14709,35445,52209,79485,151552,211640,408037,755790,1477102,3040700,6371764
12390,13421,13791,15619,36304,53566,76343,154548,216054,404497,754643,1474467,3070947,6503624
12920,13338,13485,15266,32856,53622,82778,210038,218995,400046,763611,1494472,3033341,6398968
12920,12795,20636,14935,34875,52957,77494,151278,212420,408209,755005,1477557,3042689,6487698
13238,13488,13414,14686,33332,54635,77939,142796,219348,407834,758831,1478730,3046668,6436489
12869,13026,13515,14668,35509,54347,77793,124091,224930,404903,1158163,1476785,3050936,6387278
12986,13634,14265,14983,33690,56953,79838,126719,217583,435259,761729,1473934,2888632,6495720
13086,13013,14024,15122,32730,52880,81601,132032,212915,451852,749143,1456685,2897286,6530098
13073,18749,13945,14660,35494,54093,78292,125212,213325,447943,765068,1463531,2883256,6499739
12815,14351,13361,15051,35155,51662,77221,133436,212114,446368,762619,1467020,2864613,6388156
12738,13621,13778,15299,33983,53368,77476,124347,212009,448629,755013,1470385,3058320,6815098
13482,13171,14024,15516,35014,52359,89389,135971,223405,445093,757463,1452998,3026851,6495435
