FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144,FP32 inductor 524288
310780,400342,405339,402147,3112551,609894,2799793,3145246,5546253,12422820,21701336,38912853,165533625,130214684,239946153,430005353
310938,406273,399581,390989,575299,604076,1865413,5386423,4550607,12405289,21467168,39398593,140853935,132017186,242198868,407096078
312692,424162,404194,399666,1493533,575163,1490969,2956046,4419872,12575113,22386818,39699794,165258492,131728949,234363581,431783516
310858,398327,403741,385562,441441,559356,3218485,2943341,6006665,12436383,21117584,39870305,158554673,130340385,241764004,418078597
302918,389786,407771,413002,419346,667398,2106717,5049745,5840258,12463349,21582664,38684408,154186823,129881214,224365035,447866009
310346,380707,412629,389646,426802,610415,1348251,2778023,5577916,12551934,21351716,38870101,154096245,128542064,242776144,435084669
302625,406062,406222,420577,432015,704200,2617156,4920808,7334207,12507507,22327149,38695667,154098296,129373477,234623994,440128994
314743,393544,391676,402816,421981,624035,1974777,2656644,5835386,12462428,20898654,38744032,154449246,130994275,241442887,433736996
301259,388514,435569,406891,436511,662801,1250312,2728372,7308531,12438480,21472782,38530098,152964893,131455921,243839818,432438981
320559,387924,405682,391366,484777,609647,2527867,4851558,5839037,12490041,21402376,38873818,152293593,133377616,240588774,432269597
298493,385379,388948,386024,462004,720585,1904773,2681699,7316809,12405694,21928951,39882339,152581560,131377453,242872667,433353069
324300,395804,410616,397661,473275,657108,1148467,4842520,5821972,12595928,21554340,38711018,151975951,132853157,224440975,445874239
303412,384454,418792,380429,441801,702516,2433311,2617115,7266462,12397565,21814164,38515659,152717650,131358069,241231510,434140425
321258,402075,403478,394723,429027,707820,1783099,2583485,5871099,12549138,21567944,38579044,153268677,130856696,242567469,472901300
297468,419820,411111,385830,473642,609686,1148829,5136635,7331362,12416378,21945790,38638273,152521396,131894592,226989759,431839964
321204,390831,411020,400573,445700,714577,2517746,2641491,5919836,12594506,21592541,38672510,150673976,131831285,238409124,472392333
299541,396688,393812,401441,441127,606108,1858700,4854373,7295212,12434682,21811948,38623007,161201857,131224624,242916787,425509293
310650,424135,411131,397447,445909,648074,1138196,2621290,5828716,12436054,21433452,38714911,156986000,134548196,239886445,431786213
299540,379081,419743,375620,442787,602907,2406415,2762151,7181391,12449552,21852306,38660988,157116001,133392846,240534898,436668047
313081,378978,384459,401927,438172,716389,1771948,4847276,5843226,12559111,21686300,38651801,147686497,135465561,239658064,426249962
302512,394322,410672,376979,432679,657527,1104662,2720350,7294289,12378710,21795405,38672094,155312190,129400701,234969076,432945730
311911,395373,408460,398066,436670,599471,2451001,4864438,5830018,12627980,21593716,38608840,156314129,132927909,240898904,435835765
313284,415238,402454,416639,449849,666717,1683280,2590358,7306349,12558196,21811232,39079171,146167636,131649599,229214346,458765921
309529,423934,408418,390467,449393,630280,1049495,2524182,5870675,12475836,21664707,39123577,150537848,129282838,239024251,420471453
312861,388493,400096,398463,446682,649379,2440507,4934963,7295471,12422260,21793384,39268089,151942450,129290438,241872344,421449881
316204,385777,405479,416699,431794,613596,1868392,2618944,5804843,12616869,21107219,38847258,151472011,129268387,231816439,416720868
313381,374048,413436,375374,414315,673110,1093732,4835088,5471599,12354056,21689318,38375025,151491777,128978346,224538568,479608131
312193,408003,406170,400239,436122,637954,2461138,2610225,7184622,12483931,21559202,38543338,150684734,128970362,222946804,442088794
301631,400233,397079,389423,442944,668681,1801812,2568885,5794462,12396172,21958778,38547108,151302879,128869290,228198081,441044184
310298,385036,440087,412158,426463,686643,1122299,4583964,7213488,12520865,22096591,39129501,151350177,129294382,237517810,438164632
303494,387570,405540,386491,453017,623042,2419713,3445270,5831837,12483864,22413118,38907810,150968337,128929013,237490032,424157439
322611,375350,387321,452342,427303,619837,1796913,5677422,7225679,12591763,22008684,38224969,150445751,129593565,241315286,439065127
308328,394286,417084,515392,431537,578760,1168889,3189829,5898137,12542569,22069204,38615220,151583977,128406870,246747496,425288311
327726,432649,421355,482013,434857,553745,2776621,3244455,4937875,12465226,23634636,38441984,151295114,128465258,240316580,431683746
301710,424789,399067,464831,466966,572648,1871420,5505284,4981016,12294736,21939865,38940266,147462354,130577822,230668181,439380532
320896,382546,388986,444269,432054,571107,1241317,3056162,4476536,12443562,21721302,38758018,134807009,129373900,221882712,428379201
298104,406847,408110,454826,436429,591108,2759206,5233031,4562278,12250342,21344471,38992926,149561420,130429759,239984577,429608896
311319,386754,396633,429924,481357,584881,1937403,3557694,5216831,12550573,21030646,38690134,152584766,129022868,238098245,437386582
298582,409328,410151,440879,439089,580898,1224604,3683302,7212483,12433847,21421621,38337768,135265762,129887851,235306319,432346734
318885,393458,415768,421402,433074,582065,2751495,5842845,5845904,12508634,21391561,38479973,133262459,134834026,248141703,421986073
306008,381689,364110,417870,428063,555640,1918183,3331586,7236952,12467669,21699314,38155101,131452007,130762382,245311641,437059666
312904,382761,414378,454199,428097,556295,1210367,5534786,5845997,12409011,21298084,38584608,136230336,130072119,243716908,433418651
322484,398763,403693,431697,429652,629310,2761993,3095438,8482644,12455109,22289753,38520803,139736815,128869869,240087840,439323168
312506,390446,408217,435558,433907,593492,1946657,3095963,7305267,12509139,21499765,39125625,164906530,128548967,240309431,440698242
330385,397898,429767,429435,432092,608221,1140228,5335169,5190968,12561172,21542875,38218667,127935788,129705239,246411004,431811564
343192,393143,405617,434514,451490,584315,2776298,2945384,7415282,12276024,20840831,38579965,145751468,130432821,239574052,421708582
337445,397983,399638,438455,433406,600201,1940471,5193529,5871693,12437169,21729157,38405076,157850190,130738237,241724017,467225281
355876,385804,455119,461598,439387,574865,1217308,2850244,7247215,12505805,20910963,38635681,144388616,129219388,228987344,426250902
333274,384305,417720,471537,438162,571969,2714614,2930640,5970682,12454767,21804147,39202774,152420070,129581943,238876188,422066808
356109,392428,429203,431893,429029,570971,1946008,5129552,8481677,12467889,21533199,39365592,131921752,129932563,238522485,450632769
334126,401448,415304,453101,450967,573038,1236576,2935846,5907240,12576748,21808697,38562496,153948684,128509697,233845274,446860971
342697,401844,423213,434116,437853,565014,2728765,5057988,4819252,12435207,21664898,38592077,116091625,128190331,231051886,429339992
346923,390678,433807,432614,427667,597909,1963251,2755665,7331929,12497341,21741126,38412897,122623378,130242043,235228831,426306503
344869,384773,440368,434271,443278,583440,1243333,2981611,5798880,12407146,21513938,38453172,116295052,131565842,230120739,426352753
333972,403396,421308,444679,446583,581477,2772609,5096852,7344419,12513434,21878416,38360497,150111379,130684021,233072830,468899675
347265,386816,400696,445501,423546,574889,1945465,2936276,5902699,12407532,21534504,39020235,120930413,131029555,239311253,430853994
335096,389259,435241,441765,424190,580800,1248366,4958713,7279569,12395989,21860473,38622586,126189747,132351577,231637459,455799330
353725,376506,427573,439767,418762,575220,2794403,2829776,5791768,12437428,21372919,38348636,120434824,130646578,241333979,455263510
332598,386034,417794,418544,421862,565830,1789144,2909025,5577123,12414603,21819498,38272523,138036694,128888168,238316062,439303211
343509,379146,430328,448167,421789,611271,1185116,5144748,8448350,12460262,21915892,39077248,123503875,131343316,228722741,429175644
