FP32 inductor 16,FP32 inductor 32,FP32 inductor 64,FP32 inductor 128,FP32 inductor 256,FP32 inductor 512,FP32 inductor 1024,FP32 inductor 2048,FP32 inductor 4096,FP32 inductor 8192,FP32 inductor 16384,FP32 inductor 32768,FP32 inductor 65536,FP32 inductor 131072,FP32 inductor 262144,FP32 inductor 524288
316496,378196,416737,387164,456056,639695,1838427,5147290,5587700,12267795,21907972,40377660,125169144,130297765,234785578,464368596
306028,355994,445590,386981,475852,636211,1140924,2926241,4609058,12339356,21813781,40368828,129782521,132161053,231889221,455829703
336484,395111,442208,389568,475166,630211,2464359,5309499,4946162,12506320,22076203,43970822,125392018,132178136,237468369,424574832
346894,342536,425001,384026,481368,613700,1850068,2821856,5494665,12510330,21949205,40175887,129248914,131117552,229898392,414711832
327272,380136,435142,407754,460816,625596,1135919,3104352,6099796,12814920,21970287,40582353,125621672,131088982,229053897,406521155
304426,375722,428155,398834,495581,606393,2550751,5134288,5957227,12489168,22012060,40248247,129150222,130804650,235046232,432120946
307649,389741,432285,394176,491962,560155,1786688,2978532,7824964,12717056,22022801,40160321,125105621,131744657,237455940,415486333
303857,393362,431040,378705,448021,566991,1134039,5358075,6166212,12328014,21916483,40342776,128906782,132822496,231469127,428529846
302512,373196,420707,383451,475317,664720,2675029,2732682,7135180,12221328,21913436,40128362,126169952,130321800,229193949,424958284
329441,356457,422464,378567,457424,664943,1923560,2702086,5883090,12359180,21851857,39911525,129787262,129830029,230008685,416852890
320893,398981,441633,387999,464721,618772,1238535,5081197,4647563,12230487,21913119,40551897,126001648,130088479,233802371,433951853
306857,367539,436847,378606,455632,624010,2691734,2721422,6941681,12529890,21921795,40386129,138328293,129599570,231909940,426370368
314573,378751,400911,390533,459205,577941,1953907,5165855,5906849,12207842,21251932,40383940,125758220,130273127,215286662,426347569
303180,366853,412883,374922,449318,653946,1211376,2674941,4759054,12376900,21868730,40346226,134803650,128967923,234736018,435223076
318302,399854,428489,374165,464646,585763,2787306,2673507,6814765,12272948,21587926,40417392,125738790,129926069,230028350,433622180
302715,381160,406524,370033,444681,611478,2028357,5076776,5935105,12329253,21742198,40713415,128839480,129583809,234310217,425013913
309838,389796,435256,374437,464986,589376,1233776,2770820,7097527,12216748,21775261,40314599,132685021,129755550,231527743,420365960
304125,372423,417288,374591,489124,590965,2784280,6170890,6012182,12577376,21771782,39988062,129334016,130404285,234299998,440770880
303720,400869,436348,383210,457389,672343,1895860,3379855,5271246,12224559,21599449,40599508,125452550,130648941,225574731,422461237
306808,380712,437342,367624,451030,606670,1253970,3291132,6843306,12567346,21793569,40471461,129164880,130480099,218583559,450813798
305685,389766,421359,384812,466632,628668,2731109,5681112,5938561,12262355,21699631,40629923,125444266,130331347,234323571,455307754
310947,374519,425381,407057,459746,589266,1880335,3662657,7313464,12307632,21716222,39914382,128990596,130564978,237122775,416259560
300784,382507,433261,372250,473084,596160,1250662,6057579,6037059,12191336,21696022,39529597,125611331,129089705,236922662,414556693
314475,382447,423773,406869,482692,585687,2755767,3163848,7091483,12518282,21599298,38642562,129195048,131011442,227918931,421850589
310137,388238,412526,389423,448717,606366,1893364,3246217,6030641,12226084,21631723,39258269,125558871,132747230,231980080,417064990
315056,374680,445224,393690,447571,633754,1219419,5341351,7209813,12329423,21852750,39294705,129128250,130786433,236392585,419958469
306527,379851,438836,407201,478000,604022,2731549,2960533,6049462,12390180,21602453,40250830,125443857,130823608,232444975,436401429
306100,380722,423914,388554,453813,676184,1946128,5389236,4577408,12339778,21782032,39615275,129569568,130796534,226995092,443174548
300989,383154,434649,389688,444452,584186,1205914,2844223,4135200,12578188,21824232,39335474,125614690,131560017,233872749,434747508
306849,369130,415392,376964,461843,594636,2767832,2821783,4269878,12212210,21914614,39412505,129136842,131767806,219505297,409461860
311623,382698,419631,388804,495644,589426,1941764,5116530,5852323,12574985,21720646,38945675,125245104,131420283,236647438,463441835
308334,379569,431282,399751,460905,669047,1223365,2763746,5899490,12752049,21814761,39600093,129084312,129955973,217574555,454813258
314252,390808,429913,388289,473335,596966,2806758,5222031,7598381,12197300,21902505,38432193,125246249,130156498,241049672,434496943
299478,367881,407663,379278,449003,599656,1945908,2744983,5952283,12287645,21897122,39265946,128879033,132421195,236970443,429493667
316517,403955,424550,388850,459767,663251,1219122,2847992,9006861,12512693,21713792,38569427,125498813,130754475,227510246,440980545
304450,388640,410123,393296,455929,599707,2794246,5109772,7478635,12234589,21781935,39549304,138386434,132062040,228347754,428357588
304681,364676,407856,396803,473616,561485,1858357,2944238,5417182,12504277,22048733,39597192,125675784,129972473,237534021,455930896
304687,385829,414684,400402,463139,565776,1147519,5285113,8089228,12286184,21877067,38481346,128894313,131101182,237964105,457445659
303321,387400,420408,396544,504356,571526,2486608,2833630,6434501,12556214,21861287,39175404,125680968,132444728,223823623,469408974
308508,377812,415186,380283,446585,572517,1795784,2886966,8226179,12323795,22076813,38730993,129086175,130950695,221613850,433560842
303136,389218,410277,399521,462002,559099,1134768,5283452,6391573,12366822,21935122,38948374,175548227,130652576,233992727,410452403
316098,380607,419277,383171,527276,637993,2546702,3050770,8135828,12536539,22044265,38677831,145223437,129941954,234327703,449343490
303462,391356,413568,430261,462136,631090,1813620,5340691,6117833,12432206,22077417,41392088,138579768,129763207,233857259,475257352
322090,385809,432786,438776,452950,637962,1093122,2841278,9121526,12332093,21921731,40028968,145100146,131168971,236086312,432149510
351052,371147,435190,446203,482471,613844,2419410,2927797,7098905,12508413,21832446,38939465,129123474,134209826,236776017,436459314
318844,392904,400462,451779,455289,578873,1804808,5209818,6107558,12391230,22685223,40060691,133992816,129681159,213237250,424245977
309024,360505,409067,444828,476473,569758,1120412,3038874,8218240,12628048,22130472,39510088,141228410,131782932,235647942,420174162
306899,384901,419005,435868,466113,557158,2464398,6386361,6140359,12436341,22193804,38948638,146090691,130341133,216784046,436503909
308777,392040,416670,437570,472451,576760,1791008,3448677,9218668,12422737,22064484,41208164,146974567,128907935,235598066,422937962
308371,393525,420894,424187,447311,585182,1095428,3303839,6586271,12482070,25814052,39696937,131784929,127438868,232164765,410983779
306519,378952,421889,405452,460905,597838,2439814,5719401,6132002,12442991,21498563,39133919,140811723,131174446,238209251,438462899
311678,383625,417862,447113,456453,608201,1785257,3127985,8121699,12428164,21761612,38871369,149544540,129235690,218703926,447109893
304070,401810,435629,387230,475451,563486,1109251,5516356,6452289,12401643,21479821,40469642,130687760,129871463,218050469,416176463
311567,397413,432119,386682,468042,577572,2566604,2905410,8195123,12353284,21616284,39475837,140221940,128475105,237154106,434531594
310335,379158,418901,369663,487396,565097,1804756,2986646,6044326,12505191,21416107,39684679,141936365,130463335,220810877,420009013
312142,381422,401578,377038,463082,634112,1615608,5333989,9274273,12494197,21578909,39733581,146150794,132336614,237299153,437108982
306860,390308,420003,378472,458956,651284,2797224,2957853,6587937,12567273,21662054,39558058,131318293,131923751,235041971,425463591
322930,392080,407257,368560,448065,635438,2024829,5326547,6120594,12210276,21623974,38852341,153394775,129999735,233811068,425581792
302283,361588,462857,375737,447626,650153,1286247,2899915,8126349,12562949,21515328,39230071,131170648,127430154,227885661,437180532
309970,393939,458517,378847,463491,641823,2672261,3017261,6142657,12446490,22545383,38773267,145669746,131190152,227208828,433960183
300735,380040,437428,374053,471304,579924,1969919,5267302,9329036,12452153,21419711,39193711,148130237,130974801,229365719,416679613
305092,398710,471769,372533,457170,611528,1223555,2946991,6597788,12567786,21411909,40499730,134288404,131561008,230844532,420035131
312644,387426,463020,354776,475062,567917,2537452,5369533,6107595,12520424,21746898,39317073,141991590,129756805,222662851,442960837
298701,385446,443996,374303,472229,593640,1931296,2778053,8163044,12510894,21473752,40708831,142397455,128730023,226318446,429202951
338904,369354,407228,372724,479251,622206,1286542,2840224,6072560,12247138,21624646,39480440,142291993,130253576,221052020,435196804
339708,402060,430944,372663,452546,604054,2737378,5143382,8534114,12114000,21673882,39027665,145757830,130230718,236597019,427332792
307671,385403,414185,370085,520907,640222,1957259,2925050,6232126,12439522,21487905,40214760,141963145,127110573,236936129,429888099
314513,395185,420448,374929,465983,610345,1222225,5199487,5440239,12262156,21448102,39591371,146375295,131079000,232178860,439399936
302285,358021,433523,381541,473519,682232,2772556,2688216,7146556,12454016,21544524,39477840,147722082,130048236,235169423,433820906
307931,394804,410350,405672,444349,604829,1973399,2743366,5940448,12512841,21594886,38914254,134393868,130258200,237218633,433448075
304744,385918,439135,372830,462335,660638,1218912,5112676,9049154,12208402,21608898,39029195,142545558,130407706,229889376,459234682
305762,375409,415271,378633,453338,631692,3137694,2732029,6363167,12180678,21632753,39350005,146042860,133843827,238703664,411571484
315596,388097,420111,377542,483458,624975,1932716,5195232,8432460,12447596,21611205,39337998,141588145,130642669,240351647,415694541
304148,385037,439730,366726,462312,674263,1221038,2712211,6324996,12167437,21684474,39418293,146304121,130939834,236338140,421447491
322563,394667,436475,355003,473847,636398,2805160,2802613,9164122,12485488,21639798,38980366,143120056,131333284,240432266,432871342
306066,370267,399136,380311,451109,646080,1961541,5085470,6210835,12240052,21714101,38390573,142954223,132387159,231745071,446725419
317520,375251,435985,388349,476130,1235512,1203769,2696832,12875173,12251898,21518338,38768306,142600128,131539451,217661972,440237194
305920,369988,421668,379861,465312,654569,7559847,5141654,7103896,12209291,21710096,39077082,144296790,130500186,234972706,466577975
317516,390670,404471,360941,464541,601664,2366810,2760369,8519810,12235194,21528178,39058304,142536232,131517369,240061850,479156077
308734,369772,432501,370098,451872,620282,1205832,3217898,6316530,12298696,21544701,38965382,158172655,129686919,234143777,437778533
303440,370001,420712,372572,464953,589707,2818383,5818344,15305334,12237977,21379345,39185200,204854844,131239450,240400615,434486742
306903,388277,409213,372671,483424,609962,2025521,3311578,14028064,12330801,21579374,39097449,123599582,129450732,232843728,419718740
312211,389035,423489,375169,481153,648793,1219374,5787556,8210500,12317485,21466071,39777593,132510248,129647123,236784312,426828528
309821,394563,422765,367415,466077,618365,4188917,2948431,6129551,12216368,21650650,39905731,141066386,128803424,231039126,424161517
308249,371305,413078,375289,451212,628525,3754166,3071596,8607486,12280668,21570964,42536699,143473590,129608408,225760922,425719485
314556,394178,422096,375725,492577,594085,1757894,5357223,6094545,12321471,21635707,39126594,144383963,129243895,237844357,428381290
308121,386234,427167,384493,515470,652804,2833975,2914493,5145070,12478746,21458408,39229812,143770127,129221667,239114722,437851725
315481,382717,415549,372303,461951,596921,1871346,5666062,6897787,12289035,21517260,40618128,151369270,131108580,224620711,435806000
303850,375015,423738,430460,475669,622970,1220339,2670193,5780912,12126513,21614221,40394378,143346573,127907916,236814922,416087070
311264,363601,404414,436589,477254,647503,2784951,2817059,8744233,12249481,21632581,40711860,144691059,130815062,234360504,432312393
303778,390567,422381,431194,467771,608794,1926953,5214311,7794751,12650092,21389258,39634116,143392148,128383680,233785166,477412172
307302,358898,420993,435120,551412,582339,1198876,2908791,5224509,12291282,21727353,40480313,136530828,129735058,234894582,438346087
304846,389667,421249,438423,500616,547782,2586051,5455499,7900221,12275239,21537424,40250205,141595537,131478886,231427517,429188962
301586,368172,418841,440441,456666,581547,1873931,2808162,6255227,12463533,21729707,40428270,143076284,131875070,227515055,424418687
309056,382353,428614,432045,514282,556671,1164073,3074848,7911585,12435494,21357842,39615183,143630674,135415483,233121142,443853435
299118,367514,439055,434552,509310,557845,2398791,5072816,6366300,12361760,26129907,41303944,144830934,131497089,234453755,443383631
312621,383486,402992,441287,475209,576618,1813335,2896522,7997779,12500199,22704767,39901984,121797263,133479604,230418332,438524017
305017,380752,438987,420635,461830,565339,1157571,5328440,5920919,12393969,21555491,40153598,143792943,130203505,230294137,412496689
313904,380971,427409,384206,511171,605742,2556864,2888968,9004889,12415559,21457570,40852297,122653990,130757917,220036493,426514693
305451,364463,419395,381913,450876,609346,1843217,2905256,6438837,12425493,21532477,38834627,134148530,131102131,220311666,428986789
301853,387098,436751,392944,471042,565106,1125675,5140077,5852831,12321731,21571795,39408266,143490155,131802825,217459016,446001393
307198,375935,404892,395923,474522,567674,2496539,2914185,7993004,12337658,21535221,39145543,144378878,129551541,238711065,430776412
303224,375894,409716,376807,489363,572954,1681864,5353967,6327013,12529807,21461284,40752485,142910721,129281405,227018965,454242613
298797,376703,425263,395908,493036,550650,1120705,2799360,7931799,12391926,22381129,39200646,144831171,131601238,236935978,435655479
309745,384159,430996,383105,492526,573543,2436119,2875407,6320287,12403230,21678834,39492723,143286231,130540559,223282116,432743250
335346,376285,405219,374211,484908,567189,1853286,5167971,7863157,12357373,21642407,39518015,152173173,132213480,233086012,417226045
347892,387745,440197,380230,480116,595222,1134360,2830219,6312621,12510338,21756767,39229421,148309907,130647349,236221239,469325734
307630,388941,423335,381731,469968,581369,2420813,5301918,7868261,12262013,21485504,39148800,164618671,129261020,224355926,435714277
310261,388762,404513,387342,469649,568592,1807564,2850667,6254419,12413349,21565206,39653769,164678390,131141974,235439263,433301794
307724,388354,439746,394964,463983,621325,1114065,2946324,7906180,12411121,21286309,39235792,152583695,131680625,231012869,421037831
304503,413674,413761,393527,480573,558002,2436722,5123297,6299825,12362473,21669386,39576412,154716441,130227908,228653989,436812957
305832,384930,403296,393391,461467,564277,1803415,2824744,7937663,12578648,22763773,39253735,149443584,131176182,221559513,439817668
306968,385371,423232,387290,471024,565086,1140421,5320185,6276701,12408827,21432116,39400929,142899570,131374462,234215818,463074247
298588,389018,428711,377676,452191,576747,2475734,3404815,7894773,12557684,21785494,39377493,132718239,128209528,218774812,433967522
308245,400271,408246,392877,495308,592751,1805768,3341896,6299269,12318619,21401376,39248394,142743810,130824773,218659592,413388642
305790,375684,422688,406664,446831,638307,1123781,5641382,7871541,12339270,21573465,39318100,143387715,132843711,231587611,419501049
307697,383299,417368,407605,524909,625017,2483999,3180282,6278870,12327441,21675390,39186348,142366628,132917414,229839938,418102742
318353,375403,405652,406675,463265,597358,1820876,5477750,5773784,12600592,21974091,38953089,143199528,130758094,242915498,435190527
299442,387017,417439,400870,485509,601564,1137908,2865275,7792283,12407738,21808351,39547061,138312675,130627774,235858769,442560079
324141,367295,423730,396203,459617,603062,2748528,2886457,6115945,12164910,21359767,40444183,123339067,131456713,240361247,428358436
301204,371374,407873,390989,456716,655409,1961632,4859004,7454902,12227330,21706424,40036911,126466027,130326362,235317275,458531055
310514,364403,434382,386285,745184,703563,1243229,2757056,6070693,12490514,21861199,39420592,122181569,130807522,237022824,425319740
302230,393669,436411,393596,480137,657168,2753464,4955998,8800251,12331911,21738653,40067473,125657180,132131945,231407259,445359337
300435,362475,395701,411833,449911,693138,1934974,2618794,5863635,12439916,21755963,40375235,133866790,131775748,224414251,419638479
310452,384269,420047,411997,467614,600689,1225655,2619593,8575282,12625711,21738894,39108352,125798418,130027651,236166442,434546827
302048,368118,413260,413566,461280,601951,2773306,4809783,8241425,12192123,21851718,38920631,122045950,131421046,217039967,437141222
337015,398919,434766,387618,469677,605689,1906530,2649812,7431762,12315982,21703105,39030255,125875627,131690900,237254082,421207658
327280,367109,464400,402672,482994,605791,1240392,4869248,5914294,12184539,21809539,39473671,122121273,131702515,237145433,434057038
303035,373197,443172,391027,470342,589471,2809071,2625431,4196603,12325960,21871241,39699953,126201279,132400004,227847064,460879274
330110,336439,435662,403202,443492,611726,1908950,2773265,4493830,12228755,21990637,41058978,122497172,132724622,234179282,461615057
301686,389260,454273,398041,501820,617508,1209666,4773186,4638935,12498637,21751916,39405396,138051985,132873510,237555421,465112830
316577,376392,462832,389009,499409,595978,2816542,2746047,4492509,12140948,21803692,39421140,122868717,129946786,234033229,445128329
300390,374165,457328,406640,461981,576532,1956840,4893785,5174154,12273514,21873097,39661062,158509552,129889864,226210947,465984595
302480,380720,451282,452840,454724,578416,1222077,2603169,3901814,12267553,21965464,39688179,122103278,132226481,237189895,435137356
309688,377435,466519,427236,468420,586082,2750760,2609466,3819558,12255410,21646097,38025379,126032746,130678478,224459055,468900309
300896,346964,452010,435544,459235,580183,1888955,4750872,4507836,12268307,21862691,41000137,139911208,130222919,223378697,432477906
304460,382503,473829,435103,467349,593553,1217409,2664072,4265616,12215814,21630427,41291021,150496112,130249193,239250100,439845875
304995,380616,439108,428971,459514,633672,2726391,4856782,5627663,12284390,22047622,39071199,138400598,134280499,222465735,422546786
328889,393058,412406,446193,470710,596089,1921948,2646378,4992256,12217340,21801131,39481213,139638397,131206323,237698068,433361220
310396,362282,462150,435190,445644,601696,1213722,2577325,3508764,12267907,21908662,42448007,138453572,135184748,238297674,431965067
312809,385129,448467,438720,504075,572553,2751150,4827966,5865041,12232573,21751242,39426413,139022036,133903640,235892741,433654747
307879,366816,432529,432701,463665,601488,1928224,2640732,5272341,12140158,21788669,40289076,139966395,130907348,230381128,419749505
319600,376523,447528,447512,473248,573650,1200262,4906031,3653445,12217837,21713981,40275302,141375161,132079436,234600059,422888504
304374,366038,431747,389579,456044,617866,2772208,2620152,8357499,12256356,22325832,37859511,142996392,132304359,236140677,432834204
314434,379785,416220,385422,476968,580266,1915420,2641639,4951970,12324997,21912561,37865900,140746542,128020286,239152562,446816604
301744,376387,462974,384817,478402,598792,1233364,4736354,3642067,12223478,21853191,39312470,140738184,129073017,239088539,433108323
308038,379485,458544,385249,476545,607886,2759745,2676898,5878110,12275474,21723447,40015158,141143384,132293674,231372619,434595731
302532,371436,424502,380495,451773,587698,1874951,5810493,5839578,12155527,21768063,39061283,141774063,130583285,235282242,428528279
306253,370586,464204,384452,468347,557058,1136447,3338764,4468899,12305326,21778163,39103322,140514345,130102483,231381125,429150165
318636,392111,436336,398683,442390,564829,2517367,3750287,6110181,12420863,21794977,39441122,141136171,131379255,233433919,414254831
302315,377162,426205,377364,473359,549228,1694920,5928398,5770565,12323130,21691016,39369193,140577160,130379502,233622837,431308638
321648,379168,422012,398048,465529,534774,1118713,3435510,7351707,12515593,21826600,39977768,143017785,130598978,234897272,425503221
305007,360281,474255,378216,496167,556567,2450186,5720094,5832567,12524178,21278373,39129601,141411872,134066884,227292027,436519349
310294,387596,435570,386391,448241,569301,1853776,3235583,4839483,12548070,21579260,39332855,140811759,127014752,231420941,434887667
315301,342742,467331,382938,469041,572083,1123402,3258908,4482958,12462020,21544067,39624714,140858981,130242840,230938874,431592689
301317,377351,449347,394116,473936,573356,2497793,5386264,4780172,12352124,21559980,31284196,140730116,134625759,235817562,429698218
304907,347606,431361,398299,471716,556179,1812426,3088369,6501267,12310348,21418275,37380000,141299177,133739346,230968348,440649924
305029,373878,468530,406950,453047,553783,1116096,5347899,5678219,12325585,21828896,41094672,139144073,136048084,226002423,428373769
309925,416013,455465,373553,462881,560072,2604508,2960694,4566709,12385054,21904267,41011413,129400133,134204789,236322475,425225879
311385,374756,433169,395832,449243,536219,1734894,2936610,4646710,12175773,22099894,41353771,141182202,133411872,219286721,428368987
307362,409299,448940,383036,454719,556588,1114371,5193299,5469506,12293694,21979382,40788124,125623386,131365470,234302665,433138658
306752,361153,451975,385225,461825,557433,2519874,2947950,6034579,12343219,22168823,40930105,129263307,127958938,232686694,452623643
317993,389924,425345,390615,469567,588539,1782961,5063820,5684217,12309262,21909956,40570583,141706369,130522390,234241933,437145290
299032,347467,449773,381809,448819,571533,1094947,2819920,7784880,12433948,22167974,41130079,157830256,134447097,231512817,454404259
323688,383600,449889,410445,463996,539896,2480497,2921820,6021026,12508865,21813342,39154857,180150448,134740166,232657475,436045063
299926,373556,451290,380325,439225,553260,1871034,4925515,8478574,12252185,22016400,39095966,137461350,132250020,233955008,436015678
311222,392809,450541,383040,454004,550708,1083374,2843745,7397137,12645028,21972072,39090616,132096687,132402111,236914054,426691248
325922,367006,428423,379304,448365,547687,2580917,5023115,6181423,12341850,22187038,39210466,144652513,131469593,230869815,426286421
326176,382618,389774,394363,467120,569737,1705255,2823477,6705567,12402420,21945579,42174266,128628537,130866075,234766735,427275296
310950,349047,427976,373034,455077,563392,1108796,2937110,6064714,12415850,22069128,39359930,132146551,133214269,228051046,430119854
312563,385757,406123,387465,490703,570856,2432090,4953835,8001008,12411549,21796793,41519497,127732809,133320349,218513838,422974056
307357,374184,414743,395247,453830,578456,1836120,2871753,6081943,12219931,22082441,40267319,144844224,131185559,232257058,438311381
312200,390710,426881,381321,452185,564632,1101879,5037493,5910898,12378356,22147049,39944074,128139642,131583678,216885030,425447279
299389,372864,414213,389825,485374,553019,2520661,2817675,7714387,12211636,21961596,40291212,144826520,130942837,217017103,429461924
321681,374183,417770,376567,461881,607708,1777206,2833183,6134531,12227991,21811705,39324525,123002561,129437203,211331821,435349907
303434,373576,416959,399100,470385,693038,1208033,4819635,7454379,12238681,22168880,39636076,70496075,132623470,233411578,425672204
306216,373175,419101,371080,471121,690403,2815717,2813094,5947673,12308646,21844327,39636837,129438062,132863089,234840895,436552609
304397,371377,407278,375154,447579,643476,1953494,4824466,7404165,12196792,21915135,39389998,69964754,130463317,220320166,423240628
302811,384043,432387,427359,455386,694295,1223907,2617643,6002968,12467953,21800569,40378801,146341820,129146264,231170786,430060539
320813,380244,429500,422697,460443,625240,2773054,2803891,7364605,12241963,22071781,40498826,71277010,131448678,234022760,432720684
314132,380618,421841,438954,473442,640272,1882522,5873203,5960013,12149071,21898900,40058840,70850569,130676799,236669612,430140559
314945,368351,423219,444229,462734,589831,1220456,3400551,7472575,12206358,21978132,39915957,69010401,130037251,234371969,434246737
303246,390210,441859,445371,459256,593276,2755159,5680987,5909616,12159619,21905540,40419907,70974985,131648097,232359171,441106871
313256,379370,418782,443605,460276,596565,1911128,3110819,5694897,12153327,22663056,40016756,70266784,133719300,238455803,418247886
309933,389886,436534,443257,470226,594249,1207661,3083430,7395585,12182453,21883711,40032175,71370335,133185452,234643375,457778866
315205,361689,430932,451078,444546,597202,2785169,6139401,7532690,12408225,22181738,40698661,71210886,131238103,235967259,441900918
307061,379809,429371,469689,458985,612118,1876342,3007319,5052460,12224235,21881326,39299055,70649827,130143889,234814828,425401712
305950,380208,432873,453235,443498,609895,1211378,5149778,7464274,12208107,22173662,39399176,71586030,132468301,235175475,469952663
304092,386514,443570,402407,460534,587791,2835267,3000121,5833084,12155371,22130007,40765522,71329470,133426197,219834991,458780682
315413,374267,421925,415069,458246,599856,1923194,2820411,5750543,12307558,22313518,39940585,71182795,132418758,217187371,429071183
301622,388035,427491,405767,468614,594628,1180281,4934157,8466775,12525040,21967700,39276094,71168625,133856184,233157139,440315319
307893,405397,420903,395620,455096,593186,2751133,3073886,5814837,12522918,22341787,39868026,73372208,132250304,230196512,412253451
326024,441225,439412,400875,460778,597379,2006152,4898503,8499865,12372098,21951440,39988456,70921920,131414138,232559107,436500518
300760,403489,442455,396264,459030,599959,1196913,2667497,5807757,12484602,20578203,40022806,70542979,132854976,230786831,461284621
318828,400919,424259,400608,477470,668934,3370047,2663907,8452919,12113552,21722200,40704658,70472693,133309335,236028823,444399148
302516,395785,421889,398680,449239,603677,2296090,4773395,5837608,12154275,21980026,40209558,71448983,132717557,218111324,441620617
317232,405103,446793,409999,460110,585920,1417678,2757538,8394174,12549739,21888335,40283448,71636154,129708427,214539988,434589595
304794,394547,418352,393834,470446,602706,3021581,4907858,6003469,12417676,22109277,39970473,71094190,130439241,222426153,445942183
303045,367257,430703,403879,453973,593649,2007688,2658121,14403867,12221246,21937991,41535332,71171731,130473703,235911731,416205700
321387,383295,419064,395028,466524,588575,1339913,2635222,6302215,12377436,22263840,39376845,70968390,130928145,236865505,441180753
311134,364715,408702,404265,473503,594070,2950748,4865361,8381488,12217817,22021058,39919051,71701144,130945296,224012186,435181792
315617,388403,423667,385806,449135,634629,1878825,6613466,11819015,12189264,22028726,39698238,71246204,131038036,235997470,426432990
404324,364887,466457,400357,459735,585983,1235059,4955952,8078264,12173128,22821124,38694217,71171578,130431668,220204079,440952275
328138,393359,459204,425239,464255,601853,2720257,2659272,5668440,12421605,19072098,33931681,71088259,130294703,233655147,463809223
315887,386680,454121,405062,462722,562021,1953383,2899386,4722478,12323944,21674906,39641859,71496642,131629385,228629948,449610265
303462,382668,438777,410649,474395,572091,1184258,4951152,6766755,12630426,21921182,39371207,71092265,130182724,219863111,427608448
314074,383043,430566,371724,472938,561225,2440044,2788679,5715695,12617198,21479025,36106244,71291007,130773937,218913855,445863898
312716,386422,425042,385040,455625,558800,1889180,5024299,6794175,12267598,21935772,32582309,71967806,131096168,217501403,447509188
317001,365903,471955,382392,462747,567957,1111884,2705879,5766544,12611855,21400157,32328384,71000481,129755419,235816643,453086337
315814,395094,439796,387587,461371,580122,2427042,2925435,5378991,12559690,21936144,32651513,71717385,131632137,229860945,445521699
316279,383223,434970,402048,465856,591581,1823522,5737889,6531139,12493640,21553909,32312360,71147683,131590223,235457491,437821964
312084,396059,467978,406084,447782,586757,1103499,3247988,5817494,12378966,21761028,32326561,71617276,131894319,237733839,429488341
304185,363287,443227,409556,476099,559735,2601299,5548937,6691577,12451126,21491335,32431745,71243515,130621223,231486715,422473695
309407,380271,442328,393858,457309,564078,1848077,3349619,5719224,12564408,21768374,33409050,72185282,131025969,235135161,444121743
304709,388470,467815,402162,460380,564769,1132159,3256206,8057482,12251914,21258181,32221090,71763402,130795430,233671855,435738603
326461,389707,473462,395526,454658,548901,2551630,5366381,7095578,12381388,21992876,32131555,70392469,133423019,230065739,441091833
304735,377169,447163,397503,466463,563416,1791919,3639798,5836071,12202475,21643506,31919232,71798632,131524447,228861066,428609340
325050,390541,451958,387887,446185,573712,1110760,5791832,7014832,12260789,21823498,32230114,71573684,131731491,234092446,424696393
300426,369155,471494,387772,473719,598190,2457123,3137125,5670452,12589726,21550234,32236645,71400200,129653183,233242533,432929136
328089,384116,461845,402325,473237,584890,1841479,3267719,7790091,12364671,21741081,32171132,70855955,129929275,229086233,434950289
304785,386470,466280,421191,468017,559390,1119276,5316511,7056413,12464588,21478455,31985579,71190897,131066365,233803560,436837224
311857,386196,466714,397054,465403,570949,2546407,3085027,5824583,12244255,21897935,32379311,70828449,129979409,231761339,439315831
301834,385583,454202,378671,458351,554186,1781216,5261421,7070378,12392809,26465043,32602573,71566679,126843654,230024463,414312752
312042,386876,467534,438210,451354,546640,1109152,2743489,5679492,12228601,22717562,32248111,71521494,128941351,235939374,454659364
300043,364099,457058,405453,470212,573954,2438283,2944153,8271003,12176968,21292729,32251653,71584897,133509015,236497278,465088711
313361,381520,427577,384532,454781,567056,1804640,5011658,5733196,12225428,21554973,32551523,69165631,131323941,233628155,437901288
315044,353600,466724,402416,477686,596763,1121477,2852764,7849349,12359051,21247124,32209700,70329583,131737566,218856905,412307785
312431,397272,458675,381219,453215,575789,2565631,5076319,5707331,12299637,21500442,32186039,72449171,132663981,219315063,436646069
327114,374272,463173,416500,471429,568571,1834357,2782609,5894127,12290663,21367873,32180403,72098787,129229307,229366905,483450147
352168,386763,471318,399279,471151,571012,1130563,3069090,6533186,12258383,21569829,32877676,71982640,130103713,236429843,434524985
299899,370699,479710,386786,508793,588602,2671264,4871512,5567449,12268982,21390897,32146754,71876493,130819392,226665467,415122494
312933,389665,441723,408622,503295,587622,1942925,2654594,8146949,12577354,21600316,32181521,71551370,130375535,235360967,432793505
304997,384394,470803,391363,538158,612767,1236821,4871748,5737544,12337469,21462479,31973083,73077913,130964402,230699240,438078133
311100,390834,461294,391304,526520,620451,2811206,2600006,5357660,12242638,21696727,32381652,71977844,130187013,219914622,458034764
308062,397831,459757,392247,532810,615053,1936662,2594493,6525365,12468960,21310454,31978961,71714505,128979254,234963963,430363021
313503,387327,486151,408208,467137,611134,1189252,4756431,5791876,12348458,21720590,32521821,71695675,130393817,230751359,422337775
309311,368096,468555,387923,494630,575600,2845749,2607843,7850244,12420040,21214220,32190684,72696742,131023157,236668098,436267178
309037,402339,449200,388375,463677,611008,1932860,4935424,7035999,12189355,20918354,32276186,72397481,130501656,234560517,406361336
