b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
17426,25962,28632,32854,42508,38327,55391,138867,241295,519502,998515,2956632,5562333,22151731,22715605,43824409
16378,25159,27656,30131,42801,42148,58644,135013,257656,508588,1007993,2971643,5587533,20850879,22682178,42189272
16092,25811,42200,31948,42339,39542,62950,123571,265799,514835,1007760,2925258,5564709,27181481,22841091,42207830
15828,22768,27727,30402,42775,38328,64305,115625,266199,531177,1020983,2945943,5412519,20844694,22988138,41719832
16261,25785,38502,34031,45247,42551,97937,120140,276392,520337,1007136,2918941,5474383,22405771,22686912,42402167
16328,25512,27478,29928,43474,45809,98920,110870,283545,546945,1019273,2934509,5535984,16540516,22676365,42406783
16265,22871,33989,29576,41743,46805,46201,120243,240857,514592,999182,2964150,5502376,22331353,22630900,42308494
15688,25653,28742,30743,43365,47089,44206,109760,298703,517144,992868,3944540,5511552,17077041,22680864,42016303
15941,25619,28336,29050,42965,47965,72257,109247,274503,522270,993402,2985911,5457827,22524652,22801819,44018378
15539,25887,28838,31116,42876,44136,51317,145628,277410,519834,993739,2970604,5508992,21459191,22560524,42474310
15452,26023,33493,30662,42536,54655,43308,138466,300248,553277,999248,2916951,5450985,18992666,22745017,43752047
15683,25820,32390,29559,43267,54674,48639,121748,256641,551413,1002641,3930620,5394812,21098977,22567957,44048544
