b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
19027,19153,18306,18258,18453,18593,18464,27629,26014,32688,30138,28517,35390,29472,31378,34945
19082,18817,18359,18130,18630,18536,18228,28288,25694,32445,29504,27551,32959,28378,30935,31180
18845,18909,18354,18295,18385,18570,18312,28773,24648,30928,29170,28488,30795,28757,31365,33122
19002,19042,18248,18257,18403,18542,18678,27744,26752,32355,36856,26993,30941,28560,30309,33100
19125,19011,18180,18437,18320,18344,18616,27419,24147,31243,29137,28060,31716,28823,30857,33975
18804,18886,18168,18293,18444,17995,18675,28897,23690,29337,28389,28263,33291,35458,40293,31629
18743,20740,17988,18171,18427,18356,18549,28694,24122,32115,30465,29719,33257,28297,30430,35114
18808,19020,18138,19269,18573,18335,18350,28940,23983,32082,29605,27950,32805,29976,31140,32546
18761,18968,18038,18507,18450,18458,18695,29881,25657,32392,28687,27116,32363,34769,30564,31346
18859,18842,18377,18392,18474,18132,18677,27997,27621,31341,29737,27107,33552,29197,30051,28752
18767,19068,18494,18323,18437,18106,18330,28210,29565,32006,29161,27323,34008,29392,29489,34623
18482,25921,18361,18576,18508,18684,18638,27189,29682,31235,29560,27330,33259,29742,30629,82174
18931,18917,18245,18300,18491,18433,18541,24357,29511,31528,28154,27712,33931,30627,28650,31160
18696,18908,18398,18271,18537,18069,18245,26185,28906,32270,29535,27104,33379,39842,36669,29824
18869,18837,18194,18275,18718,18294,18520,23466,30281,31581,28823,27815,33359,29433,30583,29943
18604,19102,18035,18427,18555,18086,18624,27292,27774,31405,28728,27856,34220,30199,370041,52393
18646,18894,18198,18337,18391,18366,18416,28592,28913,31745,28063,26853,33287,30465,29419,29993
18652,18983,18289,18289,18693,18504,26389,24169,29418,32456,28574,27866,32540,29225,29673,34903
18608,19066,18341,18400,18427,18429,20162,25587,28636,31101,28772,27140,33765,29879,39707,28935
18703,18836,18269,18331,18393,18385,19002,24120,29251,31396,28490,27464,31012,29605,29019,32360
18591,18161,18202,18355,18278,19061,18675,24930,28816,31674,29438,28290,30588,28628,28743,32387
18753,18089,18210,18299,18407,18314,18874,24379,29642,31104,29253,27462,30796,30036,28877,29093
18774,18024,18652,18369,18553,18471,18363,23232,28480,31942,28950,27436,29754,29180,29296,30911
18666,17967,18236,18377,18636,18277,18416,26576,29677,30697,28084,27245,29952,30342,27962,28260
18665,17958,18173,18725,18339,18419,18175,24559,28447,31636,28253,27241,29847,29251,28357,29215
18726,18212,18015,18137,18262,18367,18407,25156,29645,31922,29065,29035,29870,31156,38587,28992
18608,18086,18266,19245,18485,18350,18466,24915,28823,33060,27360,28525,34841,32428,30199,367654
18579,18035,18428,19151,18345,18525,18288,23837,29334,32375,34004,27930,34193,28061,28257,27681
18567,18165,18256,18864,18575,18456,18473,27487,27267,30680,28303,28550,33873,30579,29286,28376
18784,18175,18388,18380,18423,18444,18224,24315,29001,30989,27850,28668,31672,34381,28287,30387
18675,18122,18366,18218,18420,18349,18334,25227,29537,32879,28996,28499,29512,29049,29398,28002
18468,17841,18435,18249,18446,18726,18417,27350,27570,31632,28718,27408,31174,27967,28729,38126
18750,18038,18257,18308,18489,18374,18241,24169,28783,32977,28614,28626,29950,30060,28221,44930
18653,18266,18279,18350,18699,18483,18347,26100,29256,31592,28203,27285,34173,28864,28703,30672
18726,18161,18222,18576,21828,18211,18552,24905,28771,31275,29133,28236,33593,27963,29652,33931
18527,17836,18384,18237,18419,18143,18175,24706,27666,31432,29493,27841,33065,29044,28089,44456
18810,18126,18293,18299,18529,18177,18234,25555,28597,32664,28609,28755,33516,27627,29196,29273
18790,17924,18316,18346,18367,18121,18316,26127,28346,30813,29451,27150,30292,32872,29248,32227
18569,17918,18450,18202,18512,18064,18323,28138,28239,30507,30347,27240,30208,31755,28878,34403
18592,18145,18353,18332,85051,18042,18634,29857,25106,32683,28895,27995,29713,30479,29099,111508
18575,18227,18178,18081,18524,18427,18680,30047,23180,31266,28001,27577,33561,28849,37083,33011
18688,18282,18298,18154,18383,18346,18779,28977,23480,31730,27719,28145,32947,28396,29252,40156
18669,17994,18387,18281,18710,18539,18433,29461,23157,31701,28497,28306,32558,37941,29315,43087
18695,18061,18261,18149,18765,18491,18642,29668,23671,31840,28820,28330,34804,29114,28219,34058
18472,18396,18478,18186,18266,18283,30612,29838,27150,31460,28816,26320,29170,28827,28313,48834
18664,17831,18295,18033,18468,18283,18714,29245,26771,31621,27461,27741,33532,29401,28679,38803
18457,17919,18145,18166,18566,18477,18655,28993,25107,31640,29589,27107,33188,30058,27714,31944
18694,17985,18289,18323,18473,18253,19114,29231,25381,31385,27792,32739,33347,28278,28393,54516
18519,18055,18114,18432,18335,18377,18384,28401,24046,32625,29565,27565,29012,29596,28942,31322
18643,17990,18254,19381,18353,18296,18287,29805,25617,30629,29145,27734,30578,29101,28490,42743
18352,18084,18414,18451,18527,18457,18864,28737,28651,31774,29127,28071,31590,29015,28030,34092
18198,17969,18292,18204,18658,18570,18798,28692,25690,31382,28841,28837,30625,28867,27524,31963
18432,17976,18225,18386,24113,18271,18667,28539,23392,32486,27831,27622,28438,28516,29315,89414
18361,18002,18332,20358,18694,18298,18587,28557,24161,31543,28955,26987,28832,28432,28409,30075
18543,18168,18231,18501,18669,18434,18322,28441,22881,31627,29388,29086,28867,29909,28712,30712
18215,18166,18400,18374,18431,18174,18669,28966,22696,31061,28299,27516,27126,28279,27892,60863
18492,17962,18367,18429,18424,18328,18640,30549,31178,33857,28975,27836,28468,31482,29228,173027
18418,17931,19360,18204,18445,17801,18677,29436,25933,32797,29671,27016,27805,28868,28109,29583
18713,18018,18174,18347,18335,18212,18540,29817,25505,33351,36337,26787,28039,31010,28846,31887
18476,18226,18365,18362,18353,17861,18611,29081,25085,30830,28461,27657,28392,30075,28370,29442
18623,18322,18176,18322,18445,18011,19138,28967,25151,32586,30225,28971,28713,28889,28644,31864
18685,17797,18423,18328,18061,18189,18969,28497,24429,32574,29956,26904,28267,29262,28383,31306
18370,18078,18182,18414,18277,17953,18520,28979,27966,32392,29044,27567,28178,30072,31189,33382
18182,18111,18290,18200,18288,17828,19264,28573,25414,32439,29255,27086,28260,29881,28774,40966
18409,18111,18159,21839,18364,18118,19028,28106,24690,31212,29232,28025,28589,28923,28676,30489
18298,18007,18271,18501,18341,18159,18583,29311,29015,30233,28345,27962,26753,28395,28353,35485
18345,18116,18327,18218,18390,18095,18625,27314,29420,31119,28300,29210,28090,30105,29162,35009
18422,17976,18245,18039,18556,17984,18997,24169,28357,32053,29419,27968,28705,35238,28745,44281
25219,18107,18178,19359,18281,17859,19040,28532,30281,31431,28554,27883,27600,27368,37610,30866
18374,18773,18126,19229,18300,17922,18951,25611,28792,31709,29130,27904,28212,28558,28046,31729
18193,17928,18336,19095,18517,18239,19062,26272,27978,32237,29093,28472,28047,28330,28430,35914
18381,17915,18266,19092,18489,23524,19148,26537,28354,31452,28599,28016,28820,37455,41960,42072
18291,18085,18280,19321,18474,17797,19132,24390,27850,31070,28969,28166,28311,28122,29262,68455
18359,17790,18166,19144,18328,17869,19189,26770,29151,31372,27984,26648,28858,28457,29827,34383
18275,17806,18043,18931,18392,17960,19141,24042,29198,32949,30430,28255,37636,31581,28581,32124
18196,24233,17983,19014,18395,17819,18720,24914,27517,31506,29569,27980,33969,28698,29745,38093
18442,18064,18424,19080,18462,17906,19020,25709,29295,32105,28801,28035,34312,29099,29162,31066
18313,17827,18224,19012,18335,17939,18165,23928,28158,32889,28931,27100,32076,29381,29877,30039
