b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
47867,54393,69889,80339,96079,110531,301626,653848,781806,1372465,2823808,7488906,12710193,38830357,42965635,77031711
45689,56088,70453,76263,100137,101190,328857,457760,814194,1527433,2953935,7119787,12684476,40947833,43309693,76937820
47574,54229,80162,77598,84161,101990,352787,430659,770284,2933925,7444759,7020004,12811576,38970491,43475937,67552019
44825,56362,73110,76903,100820,111072,191322,411686,850964,1352956,2888201,6893395,13942010,40750532,42757578,79227666
47333,68988,86479,75338,97343,111122,246687,440999,771098,1521850,2932547,7511111,14062540,38689822,43495560,81269367
45645,58952,89167,76141,101316,109006,227315,609452,706754,1362202,2896045,6689074,14040158,60982399,42689259,79195836
47321,56064,92875,78330,94570,115435,257420,413757,741067,1436386,2731424,6917651,13960363,39094135,43234790,79451276
54746,59294,59409,74470,98268,115891,255845,444939,726614,1381220,2670181,6750657,14012021,48701305,42742294,77840174
47316,57957,78939,74753,83459,139885,254831,455514,739687,1402756,2762902,6694396,13929596,38730342,43071979,79156437
46426,57338,62595,74596,101176,127643,343829,396795,756864,1316648,2703606,6737250,14030013,48320199,42767651,78235394
44654,58177,91237,74748,93963,138647,303190,572437,749742,1496932,2667240,6741436,14037120,38811727,43212023,77233888
44917,57647,62240,72805,98883,135416,277538,396351,740145,1337807,2733109,6820787,13918733,46335092,42831451,78499617
46040,58258,61850,74191,84151,136226,293327,416159,724472,1355270,2770998,7194864,13927022,51232494,42131649,77888230
44187,58761,68046,72773,97646,130211,260579,408961,731667,2907033,2706721,7049233,14010963,39360761,42833029,77709020
46364,55311,80301,74564,88017,130968,298199,405747,782594,1337916,2786599,6957934,14177535,38087733,43105175,78163477
46071,57316,76487,73024,87672,125871,266715,564026,834042,1514893,2725849,6743000,13890118,40970594,42800047,79129625
47902,59202,62031,73821,96131,149066,273342,400478,749353,1300325,2739420,6813400,13920433,45467560,43207542,79479809
46693,56719,60112,70701,89462,131971,272290,445332,718959,1564809,2721437,6935407,13928293,51728227,42765186,73573914
45981,57319,81612,70991,85125,110484,302173,482611,755592,1384836,2749168,6950174,13834005,38140721,43125896,77059676
44583,59269,76542,82980,98746,100716,258552,450757,690640,1479763,2711384,6833297,13906566,41722140,42823575,64807785
44158,58987,79011,71813,104162,100764,282693,644343,775639,1324549,2744191,7255134,13859606,36673153,43091542,76587685
46119,59408,68034,72314,104782,96529,292567,411882,800148,1362627,2746304,6688428,13761821,38378870,44021823,76554968
47352,54805,86783,83521,103240,107878,306042,412715,762099,2913336,2699433,6787665,13983263,41225037,42705953,77019500
45749,58383,62297,72193,95077,101093,270191,429588,716433,1363154,2668748,6837450,13988102,37964376,42642856,78550634
52609,60160,78274,71990,99574,104146,276632,461095,790768,1542625,2701921,6728087,13976292,37710498,42797377,78496514
48046,57292,78621,70850,94530,103137,287532,649518,706758,1367829,2752062,7316765,14817774,41513207,42647069,67987460
47775,56723,88496,82422,89988,116107,284921,424589,757787,1484540,2709317,6792599,13901271,39131565,42813649,77530257
47551,58936,72253,89114,105243,107205,290331,463426,833228,1424262,2707219,7225367,13969821,46728589,42695078,78106879
45262,53931,61758,72344,83501,107549,287677,440278,779305,1444005,2706014,6810311,13768573,39451659,43087607,78256293
44353,56470,81938,69852,100245,111140,367589,442901,711982,1409392,2719638,6718968,13798189,40744223,42856293,70000320
43686,59486,82329,70750,95707,122718,358238,586812,731463,1501342,2698377,6830612,13813812,45066953,42957172,74424868
