SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288
218978,347167,379338,456121,727832,1008596,1828090,4035083,6684506,17071739,26539188,62672977,123191386,242234702,479514057,953583068
221651,2439558,432351,448740,721266,987728,1760306,3333277,7558381,14284476,26531514,63062757,122713497,241518986,479696237,951136590
222520,339469,379822,468489,735666,997746,1864647,4533228,6902242,14190203,26583933,62399848,123157651,242495577,475578306,950075667
223961,354508,382480,495117,712068,999088,1820645,3254451,7510134,13149193,26449649,63435118,124045454,242429177,483787858,945187847
225292,354487,381802,445981,731009,1019943,1875473,3260144,6835658,15879664,26471569,62562728,122880974,242290498,478196544,944291853
231186,351666,383718,467953,743860,997495,1778570,3859982,6728335,14556758,26664416,62811495,122985466,242260482,481387562,949185729
219149,327798,392332,452269,743170,983888,1849660,3280444,7563926,14068703,26422178,62548525,122841925,241953381,496040523,946997982
239421,330640,385395,458999,714526,1026116,1844499,4623175,6863567,14315125,26992063,63160439,122837834,243017338,488082626,945889627
224383,350052,368311,464214,705188,1788254,1824559,3383469,7378062,13891187,27479741,62333869,122512619,242418379,475634290,947704411
214270,343869,378551,459829,706657,1055545,1844439,3332826,6779036,14322963,26573846,62988043,122829197,242046561,481331159,943724463
228496,386357,368198,450008,719609,1129671,1825126,3957016,6801122,13827853,26659870,62243836,123001152,242482646,483433684,944705838
220477,333232,367428,461110,704742,1023773,1791707,3330583,7574469,14287683,26458817,62838343,122502826,241351255,482051187,948821845
234490,376698,388044,465321,710111,1017260,1858075,4646754,6852460,13860091,26785029,62458176,122308645,240881168,478641662,949412772
215118,344198,383494,467595,704396,1063047,1784314,3236100,7332301,14340117,26472864,62679399,123133892,240809472,481111780,947379239
239660,343885,376178,461165,723821,1051598,1845014,3244336,6670883,13831866,26628385,62346308,122274157,241109965,481326804,951848992
221411,360870,387602,464287,713020,1001740,1779032,3867444,6464265,14273515,26532266,63367040,123274178,241756377,482062521,947089479
227444,350984,393314,462494,707568,1113002,1803905,3339180,7133797,13992907,26612179,62906528,123073500,242368875,483993999,949416677
221795,346192,372430,465462,712764,1019622,1828605,4630831,6559528,14292735,26608309,62840349,122408455,241266496,480490859,947549505
226756,348725,370852,450795,705436,1022237,1837384,3352102,7391903,13900794,26577204,62227691,122718048,241298621,497819429,950392722
230847,343023,363397,458276,702365,1027581,1835513,3337049,6770786,14380333,26513331,63214750,122444543,241659919,480612909,947956932
232096,357863,365507,443804,735281,996505,1822988,3917630,6582035,13737857,26565577,62617386,123023825,242052533,479592665,951355243
222231,359129,380614,449870,691550,1005485,1767576,3279400,7060981,14066203,26366365,62948220,122324804,242545445,479999577,946153290
225508,352831,370113,477541,695046,1016912,1876541,4588757,6566658,13952446,26511657,62692409,122704049,242407277,478859622,960236267
230687,271749,368511,446944,667056,1026659,1844284,3307284,7157277,14248586,26622188,63172912,122431346,241893747,478702266,943234322
229521,276960,367875,455527,673905,1027946,1885279,3359318,6772536,13882369,26603448,62470486,122966044,243015296,479396126,947536067
216670,270856,376419,454757,682121,969804,1799588,3924073,6670828,14329540,26577792,63058449,122617541,240866074,477459511,944231419
231152,267535,374296,442905,674523,1009111,1816698,3346909,7235748,13802410,26429642,62202512,122640892,241902187,478347083,946950311
226782,269182,390626,454996,675947,1074633,1837007,4693052,7069494,14566116,26675535,63061428,122646068,242489915,478777325,949803034
235867,267261,387861,465213,656049,1173281,1832002,3542772,7622669,13923036,26522745,62596315,122656812,241526936,477594883,945346527
217979,266321,391605,455981,681177,1063820,1827502,3476112,6917563,14282644,26680081,63438753,121875156,242596455,477965642,942701296
229162,269590,376437,455322,684852,1198243,1846346,3985627,6665281,13931083,26635975,62839333,123563614,243296629,478942474,945298478
222727,270606,377295,453885,677505,1195038,1806212,3398252,7271075,14236493,26463449,62821329,124868658,241434084,477097529,941804694
222230,279026,384005,455760,698852,1129260,1846129,4644055,6565548,13979971,26662298,62585556,123157957,242474587,477203317,946497203
217259,270155,364605,459602,668487,1192884,1797982,3293690,7134621,14266129,26175231,63127114,123000406,241475127,477918177,944817677
231258,266906,379161,443425,687057,1087810,1832107,3315194,6423571,13907472,26595475,62672318,125168330,241088308,482927408,948205385
237922,274850,361568,460698,667727,1069135,1803520,3904968,6277141,14379625,26611060,63186605,124791598,242934176,478181692,945380849
222222,265446,374618,441765,699951,1067301,1798528,3392281,7471202,14149225,26682171,62729123,123910059,242617136,478447906,946892561
231620,273218,377235,448190,674171,1058011,1858029,4663995,6714131,14349399,26622997,63036616,123048493,242294208,477770056,943169064
221929,268680,378145,454025,683180,1071024,1832474,3295325,7439084,13192080,26626142,62605753,124741525,243942098,480267466,947394612
223471,272088,384496,449308,703710,1079740,1820991,3328462,6757211,15921896,26594414,63120158,123339322,242418452,477865308,944367506
226908,278102,373385,451620,672914,1054790,1795521,3912691,6684975,14411735,26552900,62836811,124090635,242288504,479450114,945988164
222237,271924,391172,458210,681658,1017442,1813182,3381835,7505004,13150156,26501583,62865327,123417088,241051114,478049650,942436160
261838,269121,390581,447833,694116,989605,1833137,4669373,6803868,16139065,26750108,62467783,122521331,241187196,478597757,944294869
249686,268413,379685,475366,695215,988685,1848454,3283362,7392950,14444176,26575415,63074468,123285792,242341804,478491499,947959348
248592,263424,386776,458289,691599,1017501,1823839,3359166,6805164,13299225,26620501,62912920,123287700,242761699,482398740,950447376
240350,276077,395477,449031,743168,961467,1834097,4299397,6666057,16041269,26789148,63310280,124639269,241532768,477196009,950385156
240585,266589,376885,456612,658392,983637,1825790,3486155,7579854,14629182,35511375,62641295,123862031,241720975,482163644,951764667
220204,267342,410030,453716,622439,968732,1875435,4836905,6872973,13935236,30580833,62960107,123627720,241749316,479687142,946664142
238501,277293,374774,443601,609860,988704,1835463,3336596,9015690,14405988,26515725,62682652,122169916,241382056,481539251,946160177
219999,270323,379749,459967,631384,1040292,1838181,3358605,6828118,13273653,26519529,63302781,124846492,242417996,477799523,943756975
224327,268637,378737,455249,625304,1827644,1817667,3975562,6629160,16330332,26501040,62767279,124039581,242105790,482681743,948786635
221984,289613,383439,456636,630644,1052852,1814585,3363293,7508027,14562782,26491153,63158882,126677723,242264816,496651358,949041656
225125,287465,369869,467092,631415,981423,1856860,4801823,6774383,13058100,26487327,63087419,124526103,241463130,480026673,951967174
221821,277457,373708,449114,611490,1025263,1829167,3285217,9814567,16162810,26583088,63278605,124632517,242844733,480202100,947336892
224718,266844,374908,445373,627597,991840,1831530,3338330,6853561,14545833,26328295,62641438,123856956,242637918,480330478,949269275
238651,268687,372229,451277,635366,980848,1780235,4018912,6723583,13051870,26382039,62930459,124566277,241775502,477169537,949884883
218955,273820,372606,448544,643579,979511,1772366,3356231,7546338,16026378,26369448,62609760,123686504,242020458,480609608,949199634
217765,267515,373249,465862,625109,988539,1805988,4770504,6860353,14376527,26344191,62997612,122752708,243355870,479073741,948009645
224610,265747,374834,450743,600876,1012228,1810696,3319160,7476813,13769436,26401334,62244096,123098262,241456344,479341417,947469902
220911,265223,436498,450689,663684,1000745,2069858,3319790,6814262,14405796,26436750,62940346,124176910,241974741,477490157,951786087
230655,266828,365099,450293,639919,974993,1886404,3968419,6550987,13266745,26257215,62778090,123883538,240878864,479658733,955590980
218576,279717,396853,468749,632698,966908,1813765,3373546,7390894,16051598,26235569,63238049,124674018,242544410,478262060,943697260
231908,264149,393096,441795,622406,997354,1840869,4628637,6720344,14545017,26394128,62439838,123031385,242357239,480870936,943562827
224468,267917,382907,470311,974793,1005897,1831845,3324352,7542520,13272012,26198102,63284463,123488566,242298739,478204146,948211437
