SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288
220698,269690,358171,497794,690055,963798,1790185,3418530,6534004,13564907,25957124,62650388,124300424,240985549,477744051,947938273
228449,268120,357132,464792,643465,989997,1779011,4074879,6372760,13974817,26092462,61474437,123819305,240917788,482885976,944965930
212663,267671,353714,479443,652424,1010970,1794433,3368176,7009701,13176967,25835124,62267734,124276412,240328394,479038820,944341107
231175,267622,353303,462854,635181,975707,1810144,4532876,6732402,15523358,26202756,61692853,124361160,239845595,481357572,947092323
249972,279214,358722,472921,677712,981284,1789483,3350041,7411703,13975901,25735032,62249814,123888612,241869862,478766408,944027217
239920,263750,357385,510676,625679,985684,1799820,3418423,6702720,13492412,26323466,61543080,123815491,240703711,481330046,947645394
246305,266822,363104,503462,655126,962247,1791174,3987252,6577417,13971635,25751720,61191646,124271607,240950574,477857840,943127455
241787,267901,360687,501701,637033,978401,1795548,3434399,7123562,13358567,26058301,60630672,124652423,241287116,481006719,944435789
241973,271104,353796,512616,617119,967873,1851154,5279169,6608781,13949212,25800063,62474655,123780344,241187602,479684931,946826681
239727,280109,402324,502873,606855,974112,1831434,3530536,7345256,13278777,26227771,61911441,123285900,240920307,481875605,945632716
229846,268304,384134,510596,616467,983205,1833566,3629900,6655818,14010515,25747984,62532198,123416037,240589280,478246695,944097041
242534,267597,393802,502337,605753,981306,1940471,4316164,6449829,13301423,26236529,61729707,123636954,241221442,482027005,943657597
245367,267555,389777,518779,632815,984271,1800254,3531649,7085208,13980571,25836393,62368453,122311273,241322173,477814272,944208914
240636,268314,383471,490790,630233,976499,1854404,5107792,6535404,13380035,26313021,61948142,124215983,240734002,481470571,943815938
239294,275803,381648,500086,609231,968130,1829224,3468822,7107594,14068254,25910598,62610586,123504644,240920843,476447675,941630713
248674,265800,365452,502899,603080,997823,1862845,3516963,6520935,13321900,26185525,61665550,123220567,240935036,478704673,942252522
238928,303714,384765,512622,635739,965683,1838390,4292355,6518414,14009873,25875103,61955101,122860293,242212637,476666031,942180624
234120,295572,366654,499486,617460,965076,1794480,3507599,7242315,13341177,26238101,61372140,126160458,242578574,479174889,944634494
232148,313413,376248,501880,601085,968842,1853930,5110883,6543005,13815915,25921087,62053150,125371557,243134217,477923066,941416124
240635,303957,375991,493082,610937,3341135,1801640,3493322,7144237,13457164,26389085,61131701,124756950,242552909,481343144,946403018
236908,325596,381341,513376,612923,3205762,1809355,3578434,6449297,13901649,26019105,61769299,123536951,241815414,477089175,943105066
234598,295512,377845,507162,610970,1194348,1830617,4334910,6246907,13338888,26471672,61350731,125510895,241484515,479961358,948187155
236384,319677,377161,502411,605553,977862,1879745,3492242,7079224,13934042,26043712,61737890,125022813,242057631,479510766,945784068
243224,307697,374822,475956,619126,1008565,1870753,5105265,6649449,13128991,38505644,61579534,124675386,241149003,480361663,949381074
247226,326371,381852,477723,608942,962452,1901576,3616204,7171421,15693177,25825086,62179332,125701179,241765351,478353601,945677964
235544,311923,374252,477169,612575,976201,1845648,3656754,6535520,13828561,26291816,61596587,125255976,240737120,479926422,942618344
242991,319633,377121,468334,610669,1000548,1814263,4567844,6397096,13592599,26101662,61927325,125145644,242786758,478307323,942642543
231905,308834,416749,467555,607933,987734,1765140,3680902,7129614,13606689,26294829,61288449,123263547,242172193,479907847,944506122
249839,317481,382553,467410,618879,976180,1844070,5251273,6686244,13028373,25920269,62063279,124896534,242373771,476440113,939993356
237167,313360,371121,456263,602887,978410,1801920,3633484,7155737,15697917,26383983,61280540,124985835,242084693,479400653,943129493
238065,331824,392984,479580,621860,958548,1873779,3599315,6528340,13918124,25851403,61924455,124645213,242200666,476760873,942370311
224249,332575,376399,472424,617079,958760,1831168,4432183,6424006,13397870,26301401,61546516,125995095,241145382,478889835,940708521
239045,308184,384307,460786,619316,933718,1785629,3519238,6993735,13933322,25837542,62152464,124865746,242370006,476435756,939060836
223122,322962,374732,460004,629476,976792,1868947,4522415,6754276,13418279,26423010,61625031,125416755,241101525,479143682,941784615
254855,312784,360885,462776,636745,940037,1787161,3624497,7255577,13897165,25886697,62116552,123238818,242119690,479448707,941351771
224232,324659,333009,457714,604414,979396,1793091,3591788,6675404,13234548,26870569,61340159,124160287,241716795,479018179,945879325
254152,316937,369388,473366,619097,966308,1771075,4110556,6760823,15881877,26052091,62555048,124523122,241633877,478503113,939282078
222396,320571,355962,452068,599269,955575,1754198,3466541,7586915,13967720,26330305,61741461,125050080,242755023,477942739,942316181
227717,338168,350047,465082,625757,966585,1810325,4511679,6878235,13165696,25994480,62099443,128329637,243200403,479272227,943937891
244447,322103,379988,456366,610885,981313,1759595,5238576,7571323,15786301,26587449,61662542,125580364,241644315,479348998,942605419
249349,317933,370226,481845,633134,983610,1781167,3663537,6837049,14069850,25894059,62025447,124980006,240529415,478956301,941890198
225675,333081,369409,456337,627361,966638,1785138,4135497,6724961,13533792,26172128,61355371,125852226,242567950,481241800,946607499
223539,312341,379847,474741,623598,993231,1767861,3370140,7361608,13973533,25707201,61962131,126075879,240850450,477574865,943754997
229267,312882,374406,459171,619144,989177,1815919,4070964,6852453,13174012,26314902,61478595,124927011,241535943,478663018,946279769
245313,317378,361784,489829,620181,977204,1759155,4078683,7481167,15883842,26058361,61933302,125567931,240728406,477373158,946370175
224470,327578,356346,497133,625985,975342,1770139,7588847,6817708,13974939,26496613,61876097,124440670,241774776,480480478,949295494
249457,318236,353979,510431,625590,992454,1752104,4263319,6716085,13172270,25843355,61995150,124177277,241667774,477719431,943295606
240035,314347,362217,488640,618368,960669,1798736,3435814,7505645,15629944,26357343,61581890,124535740,240732542,478930115,948061717
245694,328203,345789,498008,629907,967585,1790422,4719284,6895198,13951113,25886467,62241480,126361768,241929688,477021054,950955792
238682,331785,372777,485567,597080,943122,1761731,3374361,7567758,13164825,26379237,61272723,125691749,240640932,479148580,950414243
237289,318602,348974,531059,621419,947503,1830048,3427875,6799797,15831657,25668693,62081661,125997390,243128074,478077697,942556146
246629,304774,343948,486207,661889,941430,1757554,4144331,6806741,13952216,26436571,61639302,125035758,242136639,479996923,949757302
243569,324760,344941,533252,615641,981552,1750537,3367942,7538546,13201441,25772269,62107839,125458019,241484379,476947919,947025259
243866,304332,363188,493997,673616,967946,1795635,4596626,6831223,15809605,26608527,61715237,124380260,241980548,478375896,951732535
223260,325947,341854,498947,643828,956872,1775487,3337741,7501681,13970934,25980120,61721714,125001280,242890063,476377650,943743290
224509,319786,354440,494920,672120,978167,1799389,3422586,6838621,13204681,26487157,61633356,124985184,241320208,478948046,945646596
244671,329290,364527,505607,668120,994197,1775028,4129521,6758618,15935658,25855702,62286785,125966153,242049108,477829609,942070434
243961,294020,360620,484238,670016,974751,1746575,3362090,7808882,13989611,26357332,61700994,125197904,243376837,479922937,945899730
240745,304185,347359,507540,662083,973414,1784058,4667402,6884400,13235800,25871599,62079272,126332556,243085299,477277622,949344117
242429,329876,349825,518880,637380,968698,1796124,3312735,7637948,15863960,26506848,61626307,125995999,242147819,479063811,943492307
242132,299702,370217,526302,643691,982105,1821915,3352482,6763780,14021453,25763456,62121814,124841893,243276986,477425419,940642128
249397,299536,350270,500134,674723,953949,1842928,4382780,6622158,13238963,26422862,61731290,125875739,243254471,478402621,950574405
238989,327179,342689,506043,616967,978410,1779444,3495141,7482583,15761646,25974531,62254825,125449131,241447120,479051906,946360573
251366,336184,343975,489496,621421,955284,1837557,4681823,6766179,13873018,26357756,61776831,126317759,241518646,479625476,953443217
243380,321922,348686,520713,615212,973902,1865136,3389466,7383434,13155510,25963300,62114959,126773467,241023802,476584354,945691325
252534,280979,344555,498781,627054,985048,1824215,3402117,6721266,15346048,26357174,61267355,129021955,241864198,480478331,945329983
242754,284357,351964,492312,633917,972085,1808089,4203278,6410295,13989598,25889698,61837158,126153064,241453478,477079042,942669585
245622,269281,342905,495959,629319,972980,1739517,3515127,7169362,13187933,26482930,61488774,126210457,242951871,478512653,951234762
231721,274648,343597,457447,637629,986068,2055077,4772110,6517139,15866902,26187433,65225901,125510660,241592659,476829616,943889496
245855,266680,342725,455350,621425,969218,1950634,3423379,7308323,13814194,26209728,61783393,124820986,241834921,480459652,948502517
221383,264175,349548,477005,622851,991097,1911375,3451387,6847884,13178063,26030977,62478908,126499817,241729532,477681015,945843496
225570,271676,347970,505734,627486,994225,1873386,4217063,6487600,15615745,26212945,61832715,126460801,242545656,479850216,948642487
242083,269060,345650,477574,620698,1004570,1859796,3376712,7115758,14034309,26067556,62275466,126456346,242463637,477268484,955271602
245493,266467,349982,455227,624131,987634,1965008,4581227,6828639,13347155,26422206,61774538,125975864,242701207,479159655,952195138
243480,266300,370932,473801,618864,985656,1814962,3366047,7373201,13971948,26125617,62472850,125952538,243528156,477127736,946178200
245145,268210,365757,481519,629039,992739,1844704,3416743,6774053,13194901,26361612,61613112,125148544,240756007,478226346,949099358
245770,275710,357842,468706,624740,995587,1901142,4061941,6555134,15699560,25874753,61918386,125287031,241188186,476043366,944600236
239554,266789,355221,461083,620076,976796,1866022,3365639,7188650,14051038,26286125,61792768,125730499,241430099,480508220,952046412
250454,268887,346028,458105,621125,987713,1904110,4569825,6502936,13191522,26063494,62493227,126559653,241794505,476715368,945569783
244403,267665,359384,461275,602795,1336469,1846424,3318963,7072444,23003730,26436332,61731011,125938756,241021579,481600596,945174124
245193,270030,355676,474532,607990,1071483,1884486,3611491,6420008,16113172,26113100,62183613,126143565,241978486,477088203,943812302
228248,272477,361775,448955,609122,1027906,1877341,4354273,6403996,20796775,26210425,61657963,126484037,242161469,480197141,946544236
233335,267364,382535,454281,610296,1003184,1856737,3489967,7345484,15662844,26256054,62165480,125719958,241904107,477055634,941562176
229748,265225,379193,452825,612641,1021971,1905797,4685856,6714879,13888219,26326256,61904643,126082292,241853326,479699743,945722962
246614,273187,391480,458224,606354,1027046,1880670,3370764,7351392,13095373,26218897,62333939,125849284,240986988,477936255,947478415
241320,268324,390299,487201,620099,1027878,1893174,3434296,6688831,15369080,26113491,61698210,126518134,242248958,478159512,941679996
241898,270310,392612,524071,615069,1008361,1843772,4173054,6592792,13852867,26070861,62159011,125554877,241272614,476278532,944140532
231459,266142,371723,479982,621757,992321,1877635,3473099,7299052,13086340,26570594,61738041,124178809,241014752,477969246,947083279
251132,268617,368108,466166,615203,990876,1888754,4703940,6712829,15608806,26238751,62474787,123729152,242533450,476641513,946697967
240603,276133,400942,486339,595991,999527,1870711,3486353,7249440,13851041,26303035,61915924,123684981,242863269,478411246,949746979
228051,266563,391173,462087,624263,1028640,1887671,3484161,6663148,13073245,26232231,62445807,125214843,241650884,477084609,945145820
239578,280039,388521,456318,631792,1004375,1819612,4270557,6586050,15578086,26481061,61775306,124320838,241541709,480392562,948538620
238086,274960,380879,462224,637819,972533,1793717,3410091,7327184,14035578,26137688,62559039,124723738,241640793,477408163,945432408
238152,268609,367987,445797,637948,988381,1810110,4668717,6718862,13440773,26271234,61875277,125763435,240896996,480005310,950759833
238417,282160,419337,451583,598021,998310,1827008,3446255,7500724,13902900,26391773,62084952,124125146,241928441,474966700,952769840
225043,268743,381761,445676,611366,1001255,1796274,3364503,6827105,13072514,26093433,61611992,125128659,241564993,479216960,947469521
245988,267580,391964,459423,631871,972526,1772985,4164891,6616745,15675551,26070518,61545790,123866429,242176013,476446509,946174188
232178,270084,403591,454324,630922,964219,1772974,3360674,7432496,13903744,26077590,61661941,123624302,241628558,481294600,948621003
259509,266857,401384,468589,627742,989779,1808477,4554829,7079605,13109393,26029796,62180557,123785722,241484831,478614553,949231585
231609,267126,397708,448891,616489,989591,1831548,3545022,7423898,15541447,26455546,61912634,124325250,241581162,480010655,947607488
251914,265940,382185,476291,626149,998992,1863112,3565648,6753122,13828960,26407915,62125443,123610891,241294747,478224897,946018289
226837,267231,383776,448689,627494,998543,1825605,4332597,6565870,13092115,26339541,62114931,123655394,241194780,481859756,943821859
249941,271118,382731,466910,632665,976485,1819056,3419774,7454091,15853599,26048226,62475216,123639468,241601409,477981041,944275494
229223,265994,382539,453672,636241,968516,1869045,4641456,8613583,13981671,26157598,61790857,124997888,243346717,475473912,958668322
252494,266249,393791,456836,616517,1010077,1771697,3385609,7387445,13015668,26185908,62263927,123921940,244728280,474694316,945799668
230458,273639,378843,458053,622262,1013034,1822375,3373857,6787610,15655550,26263092,61838287,124329994,244443830,476298495,949471654
245583,272197,391578,463142,608745,972306,1813821,4150575,6594589,13929184,26146800,62142370,124980625,242038526,474772448,944929634
233196,267265,381372,469395,610587,979762,1758410,3335217,7449255,12987334,26255819,61955691,123603827,242578612,477570693,948340470
254565,264899,412903,483099,637349,976832,1850267,4540026,6751864,15726240,26127986,62005783,124846880,242770285,474020724,949354611
236170,269083,380901,471519,614939,999741,1771701,3343746,7298443,13821747,26449920,61701348,123965184,241524577,478302910,939650119
248546,277253,394378,486491,616533,992070,1828948,3430285,6803937,12950429,26204416,62331494,124996316,242918562,475152578,940525671
231934,267996,389984,460363,631125,988420,1809509,4156896,6679982,15623329,26219933,61791728,124751497,242513853,478381202,943877786
246901,268570,391955,468638,639592,1001041,1794918,3373520,7404074,13927537,26197433,62214391,124405702,240819164,475009000,940950064
231815,276875,398649,471535,626650,983615,2577214,4595053,6760835,13447288,26182072,61820085,124258239,242445663,477620738,948182957
249018,268913,406242,467199,609576,997534,1844573,3353774,7350995,13883351,26207112,62087229,124553976,242171895,476285758,947067893
239538,276636,392032,468937,634068,1094452,1850739,3711049,6791889,13347256,26241111,61528411,124100315,242102316,476716330,950708703
237118,266297,383757,455416,624242,1071586,1871371,4315351,6701207,13982298,26056017,62421312,125246641,241841668,476443785,943952199
228839,266361,371913,450235,643021,1065285,1903865,3416527,7478069,13367354,26287584,61734058,124401796,242383501,477680234,945102192
233257,279672,383665,462024,632839,1072042,1914054,4702366,6786027,13879050,26262907,62526140,124783947,241282176,474464249,944059983
243009,265781,368821,447753,616991,1064467,1932337,3428889,7300017,13384151,26125179,61852751,124482830,242005109,480595347,952353028
237180,267519,365436,455051,623568,1076224,1986693,3476045,6522622,13840630,26304957,62003394,125350006,241481407,480917180,947192493
238201,267149,370529,447001,630553,1034320,1903948,4206795,6412097,13079001,26236645,61830607,124474169,241303808,482375649,947599975
240850,266814,376988,465322,630178,1238761,2546084,3514271,7558550,15623457,26234739,62485806,124456826,241462110,479008232,946737966
244996,275699,381906,449755,637879,1301162,1956535,4700390,6946978,13884563,26159524,61998263,123979059,240836661,481292882,948168436
237317,266542,389486,452951,626880,1187077,1988724,3455372,7475501,13084749,26115102,61839309,124051578,239811221,480018111,946541965
237740,343009,401190,459419,623807,1078230,1938178,3505546,6764877,15639821,26271678,61630192,125322690,241009071,482839516,946794564
230962,365032,397099,468202,628848,1048952,1928202,4222039,7840479,13954614,26494047,62135619,124405541,240938060,479838415,944037732
234761,357344,367107,467782,620692,1034729,1890615,3401189,7556176,13502347,26171397,61811462,124592060,241664545,482070957,944642879
238524,341675,397764,456584,618242,1042799,1927242,4564450,6898569,13910249,26037355,62381198,124247590,241516734,482216602,946821952
242871,271271,385900,479254,622841,1062201,1867341,3335196,7289957,13106247,25949519,61783082,124005401,241877778,482580930,952420682
241013,278717,382855,475833,626048,1085784,1903425,3377137,6754822,15773913,26332020,62318226,123952956,242110369,480514297,951642817
240014,268500,369355,456456,636914,1075349,1868209,4130399,6521216,13996042,28527495,61644075,124326005,243587953,484087199,947041622
240550,268855,377273,488567,630626,1068642,1896907,3381132,7302319,13205530,27695204,62171063,125198185,241865328,479175285,946817648
238521,274943,376661,502248,616771,1059683,1860259,4572221,6798739,15745597,25946853,61879677,123785828,242494468,481924267,954004587
247087,266077,370946,453167,600253,1058001,2023277,3367992,7278762,13949470,25983379,62153905,123938590,242494095,480983552,943666744
242953,268463,372851,465251,610684,1057427,1922750,3584466,6809899,13436297,26009286,66937084,123899290,243174000,482105510,944149028
236001,267066,383925,462051,614931,1047679,1836907,4486181,6584084,13958927,26373969,62146339,123875637,241495057,480134302,942004114
240609,267741,392551,444871,618868,1025230,1848065,3528112,7259768,13426638,26081763,61685904,126275642,241407984,482718705,940517087
238844,280099,378537,448681,626767,1044881,1917332,4698193,6568536,13947950,26349996,61992377,124152172,241026618,478965842,943709817
252478,268132,417119,453897,604617,1056943,1863871,3380775,7293301,13435289,26396436,61580298,125316429,242619189,483285855,941166815
229455,267243,384864,471567,620852,1077482,1913177,3451845,6846009,13949645,26317375,62071251,124551912,244764238,482246332,943117132
248437,267468,388247,444715,623644,1040624,1845705,4205224,6694689,13404845,26076973,61737297,125482669,242108331,482698123,946917842
244120,269257,382536,457133,628457,1007716,1865564,3420126,7283571,13948323,26091816,62252795,125050406,242609414,479970382,945129293
245932,278978,372696,460316,611081,1020992,1883319,4717455,6738550,13373542,26179084,61814078,124734763,241552461,482577409,946650888
232718,270695,369431,472892,608590,1045528,2696916,3449018,7207882,13821517,26185212,62369305,123937920,242728056,480322774,943463213
242113,273449,395930,466909,627625,1078920,2276824,3432039,6424172,13430950,26224565,61963351,124418783,242174335,482208352,946618079
242557,276930,378697,471478,631870,1043225,1806493,4159960,6647932,13778559,26093139,62471118,125178409,243217469,480823258,953821635
252877,269043,378627,452367,634860,1033455,1819649,3426718,7472012,13310179,26169683,61701101,124527245,242726429,483003043,944592579
229038,269620,390983,459624,622859,1043669,1760885,4576885,6831268,13784786,26159356,62247531,124232153,241569097,480086047,946364726
253305,266710,385000,459942,619862,1060138,1736581,3294047,7471680,13250267,26077599,61841215,124156594,242395406,482097831,945532195
242199,268551,393088,487136,629471,1079127,1764249,3413395,6769538,13848987,26434760,62174150,125408385,242699763,479295736,947046902
249491,275281,392195,509249,639183,1045251,1799516,4071798,6578877,13242995,26205598,61702204,125158144,242264334,482943753,945511461
274110,267253,389400,532865,658450,1060187,1794883,3588580,7422103,13859740,26286255,62217147,123572214,242529742,479346779,949590486
265409,268795,402351,470812,610046,1076565,1854602,4833781,6796558,13306166,26390381,61838233,124223343,242061305,482489358,951244778
248122,265296,388930,458711,592129,1047994,1807496,3481703,7451201,13815383,26145882,62203931,124228587,241771525,481031958,949316384
257140,266976,390485,455513,635200,1086417,1815995,3500597,6765194,13366844,26459178,61773601,124027544,241730170,481798882,945956320
244105,275426,391093,459767,637541,1064518,1805915,4206550,6538319,13955650,26267929,61976776,125585634,241956603,476133890,946648756
255927,265556,393877,450652,636949,1060685,1800492,3401053,7296882,13257984,25821491,61555532,124544048,243171298,479455926,946396667
246562,266057,381905,479640,619530,1042936,1872901,4683709,6769331,13860442,26101530,61814428,123625744,243662336,476082778,945178708
257464,275335,383464,445094,616290,1049926,1770740,3525429,7386281,13393257,26204268,61681719,124029569,242122133,478893527,944810727
236828,269915,380911,464244,633339,1085366,1826854,3491400,6784868,13926325,25967229,62445459,124599816,243047995,475128847,943899999
249974,266069,382946,458617,618194,987577,1789180,4271532,6546106,13237147,25870150,61671915,124324291,242107358,477684407,948527271
243289,266298,384136,454215,627733,936433,1807571,3380136,7331214,13800181,26029233,62328288,124155915,241190043,476631457,945191562
249295,267584,388541,455685,608115,959381,1815348,4612423,6719570,13179621,25836358,61590746,125126085,242691760,477765853,949957134
237703,271117,393433,466462,597291,980344,1963798,3346000,10387579,13910831,26062658,62155944,124175781,242519508,476322984,948466908
251952,264663,380997,455572,629888,1019360,1969088,3376470,6729180,13285712,26025558,61537044,123600142,241215692,478312948,947271304
238889,263160,389829,464419,608272,988481,1952765,4208413,6577742,13880386,26180328,61904798,124362369,244009134,477738224,943785487
244562,276555,388461,448005,630704,976199,1799961,3329068,7298172,13194914,26035315,61694455,124630426,242501127,480312585,960902540
242166,269699,387263,462804,619921,998503,1853492,4558802,6640633,13957402,25955247,62005580,124627234,242977205,479901885,943833013
248511,270563,381112,456460,610342,987576,1760986,3325106,7432467,13328527,25846459,61963474,124466920,241974664,481737047,947913320
243974,267436,392568,460338,638206,1006334,1826385,3373654,6852568,13884985,26120053,62880248,123896871,242004534,480690866,945995557
253688,267459,415414,454392,618647,986787,1803288,4517409,6603884,13264304,28515683,61451434,123610084,241294412,482245359,948268209
237332,268236,387910,507466,612416,980151,1825395,3561786,7450729,13841336,26012094,62424841,124047476,242696808,488265111,947364934
250828,267116,374183,501296,610313,964075,1845885,4640847,6786237,13389418,25891134,61707456,123868307,243259448,481132616,945481094
240407,268271,393392,507629,598711,970193,1835058,3418582,7328690,13855961,26033165,63161391,123945067,241778322,478240803,945073580
253125,266908,377497,493763,631086,1009316,1838374,3496043,6630838,13329206,25783449,61643768,124558634,242837532,479479749,947111286
240677,270388,379886,522308,628304,972758,1839607,4289398,6406823,13752209,26297219,63126037,124098303,245322156,478372402,943737807
249403,274494,376642,525049,614267,988122,1875498,3469639,7147904,13387230,25906883,62269182,123993141,244868749,480926102,952242125
251180,268147,383160,501124,613696,958843,1906912,4717682,6675595,13839841,25718422,63440413,124514431,246538546,478300320,948809857
226243,271159,400137,487799,594061,973345,1845306,3436668,7140695,13422183,26034284,62217344,123993776,244802309,481491540,948940012
239218,265326,423041,488794,622051,983924,1895644,3486132,6415190,13806108,25920820,62996109,123962203,245721922,478037041,950353442
249971,265281,337274,519258,624906,988298,1884820,4240359,6294179,13361423,25941093,62224180,124270925,246242930,479700387,948192874
247937,276890,353214,506645,956116,983205,1842923,3421734,6762541,13902566,26176524,63370331,123985820,245140760,477313194,948910793
247955,266485,339390,488498,609494,1000741,1907296,4468355,6518683,13369724,25856125,62109974,124150374,244672197,480987316,951000544
242687,272163,339079,504886,597400,994767,1883939,3355391,7180662,13858387,26009736,63141002,125418424,243844673,478921085,950586064
247652,273452,337477,507748,616362,998490,1865500,3430848,6634477,13470227,25793441,62375354,124268691,243008090,479481407,953135235
246799,269293,347495,493187,612370,973878,1858398,4136118,6316616,13925204,25904500,62954567,124748313,243092846,480489222,946475746
243783,267635,365085,493589,633571,957456,1819028,3375527,6919104,13458251,25981086,62382673,124008181,244239671,480070838,947438040
240497,266601,342874,496719,617107,972737,1934471,4557470,6341028,13870583,25907311,62876475,124401441,243937421,478656611,949707946
245766,267473,337420,509955,609342,994155,1836297,3395684,7104184,12948359,25845118,62453102,124001429,244351532,479747401,946861614
232298,272440,337529,499685,606718,1002367,1905888,3763931,6646245,15788084,25874317,63192589,124067715,244839816,479595793,946575586
243589,266480,331987,489617,619059,980432,1860891,4482844,6443923,13955807,26072838,62441449,123627384,243946688,479531252,947489950
221212,267427,343391,521941,637207,983248,1856294,3529462,7096753,13491522,26137060,62743477,125025757,243861854,477597486,946648096
246532,266248,328912,487637,627562,995581,1868469,4792697,6533993,13880238,25849419,62491337,123785541,244634269,480824629,947668339
231115,265817,345365,501121,605871,991153,1882523,3471424,7113553,13521505,26218348,63261865,124888173,244399450,477956024,948366127
244933,275234,327482,485814,616564,1292582,1894325,3490068,6490934,13793026,26317791,62462538,124509900,243361809,481307171,952344523
222877,267800,344147,503256,619700,995599,1920381,4296027,6440515,13440536,25817047,62974695,124755671,244533329,479934406,951467447
245409,265888,335825,502533,618707,986527,1899684,3499789,7165272,13845487,26167874,62510701,123696512,243906859,480087622,952579044
252452,271025,345421,504226,624088,1001105,1910760,4645773,6486476,13494555,25976694,62965627,124167523,243843669,480187737,953159519
243773,269259,342314,493484,620067,1005310,1860509,3382860,6958448,13788404,25883347,62364572,123861744,243916209,480138211,949433111
230122,277747,348924,500453,612728,1008009,1878919,3425084,6368082,13517272,26087461,63204499,124034586,245133256,479566169,951532545
245861,265886,331902,489742,612685,1001958,1822918,4103195,6673291,13581833,26055725,62462946,124100386,243949607,481332815,953053205
235755,267359,331815,495030,622634,956602,1799543,3388069,7405377,13391936,25782876,62887133,125266462,243703701,478559848,951048199
233440,269274,342660,526114,621252,989061,1856214,4654052,6754835,13700731,25983248,62701460,124261424,243316854,481642434,947841986
237821,267959,335290,503190,631891,991148,1783378,3343072,7476800,13437218,26093637,63161678,124923318,244615851,480371219,950917438
248263,267671,337254,501300,625411,997398,1820932,3381282,6805194,13704764,25949231,62249264,124104317,243841904,481062086,950065728
254535,271411,343952,505983,631614,997895,1792347,4608533,6672314,13501094,25831100,63278503,124400752,243193418,477863529,952232388
245120,267443,343903,521266,623479,1015368,1768058,3560267,7399224,13769511,25843626,62411808,123963986,243634709,480891827,953045059
254918,277259,335913,504526,628946,994669,1849796,4714910,6634454,13149478,25910779,63223451,123951299,244997764,478302473,952579070
247632,267059,332578,501631,595756,989327,1795239,4115970,7460119,15738283,26151149,62590473,125302376,243483573,480668309,950662770
256278,267989,334578,503292,626721,993579,1775624,3735401,6693135,13979020,27565812,63250273,123879247,242890036,479714146,947480807
254320,279620,336391,495414,645570,983941,1981711,4231869,6567429,13028227,26188073,62300426,124274082,243860128,482546284,948568402
249005,265120,345819,504905,624514,980287,1966805,3420944,7243569,15647729,25914880,63167076,124127272,244929167,478359637,947689234
247570,268134,342649,489893,629824,977820,1960559,4629972,6859909,13863710,25909052,63226259,125069665,244842742,480395867,947536891
236333,267722,342224,514921,625209,991976,1851120,3323041,7461460,12937321,25919728,63106170,123711848,244541130,477435012,946412818
231065,270357,337500,483233,635728,1016003,1872805,3435486,6714385,15692505,26080321,62838087,124072727,244779675,480263880,944685813
231083,276871,332440,513160,620877,988037,1833089,4110780,6646447,13909838,25926131,63379965,123783350,244061658,478498128,944660800
244854,267385,338775,506333,634185,984797,1813704,3332214,7453177,16653876,26064128,62230951,124516525,242581167,481310962,945221876
254173,269772,332293,510771,627294,979579,1819032,4617248,6841475,15930295,25821246,63014752,124631862,243613400,480670539,949354167
247002,267478,340371,511703,613203,995343,1824551,3358778,7648797,13919137,26054183,62726335,123568579,244792967,480120605,946082942
240766,268653,357176,499041,623952,998919,1784788,3337492,6775162,13122474,25897279,63325206,124548604,243644460,481616834,942785473
249424,277969,360425,491942,618796,972482,1785825,4052334,6669766,15839986,26203273,62600319,122829382,243945054,481346977,945948587
241328,270549,358625,502666,632265,982138,1958966,3344832,7360945,14142221,26064676,62857908,124054393,244001186,478986122,944165688
228924,268609,356868,500605,622174,989885,1835299,4520623,6787870,13087131,25836516,62755408,123150552,244562576,481313345,947433461
215155,270020,378834,497353,618792,984536,1792112,3331062,7452602,15998638,25973011,63183653,124735421,244734242,478261654,946670494
220028,267178,384168,490932,624425,1009560,1842270,3390291,6693398,14022239,26114149,62627396,124142293,243909655,481400522,945072114
218981,269336,364792,508583,628386,995415,1793079,4475463,6588253,13658997,25942078,63172764,123927539,243388379,477747374,945542284
225774,267036,382124,525611,635317,977566,1796967,3475497,7387747,13957734,25907934,62168933,125257210,244573976,481837034,945619673
220993,267259,389300,498001,629398,999076,1827389,4635675,6717461,13077578,25976172,63010091,125041720,244781878,478399415,946509144
253679,278155,374340,494166,616251,990396,1778196,3376985,9329465,15796030,26009236,62693979,124185777,244400800,482511905,943545218
220670,267748,384437,508209,641767,991192,1892021,3453139,6588186,14143967,26215303,63224146,124051088,244329186,477751146,940830100
234717,267326,401319,487838,605769,1002235,1806991,4244816,10283003,13418742,25941483,62354920,125083240,244989978,480547771,944872567
213982,273618,386550,437500,632460,978373,1857286,3464735,7268044,13985625,25903598,63401826,123979884,243463360,478159712,945196565
224792,269201,360891,414827,613681,987361,1880707,4715264,6708889,13362641,25931635,62240535,124129066,243198127,482141405,944859781
220884,275781,367761,413688,612190,988477,1860187,3399655,7105085,13998456,25875014,63607270,125427181,244543847,478623421,947159033
231468,268551,410358,405062,633838,1024508,1817283,3405595,6490152,13361093,25932223,62299776,124142204,243514182,480108876,945431288
