x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288
333571,537821,786899,469906,622078,880945,1675801,3868673,12739921,25120175,45847448,82450650,153291491,263813886,448554183,756818334
325227,539503,800247,489358,621125,888362,1686443,4762131,12403354,25832994,43247423,82869634,158224195,250721506,371893496,737328759
333050,529310,804077,460557,620763,882007,1679468,3852321,14650001,34047300,46370368,82482696,153660077,274978244,458707452,736081789
327240,529339,793405,481232,612386,865717,1639996,4695317,11506843,25317400,45548351,83069219,160435698,247219067,439505600,765711915
333489,532541,785640,468894,608495,901136,1689642,3876780,10333779,25167627,45569681,82468052,152864438,267833820,430578269,717454699
322485,642527,790233,473835,603548,870616,1665012,4743966,10787717,25007067,45395129,83261973,142236962,264873447,448142267,685292784
323747,645702,800331,476653,613316,887160,1667194,3871087,12905732,26052168,45739521,82505104,149250710,261759311,424288291,702497555
322350,642091,789187,450797,592780,903846,1678028,4743761,12711130,25197428,45856608,82951293,149728374,270759912,421028588,730878696
322666,652096,772569,473323,633089,881788,1662298,3834809,14575119,25333542,45794113,82994707,151780569,258596681,396651203,702045075
323488,629846,808611,480855,615086,882269,1658907,4689070,10855070,25360177,45240290,83030482,150010007,262316812,441871344,716011505
325881,647712,781523,485641,600366,883140,1666143,3847843,11813108,25225838,45591098,83351412,142438908,263193105,451179115,680870571
334874,647754,800753,466119,619953,880147,1708405,8255746,13038902,25221417,45761790,82697999,151793597,274943241,438142838,655387304
327295,654432,801598,463486,672822,885615,1700866,6276587,11436669,25458084,45819090,82542337,157518530,263428294,420562878,670423838
330268,633469,798993,483162,744419,888468,1662916,7011075,14724735,25212261,45689585,82784387,152353737,264654597,446594654,739900182
323431,643456,795940,524740,754676,883700,1653575,5510355,11532257,25189601,45978563,82734154,152387955,268799089,405440843,701209173
332671,647836,801127,554081,735816,909853,1651120,6069398,14548314,24992944,45725174,82886918,149720348,273106572,447230892,713966528
322002,627365,794745,541934,690159,1074787,1667289,4874359,13037850,25578845,45072013,83239806,152019030,260536738,458121070,714608714
324929,628571,805902,467690,674337,951697,1642353,5581619,9276096,24971490,45546307,83561067,142892387,269926652,426287638,693609955
320955,631535,794168,492192,671554,953499,1686113,4475015,10440766,25220962,45647618,82555750,142382006,265061370,426421156,741180258
325574,626087,800600,471121,677797,956842,1705810,5134397,12562395,25170273,45385320,83423430,152094410,260078793,378058236,725702636
324260,617705,808474,465507,673851,1049460,1678782,4462676,11877531,25179755,45888818,82612783,149728310,268383892,441275939,736305431
321873,629326,792572,467415,683402,1044777,1694437,4906749,14570975,25198745,45538082,83455216,151291032,268375312,452150296,730992249
330132,630605,777151,486170,680553,1015112,1725330,4313295,13055811,25287622,45547444,82425337,155956686,268831350,428216534,711765750
326924,622225,802599,464193,618394,970166,1665252,4845966,14289184,25028011,45349447,83131483,150545480,266328180,437554814,789927741
337649,629886,791947,452879,593077,963706,1708292,3922128,14713009,25058027,45231319,82768802,153954031,257752779,402690604,762564727
322338,623407,806204,463393,595559,996903,1687203,4738448,10832736,26015793,44999962,83083867,151100184,261424328,413443376,668738874
331922,611657,798462,486147,595974,964512,1710166,4242747,14784210,25192139,45428791,82366903,142594435,269641258,443705016,687645178
325542,641025,792089,464092,589082,937839,1809872,4821737,13236768,25202160,45755995,82801286,149715451,256206655,443998052,633649235
333933,614441,804849,473326,590199,897345,1786991,3877169,11612507,26332908,44925682,83095220,141726096,264414250,448384288,740272461
319080,637026,803688,473213,592088,886216,1729291,4717167,14754388,25343345,45198197,83206097,152219204,276912825,424536356,730438748
322499,632961,793095,471695,595864,882952,1856407,3833292,13193187,25044193,45437203,82566037,141292488,241539979,434200065,672119430
325029,656205,808228,470465,599863,872373,1785057,4694316,13069710,26076299,45873717,83267983,148799044,259025152,436382213,711551000
321704,630465,784217,487126,612367,892972,1764544,3828773,14790167,25261105,45702820,82521759,140612404,277399999,394197352,690264553
331208,634961,816060,468773,589064,863106,1698394,4749729,12526989,24976688,45634549,83009104,149330211,269125563,439931728,702075859
324167,619483,796480,462001,594248,896828,1757904,3861891,13125331,26073243,45700858,82478022,141291694,259551224,428012095,717080585
333445,630719,798951,487376,703444,888630,1703290,4724559,13276297,25141045,45010529,83243749,159932436,269279734,452719621,753006845
328698,622915,797818,461843,698464,884790,1676548,3836143,13145759,25249985,45535030,82779750,142882188,266993815,409661839,665397629
332375,619374,798950,470322,642354,885148,1755706,4725266,14256064,25551663,45586151,82864282,150822925,258333358,448153079,729147430
321849,630536,801049,459733,630641,897985,1707986,3823622,13157468,25257307,47818017,83428726,142401011,245301290,415787422,699556566
324612,629136,772384,471997,642255,888502,1710388,4731930,12931386,25384466,45315942,83102905,151866722,245980304,448049609,755608735
322606,635208,780576,483631,638166,882628,1738993,3869904,14795344,25380375,45864090,82551593,141281136,262952134,402906325,704492642
322985,626748,799262,480970,651234,889097,1711229,4742918,12478477,25159891,45663554,83159505,152352381,244732843,369008504,666373735
323808,636162,801727,487538,635075,1067617,1743885,3805773,13170846,25265563,45588866,82827585,140957620,271136727,382395218,690504554
328840,638469,786389,469772,637640,885502,1748786,4769963,13064756,25483921,45113681,83013333,148092208,268529188,443930536,698963351
332985,641587,809648,475186,626792,874948,1728908,3830404,13558538,27698013,45280791,82961921,150082195,272868969,420336124,766290651
322816,636339,1000571,474153,623533,891500,1720396,4725613,15069483,25400008,45485071,82921240,141129808,271675701,429000909,734233415
329728,644220,857303,469238,675203,878026,1743960,5885453,13247620,25487742,46086578,82650204,152312873,279913830,420411810,698654001
322462,633837,798595,465028,676784,897280,1718422,7041988,15040669,25535728,45891903,82844769,141748509,268979346,417455101,682068404
334978,639953,805605,470823,667008,873384,1745161,5752046,14815895,25434059,45766124,83281203,143016696,278715927,378363594,697425711
324965,635906,795942,476754,655600,920300,1766558,6021871,12636339,25442325,45652186,83504647,141447092,277657480,453554557,669671134
325498,645409,814008,457005,654454,939074,1751294,5213835,13292956,25257542,45154500,82792005,148164218,264412107,440492577,699330101
323089,647516,803742,460632,643880,918921,1758975,5608128,17323022,25227733,45055005,83858348,141227306,276436793,412995861,671116128
333657,653648,784559,482800,643878,884072,1797237,4831041,13408855,25288527,45394323,82532671,151676324,280682415,405126108,733936276
355265,635352,822604,468231,634049,884795,1707594,5194813,14310936,25264115,45390067,83140595,150705501,275535041,444757341,746621467
354589,650753,788048,472441,649506,885098,1667909,4797757,10240095,25430179,45533881,82449873,141692111,277470104,380169621,730352629
321317,582581,784974,492799,640690,900937,1687178,4873007,10533172,25469055,46688274,83212576,151218012,272584557,445094930,722761678
333655,518442,798911,516188,640399,873432,1815400,3970074,14527146,25026334,48494125,82505102,149297825,262682150,408185007,716347612
324579,522939,791888,491760,614063,860613,1632958,4764931,12432370,26826469,45295433,82850347,142454210,263669149,436498153,740409587
333957,526102,793737,485220,626864,874961,1671419,3875011,13029931,25664636,45815225,82810492,148150059,276893488,434857437,724912817
325022,504382,786481,498158,651680,870157,1655944,4887847,10315139,25737972,45515366,83689505,148398767,278739664,424921850,667357895
325738,523785,797789,473557,627287,877847,1616591,3829990,9348470,25237588,45094989,82513011,147191063,280327449,399662607,736355264
322953,523268,782238,475129,641835,878712,1679179,4721620,12664150,25672798,44814576,82877869,143089991,279748534,450078219,760171639
324013,539170,799034,479797,652584,887312,1639848,3826948,13052153,25154441,45248113,82952696,141398753,264772971,444840315,727766505
319872,533607,796030,473043,624589,892141,1652505,4782992,12970599,25417975,45713057,83065834,149363772,274451836,421529712,729362613
323306,532974,802801,476875,648903,884341,1846873,3844420,11330855,25247781,45548900,82627739,148010256,263061260,439932603,745494755
336206,517676,808820,454527,608712,887525,1740590,4707882,12216029,27638724,45696789,82858909,141812605,269344530,434831059,666531938
324089,521262,789463,467503,614410,880350,1645761,3816615,12992952,25345003,45754985,82542473,148475133,264426040,441350795,715568971
340396,524892,821224,458319,626540,879245,1708509,4635389,13094983,25009553,45159175,82952561,150972936,275838363,458471476,758560177
324094,521500,807303,449088,620913,901914,1655399,3854467,13031808,25877114,45359759,83503922,145516941,255476313,379784162,712259794
333289,521682,795985,464522,596554,857314,1677940,4716327,13043581,25437679,45590943,82970815,151306698,262220256,454782300,679690059
328691,522148,800176,455145,648545,890303,1659702,3849655,12708004,25174654,45685524,82974117,151733543,262305444,460940474,763986506
332702,523797,809044,468577,636672,897013,1677244,4709454,14257522,26418739,45603966,83278196,152262001,278389080,463252841,773425475
322886,518557,794484,464550,681374,862669,1669150,3838666,14352020,25171416,45465299,82929263,140739910,264268327,404962076,714585438
326921,527988,793258,472357,631461,888892,1688049,4742292,10847818,26958466,45017735,83068737,147849913,263439901,447483156,723122066
321426,535431,788005,440364,636810,896014,1669936,3846616,11727771,25348112,45422886,82785076,142004678,269153670,411019442,749782475
331609,535618,805416,463057,626544,891485,2170082,4766512,13000212,25620780,45190619,82913114,148108221,262617590,420459437,703210513
332085,523312,805105,473507,614044,894379,1785569,3871204,12260535,25189542,45213568,82892099,148205432,256112394,423668966,736214113
328361,525668,771289,446472,634559,874954,1657387,4734745,11817357,25564665,45205932,83298883,147817616,272369483,412973484,683289514
332197,531164,786266,447619,638498,886136,1730141,3863325,13143550,25282865,45291659,82447589,140490552,275978798,417394205,758426472
321718,520777,795402,448369,614559,897953,1673348,4727865,14421202,25521008,46329515,83046642,140711352,255523485,366480267,725593670
335740,513559,793304,448167,675239,968068,1981241,3860292,12929560,25266494,45724468,82568242,147411351,255884924,418551710,733564270
326160,526887,797664,465587,619703,872425,1880630,8276619,10822247,25135487,45772580,85133723,148214314,261742693,455427755,647283396
407471,535988,787258,478536,1232442,892665,1832024,6417257,10354886,25433705,45726782,83193422,152547954,268104157,438038115,721098050
454141,525597,805193,449788,723260,873452,1794273,6783852,13418472,25454165,45394216,83031812,149225645,274893449,454089710,709203759
446391,532052,794183,459468,762421,882709,1783350,5467104,13152518,25213472,45168374,82715859,149177679,277636377,385158206,714615574
463204,513052,782946,457308,683448,878670,1779683,6110104,14612087,25380950,45582224,82768552,153552297,270920307,388967711,692464884
467291,510195,798892,459881,699567,881928,1730079,4901956,11499600,25502568,45965915,82674921,148714040,270075398,437048675,747905072
509644,524927,802257,474544,721379,882314,1752079,5548732,14547311,25914353,45163446,83254084,146334819,268242013,415051791,666964780
452756,515622,785183,465149,670752,910214,1761001,4437064,13059914,25323918,45415825,82683186,148770043,244036456,464625220,775004380
409991,529890,802918,440818,675741,967383,1737642,5125801,9274941,25359808,45377601,82789035,142777917,266700833,406969234,731819309
424394,533507,796096,448007,681711,977124,1711211,4177902,14647508,25107033,45790499,82801573,149013593,272058361,447736400,747633331
371234,525406,815458,458272,651000,954625,1703532,6339360,11500554,25356471,45272687,83188870,142526462,258488119,428656769,662947556
345391,519412,800782,462961,634585,968464,1651049,4432359,9909447,25271802,45885817,83092685,140519944,276717123,425701828,600256631
324060,515906,802019,466385,607842,968616,1691237,5216206,14607322,25361210,45793007,82865379,152571490,263595339,452202021,734261279
323325,517358,787009,477322,601176,961820,1677429,4232560,11499062,25571464,45790512,82711126,140995133,270985440,435765417,751823616
376048,527812,787254,475459,606850,1002498,1678510,4888568,14442862,25282641,45631391,83062056,150498604,263059479,409817298,671969729
344249,506325,799555,454825,627124,937444,1657076,4067109,12922728,25595301,45521830,82693714,141420887,262418389,447280755,697132749
327516,648969,1051401,463366,596084,964438,1708226,4857479,9682316,25293835,45356313,82897477,153740630,261511708,429410580,702829102
333499,641848,872146,472259,598255,987468,1656605,3870421,10780102,25175147,45359653,82592870,147764571,273188345,378995182,735911784
324885,646234,808723,470067,590692,967408,1660400,4711280,13483412,25412114,47466450,82872415,140046807,260421611,425520620,694116194
340546,645670,788724,479046,587982,943792,1694831,3848873,13905152,25444311,45681655,82769977,148417757,267865291,438249248,726331825
321558,639481,790397,477562,590536,955915,1673395,4701506,14792802,25297710,45132556,82983157,152027227,268242090,420139507,686977979
324499,640370,800108,470639,606160,922473,2517638,3834737,11798795,25226193,45271924,82327482,151660184,266505588,419122929,694325253
325859,636288,803997,446704,595109,931964,2599385,4694485,14414646,25265136,46201182,82714999,144793315,261719741,460379627,715712004
349120,652462,797727,457903,598347,925775,2368522,3797395,13112873,25618682,45182853,82554200,151997216,259753938,427047314,727593233
328219,656951,798993,468527,607062,966403,2307129,4680936,12460558,25203943,45517093,82818861,141755935,264527788,447827572,779356507
322722,646928,787354,486173,622659,948822,2164288,3841658,13076738,25126985,45871859,82211354,148307293,269339067,401023110,682430544
336296,651049,785871,460378,635097,952319,1993358,4721390,9927619,25433836,45135040,82569221,151263606,268088405,447040541,689008631
324193,640139,787003,449730,630710,944378,1933651,4287114,8820771,25128309,45245173,82463613,149835177,270159800,410960132,758290672
361035,646001,796785,467562,653399,982351,1927159,4857668,9751029,25157910,45435255,82863048,140869532,253892901,408661634,678078317
355410,668636,780773,463966,635253,1078309,1862379,3859067,12900520,25288583,45619347,82237302,148418055,260564234,402841226,640171512
323731,655201,800196,462239,637382,1280322,1922293,4712646,12711285,25068396,45166881,82686196,148034687,259871279,445797763,714542221
322769,641951,810141,483806,638275,1270970,1884441,3884067,14483607,25105357,45178082,82448918,140926751,225309506,456166595,739954154
362128,630912,800995,482099,632501,1084889,1830047,4692343,10881866,25203803,43626700,83235211,152867538,241730491,413641589,630768083
322888,522999,803447,456815,620351,1022756,1740100,3854145,11653002,25406859,45203149,82664452,145419299,241112061,413602773,724487413
330160,519358,804240,461649,625451,969521,1823026,4677044,13048630,25280303,46100816,83167799,150881744,258510735,393793632,695197256
322508,538113,801635,485848,711633,961973,1763568,6933501,11366270,25419852,45313854,82724364,147525548,241986127,409299174,656568113
334220,534767,794312,453280,659369,958573,1696351,7360595,11796643,25115054,44982978,83230274,153610258,271419952,447761030,666620019
323203,535675,779080,490593,654237,935620,1661190,5691485,13125702,26567938,44999845,82656271,141963917,252969348,438370667,684452655
331143,527757,798611,461430,598562,963562,1750949,6496952,12876494,25250503,46085682,83053633,146010285,249862574,445267172,743723016
325201,526599,784701,484189,607153,931810,1752596,5308241,11716174,25253532,45465709,82401235,149171516,251740676,449580043,714390036
331670,525188,794698,455856,586996,947479,1687461,6006534,13396724,25254434,45270401,82805573,142168612,274632543,455837082,738355790
323147,525176,812636,488083,587819,938262,1660146,4683332,14803153,25232690,45135241,82269192,150098398,275196311,443912667,734952153
334235,534615,797306,467950,589227,950600,1647767,5324475,13214179,25390360,46152032,82772343,149920147,264241782,399512988,701946949
320304,529740,808581,463009,581144,937287,1674463,4331116,11450622,25361262,45802520,82412680,149487993,274254354,448811277,668514342
326078,530465,790890,487538,602268,939611,1684397,5021285,14623604,25106598,45640625,82865359,141488370,274211045,390481370,696824056
320848,535328,799766,475942,585407,1028367,1671249,4016159,11508985,25195407,45579632,82834929,148877442,275829384,375869272,681095152
325293,532445,799925,531822,603633,982677,1664177,5016019,14328238,25173595,45258937,83118197,149833175,248825280,420264629,672235025
320694,514539,802104,464114,603718,1030028,1634230,3955843,12966981,25144351,45695676,82353246,140632819,252309495,417492185,670632600
321065,523413,784852,472453,571859,1013160,1628214,4805654,12103872,25210856,45347556,82789958,141614952,276836673,449884155,701297796
334408,524655,809302,485563,596557,1108318,1687363,3803785,14741907,25245219,44916312,83040089,143351916,242176148,454020764,741638897
322946,520979,813479,475637,585331,979999,1656594,4697125,13232569,25264622,45651965,83645169,150620298,243342479,422937094,731238865
332099,533040,785497,478846,631279,993922,1649280,3814523,13251355,25320450,45749401,82985981,151189444,224945643,372496132,699705692
326551,525161,802753,465986,615003,980486,1687347,4721560,12734931,25355236,45119955,83134886,150664369,247770482,402460159,753842144
332625,532728,796885,488842,628857,934096,1637908,3830260,13405632,25098069,45108621,82830388,149468298,252478943,381276309,668512698
323362,542260,816196,473836,629325,1058767,1698043,4696765,12734686,25141780,44895336,83221382,142661908,258352335,418291297,739730583
367083,513999,794086,468594,630180,1021968,1680454,3849906,14343154,25147088,45694071,82675862,150701780,265592782,400807868,776399383
350142,525807,791935,474064,614399,1007754,1682028,4694462,10804336,25227083,45646845,82817019,148581374,266625460,435922009,767488452
323603,535053,797889,460955,612755,966399,1661314,3859225,11483365,25114386,45149362,82590260,147547705,266735646,405977241,657713666
325322,510928,787181,477221,632492,966946,1721591,4722934,13138500,25109433,45825062,83025133,150599771,267289198,428790790,676383453
330819,529570,791619,458408,637259,959649,1678226,3833467,11458368,24939204,45739284,82563983,140475431,272966017,430152453,778943288
332800,1283562,812136,465960,630211,953970,1717398,4785122,13632538,26105231,45609648,82825028,148482155,269331117,398095268,647271702
322285,523845,795675,466697,618286,937763,1684841,3873766,13032285,25192615,45492110,82554634,149871434,262498536,450863486,736653736
333962,524846,809005,471090,601186,1026546,1655839,4819283,12556353,25311581,45557282,85040443,141201013,258970111,448922636,727044140
319858,506598,785895,494340,607000,1024218,1648063,3838112,14123509,25073522,45807423,83536869,140373762,266630281,448385563,649582246
334695,520296,798457,478615,588231,945055,1666393,4727333,12476151,25047146,45197301,83377194,148538610,253630130,435934874,652350095
321644,523728,806435,467489,595370,1011742,1680268,3844823,12793142,26530285,45285114,82820763,144095870,270750435,418165951,712032477
344511,540531,817512,470120,592300,1109865,1633655,4694055,9680477,25359902,45700433,83005342,147085403,249806347,441640540,710974245
329539,538356,787733,516086,581372,951361,1922409,3862325,8899613,25214266,45325492,82905683,145311448,266832694,440897672,698447246
326488,537339,887218,511218,571611,986987,1652456,4962493,11080071,25818341,45512009,82889507,141047147,271252788,401781561,674673038
327156,517381,1070786,511326,587017,977639,1656956,3935615,12944216,25417268,45433077,82639926,145505228,246372685,423281155,754334908
322563,538453,797005,507292,596983,949631,1654357,8267920,14127839,33210092,45213010,83133235,150590894,274829498,404353256,763961750
320578,512300,791433,494847,594411,934137,1708166,6405822,13933616,25494346,45805961,82487142,150415607,254784033,433326288,761229774
326711,524870,806982,470660,585156,951368,1653523,6997706,12339883,25285679,45680111,83229994,146018133,270071853,446265308,749190912
331098,532450,798179,482523,590651,954037,1675971,5750920,12723889,25162147,45464017,82636823,148888503,267420216,437615926,715548866
401449,549952,787109,491356,609207,978292,1639149,6416588,12868998,25054411,45732613,83217320,140682971,266307725,444339690,759680487
412985,530253,811160,481477,656732,978006,1681945,5317095,12969732,25351042,45398592,82767626,152812993,261846163,433796734,683999092
401575,545088,795633,486000,643418,983728,1698927,5954503,12786397,25186817,45081238,83127435,142329414,267731683,425795370,646735424
398666,515987,790109,482781,661612,1005319,1640476,4941945,12723848,24938015,45372234,82589966,150070964,271874848,414583245,731517899
404819,520699,800234,471342,701734,1063361,1641040,5565612,14277276,26270506,45525109,83671418,139846215,253879935,404056584,765178122
398932,521047,804314,470041,649737,1044638,1697126,4390183,12180063,25251539,45557507,82732044,150903068,265417644,418672270,762806420
483976,523155,800694,481072,633693,1040186,1671038,5142014,12382363,25302680,45230766,82822320,148236943,253347202,405234130,693072446
460096,533576,797344,463854,620033,1041828,1655284,4120268,12810359,25206614,45366590,82693697,151643521,275849892,411084134,702722249
421871,537762,801628,460930,635414,1405577,1758033,4869211,11630026,25257953,45441534,82949059,150822711,265276418,451638209,680999372
425254,530593,811821,489779,618433,1121004,1666311,3960993,9612942,25212231,45472971,82442061,149089943,263589962,440192398,704191991
477481,526721,811742,491485,619290,1104935,1618573,4713751,9775850,25424816,45421510,82909873,158632170,257038331,455233540,755699394
477455,520091,776082,479829,617836,1077275,1657152,3838550,12783355,26434139,45477473,80720112,154164385,261526314,411090439,733096454
449292,537140,811116,482980,643188,1086054,1662294,4664111,14757947,25174820,45573846,83174264,158721088,266743180,409043694,647842319
449325,533528,796601,496733,617111,1070635,1715638,3825642,12142456,25083486,45757148,82608446,141176990,272765834,461309399,717102875
436823,531634,795523,538967,601401,1089612,1663021,4730140,12339689,25967036,45093201,82908713,144883624,245346248,454710013,710898182
460138,532331,794533,482907,641473,1085367,1693729,3849317,13012114,25019282,45389444,82495994,149562721,250815423,458359657,687208303
454452,540291,790310,482318,602968,1097860,1676880,4682606,10228109,25117034,46190880,82747167,144253276,254396745,420230048,711892592
455898,512514,815569,480508,592992,1118510,1724027,3821994,10097958,26221945,45380107,82337606,148370980,267432884,455964432,701983746
424151,523213,802261,492562,592957,1090707,1653352,4715668,11107966,25243168,45298830,83496705,155487289,260481959,385116424,744733614
414395,648961,807425,471827,586110,1082936,1655367,3815911,13027656,25351980,45183610,82746843,151144341,256278328,431382557,766474502
431422,632180,804501,471625,599128,1105330,1788612,4697526,12742377,25338293,45502926,82795146,142785702,272528901,368141319,739282724
434271,630682,789566,472213,612123,1083056,1676747,3788942,10955490,25209446,45505581,82570860,148597461,270970572,414831591,779505853
452858,645789,816509,452649,612370,1095142,1686998,4734341,12332783,25213786,46076865,83007036,140418297,269534873,450755696,679520259
465238,560893,783327,467394,582726,1093610,1766357,3819161,14463307,25074515,45100439,82467654,149301521,276211980,426033841,713598741
459958,529817,786818,467838,598933,1093806,1708644,4713406,11410412,25195004,45324359,82765838,141131168,265356962,437119958,725448135
425563,539473,803482,494451,597316,1072418,1723691,3869868,9701958,25069084,45565588,82388546,148054856,268190616,437245573,687254698
435964,548974,798632,467890,592750,1096595,1696138,4691670,9864016,25186190,45033750,82764680,140263352,264361786,434432996,700883001
420931,514118,803457,457344,607687,1069070,1894098,3775492,14220739,25017847,45251539,82707273,149378122,265704615,458946686,731811617
402368,528375,785771,488299,597984,2472709,1796468,4667150,12646199,25084526,46105366,82732978,140211271,264784378,442495649,725784315
422806,522429,786164,482383,670639,1025428,1759299,4005718,14522204,25226536,46434441,82812506,148683366,257424725,402601183,712019431
422398,528591,804753,481059,668304,1524943,1677795,4722777,10842950,25143168,46575630,79740427,140569129,274899048,450268188,640173394
392819,537501,802308,486713,1450070,930284,1724675,6675188,11548516,25246192,45808295,82271187,146866549,266340268,458496031,717096867
400328,541316,797858,495850,645267,1016526,1738746,6743742,12994047,25204265,45845259,83071439,152022750,268350035,387923023,635073114
441714,537007,805804,470442,646944,927552,1690057,5449085,11342232,25331394,45642622,82397877,147598942,256736427,444967629,713967083
420254,540891,795182,455828,636189,951672,1725839,6137686,14353761,25045349,45991347,82802368,148266425,277829416,450531273,710382550
409261,519493,808998,481508,635263,930767,1689774,6845978,11392944,25066139,45566556,82243493,156844790,276528385,409980000,733030833
407729,525945,793791,470057,616107,930533,1739105,7160155,14300208,25079396,46038593,83003498,158103563,271863640,425528868,728634690
434883,527492,790276,461889,621901,921543,1682054,5604899,12810548,25358648,45883136,82442558,140758171,256228949,412057957,651917712
397600,532632,809340,487764,633738,932498,1773657,6287630,9243854,25025965,48045435,82920131,143711341,263881475,451283855,657393041
425276,525233,782776,458275,656689,944557,1712265,5049328,13390202,25142128,46586011,82548274,147543592,260060070,438265724,729685589
426852,538352,805701,477558,666300,947735,1683786,5665909,12739690,25060496,46869526,82881845,141100794,255601452,414005896,754126173
434474,544289,802631,466569,663934,961845,1729207,4537916,11392681,24953381,46798133,82372020,149756307,274710550,415721646,716515907
443729,534132,792710,473616,629392,1059461,1676627,5201767,11547300,26326729,46316595,82855507,152049935,275391543,406058194,765122544
440274,541639,792888,470849,655106,1048223,1685173,4223079,13105559,25182392,46731922,83076047,139928766,275067571,424009146,722787104
518481,510020,796724,487794,634768,1006136,1769243,5106159,12614396,25203539,46598422,83176093,151184504,274972360,408565118,766614677
400331,529086,795391,480527,619798,1002971,1735910,4477579,14475367,25144505,46638821,82636241,153021893,255594982,437537721,753020172
395850,540430,870031,479662,604470,974741,1735741,4666764,10929182,25167035,46523571,83275698,151480288,261961357,396735327,758634858
418810,538528,1059917,467709,636089,956589,1738865,3779027,11634386,25255307,46943790,82660593,145901321,269100138,436481572,688220746
430005,535007,787255,465473,597850,975574,1735652,4695091,13073694,25261539,45804206,83697009,140273812,257166617,395102695,741087719
416362,536798,787499,492010,606955,938159,1700381,3819687,11407853,25108072,45494994,83666890,150435666,268290500,411243858,699049205
407764,542099,803007,477974,596545,894724,1763789,4726838,14367610,25145104,45832508,85723705,149274452,275781335,441705737,676279752
406218,526376,801548,468977,604538,897801,1689355,4050992,12882188,25204635,46483720,83893278,145469173,275185117,393209714,732832878
432226,539832,803647,489219,598480,891519,1701417,4795711,12499054,25476621,45480490,85306479,139404188,262428463,451477547,738028541
412992,527031,803545,478659,600629,885847,1713870,3830919,14503194,25136423,45621051,83587441,144277225,272793851,375152909,701250597
404037,529815,787856,484392,588367,883760,1644219,4684095,12253489,24904441,45601583,85059721,136366442,268846022,391417797,780172132
417429,527137,811953,486290,606594,885709,1692645,4889593,14227121,26132292,45673321,83811539,152840744,261133413,410854058,735863317
429803,533280,791727,486082,576275,884469,1707605,4776645,13113026,25188226,45564119,84981485,151539152,276532506,446314666,750097173
413850,535097,804493,465559,595130,903135,1705777,3799521,11508981,25292343,45631968,83615576,149650154,255863365,384682002,751507831
413678,542643,796125,542710,588127,884481,1692425,4681038,11626638,25055622,45678011,85168563,143684229,240876455,444362394,708315124
399128,531667,804216,468482,586885,887223,1688075,3841194,14932853,25404144,46591517,83635233,151379240,227115187,442267001,668264941
401230,533730,800304,466258,584684,902008,1679016,4706971,13138870,25051684,45362178,85154984,150982352,261384845,390359195,765733831
417731,537611,791961,472070,669439,894599,1699890,3797199,11748435,25352581,45573378,83382012,141342571,257398489,441062360,754759140
399754,527849,802081,469771,586371,887808,1711917,4682641,12212443,25277214,45642842,84813202,149257682,247486207,391504250,746447200
406718,531928,780645,453644,597222,889141,1697770,3791244,12854825,25115587,45498124,83650074,139567415,270486606,430922944,742269287
408140,529844,809665,456129,597366,891488,1740594,4706679,13017756,25124450,45611998,85286559,148353343,260349528,441093761,733357015
435299,504857,785334,462176,617926,896042,1742100,3834591,12023250,25213759,45910468,82791677,154216905,266212997,446612161,715323476
431924,528444,786502,470056,626119,882542,1654467,8246999,13945267,25178586,48227829,85196729,156540740,277838929,407965160,729719294
470022,532291,794772,468911,635146,892890,1682205,6321993,13430394,25118295,45477046,84285285,149831422,274701714,410313777,766667664
487505,529352,798407,479927,1647938,892803,1703899,6715716,12593854,25103008,45708835,84641954,149549760,269588003,447628168,700016582
485696,528748,801415,476753,654196,884007,1668077,5517146,11029134,25294993,45739943,82451066,149994443,253067578,416868950,746532822
475096,545786,804806,465762,624028,876086,1686333,6078490,12185342,25207439,53652001,85187639,150453229,268204531,442683661,716048324
449207,529189,794173,476098,636584,894400,1705358,7069260,12937870,25337843,45236962,83590712,157961384,272679760,449093691,690963386
430062,543119,802270,467215,600399,899947,1730205,7247088,10199913,25007724,47976107,85014968,153553598,259628553,450584750,754842037
463479,540916,786989,469390,608970,978094,1722071,5717921,9231042,25284310,45387080,83621868,140812610,260801286,388121778,671073922
456826,520015,799227,474300,609663,912861,1761918,6139088,9716378,25212563,49500109,84770178,152207997,263242583,450560125,692589011
451519,511789,804911,483300,595857,889994,1705945,7127328,12945348,25316896,45381941,83868429,140736705,263121780,370776560,677973481
434408,515039,794141,488676,611062,944235,1690566,7337380,12633957,25123361,45346868,85307154,146731001,270533171,449614657,666349901
463989,518109,804686,465701,602626,881516,1695415,6174991,14277110,24880818,45432431,83594429,149185565,257999955,381201620,684953176
447191,524127,795773,486430,593854,898910,1668484,6619716,12210463,25916780,48199822,85265281,144201985,251235152,429552303,723700895
460273,485856,774686,455826,634656,889236,1705777,5416757,14293057,25507875,45350725,84024863,148077588,252217241,459464550,674013935
446462,528268,800318,488700,603180,879328,1695651,6169891,11473185,25212931,45126039,84984951,141295299,269828674,450718061,738274530
448921,525756,798904,459174,610061,900681,1662608,4924617,10122604,25160090,45042323,83774369,151603520,273970747,437040194,675264656
