FP32 inductor b16,FP32 inductor b32,FP32 inductor b64,FP32 inductor b128,FP32 inductor b256,FP32 inductor b512,FP32 inductor b1024,FP32 inductor b2048,FP32 inductor b4096,FP32 inductor b8192,FP32 inductor b16384,FP32 inductor b32768,FP32 inductor b65536,FP32 inductor b131072,FP32 inductor b262144,FP32 inductor b524288
357063,489274,537377,444579,510790,723560,1358312,4756001,7336053,18589261,33437382,60691260,111486994,195990325,313370732,636241196
342776,480140,545041,450083,515314,704590,1413244,4062501,8148045,18484961,36481749,60724134,110211442,196923870,341877818,586088120
314237,476745,546792,451422,518181,701512,1395144,4685774,6881114,18450462,33280206,60369051,111977060,200435361,330145076,605800313
317124,490531,550490,448724,503369,703120,1393883,3998185,7285400,18668227,40455615,61639636,112704437,196770302,324691547,608306452
313707,471610,536430,448026,514490,744761,1557726,4040286,10677624,18290208,33521733,61259468,111042067,203000076,343518079,619170891
315917,422907,547667,445650,511928,768732,1449925,4707129,8278830,18318173,33420488,61853421,110910633,198586019,339552991,592188466
321769,427431,541520,439529,514108,725304,1388894,4144005,7663530,18475940,33436989,61564607,112329892,201883247,312080548,595862047
317047,433458,552083,445806,504777,697983,1433239,4694250,7425772,18587413,33667455,62217243,110879621,198049599,314229403,639633471
323337,439301,552674,436109,509443,736605,1411473,4053029,8443498,18519366,33724752,61471902,109310449,194252837,325784439,606101963
313840,409750,520888,440675,505936,703862,1402332,4125153,7578764,18442301,36696197,61755219,110034647,197674730,333129303,644037908
324333,381274,520453,455072,499983,864931,1441813,4735205,7666774,18486148,33020718,61534308,109816818,195657278,313523194,592869212
314902,433923,507295,439834,495331,720650,1367876,4081440,7984906,18565646,36989270,60522582,110127340,198642191,338004411,621811939
325882,444216,499839,437082,512506,722032,1391912,6421316,6621126,18562365,33369701,60929598,111523788,198398506,346252695,598580846
316207,450540,509933,443422,583097,703528,1380473,5166452,7718919,18570677,40774360,64285682,111344184,200654637,331220878,633775664
315210,427400,511304,439597,581491,722413,1435187,4870445,6379131,18584608,33302441,61349664,110179086,199797328,342661882,632094074
318903,444880,507231,455367,578110,719641,7592892,5543866,9074481,18576771,35383202,62229583,110497823,196669370,306076289,591258410
316483,420168,513534,442954,544160,773974,3116729,4508397,9659235,18539674,33461063,59866788,109785649,199074490,313065533,630701538
323988,408591,519117,445959,840330,730955,1362034,4786020,8072504,18710456,34265052,60761659,109786014,197541498,348170155,601279896
314456,400664,510770,450304,546857,767294,1321483,4203087,8597312,18568268,34009494,59878590,109739069,195174758,322181027,641999630
324297,433849,504576,438870,541818,774971,1300354,4765927,7631997,18556519,33961273,60652418,110110500,196554168,344228678,613383569
314081,439446,502085,453983,542487,783860,1299588,5054403,6457629,18609186,34191652,60000603,109265141,191327704,324679688,588047385
325199,406829,521844,443050,538798,799125,1266374,4275529,7656046,18445914,36830426,60722731,108410363,197830590,349078594,588340095
312785,414923,502834,447500,547326,807675,1186922,4907131,6409704,18530811,32604822,60056078,109721055,193833071,336489688,595543492
323650,403736,518075,454833,533593,773192,1299917,4055319,7655294,18565394,34214580,60472009,110103785,196384506,315754119,591984138
315862,423023,517795,438618,530413,779938,1259740,4132818,8691857,18550846,33204004,59858478,110108958,194665414,345394105,597205254
319981,374793,520565,445864,540696,878288,1251831,4839218,7574397,18594925,36620762,60717765,110439053,195092689,337193865,571620923
313917,433582,534608,443674,521128,793976,1270793,4210512,10435229,18603737,33133404,59660315,110118786,194431841,320979004,606418996
317421,427691,508792,443949,530309,808061,1247341,4834785,8592979,18512026,33439706,60766536,110198445,198366645,302574635,645024564
322943,396860,499536,441252,584800,807605,1224697,3906925,7855628,18641714,33133087,60043864,112107738,195811198,335205142,553600614
313879,427550,511851,432040,596481,1622625,1278606,4021674,7444256,17550292,33586323,60373968,111358722,200084888,334504575,571319438
321630,434531,505376,435757,589657,879246,1303860,4823919,7965177,18488932,33290733,59742263,110681466,200266229,311820073,575279325
315428,404391,530756,436767,595723,804276,1264532,4102721,6570638,18611346,35005331,60624468,110980512,200250187,329009093,594298585
323300,416278,529561,443337,584406,830360,1263383,4838297,6443154,18480337,33418643,59983066,111951574,196394038,316520686,568986981
314424,425865,513232,430354,542936,777094,1264547,3954626,7603728,18606836,34572459,60666371,111413939,198784151,326080710,590975281
324563,446856,514271,432858,559667,756723,1537796,4172432,6684139,18572481,33738484,59941489,109775710,191915047,321366597,592786705
318228,452586,510973,440385,557860,781383,1281868,4842627,8279932,18360152,40226028,60637207,111300445,194995108,345444359,573270525
313113,416121,500332,440609,543510,768140,1243566,4181151,7166781,18566032,33425642,59851082,110149539,197652919,337436499,603111767
315181,381566,505324,441286,537448,843562,1240012,4865514,9082867,18550112,37486399,60660317,110063111,196627522,341113689,602700079
314836,431542,516434,436492,540071,756272,1248792,3932451,9332623,18556349,33478667,59940122,110384609,194131193,336526758,596718937
322967,399822,517224,430524,548085,792113,1290263,4108864,7811745,18417275,35846883,60712907,110517836,198652536,324831780,562407384
315030,437220,517973,433154,531023,791519,1222668,4808625,8395135,18459072,33152620,59871020,117185781,193612911,328242820,561734966
323187,435502,519068,434291,535408,864767,1262816,4081148,7207054,18512827,37897863,60665174,112820116,192432914,301970803,596099395
313510,438517,501592,444111,542406,802069,1256186,4827444,7040125,18495251,33185751,59937134,111357486,196354380,305048613,586088971
323876,459424,506896,438431,540805,770338,1411464,4057820,7894643,18603796,36407154,60866297,110577983,198710608,328397628,639659109
313374,435984,498408,434889,529057,795565,1452128,4024985,6126938,17682062,33567674,59893369,111371106,195392167,305376159,596134203
332316,439542,509915,448272,518601,777939,1277854,4772925,7788757,18507701,33494749,60800729,111123721,196203085,334157049,610799911
312337,435104,520956,438677,528427,780319,1252392,4095938,6511707,18494083,33189557,60104548,111582837,194449917,322968012,606971298
316749,438346,520519,443719,514107,775395,1293280,6162899,6506437,17632193,33677729,60654229,111025089,193896946,342926142,571721663
315149,439290,513027,431915,523993,1131862,1302230,4899252,9968926,18469403,33311551,60836495,110518865,202873735,339071972,616841630
314322,430693,523325,436770,511518,778033,1244683,4680051,8159050,18727847,33722817,60817588,110489137,200367543,332095179,584827265
312688,376613,534214,442307,515500,927893,1263907,5211141,7478490,18603845,32927083,60038675,111746565,198248317,320832913,605461088
314967,431404,500910,436558,518594,957924,1266131,4331424,7212418,18622435,34965729,60731870,111502702,200755027,337293909,592501415
320127,435195,514457,439429,504496,989635,1224281,4860606,8039594,18497916,32893682,60272157,113636268,196136618,331079582,635316304
316458,431555,515252,433656,504719,963656,1275082,4074553,6532127,18116747,39834267,61020916,110004241,199725648,337265972,615814606
319816,376071,508167,444075,501638,848203,1280438,4091693,6558909,18358239,33452958,60517346,112923046,197222494,346557705,624388323
320754,477899,529498,450946,528235,862976,1242885,4810554,7773487,19664270,36527757,61133457,110174157,199629179,339075112,592027240
327302,481825,514808,432919,511609,831166,1260099,4067201,6452280,17773367,33084774,59690253,112498866,199915247,317514809,593589090
313388,476793,520822,432912,502230,838652,1249504,4854142,10359256,21608394,32401567,59444030,110667621,196586934,311060923,612905746
315836,479521,596990,436840,518256,825474,1272258,4151158,7944301,18701625,33358630,59716887,113661391,196856553,337286328,592525037
313168,459737,572448,433210,525131,820428,1335198,4163254,9057319,18721843,33288788,61145195,110666645,192609339,330303016,567570790
315029,503500,625405,433346,503825,809831,1255144,4855458,9270465,18567752,33153185,59621716,111588947,195875562,331695947,637246104
315082,506110,606379,431861,505284,825084,1253063,4204573,7672098,18664831,37207332,59270614,111503365,187439197,342880956,619437576
320317,495403,536616,428239,511456,805601,1279766,4855656,8600535,18543173,33317295,59828262,111844334,189763675,329262208,616022322
320997,486658,536469,432623,512598,799960,1242734,4128617,7067882,18685186,35179389,61342616,111169441,195611490,335045265,570107207
313655,481459,550852,437767,502469,796704,1256310,4103585,6358091,18643035,33413838,60344689,111632478,197846428,339162673,606217705
327270,489776,545757,442915,486573,799798,1254515,4924417,7343880,18605150,33315575,61566569,111258890,198844127,307158492,586122430
313066,487950,551190,442388,507770,3376864,1264718,4223880,6229069,18710604,33325501,60405358,111519632,195972214,351388948,595210171
325050,482679,552964,432369,511808,3901029,1253122,4899698,7526741,18493057,33569724,61281770,112041928,196347777,298034406,622624995
312381,482770,543116,437788,509993,794524,1253448,4118122,6751214,18575936,33521954,59478931,111745684,188756731,326418301,591990330
315043,478728,545311,430667,518787,757051,1264601,4148081,6518961,18491448,33415244,59533923,111626940,183737872,315147371,594118895
314477,488921,545404,429391,513325,737385,1262602,4853160,10139140,18506657,33653619,59703906,111420072,194427578,323868438,601598674
314384,484488,545192,431031,510114,786975,1260560,4093736,8257470,17486390,33381928,61212888,111977558,156144851,304672112,625308120
311890,480373,545819,434020,514774,1082311,1314393,4826229,7541437,18502118,32897843,59808783,112040896,198999125,338832893,591753303
314441,495165,535396,437747,503610,799719,1352106,3992511,7393096,18613742,33223115,59486463,108961801,193028093,334515836,637419225
313223,490471,541697,433888,519277,776566,1439114,4057761,10425625,18405944,34863854,57713390,111470691,193867903,303578898,578800394
318185,492217,532106,431137,506417,831281,1234887,4820189,8081259,18408512,32622191,60980182,112092856,194364234,350076881,636610471
320557,488842,545403,431834,511734,793528,1372047,4191316,7591495,18317821,32914040,60230599,110737785,191451542,333778826,606755913
315181,481777,552410,435730,509185,806717,1303465,4877481,8177880,18315104,32540533,61285353,111405630,197920423,338821118,569961021
323720,480932,555850,437552,510738,936917,1355305,4063936,7174536,18293356,32973617,60538024,111587494,193102889,334797850,570414070
315354,477914,556050,434329,543586,939711,1341721,4107826,9242669,18435817,32640119,61139226,111243035,190968441,343227588,586334784
325753,493166,544313,447201,546721,813434,1385474,4837356,6613980,17282649,32883611,60394089,112079094,193931196,348648935,625603585
315395,482055,546358,437767,507072,761763,1370041,3972506,9113648,18549338,32441303,61185953,111249743,193903754,313408261,587044466
314656,509555,551234,432367,496626,780936,1435522,6238910,8952729,18672342,33068287,60019741,111334633,193531485,344568310,616855027
314872,497675,555582,431855,506250,821759,1398875,5042879,7526406,18458846,32632628,60911485,111034565,183535437,299720872,630552501
311301,498313,551039,437463,508524,783090,1424262,4866102,8452111,18526041,33094629,60118234,111610701,194519743,337055848,634880040
325491,493443,545508,448769,502821,770741,1406183,5471351,6818480,18331940,32491337,60947609,111373314,197308462,320823341,618341450
313384,478787,544450,434182,517021,990756,1434081,4573557,6394462,18304753,32890425,60241514,113988223,196823893,343612442,591467112
323942,491928,547352,455580,500321,808665,1400816,5097261,9518447,18302481,32586310,60937256,111650696,199225432,334404616,613459169
315836,466573,549111,430332,505968,767656,1393023,4292402,6829195,18436160,32991489,59342646,112328275,198578224,344851714,648110848
323120,450588,552891,425183,503131,777914,1407124,4045544,8172996,17357084,32535557,59481450,111637093,195874648,333948094,583580386
312563,455551,542470,416472,524075,777866,1431092,5106107,6168964,18341951,33464081,55178252,111339161,193381457,327312588,613468140
326841,444864,548110,422954,507513,774806,1374715,4207481,7208555,18402839,32674242,59321910,110711816,196528931,340541284,592791265
314263,447446,552905,426716,515601,791918,1483738,4727168,10485437,18410589,33164027,59292081,113794400,192236126,340453603,606428055
319220,445252,535736,422330,500030,812030,1371794,3988415,9415470,18422512,32509550,59252366,110878483,195869914,292213112,626503444
314719,459688,553821,411190,517134,779151,1419505,4109576,8580148,18309156,33320137,59025838,111049715,195952053,304651961,645764982
319835,464574,536770,431912,510319,784479,1403491,4694257,7631175,18522480,33201993,59893316,111211626,196058851,340676045,583773621
320376,454896,541557,410314,979491,762377,1684287,4179707,8543899,17414384,33340807,59582049,111456686,198143423,345203149,625821179
313419,446884,544008,422638,594347,774292,1776331,4671747,7037273,18625302,35829153,59398837,112641632,197765525,339971686,588950117
325173,447692,543715,426121,527169,772831,1657022,4176266,6505729,18418621,33575256,60033631,111281621,196884225,331270467,636602702
314423,458831,536884,414135,531189,795870,1646655,4142204,8018000,17423578,37070692,59240995,112409196,199214762,348089267,639976446
323838,446173,545659,429273,538001,778648,1476284,4642257,6641666,18568873,33657723,59889151,111028239,196710617,341859430,630910815
312804,438753,544421,418006,526399,758096,1403891,4096430,7739666,18750526,33251326,59833153,110558663,193802403,315309930,605081862
325538,447865,542705,417421,528286,771388,1331824,4606313,8446345,18490703,33530163,59775952,111012609,195179377,343502478,577151129
313388,447215,536330,414867,598271,772798,1314622,4130602,9177869,18892793,33300158,59404056,115357922,199455255,325327067,636254259
314333,446020,553435,412120,525440,784132,1293967,4083136,9375372,17540933,33559717,59418308,111012599,195496304,319614561,637657752
317952,452501,552606,409819,539510,865454,1289276,4617844,7706794,18545189,34406311,60564762,112674420,184143128,341252722,594890708
313550,470920,553181,415553,539811,809743,1249075,4167846,8523480,18549170,33291189,59896108,111156347,195228801,340391851,633246333
323233,458263,541534,417616,536768,806263,1238297,4684659,7265739,18461296,33316718,59543947,112527603,202016972,331770664,641701469
315841,436248,540122,409463,580687,836267,1217325,4122831,6319762,18604518,33417282,60003308,111437903,194672746,343114044,621814606
320635,423119,538757,420326,575058,811146,1290777,4068437,10126364,18559133,33059545,60880144,114821657,190184624,297106011,587900388
315364,440916,541412,411092,533253,799933,1270414,4608087,8175426,18528023,33490460,59970048,111996026,199872231,353462868,629783906
321634,440472,541930,424379,557456,859481,1262467,4009346,8512146,18445340,33199010,60895572,110774411,193302362,330109647,624010326
311757,425811,540692,468796,505166,885652,1253074,4609649,7021154,18537944,33455054,60595448,111477347,197862501,339138229,641687073
325312,427487,543308,422579,510041,877094,1213656,4053152,6665131,17564507,33262168,59611312,111816860,195240422,341262779,568432831
311487,419796,533017,439137,508565,781309,1286140,4088840,10178955,17878144,33492689,59718229,113859402,196963568,308794969,591482585
320374,447080,530573,414993,515528,788559,1256660,4608647,8344184,18918965,33203795,59774543,110345841,198559718,345148079,574467659
316256,446513,547386,413838,501930,806436,1245775,4012825,7629765,18415613,33491122,59372634,108574475,198735743,322095763,620507330
314850,406342,546254,423819,504302,775441,1256399,6294617,7507926,18569237,33350070,59500506,111446655,195288202,332799520,599289973
310872,427034,538105,439128,522425,802755,1291097,5316090,8233874,18691869,33426984,60027320,111602050,196876084,351771986,604583551
315018,421084,581743,430642,516170,775454,1263951,5143166,6715456,18516850,33115494,59474487,108395407,194773246,324095094,606343741
317479,453190,537204,419373,525856,780872,1214554,5528620,6303342,18593780,33364948,59993336,109571753,191812998,336377235,625766020
314134,431047,543535,442671,498437,788262,1203848,4678704,7009030,18617818,33078431,59530938,113255174,196377510,337743812,646191174
323407,437065,555210,437205,492689,798554,1532021,4961443,5849468,18548504,31979048,60072256,112410748,199222327,336417984,612757329
314868,418113,548229,428119,528641,781203,1295905,4334720,10274090,18716297,33006716,59594729,113086109,193716758,299639998,600260574
325438,432728,549674,421990,504140,804958,1249798,4091946,7586058,18643226,33405994,60037825,110545930,199607875,319874341,588505538
322084,436427,537933,430219,501238,775327,1278859,4655914,8978249,18834245,33102552,59480113,111978552,197249485,311135320,622082466
315215,419843,545537,418096,513322,809568,1277424,3993349,9369295,18492364,33293277,60536530,110397294,199988273,330689423,592555467
316101,440261,535043,419742,512958,791651,1219200,4909253,7812647,18820422,30877421,59584625,112680096,194281640,312935421,548068026
314861,445525,552138,420036,521564,798407,1256974,4100426,8293786,18432966,30918383,59774065,110438779,192902758,337904786,584875391
312704,440181,552048,422036,499692,808062,1296586,4007459,6758740,18565759,33331884,60429067,110814693,187856940,312851296,558458313
313066,439220,558944,418525,509755,794572,1258040,4633182,6753897,18705165,33584971,59780993,112881585,201521094,343054134,616938309
325257,428265,540079,427693,642544,1237111,1245152,4309019,6778030,18614755,33163034,60970571,110833390,198992923,341270048,589423418
313338,462022,547734,423008,507816,1010047,1344432,4914734,6329036,18645014,31157328,60427417,110778451,199092831,319209737,651286478
322623,444283,543954,444582,513127,1014349,1250213,4118071,6919899,19378935,31292107,60496694,114952105,198048774,340314169,610435964
314202,425065,559785,428917,514823,978034,1269027,4113410,9274275,18472878,33116587,62055594,110763725,200882258,336194360,645989641
366115,422802,546868,432488,513107,961771,1237920,4671862,8490267,18507712,33074159,61000156,110935267,197579202,343100878,615664237
366189,447046,546794,434032,525625,942752,1262066,4139013,10088962,17483991,33401023,60458298,111402496,199239626,331398544,636244903
356429,467769,549802,426401,502383,1054016,1335599,4704580,8282248,19372852,33261954,60967418,112100895,197962021,345741325,619715666
365997,506036,534943,421968,501792,907479,1249792,4138043,7684112,18460109,33628908,60895514,111582399,194492594,329623400,587457981
356159,503941,552365,427734,516480,925235,1258118,4098442,7568582,18282430,33255733,60552721,112098844,192804289,323637663,601401246
314226,514228,548052,431296,507366,1020247,1289960,4319592,8186321,18373026,33539268,64411510,110927553,194393746,320912142,578513131
318406,485213,557258,443368,507151,984382,1240005,3665905,6554176,17869063,31459693,60508946,110528112,193384775,334671661,616590748
310636,515368,547920,429289,538761,1024201,1235556,4225368,6422309,18474354,32103058,60333356,112452349,196936913,324853734,630909959
313831,506658,534686,424720,512998,949582,1227554,3592139,7333245,18219383,32728902,60939361,112782084,194925743,318936260,592236244
314254,498317,540585,427311,535225,950525,1236087,3581594,6538881,18595629,33551676,60184353,113111229,195579948,343924323,637164780
327485,503423,556128,422943,515064,959417,1251264,4245817,7787294,18378312,33172682,60820655,110532143,194273738,345007319,613993812
312876,496606,551221,425431,514723,863583,1237268,3557214,9584538,18383238,33710456,60442784,113517377,188186126,338407248,585708845
323935,499845,544732,425882,506735,857357,1502993,4180533,10183581,18333180,33010948,60902572,111899608,191639886,344746824,624865031
313408,501594,553254,429854,508033,834848,1203096,3633622,10730372,18354730,33574693,61649440,113671205,192942914,334409848,640763204
322098,492319,541594,434559,612417,826003,1209475,3544321,8367918,18422089,33296597,61885123,114327377,198445740,349474065,603646386
313617,472586,543712,428414,625744,814999,1225326,4238144,9119454,18505390,33607257,62192337,112422259,198230729,326921239,623669263
316206,492410,556216,428090,567853,801449,1218301,3601437,7053529,18447722,33244969,61679748,110826876,196988532,318519151,632695888
315251,478127,549006,423824,580435,809282,1242330,5312855,7213130,18386778,35768597,61088265,113529691,197636424,320365986,576599977
312377,450725,551219,437001,544425,804430,1375553,4412091,7268894,18511184,33258084,61306276,110691921,196411733,347957114,594720878
311169,487155,544332,424904,586451,832218,1510735,4211470,5674137,17813448,35028491,61409841,113010119,195500010,343806176,584480296
319626,471782,539042,430037,565609,814270,1265011,4612108,9101244,18586498,33100499,60919456,110854509,196781187,335770869,616088140
342401,474995,531900,446982,525877,828394,1338942,3975955,8025823,18506959,35057249,61413867,112858003,195300451,336558962,575551433
316622,494527,545766,458579,572963,823474,1344518,4420150,7723984,18398992,32932361,61148291,110690465,195215286,341983828,600388908
325277,485004,552886,465753,597100,787479,1397991,3722690,10557053,18470271,33560278,61586177,112988471,195176597,343410951,620337775
312784,485008,540412,472129,533625,850685,1375346,3774686,8469093,17861594,32942402,61238096,110705749,200073887,345035824,637013181
330702,495580,535074,477723,528522,818428,1394280,4199968,7813701,18540303,32278188,61454509,113737686,196608970,352736198,644460563
313804,493090,540303,468883,516684,812780,1423643,3569600,7334337,18421915,32555842,61369799,110812763,197082373,324730064,596673388
311774,498641,552571,436196,542778,809908,1422417,4517388,8519223,18378271,32809197,61537240,110939502,194835885,339524226,630790910
312207,488024,551114,434439,536586,833514,1380161,3557756,6755752,18416438,32912656,61248676,110590147,197727232,346158855,638666453
314423,502048,550349,437801,504181,795035,1429305,3570903,6439499,18356213,34210130,65231590,110397152,196058963,318837560,631231647
327311,494076,532907,434053,507078,814621,1439867,4619849,7507587,18407897,33201725,61571510,110868317,194938075,313608133,592955597
315480,483898,539282,433047,509712,796789,1413922,3554552,7933578,18232693,33317242,61259452,113805456,193161189,316160704,606122092
344674,489228,543484,425355,498233,779631,1396110,4203501,8590460,18461642,33027299,61471086,111671343,192395381,323864965,605987705
313677,494899,537603,438667,502095,808208,1452043,3541994,6773349,18420137,31129743,60843826,111707516,196529480,333960220,606985462
326298,491639,560408,431106,504905,815601,1375754,3558810,8493972,18526425,33146792,61513475,111572509,197682939,343452120,638697481
314085,487003,548397,398885,506598,785223,1514048,4177919,9373150,18375832,35385566,61101765,111807311,195567833,340685092,577392695
323937,505154,545059,398575,582252,803160,1320741,3515651,7588485,18358759,33068245,61609428,111234494,197524994,346512496,564573068
313457,503276,543592,401420,593525,781095,1411936,4793958,8277543,18358865,33053969,60985655,111269734,196896336,311357225,569833945
316698,486466,544569,395218,533029,1124476,1375381,4117309,6788151,18466662,32887954,61198311,110299640,197779480,313657607,616352486
313671,495847,543594,398879,539034,1004858,1409358,4231987,8821106,18559420,35232868,61314554,111236858,200281411,291636467,598468673
319415,485428,543804,404030,540563,914472,1397451,4902768,8059590,18347834,33197445,61553473,111617935,198794177,346672707,609726394
336011,493689,544189,401158,567000,818020,1425214,4238663,6808652,18382644,33733682,61277993,114629819,198213134,314739864,615538263
317943,496089,551067,405172,525227,808671,1406183,4819709,7908441,18360592,32911024,60976241,112558135,196780016,313938097,582549357
321928,493836,547972,424463,539298,792078,1474812,4295181,6736570,17929713,33201326,61304750,113989288,194093231,316559188,630548682
313961,498870,546678,406020,532494,760183,1399812,4255124,8373447,18262103,33128466,61460325,112032423,195180523,340478100,556333231
325635,492068,553291,408776,503623,764435,1450613,4827321,9930433,18319002,32907253,60938580,111463448,195245320,312389304,623909116
314791,512546,545784,404151,517912,750606,1409444,4334812,8257224,18267675,33966745,61638321,113183097,198918435,337922945,584191380
319914,496894,542998,404357,493134,740658,1442091,4880262,7645892,18318801,34016877,61246805,112495221,197124465,336263363,638463078
313774,509269,544670,404410,487284,737152,1362852,4308726,7383734,18451157,33275626,61352901,110253995,197322259,347332457,613685804
322702,500966,547678,431636,511618,752220,1309693,4349662,8494905,18484745,33016146,61517928,113757154,198693971,314270854,585967552
320321,503459,573684,416537,524383,737259,1298788,4725786,6550880,18514229,32729685,61092722,112371751,201430909,312266744,574355404
315045,504033,570728,438664,497001,739932,1269519,4287447,7350053,18495895,33042494,61233177,112220653,198400653,351083559,628427057
324109,512206,565387,436602,508360,726274,1285309,6675144,8646154,18435512,32797605,61410648,112419019,191643908,326830730,633746007
312954,501262,567006,437747,499912,715288,1325523,5666309,7102903,18642093,32949883,61202989,111496648,200436050,332988158,610342956
320759,503766,573578,435650,513634,734846,1254786,5419884,7881435,18592302,33741017,61199734,110543683,199249659,342071620,587875598
310077,494208,567160,443768,503796,713577,1270515,5684329,6475250,18611752,25561649,61017837,111747427,197542810,336406894,610534546
321721,488488,555713,465794,507461,689052,1240322,4953217,9125083,18481106,32533465,61094031,110927669,195392773,347701332,599529751
313661,494261,541015,473964,510784,705245,1261320,5180463,9225688,18152776,33002906,60586448,111752232,191601898,342076700,628528009
326784,483745,544784,461153,510572,689292,1255114,4963751,7645126,18544989,32664736,60390455,111382218,193989298,335820784,573291182
321307,492266,558522,449181,497823,700570,1247404,4466600,7878551,18474368,33119650,61885702,99702636,200628289,335945952,584654087
317127,490675,550142,463469,502159,695930,1254474,5050820,7258759,19503901,32832528,61002857,111667754,200694268,312271864,582097953
313098,490110,551310,449010,508400,712730,1264116,4414917,7246864,18663803,33137090,61605455,111603429,199151974,343627500,632811303
315999,500469,543923,476364,506571,690933,1254222,6324010,8162847,20073308,32773284,61981637,110924815,194271683,333870210,630877291
321487,505999,539118,470620,510906,720865,1282482,5368930,6353339,23484471,32919778,60697849,111210711,196620547,327371392,631255302
315277,499838,535968,479826,510104,729708,1273503,5036778,7223631,19204626,32648771,61714373,110750886,194138561,301822360,608024025
318072,506307,547138,441369,548130,702619,1234419,5610107,6753635,18519084,28842767,61221949,111596021,193304711,345909637,647128877
316839,494544,552679,464158,552728,679175,1247581,4561789,7368055,18162957,32509875,61535558,110891371,195032256,318651744,632465929
322099,509549,551153,472358,539590,705476,1280890,5153503,9987483,18171284,32847823,61288200,111552931,201925186,335892864,622403888
316829,496631,553659,450966,542032,686824,1366737,4257264,8300901,18449601,32613774,61684523,110197441,191510319,312450746,641682064
323151,500621,548219,443999,548617,710252,1234488,4266427,7482408,18102872,33036385,61286677,112788486,193344520,311644897,585772720
319917,485400,548904,430996,557410,700500,1228275,4934176,7238691,18296312,32895874,61678032,110566231,192040303,341874117,604180167
314936,496465,550889,446558,523593,696225,1276271,4419043,8295784,18392432,25576582,60890697,111465568,198179178,338249635,626409444
315898,485362,544630,439990,510028,695037,1245369,4896056,6411758,18221720,33027709,61793056,110514843,197548502,340406529,601003486
313792,494260,552259,429993,506213,757707,1256396,4306094,6513642,18346104,32945413,61321427,111186642,198550271,301872267,625184468
315692,482901,548855,441648,513195,858900,1258038,4329598,9135738,18218112,32871472,61343689,110366645,200231595,340779867,631553635
310613,489534,550460,445830,514312,847159,1238817,4959121,6946754,18196336,32902475,61104970,110559143,199100299,300503267,606871864
322405,438711,544971,449797,514466,818686,1326237,4369440,7716315,18308807,32688086,61505936,109577058,195988621,332522922,573185952
313123,454550,554367,441741,529898,781367,1386036,4953367,6408489,18238072,32895689,60911479,109975781,200508077,308717905,577239876
326645,447477,562676,443259,522168,774701,1364602,4325486,8834175,18325038,32598416,60591425,109196418,201023689,342230612,618470995
316010,450316,547936,439978,515220,869149,1452735,6573168,9395040,18411678,33024214,61004156,108390597,196806001,337039441,604655508
328643,448232,546068,448581,503527,890868,1358151,5055619,7635503,18343149,32806526,61118599,108595019,200650505,334389124,591305297
311591,443527,546193,444469,505465,760525,1402790,4290134,8353875,18309370,32789346,61011896,108551089,197434207,341168574,617132295
315689,458296,549137,445252,499395,889389,1403700,4744063,7427496,18302156,32782303,60160311,109074236,198097350,332921159,577445035
313424,447084,558166,463414,500230,762746,1453911,4285340,6430623,18257583,32910488,61304729,109608081,196296715,332046003,631759645
315772,470905,551172,450502,509346,847932,1383157,4333709,7738495,18331223,32828594,61923473,106712808,194168066,323987086,600003087
312918,443615,538291,463346,592374,849268,1482898,4855682,6778638,18282755,33010072,61479381,110843395,192448726,345604580,627961490
314063,445660,544222,423403,521760,878763,1613007,4374772,6904363,18215150,32740933,61820207,109909556,198675144,328996704,603449117
322436,446461,553380,420086,525925,751418,1404294,7334534,7033469,18249619,32944958,61616066,110272093,194943509,336430344,610553429
315129,456044,554107,473955,510127,794937,1399506,6062094,6454867,18264667,32797236,60985152,108329004,191325789,346665882,620597346
318031,445971,558767,456431,553632,764453,1440893,5519973,10066547,18360424,32813527,60865168,109920411,193429183,307492152,579808466
319548,443816,545813,475392,559956,763219,1397441,6025291,8095865,18349501,32639004,61013917,109869047,195815454,317388876,618432433
323043,442437,544034,457410,541074,760397,1421339,5117301,7453673,18356882,32959057,61490572,108172031,189181553,345208874,592439759
314259,433535,550367,459029,538550,880405,1439733,5577839,8156731,18288729,32724699,61355502,107090415,194148572,336864814,591133440
311482,428141,546584,450991,541591,784699,1405145,4783232,7991093,18323472,32788559,60627725,109556976,198916674,312292160,642318921
313557,445479,548035,419893,538611,770829,1390011,4662310,6653467,18253521,24997963,61301555,108148761,196883914,328753482,604913832
312958,437236,540877,451265,545717,761704,1422693,5045263,7054608,18288522,32499955,61084378,106739864,198327805,341438060,645076391
315341,448207,546311,447192,582520,762160,1646998,4477835,9135208,18254383,32716958,60820917,107790661,195869022,320363293,589576968
314437,450889,544741,454548,541148,918242,1454559,4998383,8212754,18347848,32870818,61019678,107637931,197195630,338367913,582930865
313935,456449,546445,436837,533721,902907,1412190,4368271,8954844,18411240,25183066,61142572,108609090,198870506,308587299,638320700
314180,456752,548379,435343,500510,893074,1464774,4332845,7294540,18260810,32631228,61111409,108517806,200430733,327768525,552367817
327581,447550,548327,430919,512890,761021,1749412,4719905,9215944,18354101,32885686,61028653,108043531,198325620,337272459,576061236
316080,444611,534321,428416,498445,804919,2501860,4344116,9435428,18359467,32821495,60750641,108452558,198651988,357974724,573554820
323091,420265,544732,434883,1961438,961806,1789954,4840773,7730031,18280731,32640113,60851197,109901310,198821722,348336709,610850098
