SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
127846,331874,383371,737572,1183412,2497070,4472622,9126185,18192416
154219,332577,392849,742637,1197042,2464368,4487637,9551799,17791458
129223,331398,378431,741028,1173438,2501095,4477151,8954952,18528160
129197,329833,381145,734248,1184954,2492580,4513952,8970769,18105528
128493,339924,451046,735168,1167460,2493108,4471664,8923329,17868225
128648,331357,382576,735945,1205169,2503295,4494533,8921804,18065293
130753,333660,388616,743167,1180171,2510345,4488379,8963048,18222908
131087,331541,388099,739671,1194173,2505411,4483615,8932874,17927632
169129,328837,392283,740886,1177807,2479855,4470252,8918224,18544485
159875,328842,382878,743996,1187611,2498605,4472747,8928192,18086451
136590,336889,380769,741857,1177474,2486501,4462271,8953668,17890585
137468,331146,383523,813883,1200272,2487160,4492400,9052202,18645923
131310,330641,382683,740997,1184122,2463137,4493610,8982066,18201168
129537,330782,394287,747769,1183455,2457857,4488946,8934395,18138740
130300,330853,385730,739899,1175561,2478780,4543324,8972448,18098572
129697,331585,383719,748901,1264021,2451287,4487158,8914480,18094796
129027,337438,383539,733858,1186419,2455900,4467135,8981996,17485013
128095,330873,382864,744224,1173040,2498955,5017662,8915977,18182690
127538,328270,383091,742047,1197933,2445123,4553369,8937150,18189743
127476,329081,382681,741390,1174809,2456567,4507319,9044360,19086942
128717,328840,387192,744522,1186657,2449104,4511305,8939940,18345011
131470,332718,384932,740264,1263085,2423911,4503140,8974448,18073919
129073,329241,382935,737754,1178281,2502020,4498522,8974156,17577741
129096,333581,384367,739558,1185658,2487977,4493689,8926456,18509556
127176,332394,382413,739660,1186316,2499995,4504867,40574489,18285022
126687,333177,388458,739672,1195713,2493007,4483846,24578879,17870877
127286,330667,382121,737821,1183067,2445325,4472038,8933582,18563878
126838,330821,378724,742392,1187016,2440457,4498555,9113221,18306106
127039,330067,383239,738545,1188334,2478856,4496594,8933693,17948620
128849,330237,383778,802675,1193396,2492883,4569888,8922630,18439935
128882,333337,382516,742124,1185424,2498253,4480361,8938045,18160101
128171,331424,382787,741504,1173338,2498784,4495837,9001020,17863800
128528,333174,384341,739395,1210626,2490216,4470215,8975906,18541847
128684,332201,375723,739917,1182891,2515337,4498899,9057863,18215536
130289,331646,383308,736980,1181066,2475817,4487571,9119001,17607827
129550,331073,383900,738433,1186814,2493523,4547749,8959981,18776804
128928,416085,385979,737766,1179851,2506347,4475676,8968703,18228396
130505,332501,384067,741173,1185764,2465067,4489322,8952132,17753294
163315,328442,382256,751875,1181572,2449057,4498893,8947285,18683659
163729,330860,383614,735018,1199525,2489143,4490790,8934637,18195215
156357,330291,383816,731754,1195848,2498167,4476562,8913201,17865202
132875,334599,384855,739502,1183139,2464015,4471134,8947387,18491239
208355,332196,385086,737424,1181145,2454468,4470636,8936436,18337384
132405,330581,382455,735173,1180159,2511674,4477076,8966306,17800663
130900,330013,372752,738245,1186526,2478492,4482129,9028272,18281361
128273,333319,375576,739462,1178151,2456783,4491700,8983753,18062227
128046,330179,370925,739994,1181366,2496770,4472398,8993724,17663471
127330,332597,384902,809613,1182872,2495859,4491567,9124228,18934166
127801,329374,383543,735916,1182464,2507869,4468595,8952028,18127425
127953,328528,384592,742024,1199013,2497280,4473458,9021354,18045780
129171,329341,382697,741194,1194553,2509067,4481120,8931868,18621478
128451,330007,382654,740220,1177374,2501600,4504320,9026001,18094393
127954,328981,377329,739436,1189402,2453899,4499128,9074182,17844580
127283,334538,381386,737488,1180991,2410702,4478858,8999889,18515834
128218,332989,386459,731795,1194200,2489658,4476299,8941569,18223566
128054,330513,386783,735767,1185606,2488837,4469838,8939084,17831667
128052,331710,382713,743838,1176147,2461219,4468631,8978503,18586182
128245,328570,381166,740738,1189909,2505083,4482235,9011065,18287226
129075,328371,382210,735645,1213663,2487835,4483740,8940557,17836670
128374,338716,382446,743403,1175126,2488038,4490877,8999286,18565036
133999,331626,383344,743349,1208766,2503367,4484741,8932519,17761590
131765,331788,382649,744274,1175679,2478423,4499303,8923736,17785121
130709,332235,393875,746749,1180605,2457842,4495824,9079079,18586072
130510,332851,382951,745039,1183703,2495116,4503617,8923827,17982098
130002,330899,380951,737789,1246396,2500575,4489998,8906626,18155694
129606,340165,381477,744403,1188297,2503505,4494064,8942033,18480367
129732,333416,373143,737213,1191738,2500901,4480026,8962795,18231381
129250,334406,384425,739977,1177338,2498666,4478384,8917615,17665951
127843,332879,386700,814501,1184972,2465426,4494327,8945701,18510304
127381,349648,383983,739986,1195546,2447589,4489273,8982014,18152076
128439,330837,380305,738008,1174937,2450660,4470576,9623159,17799528
128335,337788,374809,741599,1184465,2459495,4484558,8933024,18756696
128412,331881,374058,737686,1202751,2450606,4473336,9052594,17924153
169147,330459,382448,742886,1179912,2457277,4462369,8938657,17663381
160586,328764,383371,740332,1178556,2483625,4466022,8918415,18632465
147087,328944,394023,738192,1190136,2466675,4485937,9032762,18101422
131604,332494,387772,737391,1256704,2480181,4494716,8995418,17805787
129782,340371,375041,739775,1178369,2459380,4509101,8972792,18585769
127897,333311,373599,743464,1207921,2440542,4460088,8929487,18056091
126525,330656,371309,751063,1170025,2485693,4479717,8913592,17619291
132434,330803,382434,740448,1219279,2528527,4468383,8944848,18609273
128694,328185,391207,743024,1189306,2509779,4531083,8947081,18158020
127663,331386,385482,740967,1232630,2498233,4504261,8949673,17840914
127881,339110,381176,798041,1204284,2490803,4479567,8927643,18626046
129485,332438,382093,734151,1177576,2444581,4490960,8963995,17851437
128300,329662,373245,741025,1171487,2431631,4594209,8971424,17747204
128205,331298,380843,734556,1210046,2490140,4488653,8950321,18687424
128076,329072,383591,738192,1177236,2469184,4514203,8924690,18264205
130185,330753,383965,737882,1192720,2472788,4492371,8990587,17717746
129512,331268,386390,737433,1185331,2496204,4493850,8976824,29992877
131098,333605,383989,745466,1197522,2495048,4485864,9034434,65085671
131547,331151,404426,740682,1178986,2485616,4500834,8987357,49618316
129468,331284,390578,744266,1179599,2443402,4479981,8928740,18060588
129610,330988,386211,739403,1215991,2495826,4494122,9279921,18401490
129289,331458,384676,738344,1178893,2471382,4516376,9013277,17906934
128091,329940,382694,739833,1177238,2451665,4460855,8933389,18656332
129857,333261,387589,740787,1186919,2478727,4487548,8958045,18378812
128352,331092,382383,735588,1178474,2493122,4463714,8933563,17838513
128843,332962,387774,740469,1183525,2484015,4483791,8981883,18598051
129791,333856,387181,755463,1180169,2457545,4482521,8956841,18248840
132819,331955,383453,741338,1196972,2471934,4474017,8898993,17788237
128848,330645,383036,803320,1173644,2480775,4490058,8936910,18640662
128252,333297,381090,743496,1186828,2470378,4470378,9090544,18191028
129507,329742,384852,741538,1173396,2489615,4475420,8990363,17799248
127599,329010,382934,740259,1220321,2468578,4479577,8967521,18563851
127337,327489,381989,734688,1181731,2487324,4477571,8939857,18257187
127142,329254,381905,740436,1176455,2512634,4493373,8935633,17793142
127289,331173,382712,735582,1173401,2500413,4487845,8898396,18581099
156139,332005,392846,734839,1189791,2493690,4479473,9044583,18045561
164692,333482,381825,734745,1181339,2506450,4470978,8980907,18172806
152467,332730,384125,745177,1180539,2504299,4473167,8938049,18510755
131074,329752,383417,737999,1191575,2475072,4493737,8950891,18221952
127633,332336,381672,737008,1177857,2468942,4469673,9016045,17831941
128140,330450,383702,734149,1185803,2496141,4490634,9035156,18541180
127688,339496,383446,738733,1186419,2508150,5164349,8970936,17983518
128086,331102,393916,734777,1178524,2469350,4521932,8939100,17401848
129977,332535,383641,735068,1186169,2494699,4515326,9064560,18265560
129512,329719,383009,743235,1183515,2537795,4480992,9181256,18193271
127840,332929,382975,742364,1187970,2501124,4480238,9241035,17828798
127851,333224,380381,813080,1177957,2461380,4518959,8860423,18395319
133957,339553,381427,735132,1191441,2509189,4498379,8738605,18132273
129630,332899,383816,740084,1179790,2454782,4493291,8829024,17961774
129655,330770,383278,740038,1199770,2446824,4522033,8776129,18286031
129805,329006,381732,740938,1184976,2499676,4480094,8931182,18336139
129226,331480,388003,738350,1175489,2494975,4493475,8997871,17798140
128330,332658,383051,738981,1177653,2498541,4476124,8965777,18533773
128659,337592,383659,738906,1181063,2460857,4501898,8964171,18247519
129330,331305,380412,740426,1187359,2497455,4484440,8905546,17700842
129552,329735,381651,740926,1182812,2509898,4499566,8992123,18700434
129311,329462,388237,737143,1185377,2485428,4493681,8943281,18124556
129123,329348,389993,738803,1205872,2518853,4573011,8921253,17666483
130261,331023,383316,736563,1186286,2496869,4620127,8932187,18656878
130905,338502,383605,743339,1184272,2494844,4512736,8978305,18258262
129481,332803,384508,736599,1195652,2442963,4483909,8931973,17899529
130684,331675,382133,740617,1184280,2500977,4483510,8938303,18538751
129781,332125,382578,738149,1180538,2425147,4492483,8915058,18491945
129292,332286,385886,733794,1186176,2510118,4479269,8971044,17914168
130158,331155,384608,803007,1255515,2449865,4489909,9026796,18556801
128428,331207,382991,742568,1193048,2423044,4480860,8994938,18281285
127175,333146,382550,743070,1177956,2479789,4467376,9461017,17838359
128224,329807,391913,740500,1183038,2481447,4499834,8941308,18417206
129057,330153,378923,735001,1186309,2438392,4536907,8908781,18093725
128531,329552,381952,766303,1173191,2462720,4495176,8943356,17834383
216809,332278,382969,738790,1270424,2488990,4487466,8953979,18437001
168052,331119,383273,741283,1208008,2502392,4490781,8961711,18126930
153448,333667,459562,757009,1195454,2466699,4482706,8989830,17699255
136321,328684,384131,740969,1176256,2457219,4473092,9122043,18440893
129278,328273,382698,736758,1189229,2482707,4504496,8991302,18205876
128813,327999,385523,739293,1178011,2451648,4482554,8955665,17666471
128042,329293,381461,740968,1191489,2445056,4480730,8964959,18892289
127740,330820,382979,742512,1188227,2450478,4478575,8989078,18103188
